Track,for,Cindy,2005,,
7/5/2005,8:59:24,25.833,N,90.407,W
7/5/2005,9:01:25,25.839,N,90.407,W
7/5/2005,9:03:25,25.844,N,90.407,W
7/5/2005,9:05:25,25.85,N,90.407,W
7/5/2005,9:07:25,25.855,N,90.407,W
7/5/2005,9:09:24,25.861,N,90.407,W
7/5/2005,9:11:24,25.866,N,90.407,W
7/5/2005,9:13:24,25.871,N,90.407,W
7/5/2005,9:15:24,25.877,N,90.407,W
7/5/2005,9:17:25,25.882,N,90.407,W
7/5/2005,9:19:25,25.887,N,90.406,W
7/5/2005,9:21:25,25.893,N,90.406,W
7/5/2005,9:23:25,25.898,N,90.406,W
7/5/2005,9:25:24,25.903,N,90.405,W
7/5/2005,9:27:24,25.908,N,90.405,W
7/5/2005,9:29:24,25.914,N,90.405,W
7/5/2005,9:31:25,25.919,N,90.404,W
7/5/2005,9:33:25,25.924,N,90.404,W
7/5/2005,9:35:25,25.929,N,90.403,W
7/5/2005,9:37:25,25.934,N,90.403,W
7/5/2005,9:39:24,25.939,N,90.402,W
7/5/2005,9:41:24,25.944,N,90.402,W
7/5/2005,9:43:24,25.949,N,90.401,W
7/5/2005,9:45:24,25.954,N,90.401,W
7/5/2005,9:47:25,25.958,N,90.4,W
7/5/2005,9:49:25,25.963,N,90.399,W
7/5/2005,9:51:25,25.968,N,90.399,W
7/5/2005,9:53:25,25.973,N,90.398,W
7/5/2005,9:55:24,25.977,N,90.398,W
7/5/2005,9:57:24,25.982,N,90.397,W
7/5/2005,9:59:24,25.987,N,90.396,W
7/5/2005,10:01:25,25.991,N,90.395,W
7/5/2005,10:03:25,25.996,N,90.395,W
7/5/2005,10:05:25,26.001,N,90.394,W
7/5/2005,10:07:25,26.005,N,90.393,W
7/5/2005,10:09:24,26.01,N,90.392,W
7/5/2005,10:10:27,26.012,N,90.392,W
7/5/2005,10:12:27,26.017,N,90.391,W
7/5/2005,10:14:26,26.021,N,90.391,W
7/5/2005,10:16:26,26.026,N,90.39,W
7/5/2005,10:18:26,26.031,N,90.39,W
7/5/2005,10:20:26,26.035,N,90.389,W
7/5/2005,10:22:27,26.04,N,90.388,W
7/5/2005,10:24:27,26.044,N,90.388,W
7/5/2005,10:26:27,26.049,N,90.387,W
7/5/2005,10:28:27,26.053,N,90.386,W
7/5/2005,10:30:26,26.058,N,90.386,W
7/5/2005,10:32:26,26.062,N,90.385,W
7/5/2005,10:34:26,26.067,N,90.384,W
7/5/2005,10:36:26,26.071,N,90.383,W
7/5/2005,10:38:27,26.075,N,90.382,W
7/5/2005,10:40:27,26.08,N,90.381,W
7/5/2005,10:42:27,26.084,N,90.38,W
7/5/2005,10:44:26,26.088,N,90.379,W
7/5/2005,10:46:26,26.092,N,90.378,W
7/5/2005,10:48:26,26.096,N,90.377,W
7/5/2005,10:50:26,26.101,N,90.376,W
7/5/2005,10:52:27,26.105,N,90.375,W
7/5/2005,10:54:27,26.109,N,90.374,W
7/5/2005,10:56:27,26.113,N,90.373,W
7/5/2005,10:58:27,26.117,N,90.372,W
7/5/2005,11:00:26,26.12,N,90.371,W
7/5/2005,11:02:26,26.124,N,90.37,W
7/5/2005,11:04:26,26.128,N,90.368,W
7/5/2005,11:06:26,26.132,N,90.367,W
7/5/2005,11:08:27,26.136,N,90.366,W
7/5/2005,11:10:27,26.139,N,90.364,W
7/5/2005,11:10:45,26.14,N,90.364,W
7/5/2005,11:12:45,26.144,N,90.363,W
7/5/2005,11:14:46,26.149,N,90.362,W
7/5/2005,11:16:46,26.153,N,90.361,W
7/5/2005,11:18:46,26.158,N,90.36,W
7/5/2005,11:20:46,26.162,N,90.359,W
7/5/2005,11:22:45,26.167,N,90.358,W
7/5/2005,11:24:45,26.172,N,90.357,W
7/5/2005,11:26:45,26.176,N,90.356,W
7/5/2005,11:28:45,26.181,N,90.355,W
7/5/2005,11:30:46,26.185,N,90.354,W
7/5/2005,11:32:46,26.19,N,90.353,W
7/5/2005,11:34:46,26.195,N,90.353,W
7/5/2005,11:36:45,26.2,N,90.352,W
7/5/2005,11:38:45,26.204,N,90.351,W
7/5/2005,11:40:45,26.209,N,90.35,W
7/5/2005,11:42:45,26.214,N,90.349,W
7/5/2005,11:44:46,26.219,N,90.348,W
7/5/2005,11:46:46,26.224,N,90.347,W
7/5/2005,11:48:46,26.228,N,90.346,W
7/5/2005,11:50:46,26.233,N,90.345,W
7/5/2005,11:52:45,26.238,N,90.344,W
7/5/2005,11:54:45,26.243,N,90.343,W
7/5/2005,11:56:45,26.248,N,90.342,W
7/5/2005,11:58:45,26.253,N,90.341,W
7/5/2005,12:00:46,26.259,N,90.34,W
7/5/2005,12:02:46,26.264,N,90.339,W
7/5/2005,12:04:46,26.269,N,90.338,W
7/5/2005,12:06:45,26.274,N,90.337,W
7/5/2005,12:08:45,26.279,N,90.336,W
7/5/2005,12:10:45,26.285,N,90.335,W
7/5/2005,12:12:45,26.29,N,90.334,W
7/5/2005,12:14:46,26.295,N,90.333,W
7/5/2005,12:16:46,26.301,N,90.332,W
7/5/2005,12:18:46,26.306,N,90.331,W
7/5/2005,12:20:46,26.312,N,90.33,W
7/5/2005,12:22:45,26.317,N,90.329,W
7/5/2005,12:24:45,26.323,N,90.327,W
7/5/2005,12:26:45,26.328,N,90.326,W
7/5/2005,12:28:45,26.334,N,90.325,W
7/5/2005,12:30:46,26.339,N,90.324,W
7/5/2005,12:32:46,26.345,N,90.323,W
7/5/2005,12:34:46,26.351,N,90.322,W
7/5/2005,12:36:45,26.357,N,90.321,W
7/5/2005,12:38:45,26.363,N,90.32,W
7/5/2005,12:40:45,26.369,N,90.319,W
7/5/2005,12:42:45,26.375,N,90.318,W
7/5/2005,12:44:46,26.381,N,90.317,W
7/5/2005,12:46:46,26.387,N,90.316,W
7/5/2005,12:48:46,26.393,N,90.315,W
7/5/2005,12:50:46,26.399,N,90.314,W
7/5/2005,12:52:45,26.405,N,90.312,W
7/5/2005,12:54:45,26.411,N,90.311,W
7/5/2005,12:56:45,26.418,N,90.31,W
7/5/2005,12:58:45,26.424,N,90.309,W
7/5/2005,13:00:46,26.43,N,90.308,W
7/5/2005,13:02:46,26.437,N,90.307,W
7/5/2005,13:04:46,26.443,N,90.306,W
7/5/2005,13:06:45,26.45,N,90.305,W
7/5/2005,13:08:45,26.457,N,90.304,W
7/5/2005,13:10:45,26.463,N,90.302,W
7/5/2005,13:12:45,26.47,N,90.301,W
7/5/2005,13:14:46,26.477,N,90.3,W
7/5/2005,13:16:46,26.484,N,90.299,W
7/5/2005,13:18:46,26.491,N,90.298,W
7/5/2005,13:20:46,26.498,N,90.297,W
7/5/2005,13:22:45,26.505,N,90.295,W
7/5/2005,13:24:45,26.512,N,90.294,W
7/5/2005,13:26:45,26.519,N,90.293,W
7/5/2005,13:28:45,26.526,N,90.292,W
7/5/2005,13:30:46,26.534,N,90.291,W
7/5/2005,13:32:46,26.541,N,90.29,W
7/5/2005,13:34:46,26.548,N,90.288,W
7/5/2005,13:36:45,26.556,N,90.287,W
7/5/2005,13:38:45,26.563,N,90.286,W
7/5/2005,13:40:45,26.571,N,90.285,W
7/5/2005,13:42:45,26.579,N,90.284,W
7/5/2005,13:44:46,26.586,N,90.282,W
7/5/2005,13:46:46,26.594,N,90.281,W
7/5/2005,13:48:46,26.602,N,90.28,W
7/5/2005,13:50:46,26.61,N,90.279,W
7/5/2005,13:52:45,26.618,N,90.277,W
7/5/2005,13:54:45,26.626,N,90.276,W
7/5/2005,13:56:45,26.634,N,90.275,W
7/5/2005,13:58:45,26.642,N,90.274,W
7/5/2005,14:00:46,26.65,N,90.273,W
7/5/2005,14:02:46,26.658,N,90.271,W
7/5/2005,14:04:46,26.666,N,90.27,W
7/5/2005,14:06:45,26.675,N,90.269,W
7/5/2005,14:08:45,26.683,N,90.268,W
7/5/2005,14:10:45,26.691,N,90.267,W
7/5/2005,14:12:45,26.7,N,90.266,W
7/5/2005,14:14:46,26.708,N,90.264,W
7/5/2005,14:16:46,26.716,N,90.263,W
7/5/2005,14:18:46,26.725,N,90.262,W
7/5/2005,14:20:46,26.733,N,90.261,W
7/5/2005,14:22:45,26.742,N,90.26,W
7/5/2005,14:24:45,26.751,N,90.259,W
7/5/2005,14:26:45,26.759,N,90.258,W
7/5/2005,14:28:45,26.768,N,90.257,W
7/5/2005,14:30:46,26.777,N,90.255,W
7/5/2005,14:32:46,26.785,N,90.254,W
7/5/2005,14:34:46,26.794,N,90.253,W
7/5/2005,14:36:45,26.803,N,90.252,W
7/5/2005,14:38:45,26.812,N,90.251,W
7/5/2005,14:40:45,26.82,N,90.25,W
7/5/2005,14:42:45,26.829,N,90.249,W
7/5/2005,14:44:46,26.838,N,90.248,W
7/5/2005,14:46:46,26.847,N,90.247,W
7/5/2005,14:48:46,26.856,N,90.246,W
7/5/2005,14:50:46,26.865,N,90.246,W
7/5/2005,14:52:45,26.874,N,90.245,W
7/5/2005,14:54:45,26.883,N,90.244,W
7/5/2005,14:56:45,26.892,N,90.243,W
7/5/2005,14:58:45,26.901,N,90.242,W
7/5/2005,15:00:46,26.91,N,90.241,W
7/5/2005,15:02:46,26.919,N,90.241,W
7/5/2005,15:04:46,26.928,N,90.24,W
7/5/2005,15:06:45,26.937,N,90.239,W
7/5/2005,15:08:45,26.946,N,90.238,W
7/5/2005,15:10:45,26.955,N,90.238,W
7/5/2005,15:12:45,26.964,N,90.237,W
7/5/2005,15:14:46,26.973,N,90.236,W
7/5/2005,15:16:46,26.982,N,90.236,W
7/5/2005,15:18:46,26.991,N,90.235,W
7/5/2005,15:20:46,27,N,90.235,W
7/5/2005,15:22:45,27.009,N,90.234,W
7/5/2005,15:24:45,27.018,N,90.234,W
7/5/2005,15:26:45,27.027,N,90.233,W
7/5/2005,15:28:45,27.036,N,90.233,W
7/5/2005,15:30:46,27.045,N,90.232,W
7/5/2005,15:32:46,27.054,N,90.232,W
7/5/2005,15:34:46,27.063,N,90.232,W
7/5/2005,15:36:45,27.072,N,90.231,W
7/5/2005,15:38:45,27.081,N,90.231,W
7/5/2005,15:40:45,27.09,N,90.231,W
7/5/2005,15:42:45,27.099,N,90.231,W
7/5/2005,15:44:46,27.108,N,90.23,W
7/5/2005,15:46:46,27.117,N,90.23,W
7/5/2005,15:48:46,27.126,N,90.23,W
7/5/2005,15:50:46,27.135,N,90.23,W
7/5/2005,15:52:45,27.144,N,90.23,W
7/5/2005,15:54:45,27.153,N,90.23,W
7/5/2005,15:56:45,27.162,N,90.23,W
7/5/2005,15:58:45,27.171,N,90.23,W
7/5/2005,16:00:46,27.18,N,90.231,W
7/5/2005,16:02:46,27.188,N,90.231,W
7/5/2005,16:04:46,27.197,N,90.231,W
7/5/2005,16:06:45,27.206,N,90.231,W
7/5/2005,16:08:45,27.215,N,90.232,W
7/5/2005,16:10:45,27.223,N,90.232,W
7/5/2005,16:12:45,27.232,N,90.232,W
7/5/2005,16:14:45,27.241,N,90.233,W
7/5/2005,16:16:45,27.249,N,90.233,W
7/5/2005,16:18:45,27.258,N,90.234,W
7/5/2005,16:20:45,27.266,N,90.235,W
7/5/2005,16:22:46,27.275,N,90.235,W
7/5/2005,16:24:46,27.283,N,90.236,W
7/5/2005,16:26:46,27.292,N,90.237,W
7/5/2005,16:28:46,27.3,N,90.237,W
7/5/2005,16:30:46,27.309,N,90.238,W
7/5/2005,16:32:46,27.317,N,90.239,W
7/5/2005,16:34:46,27.325,N,90.24,W
7/5/2005,16:36:45,27.333,N,90.241,W
7/5/2005,16:38:45,27.342,N,90.242,W
7/5/2005,16:40:45,27.35,N,90.243,W
7/5/2005,16:42:45,27.358,N,90.244,W
7/5/2005,16:44:45,27.366,N,90.246,W
7/5/2005,16:46:45,27.374,N,90.247,W
7/5/2005,16:48:45,27.382,N,90.248,W
7/5/2005,16:50:45,27.39,N,90.25,W
7/5/2005,16:52:46,27.398,N,90.251,W
7/5/2005,16:54:46,27.405,N,90.253,W
7/5/2005,16:56:46,27.413,N,90.254,W
7/5/2005,16:58:46,27.421,N,90.256,W
7/5/2005,17:00:46,27.428,N,90.258,W
7/5/2005,17:02:46,27.436,N,90.259,W
7/5/2005,17:04:46,27.444,N,90.261,W
7/5/2005,17:06:45,27.451,N,90.263,W
7/5/2005,17:08:45,27.459,N,90.265,W
7/5/2005,17:10:45,27.466,N,90.267,W
7/5/2005,17:12:45,27.473,N,90.269,W
7/5/2005,17:14:45,27.481,N,90.271,W
7/5/2005,17:16:45,27.488,N,90.273,W
7/5/2005,17:18:45,27.495,N,90.275,W
7/5/2005,17:20:45,27.502,N,90.277,W
7/5/2005,17:22:46,27.509,N,90.279,W
7/5/2005,17:24:46,27.516,N,90.282,W
7/5/2005,17:26:46,27.523,N,90.284,W
7/5/2005,17:28:46,27.53,N,90.286,W
7/5/2005,17:30:46,27.537,N,90.289,W
7/5/2005,17:32:46,27.544,N,90.291,W
7/5/2005,17:34:46,27.551,N,90.294,W
7/5/2005,17:36:45,27.558,N,90.296,W
7/5/2005,17:38:45,27.565,N,90.299,W
7/5/2005,17:40:45,27.572,N,90.302,W
7/5/2005,17:42:45,27.578,N,90.304,W
7/5/2005,17:44:45,27.585,N,90.307,W
7/5/2005,17:46:45,27.592,N,90.31,W
7/5/2005,17:48:45,27.598,N,90.313,W
7/5/2005,17:50:45,27.605,N,90.316,W
7/5/2005,17:52:46,27.611,N,90.319,W
7/5/2005,17:54:46,27.618,N,90.321,W
7/5/2005,17:56:46,27.624,N,90.324,W
7/5/2005,17:58:46,27.631,N,90.327,W
7/5/2005,18:00:46,27.637,N,90.331,W
7/5/2005,18:02:46,27.643,N,90.334,W
7/5/2005,18:04:46,27.65,N,90.337,W
7/5/2005,18:06:45,27.656,N,90.34,W
7/5/2005,18:08:45,27.662,N,90.343,W
7/5/2005,18:10:45,27.669,N,90.346,W
7/5/2005,18:12:45,27.675,N,90.35,W
7/5/2005,18:14:45,27.681,N,90.353,W
7/5/2005,18:16:45,27.687,N,90.356,W
7/5/2005,18:17:44,27.69,N,90.358,W
7/5/2005,18:19:45,27.696,N,90.365,W
7/5/2005,18:21:45,27.702,N,90.371,W
7/5/2005,18:23:45,27.708,N,90.377,W
7/5/2005,18:25:45,27.714,N,90.384,W
7/5/2005,18:27:45,27.72,N,90.39,W
7/5/2005,18:29:45,27.726,N,90.396,W
7/5/2005,18:31:45,27.731,N,90.402,W
7/5/2005,18:33:45,27.737,N,90.408,W
7/5/2005,18:35:44,27.743,N,90.414,W
7/5/2005,18:37:44,27.749,N,90.42,W
7/5/2005,18:39:44,27.755,N,90.426,W
7/5/2005,18:41:44,27.76,N,90.432,W
7/5/2005,18:43:44,27.766,N,90.438,W
7/5/2005,18:45:44,27.772,N,90.443,W
7/5/2005,18:47:44,27.778,N,90.449,W
7/5/2005,18:49:45,27.784,N,90.454,W
7/5/2005,18:51:45,27.789,N,90.46,W
7/5/2005,18:53:45,27.795,N,90.465,W
7/5/2005,18:55:45,27.801,N,90.47,W
7/5/2005,18:57:45,27.806,N,90.475,W
7/5/2005,18:59:45,27.812,N,90.48,W
7/5/2005,19:01:45,27.818,N,90.485,W
7/5/2005,19:03:45,27.823,N,90.49,W
7/5/2005,19:05:44,27.829,N,90.495,W
7/5/2005,19:07:44,27.834,N,90.499,W
7/5/2005,19:09:44,27.84,N,90.504,W
7/5/2005,19:11:44,27.846,N,90.508,W
7/5/2005,19:13:44,27.851,N,90.512,W
7/5/2005,19:15:44,27.857,N,90.516,W
7/5/2005,19:17:44,27.862,N,90.52,W
7/5/2005,19:19:45,27.868,N,90.524,W
7/5/2005,19:21:45,27.873,N,90.528,W
7/5/2005,19:23:45,27.879,N,90.531,W
7/5/2005,19:25:45,27.884,N,90.535,W
7/5/2005,19:27:45,27.89,N,90.538,W
7/5/2005,19:29:45,27.895,N,90.542,W
7/5/2005,19:31:45,27.9,N,90.545,W
7/5/2005,19:33:45,27.906,N,90.548,W
7/5/2005,19:35:44,27.911,N,90.551,W
7/5/2005,19:37:44,27.917,N,90.553,W
7/5/2005,19:39:44,27.922,N,90.556,W
7/5/2005,19:41:44,27.927,N,90.559,W
7/5/2005,19:43:44,27.933,N,90.561,W
7/5/2005,19:45:44,27.938,N,90.563,W
7/5/2005,19:47:44,27.943,N,90.566,W
7/5/2005,19:49:45,27.949,N,90.568,W
7/5/2005,19:51:45,27.954,N,90.57,W
7/5/2005,19:53:45,27.959,N,90.571,W
7/5/2005,19:55:45,27.964,N,90.573,W
7/5/2005,19:57:45,27.97,N,90.575,W
7/5/2005,19:59:45,27.975,N,90.576,W
7/5/2005,20:01:45,27.98,N,90.578,W
7/5/2005,20:03:45,27.985,N,90.579,W
7/5/2005,20:05:44,27.991,N,90.58,W
7/5/2005,20:07:44,27.996,N,90.582,W
7/5/2005,20:09:44,28.001,N,90.583,W
7/5/2005,20:10:35,28.003,N,90.583,W
7/5/2005,20:12:35,28.008,N,90.584,W
7/5/2005,20:14:35,28.013,N,90.586,W
7/5/2005,20:16:35,28.018,N,90.587,W
7/5/2005,20:18:35,28.024,N,90.588,W
7/5/2005,20:20:35,28.029,N,90.589,W
7/5/2005,20:22:34,28.034,N,90.589,W
7/5/2005,20:24:34,28.039,N,90.59,W
7/5/2005,20:26:34,28.044,N,90.59,W
7/5/2005,20:28:34,28.049,N,90.59,W
7/5/2005,20:30:34,28.054,N,90.59,W
7/5/2005,20:32:34,28.059,N,90.59,W
7/5/2005,20:34:34,28.064,N,90.59,W
7/5/2005,20:36:35,28.069,N,90.59,W
7/5/2005,20:38:35,28.074,N,90.589,W
7/5/2005,20:40:35,28.079,N,90.588,W
7/5/2005,20:42:35,28.083,N,90.587,W
7/5/2005,20:44:35,28.088,N,90.586,W
7/5/2005,20:46:35,28.093,N,90.585,W
7/5/2005,20:48:35,28.098,N,90.584,W
7/5/2005,20:50:35,28.103,N,90.582,W
7/5/2005,20:52:34,28.107,N,90.581,W
7/5/2005,20:54:34,28.112,N,90.579,W
7/5/2005,20:56:34,28.117,N,90.577,W
7/5/2005,20:58:34,28.122,N,90.575,W
7/5/2005,21:00:34,28.126,N,90.573,W
7/5/2005,21:02:34,28.131,N,90.571,W
7/5/2005,21:04:34,28.136,N,90.568,W
7/5/2005,21:06:35,28.14,N,90.566,W
7/5/2005,21:08:35,28.145,N,90.563,W
7/5/2005,21:10:35,28.149,N,90.56,W
7/5/2005,21:12:35,28.154,N,90.558,W
7/5/2005,21:14:35,28.159,N,90.555,W
7/5/2005,21:16:35,28.163,N,90.552,W
7/5/2005,21:18:35,28.168,N,90.549,W
7/5/2005,21:20:35,28.172,N,90.545,W
7/5/2005,21:22:34,28.177,N,90.542,W
7/5/2005,21:24:34,28.181,N,90.539,W
7/5/2005,21:26:34,28.186,N,90.535,W
7/5/2005,21:28:34,28.19,N,90.532,W
7/5/2005,21:30:34,28.195,N,90.529,W
7/5/2005,21:32:34,28.2,N,90.525,W
7/5/2005,21:34:34,28.204,N,90.521,W
7/5/2005,21:36:35,28.209,N,90.518,W
7/5/2005,21:38:35,28.213,N,90.514,W
7/5/2005,21:40:35,28.218,N,90.51,W
7/5/2005,21:42:35,28.222,N,90.506,W
7/5/2005,21:44:35,28.227,N,90.503,W
7/5/2005,21:46:35,28.231,N,90.499,W
7/5/2005,21:48:35,28.236,N,90.495,W
7/5/2005,21:50:35,28.24,N,90.491,W
7/5/2005,21:52:34,28.245,N,90.487,W
7/5/2005,21:54:34,28.249,N,90.483,W
7/5/2005,21:56:34,28.254,N,90.479,W
7/5/2005,21:58:34,28.258,N,90.475,W
7/5/2005,22:00:34,28.263,N,90.471,W
7/5/2005,22:02:34,28.267,N,90.467,W
7/5/2005,22:04:34,28.272,N,90.463,W
7/5/2005,22:06:35,28.276,N,90.459,W
7/5/2005,22:08:35,28.281,N,90.455,W
7/5/2005,22:10:35,28.285,N,90.451,W
7/5/2005,22:12:35,28.29,N,90.448,W
7/5/2005,22:14:35,28.294,N,90.444,W
7/5/2005,22:16:35,28.299,N,90.44,W
7/5/2005,22:18:35,28.303,N,90.436,W
7/5/2005,22:20:35,28.308,N,90.432,W
7/5/2005,22:22:34,28.313,N,90.429,W
7/5/2005,22:24:34,28.317,N,90.425,W
7/5/2005,22:26:34,28.322,N,90.421,W
7/5/2005,22:28:34,28.327,N,90.418,W
7/5/2005,22:30:34,28.331,N,90.414,W
7/5/2005,22:32:34,28.336,N,90.411,W
7/5/2005,22:34:34,28.341,N,90.407,W
7/5/2005,22:36:35,28.345,N,90.404,W
7/5/2005,22:38:35,28.35,N,90.401,W
7/5/2005,22:40:35,28.355,N,90.398,W
7/5/2005,22:42:35,28.359,N,90.395,W
7/5/2005,22:44:35,28.364,N,90.392,W
7/5/2005,22:46:35,28.369,N,90.389,W
7/5/2005,22:48:35,28.374,N,90.386,W
7/5/2005,22:50:35,28.379,N,90.383,W
7/5/2005,22:52:34,28.383,N,90.381,W
7/5/2005,22:54:34,28.388,N,90.378,W
7/5/2005,22:56:34,28.393,N,90.376,W
7/5/2005,22:58:34,28.398,N,90.374,W
7/5/2005,23:00:34,28.403,N,90.371,W
7/5/2005,23:02:34,28.408,N,90.369,W
7/5/2005,23:04:34,28.413,N,90.368,W
7/5/2005,23:06:35,28.418,N,90.366,W
7/5/2005,23:08:35,28.423,N,90.364,W
7/5/2005,23:10:35,28.428,N,90.362,W
7/5/2005,23:12:35,28.433,N,90.361,W
7/5/2005,23:14:35,28.438,N,90.359,W
7/5/2005,23:16:35,28.443,N,90.358,W
7/5/2005,23:18:35,28.449,N,90.357,W
7/5/2005,23:20:35,28.454,N,90.356,W
7/5/2005,23:22:34,28.459,N,90.355,W
7/5/2005,23:24:34,28.464,N,90.354,W
7/5/2005,23:26:34,28.469,N,90.353,W
7/5/2005,23:26:49,28.47,N,90.353,W
7/5/2005,23:28:49,28.477,N,90.355,W
7/5/2005,23:30:49,28.485,N,90.358,W
7/5/2005,23:32:50,28.492,N,90.36,W
7/5/2005,23:34:50,28.499,N,90.362,W
7/5/2005,23:36:50,28.507,N,90.364,W
7/5/2005,23:38:50,28.514,N,90.367,W
7/5/2005,23:40:50,28.521,N,90.369,W
7/5/2005,23:42:50,28.529,N,90.371,W
7/5/2005,23:44:50,28.536,N,90.373,W
7/5/2005,23:46:50,28.543,N,90.376,W
7/5/2005,23:48:49,28.55,N,90.378,W
7/5/2005,23:50:49,28.557,N,90.38,W
7/5/2005,23:52:49,28.564,N,90.382,W
7/5/2005,23:54:49,28.571,N,90.384,W
7/5/2005,23:56:49,28.578,N,90.386,W
7/5/2005,23:58:49,28.584,N,90.388,W
7/6/2005,0:00:49,28.591,N,90.39,W
7/6/2005,0:02:50,28.598,N,90.392,W
7/6/2005,0:04:50,28.604,N,90.394,W
7/6/2005,0:06:50,28.611,N,90.396,W
7/6/2005,0:08:50,28.617,N,90.397,W
7/6/2005,0:10:50,28.624,N,90.399,W
7/6/2005,0:12:50,28.63,N,90.4,W
7/6/2005,0:14:50,28.636,N,90.402,W
7/6/2005,0:16:50,28.642,N,90.403,W
7/6/2005,0:18:49,28.648,N,90.405,W
7/6/2005,0:20:49,28.654,N,90.406,W
7/6/2005,0:22:49,28.659,N,90.407,W
7/6/2005,0:24:49,28.665,N,90.408,W
7/6/2005,0:26:49,28.67,N,90.409,W
7/6/2005,0:28:49,28.676,N,90.409,W
7/6/2005,0:30:49,28.681,N,90.41,W
7/6/2005,0:32:50,28.686,N,90.411,W
7/6/2005,0:34:50,28.691,N,90.411,W
7/6/2005,0:36:50,28.696,N,90.411,W
7/6/2005,0:38:50,28.701,N,90.411,W
7/6/2005,0:40:50,28.706,N,90.412,W
7/6/2005,0:42:50,28.71,N,90.412,W
7/6/2005,0:44:50,28.715,N,90.411,W
7/6/2005,0:46:50,28.719,N,90.411,W
7/6/2005,0:48:49,28.723,N,90.411,W
7/6/2005,0:50:49,28.728,N,90.411,W
7/6/2005,0:52:49,28.732,N,90.41,W
7/6/2005,0:54:49,28.736,N,90.41,W
7/6/2005,0:56:49,28.74,N,90.409,W
7/6/2005,0:58:49,28.743,N,90.408,W
7/6/2005,1:00:49,28.747,N,90.407,W
7/6/2005,1:02:50,28.751,N,90.407,W
7/6/2005,1:04:50,28.754,N,90.406,W
7/6/2005,1:06:50,28.758,N,90.404,W
7/6/2005,1:08:50,28.761,N,90.403,W
7/6/2005,1:10:50,28.765,N,90.402,W
7/6/2005,1:12:50,28.768,N,90.401,W
7/6/2005,1:14:50,28.771,N,90.399,W
7/6/2005,1:15:32,28.772,N,90.399,W
7/6/2005,1:17:33,28.77,N,90.397,W
7/6/2005,1:19:33,28.767,N,90.395,W
7/6/2005,1:21:33,28.765,N,90.392,W
7/6/2005,1:23:33,28.762,N,90.39,W
7/6/2005,1:25:33,28.76,N,90.388,W
7/6/2005,1:27:33,28.758,N,90.385,W
7/6/2005,1:29:33,28.756,N,90.383,W
7/6/2005,1:31:32,28.754,N,90.38,W
7/6/2005,1:33:32,28.753,N,90.378,W
7/6/2005,1:35:32,28.751,N,90.375,W
7/6/2005,1:37:32,28.75,N,90.373,W
7/6/2005,1:39:32,28.749,N,90.37,W
7/6/2005,1:41:32,28.748,N,90.368,W
7/6/2005,1:43:32,28.748,N,90.365,W
7/6/2005,1:45:32,28.748,N,90.363,W
7/6/2005,1:47:33,28.749,N,90.36,W
7/6/2005,1:49:33,28.749,N,90.358,W
7/6/2005,1:51:33,28.751,N,90.355,W
7/6/2005,1:53:33,28.752,N,90.353,W
7/6/2005,1:55:33,28.754,N,90.35,W
7/6/2005,1:57:33,28.757,N,90.348,W
7/6/2005,1:59:33,28.759,N,90.346,W
7/6/2005,2:01:32,28.763,N,90.343,W
7/6/2005,2:03:32,28.766,N,90.341,W
7/6/2005,2:05:32,28.77,N,90.339,W
7/6/2005,2:07:32,28.774,N,90.336,W
7/6/2005,2:09:32,28.778,N,90.334,W
7/6/2005,2:11:32,28.783,N,90.332,W
7/6/2005,2:13:32,28.788,N,90.329,W
7/6/2005,2:15:32,28.793,N,90.327,W
7/6/2005,2:17:33,28.799,N,90.325,W
7/6/2005,2:19:33,28.805,N,90.323,W
7/6/2005,2:21:33,28.811,N,90.321,W
7/6/2005,2:23:33,28.817,N,90.318,W
7/6/2005,2:25:33,28.823,N,90.316,W
7/6/2005,2:27:33,28.83,N,90.314,W
7/6/2005,2:29:33,28.837,N,90.312,W
7/6/2005,2:31:32,28.844,N,90.31,W
7/6/2005,2:33:32,28.851,N,90.308,W
7/6/2005,2:34:58,28.856,N,90.306,W
7/6/2005,2:36:58,28.862,N,90.298,W
7/6/2005,2:38:58,28.868,N,90.291,W
7/6/2005,2:40:57,28.875,N,90.285,W
7/6/2005,2:42:57,28.882,N,90.28,W
7/6/2005,2:44:57,28.89,N,90.277,W
7/6/2005,2:46:57,28.898,N,90.274,W
7/6/2005,2:48:57,28.906,N,90.273,W
7/6/2005,2:50:57,28.914,N,90.273,W
7/6/2005,2:52:57,28.923,N,90.273,W
7/6/2005,2:54:58,28.932,N,90.274,W
7/6/2005,2:56:58,28.941,N,90.276,W
7/6/2005,2:58:58,28.951,N,90.279,W
7/6/2005,2:59:37,28.954,N,90.28,W
7/6/2005,3:01:37,28.965,N,90.289,W
7/6/2005,3:03:37,28.976,N,90.298,W
7/6/2005,3:05:37,28.987,N,90.307,W
7/6/2005,3:07:37,28.998,N,90.315,W
7/6/2005,3:09:37,29.009,N,90.321,W
7/6/2005,3:11:37,29.019,N,90.325,W
7/6/2005,3:13:37,29.028,N,90.327,W
7/6/2005,3:15:38,29.037,N,90.325,W
7/6/2005,3:17:02,29.042,N,90.322,W
7/6/2005,3:19:02,29.048,N,90.309,W
7/6/2005,3:21:01,29.053,N,90.296,W
7/6/2005,3:23:01,29.059,N,90.283,W
7/6/2005,3:25:01,29.065,N,90.271,W
