Track,for,Beta,2005,,
10/29/2005,19:02:19,13.703,N,82.081,W
10/29/2005,19:04:19,13.704,N,82.084,W
10/29/2005,19:06:19,13.705,N,82.086,W
10/29/2005,19:08:18,13.705,N,82.089,W
10/29/2005,19:10:18,13.706,N,82.091,W
10/29/2005,19:12:18,13.707,N,82.094,W
10/29/2005,19:14:18,13.707,N,82.097,W
10/29/2005,19:16:19,13.708,N,82.099,W
10/29/2005,19:18:19,13.708,N,82.102,W
10/29/2005,19:20:19,13.709,N,82.105,W
10/29/2005,19:22:18,13.709,N,82.107,W
10/29/2005,19:24:18,13.71,N,82.11,W
10/29/2005,19:26:18,13.71,N,82.113,W
10/29/2005,19:28:18,13.711,N,82.116,W
10/29/2005,19:30:19,13.711,N,82.118,W
10/29/2005,19:32:19,13.712,N,82.121,W
10/29/2005,19:34:19,13.712,N,82.124,W
10/29/2005,19:36:19,13.712,N,82.127,W
10/29/2005,19:38:18,13.713,N,82.13,W
10/29/2005,19:40:18,13.713,N,82.133,W
10/29/2005,19:42:18,13.713,N,82.135,W
10/29/2005,19:44:18,13.713,N,82.138,W
10/29/2005,19:46:19,13.713,N,82.141,W
10/29/2005,19:48:19,13.714,N,82.144,W
10/29/2005,19:50:19,13.714,N,82.147,W
10/29/2005,19:52:18,13.714,N,82.15,W
10/29/2005,19:54:18,13.714,N,82.153,W
10/29/2005,19:56:18,13.714,N,82.156,W
10/29/2005,19:58:18,13.714,N,82.159,W
10/29/2005,20:00:19,13.714,N,82.162,W
10/29/2005,20:00:48,13.714,N,82.163,W
10/29/2005,20:02:48,13.714,N,82.166,W
10/29/2005,20:04:48,13.715,N,82.169,W
10/29/2005,20:06:48,13.715,N,82.171,W
10/29/2005,20:08:49,13.715,N,82.174,W
10/29/2005,20:10:49,13.716,N,82.177,W
10/29/2005,20:12:49,13.716,N,82.18,W
10/29/2005,20:14:48,13.716,N,82.183,W
10/29/2005,20:16:48,13.716,N,82.186,W
10/29/2005,20:18:48,13.717,N,82.189,W
10/29/2005,20:20:48,13.717,N,82.192,W
10/29/2005,20:22:49,13.717,N,82.194,W
10/29/2005,20:24:49,13.717,N,82.197,W
10/29/2005,20:26:49,13.717,N,82.2,W
10/29/2005,20:28:49,13.718,N,82.203,W
10/29/2005,20:30:48,13.718,N,82.206,W
10/29/2005,20:32:48,13.718,N,82.209,W
10/29/2005,20:34:48,13.718,N,82.212,W
10/29/2005,20:36:48,13.718,N,82.215,W
10/29/2005,20:38:49,13.718,N,82.218,W
10/29/2005,20:40:49,13.718,N,82.221,W
10/29/2005,20:42:49,13.718,N,82.224,W
10/29/2005,20:44:48,13.718,N,82.227,W
10/29/2005,20:46:48,13.718,N,82.23,W
10/29/2005,20:48:48,13.718,N,82.233,W
10/29/2005,20:50:48,13.718,N,82.236,W
10/29/2005,20:52:49,13.718,N,82.239,W
10/29/2005,20:54:49,13.718,N,82.242,W
10/29/2005,20:56:49,13.718,N,82.246,W
10/29/2005,20:58:49,13.718,N,82.249,W
10/29/2005,21:00:48,13.718,N,82.252,W
10/29/2005,21:02:48,13.718,N,82.255,W
10/29/2005,21:04:48,13.718,N,82.258,W
10/29/2005,21:06:48,13.717,N,82.261,W
10/29/2005,21:08:49,13.717,N,82.264,W
10/29/2005,21:10:49,13.717,N,82.268,W
10/29/2005,21:12:49,13.717,N,82.271,W
10/29/2005,21:14:48,13.717,N,82.274,W
10/29/2005,21:16:48,13.716,N,82.277,W
10/29/2005,21:18:48,13.716,N,82.281,W
10/29/2005,21:20:48,13.716,N,82.284,W
10/29/2005,21:22:49,13.715,N,82.287,W
10/29/2005,21:24:49,13.715,N,82.29,W
10/29/2005,21:26:49,13.714,N,82.294,W
10/29/2005,21:28:49,13.714,N,82.297,W
10/29/2005,21:30:48,13.714,N,82.3,W
10/29/2005,21:32:48,13.713,N,82.304,W
10/29/2005,21:34:48,13.713,N,82.307,W
10/29/2005,21:36:48,13.712,N,82.311,W
10/29/2005,21:38:49,13.711,N,82.314,W
10/29/2005,21:40:49,13.711,N,82.317,W
10/29/2005,21:42:49,13.71,N,82.321,W
10/29/2005,21:44:48,13.71,N,82.324,W
10/29/2005,21:46:48,13.709,N,82.328,W
10/29/2005,21:48:48,13.708,N,82.331,W
10/29/2005,21:50:48,13.708,N,82.335,W
10/29/2005,21:52:49,13.707,N,82.338,W
10/29/2005,21:54:49,13.706,N,82.342,W
10/29/2005,21:56:49,13.705,N,82.346,W
10/29/2005,21:58:49,13.704,N,82.349,W
10/29/2005,22:00:48,13.703,N,82.353,W
10/29/2005,22:02:48,13.703,N,82.356,W
10/29/2005,22:04:48,13.702,N,82.36,W
10/29/2005,22:06:48,13.701,N,82.364,W
10/29/2005,22:08:49,13.7,N,82.367,W
10/29/2005,22:10:49,13.699,N,82.371,W
10/29/2005,22:12:49,13.698,N,82.375,W
10/29/2005,22:14:48,13.697,N,82.379,W
10/29/2005,22:16:48,13.695,N,82.382,W
10/29/2005,22:18:48,13.694,N,82.386,W
10/29/2005,22:20:48,13.693,N,82.39,W
10/29/2005,22:22:49,13.692,N,82.394,W
10/29/2005,22:24:49,13.691,N,82.398,W
10/29/2005,22:26:49,13.689,N,82.402,W
10/29/2005,22:28:49,13.688,N,82.406,W
10/29/2005,22:30:48,13.687,N,82.41,W
10/29/2005,22:32:48,13.685,N,82.414,W
10/29/2005,22:34:48,13.684,N,82.417,W
10/29/2005,22:36:48,13.683,N,82.421,W
10/29/2005,22:38:49,13.681,N,82.425,W
10/29/2005,22:40:49,13.68,N,82.43,W
10/29/2005,22:42:49,13.678,N,82.434,W
10/29/2005,22:44:48,13.676,N,82.438,W
10/29/2005,22:46:48,13.675,N,82.442,W
10/29/2005,22:48:48,13.673,N,82.446,W
10/29/2005,22:50:48,13.672,N,82.45,W
10/29/2005,22:52:49,13.67,N,82.454,W
10/29/2005,22:54:49,13.668,N,82.458,W
10/29/2005,22:56:49,13.666,N,82.463,W
10/29/2005,22:58:49,13.665,N,82.467,W
10/29/2005,23:00:48,13.663,N,82.471,W
10/29/2005,23:02:48,13.661,N,82.475,W
10/29/2005,23:04:48,13.659,N,82.479,W
10/29/2005,23:06:48,13.657,N,82.484,W
10/29/2005,23:08:49,13.655,N,82.488,W
10/29/2005,23:10:49,13.653,N,82.492,W
10/29/2005,23:12:49,13.652,N,82.496,W
10/29/2005,23:14:48,13.65,N,82.501,W
10/29/2005,23:16:48,13.648,N,82.505,W
10/29/2005,23:18:48,13.646,N,82.509,W
10/29/2005,23:20:48,13.644,N,82.514,W
10/29/2005,23:22:49,13.641,N,82.518,W
10/29/2005,23:24:49,13.639,N,82.522,W
10/29/2005,23:26:49,13.637,N,82.527,W
10/29/2005,23:28:49,13.635,N,82.531,W
10/29/2005,23:30:48,13.633,N,82.536,W
10/29/2005,23:32:48,13.631,N,82.54,W
10/29/2005,23:34:48,13.629,N,82.544,W
10/29/2005,23:36:48,13.627,N,82.549,W
10/29/2005,23:38:49,13.624,N,82.553,W
10/29/2005,23:40:49,13.622,N,82.558,W
10/29/2005,23:42:49,13.62,N,82.562,W
10/29/2005,23:44:48,13.618,N,82.566,W
10/29/2005,23:46:48,13.615,N,82.571,W
10/29/2005,23:48:48,13.613,N,82.575,W
10/29/2005,23:50:48,13.611,N,82.58,W
10/29/2005,23:52:49,13.608,N,82.584,W
10/29/2005,23:54:49,13.606,N,82.589,W
10/29/2005,23:56:49,13.604,N,82.593,W
10/29/2005,23:58:49,13.601,N,82.597,W
10/30/2005,0:00:00,13.6,N,82.6,W
10/30/2005,0:01:59,13.599,N,82.603,W
10/30/2005,0:03:59,13.598,N,82.607,W
10/30/2005,0:05:59,13.597,N,82.61,W
10/30/2005,0:08:00,13.595,N,82.614,W
10/30/2005,0:10:00,13.594,N,82.617,W
10/30/2005,0:12:00,13.593,N,82.62,W
10/30/2005,0:14:00,13.592,N,82.624,W
10/30/2005,0:15:59,13.591,N,82.627,W
10/30/2005,0:17:59,13.589,N,82.63,W
10/30/2005,0:19:59,13.588,N,82.634,W
10/30/2005,0:21:59,13.587,N,82.637,W
10/30/2005,0:24:00,13.586,N,82.64,W
10/30/2005,0:26:00,13.585,N,82.644,W
10/30/2005,0:28:00,13.583,N,82.647,W
10/30/2005,0:30:00,13.582,N,82.65,W
10/30/2005,0:31:59,13.581,N,82.654,W
10/30/2005,0:33:59,13.58,N,82.657,W
10/30/2005,0:35:59,13.578,N,82.66,W
10/30/2005,0:38:00,13.577,N,82.663,W
10/30/2005,0:40:00,13.576,N,82.667,W
10/30/2005,0:42:00,13.575,N,82.67,W
10/30/2005,0:44:00,13.573,N,82.673,W
10/30/2005,0:45:59,13.572,N,82.676,W
10/30/2005,0:47:59,13.571,N,82.68,W
10/30/2005,0:49:59,13.569,N,82.683,W
10/30/2005,0:51:59,13.568,N,82.686,W
10/30/2005,0:54:00,13.567,N,82.689,W
10/30/2005,0:56:00,13.565,N,82.692,W
10/30/2005,0:58:00,13.564,N,82.696,W
10/30/2005,1:00:00,13.563,N,82.699,W
10/30/2005,1:01:59,13.561,N,82.702,W
10/30/2005,1:03:59,13.56,N,82.705,W
10/30/2005,1:05:59,13.559,N,82.708,W
10/30/2005,1:08:00,13.557,N,82.711,W
10/30/2005,1:10:00,13.556,N,82.715,W
10/30/2005,1:12:00,13.555,N,82.718,W
10/30/2005,1:14:00,13.553,N,82.721,W
10/30/2005,1:15:59,13.552,N,82.724,W
10/30/2005,1:17:59,13.551,N,82.727,W
10/30/2005,1:19:59,13.549,N,82.73,W
10/30/2005,1:21:59,13.548,N,82.733,W
10/30/2005,1:24:00,13.546,N,82.736,W
10/30/2005,1:26:00,13.545,N,82.739,W
10/30/2005,1:28:00,13.544,N,82.743,W
10/30/2005,1:30:00,13.542,N,82.746,W
10/30/2005,1:31:59,13.541,N,82.749,W
10/30/2005,1:33:59,13.539,N,82.752,W
10/30/2005,1:35:59,13.538,N,82.755,W
10/30/2005,1:38:00,13.536,N,82.758,W
10/30/2005,1:40:00,13.535,N,82.761,W
10/30/2005,1:42:00,13.533,N,82.764,W
10/30/2005,1:44:00,13.532,N,82.767,W
10/30/2005,1:45:59,13.53,N,82.77,W
10/30/2005,1:47:59,13.529,N,82.773,W
10/30/2005,1:49:59,13.527,N,82.776,W
10/30/2005,1:51:59,13.526,N,82.779,W
10/30/2005,1:54:00,13.524,N,82.782,W
10/30/2005,1:56:00,13.523,N,82.785,W
10/30/2005,1:58:00,13.521,N,82.788,W
10/30/2005,2:00:00,13.52,N,82.791,W
10/30/2005,2:01:59,13.518,N,82.793,W
10/30/2005,2:03:59,13.517,N,82.796,W
10/30/2005,2:05:59,13.515,N,82.799,W
10/30/2005,2:08:00,13.514,N,82.802,W
10/30/2005,2:10:00,13.512,N,82.805,W
10/30/2005,2:12:00,13.511,N,82.808,W
10/30/2005,2:14:00,13.509,N,82.811,W
10/30/2005,2:15:59,13.508,N,82.814,W
10/30/2005,2:17:59,13.506,N,82.817,W
10/30/2005,2:19:59,13.504,N,82.82,W
10/30/2005,2:21:59,13.503,N,82.822,W
10/30/2005,2:24:00,13.501,N,82.825,W
10/30/2005,2:26:00,13.5,N,82.828,W
10/30/2005,2:28:00,13.498,N,82.831,W
10/30/2005,2:30:00,13.496,N,82.834,W
10/30/2005,2:31:59,13.495,N,82.837,W
10/30/2005,2:33:59,13.493,N,82.839,W
10/30/2005,2:35:59,13.491,N,82.842,W
10/30/2005,2:38:00,13.49,N,82.845,W
10/30/2005,2:40:00,13.488,N,82.848,W
10/30/2005,2:42:00,13.487,N,82.851,W
10/30/2005,2:44:00,13.485,N,82.853,W
10/30/2005,2:45:59,13.483,N,82.856,W
10/30/2005,2:47:59,13.482,N,82.859,W
10/30/2005,2:49:59,13.48,N,82.862,W
10/30/2005,2:51:59,13.478,N,82.864,W
10/30/2005,2:54:00,13.477,N,82.867,W
10/30/2005,2:56:00,13.475,N,82.87,W
10/30/2005,2:58:00,13.473,N,82.873,W
10/30/2005,3:00:00,13.471,N,82.875,W
10/30/2005,3:01:59,13.47,N,82.878,W
10/30/2005,3:03:59,13.468,N,82.881,W
10/30/2005,3:05:59,13.466,N,82.883,W
10/30/2005,3:08:00,13.465,N,82.886,W
10/30/2005,3:10:00,13.463,N,82.889,W
10/30/2005,3:12:00,13.461,N,82.892,W
10/30/2005,3:14:00,13.459,N,82.894,W
10/30/2005,3:15:59,13.458,N,82.897,W
10/30/2005,3:17:59,13.456,N,82.9,W
10/30/2005,3:19:59,13.454,N,82.902,W
10/30/2005,3:21:59,13.452,N,82.905,W
10/30/2005,3:24:00,13.451,N,82.908,W
10/30/2005,3:26:00,13.449,N,82.91,W
10/30/2005,3:28:00,13.447,N,82.913,W
10/30/2005,3:30:00,13.445,N,82.915,W
10/30/2005,3:31:59,13.444,N,82.918,W
10/30/2005,3:33:59,13.442,N,82.921,W
10/30/2005,3:35:59,13.44,N,82.923,W
10/30/2005,3:38:00,13.438,N,82.926,W
10/30/2005,3:40:00,13.436,N,82.929,W
10/30/2005,3:42:00,13.435,N,82.931,W
10/30/2005,3:44:00,13.433,N,82.934,W
10/30/2005,3:45:59,13.431,N,82.936,W
10/30/2005,3:47:59,13.429,N,82.939,W
10/30/2005,3:49:59,13.427,N,82.942,W
10/30/2005,3:51:59,13.425,N,82.944,W
10/30/2005,3:54:00,13.424,N,82.947,W
10/30/2005,3:56:00,13.422,N,82.949,W
10/30/2005,3:58:00,13.42,N,82.952,W
10/30/2005,4:00:00,13.418,N,82.954,W
10/30/2005,4:01:59,13.416,N,82.957,W
10/30/2005,4:03:59,13.414,N,82.959,W
10/30/2005,4:05:59,13.413,N,82.962,W
10/30/2005,4:08:00,13.411,N,82.965,W
10/30/2005,4:10:00,13.409,N,82.967,W
10/30/2005,4:12:00,13.407,N,82.97,W
10/30/2005,4:14:00,13.405,N,82.972,W
10/30/2005,4:15:59,13.403,N,82.975,W
10/30/2005,4:17:59,13.401,N,82.977,W
10/30/2005,4:19:59,13.399,N,82.98,W
10/30/2005,4:21:59,13.398,N,82.982,W
10/30/2005,4:24:00,13.396,N,82.985,W
10/30/2005,4:26:00,13.394,N,82.987,W
10/30/2005,4:28:00,13.392,N,82.99,W
10/30/2005,4:30:00,13.39,N,82.992,W
10/30/2005,4:31:59,13.388,N,82.995,W
10/30/2005,4:33:59,13.386,N,82.997,W
10/30/2005,4:35:59,13.384,N,83,W
10/30/2005,4:38:00,13.382,N,83.002,W
10/30/2005,4:40:00,13.38,N,83.004,W
10/30/2005,4:42:00,13.378,N,83.007,W
10/30/2005,4:44:00,13.376,N,83.009,W
10/30/2005,4:45:59,13.374,N,83.012,W
10/30/2005,4:47:59,13.372,N,83.014,W
10/30/2005,4:49:59,13.371,N,83.017,W
10/30/2005,4:51:59,13.369,N,83.019,W
10/30/2005,4:54:00,13.367,N,83.022,W
10/30/2005,4:56:00,13.365,N,83.024,W
10/30/2005,4:58:00,13.363,N,83.026,W
10/30/2005,5:00:00,13.361,N,83.029,W
10/30/2005,5:01:59,13.359,N,83.031,W
10/30/2005,5:03:59,13.357,N,83.034,W
10/30/2005,5:05:59,13.355,N,83.036,W
10/30/2005,5:08:00,13.353,N,83.038,W
10/30/2005,5:10:00,13.351,N,83.041,W
10/30/2005,5:12:00,13.349,N,83.043,W
10/30/2005,5:14:00,13.347,N,83.046,W
10/30/2005,5:15:59,13.345,N,83.048,W
10/30/2005,5:17:59,13.343,N,83.05,W
10/30/2005,5:19:59,13.341,N,83.053,W
10/30/2005,5:21:59,13.339,N,83.055,W
10/30/2005,5:24:00,13.337,N,83.058,W
10/30/2005,5:26:00,13.335,N,83.06,W
10/30/2005,5:28:00,13.333,N,83.062,W
10/30/2005,5:30:00,13.331,N,83.065,W
10/30/2005,5:31:59,13.329,N,83.067,W
10/30/2005,5:33:59,13.327,N,83.069,W
10/30/2005,5:35:59,13.325,N,83.072,W
10/30/2005,5:38:00,13.323,N,83.074,W
10/30/2005,5:40:00,13.321,N,83.077,W
10/30/2005,5:42:00,13.319,N,83.079,W
10/30/2005,5:44:00,13.316,N,83.081,W
10/30/2005,5:45:59,13.314,N,83.084,W
10/30/2005,5:47:59,13.312,N,83.086,W
10/30/2005,5:49:59,13.31,N,83.088,W
10/30/2005,5:51:59,13.308,N,83.091,W
10/30/2005,5:54:00,13.306,N,83.093,W
10/30/2005,5:56:00,13.304,N,83.095,W
10/30/2005,5:58:00,13.302,N,83.098,W
10/30/2005,6:00:00,13.3,N,83.1,W
10/30/2005,6:01:59,13.297,N,83.102,W
10/30/2005,6:03:59,13.294,N,83.103,W
10/30/2005,6:05:59,13.291,N,83.105,W
10/30/2005,6:08:00,13.288,N,83.106,W
10/30/2005,6:10:00,13.285,N,83.108,W
10/30/2005,6:12:00,13.282,N,83.109,W
10/30/2005,6:14:00,13.28,N,83.111,W
10/30/2005,6:15:59,13.277,N,83.112,W
10/30/2005,6:17:59,13.274,N,83.114,W
10/30/2005,6:19:59,13.271,N,83.115,W
10/30/2005,6:21:59,13.268,N,83.117,W
10/30/2005,6:24:00,13.265,N,83.118,W
10/30/2005,6:26:00,13.262,N,83.12,W
10/30/2005,6:28:00,13.259,N,83.122,W
10/30/2005,6:30:00,13.257,N,83.123,W
10/30/2005,6:31:59,13.254,N,83.125,W
10/30/2005,6:33:59,13.251,N,83.126,W
10/30/2005,6:35:59,13.248,N,83.128,W
10/30/2005,6:38:00,13.245,N,83.13,W
10/30/2005,6:40:00,13.242,N,83.131,W
10/30/2005,6:42:00,13.24,N,83.133,W
10/30/2005,6:44:00,13.237,N,83.135,W
10/30/2005,6:45:59,13.234,N,83.136,W
10/30/2005,6:47:59,13.231,N,83.138,W
10/30/2005,6:49:59,13.228,N,83.14,W
10/30/2005,6:51:59,13.226,N,83.141,W
10/30/2005,6:54:00,13.223,N,83.143,W
10/30/2005,6:56:00,13.22,N,83.145,W
10/30/2005,6:58:00,13.217,N,83.146,W
10/30/2005,7:00:00,13.215,N,83.148,W
10/30/2005,7:01:59,13.212,N,83.15,W
10/30/2005,7:03:59,13.209,N,83.151,W
10/30/2005,7:05:59,13.206,N,83.153,W
10/30/2005,7:08:00,13.204,N,83.155,W
10/30/2005,7:10:00,13.201,N,83.157,W
10/30/2005,7:12:00,13.198,N,83.158,W
10/30/2005,7:14:00,13.196,N,83.16,W
10/30/2005,7:15:59,13.193,N,83.162,W
10/30/2005,7:17:59,13.19,N,83.164,W
10/30/2005,7:19:59,13.188,N,83.165,W
10/30/2005,7:21:59,13.185,N,83.167,W
10/30/2005,7:24:00,13.182,N,83.169,W
10/30/2005,7:26:00,13.18,N,83.171,W
10/30/2005,7:28:00,13.177,N,83.173,W
10/30/2005,7:30:00,13.174,N,83.174,W
10/30/2005,7:31:59,13.172,N,83.176,W
10/30/2005,7:33:59,13.169,N,83.178,W
10/30/2005,7:35:59,13.167,N,83.18,W
10/30/2005,7:38:00,13.164,N,83.182,W
10/30/2005,7:40:00,13.161,N,83.184,W
10/30/2005,7:42:00,13.159,N,83.186,W
10/30/2005,7:44:00,13.156,N,83.187,W
10/30/2005,7:45:59,13.154,N,83.189,W
10/30/2005,7:47:59,13.151,N,83.191,W
10/30/2005,7:49:59,13.149,N,83.193,W
10/30/2005,7:51:59,13.146,N,83.195,W
10/30/2005,7:54:00,13.144,N,83.197,W
10/30/2005,7:56:00,13.141,N,83.199,W
10/30/2005,7:58:00,13.139,N,83.201,W
10/30/2005,8:00:00,13.136,N,83.203,W
10/30/2005,8:01:59,13.134,N,83.205,W
10/30/2005,8:03:59,13.131,N,83.207,W
10/30/2005,8:05:59,13.129,N,83.209,W
10/30/2005,8:08:00,13.126,N,83.211,W
10/30/2005,8:10:00,13.124,N,83.213,W
10/30/2005,8:12:00,13.121,N,83.215,W
10/30/2005,8:14:00,13.119,N,83.217,W
10/30/2005,8:15:59,13.116,N,83.219,W
10/30/2005,8:17:59,13.114,N,83.221,W
10/30/2005,8:19:59,13.112,N,83.223,W
10/30/2005,8:21:59,13.109,N,83.225,W
10/30/2005,8:24:00,13.107,N,83.227,W
10/30/2005,8:26:00,13.104,N,83.229,W
10/30/2005,8:28:00,13.102,N,83.231,W
10/30/2005,8:30:00,13.1,N,83.233,W
10/30/2005,8:31:59,13.097,N,83.235,W
10/30/2005,8:33:59,13.095,N,83.237,W
10/30/2005,8:35:59,13.093,N,83.239,W
10/30/2005,8:38:00,13.09,N,83.241,W
10/30/2005,8:40:00,13.088,N,83.243,W
10/30/2005,8:42:00,13.086,N,83.246,W
10/30/2005,8:44:00,13.083,N,83.248,W
10/30/2005,8:45:59,13.081,N,83.25,W
10/30/2005,8:47:59,13.079,N,83.252,W
10/30/2005,8:49:59,13.076,N,83.254,W
10/30/2005,8:51:59,13.074,N,83.256,W
10/30/2005,8:54:00,13.072,N,83.259,W
10/30/2005,8:56:00,13.07,N,83.261,W
10/30/2005,8:58:00,13.067,N,83.263,W
10/30/2005,9:00:00,13.065,N,83.265,W
10/30/2005,9:01:59,13.063,N,83.267,W
10/30/2005,9:03:59,13.061,N,83.27,W
10/30/2005,9:05:59,13.059,N,83.272,W
10/30/2005,9:08:00,13.056,N,83.274,W
10/30/2005,9:10:00,13.054,N,83.276,W
10/30/2005,9:12:00,13.052,N,83.279,W
10/30/2005,9:14:00,13.05,N,83.281,W
10/30/2005,9:15:59,13.048,N,83.283,W
10/30/2005,9:17:59,13.046,N,83.286,W
10/30/2005,9:19:59,13.043,N,83.288,W
10/30/2005,9:21:59,13.041,N,83.29,W
10/30/2005,9:24:00,13.039,N,83.293,W
10/30/2005,9:26:00,13.037,N,83.295,W
10/30/2005,9:28:00,13.035,N,83.297,W
10/30/2005,9:30:00,13.033,N,83.3,W
10/30/2005,9:31:59,13.031,N,83.302,W
10/30/2005,9:33:59,13.029,N,83.304,W
10/30/2005,9:35:59,13.027,N,83.307,W
10/30/2005,9:38:00,13.025,N,83.309,W
10/30/2005,9:40:00,13.023,N,83.312,W
10/30/2005,9:42:00,13.021,N,83.314,W
10/30/2005,9:44:00,13.019,N,83.316,W
10/30/2005,9:45:59,13.017,N,83.319,W
10/30/2005,9:47:59,13.015,N,83.321,W
10/30/2005,9:49:59,13.013,N,83.324,W
10/30/2005,9:51:59,13.011,N,83.326,W
10/30/2005,9:54:00,13.009,N,83.329,W
10/30/2005,9:56:00,13.007,N,83.331,W
10/30/2005,9:58:00,13.005,N,83.334,W
10/30/2005,10:00:00,13.003,N,83.336,W
10/30/2005,10:01:59,13.001,N,83.339,W
10/30/2005,10:03:59,12.999,N,83.341,W
10/30/2005,10:05:59,12.997,N,83.344,W
10/30/2005,10:08:00,12.995,N,83.346,W
10/30/2005,10:10:00,12.993,N,83.349,W
10/30/2005,10:12:00,12.991,N,83.351,W
10/30/2005,10:14:00,12.989,N,83.354,W
10/30/2005,10:15:59,12.987,N,83.356,W
10/30/2005,10:17:59,12.986,N,83.359,W
10/30/2005,10:19:59,12.984,N,83.361,W
10/30/2005,10:21:59,12.982,N,83.364,W
10/30/2005,10:24:00,12.98,N,83.367,W
10/30/2005,10:26:00,12.978,N,83.369,W
10/30/2005,10:28:00,12.976,N,83.372,W
10/30/2005,10:30:00,12.974,N,83.374,W
10/30/2005,10:31:59,12.973,N,83.377,W
10/30/2005,10:33:59,12.971,N,83.38,W
10/30/2005,10:35:59,12.969,N,83.382,W
10/30/2005,10:38:00,12.967,N,83.385,W
10/30/2005,10:40:00,12.965,N,83.388,W
10/30/2005,10:42:00,12.964,N,83.39,W
10/30/2005,10:44:00,12.962,N,83.393,W
10/30/2005,10:45:59,12.96,N,83.396,W
10/30/2005,10:47:59,12.958,N,83.398,W
10/30/2005,10:49:59,12.957,N,83.401,W
10/30/2005,10:51:59,12.955,N,83.404,W
10/30/2005,10:54:00,12.953,N,83.406,W
10/30/2005,10:56:00,12.951,N,83.409,W
10/30/2005,10:58:00,12.95,N,83.412,W
10/30/2005,11:00:00,12.948,N,83.415,W
10/30/2005,11:01:59,12.946,N,83.417,W
10/30/2005,11:03:59,12.945,N,83.42,W
10/30/2005,11:05:59,12.943,N,83.423,W
10/30/2005,11:08:00,12.941,N,83.426,W
10/30/2005,11:10:00,12.94,N,83.428,W
10/30/2005,11:12:00,12.938,N,83.431,W
10/30/2005,11:14:00,12.936,N,83.434,W
10/30/2005,11:15:59,12.935,N,83.437,W
10/30/2005,11:17:59,12.933,N,83.44,W
10/30/2005,11:19:59,12.931,N,83.442,W
10/30/2005,11:21:59,12.93,N,83.445,W
10/30/2005,11:24:00,12.928,N,83.448,W
10/30/2005,11:26:00,12.926,N,83.451,W
10/30/2005,11:28:00,12.925,N,83.454,W
10/30/2005,11:30:00,12.923,N,83.457,W
10/30/2005,11:31:59,12.922,N,83.459,W
10/30/2005,11:33:59,12.92,N,83.462,W
10/30/2005,11:35:59,12.918,N,83.465,W
10/30/2005,11:38:00,12.917,N,83.468,W
10/30/2005,11:40:00,12.915,N,83.471,W
10/30/2005,11:42:00,12.914,N,83.474,W
10/30/2005,11:44:00,12.912,N,83.477,W
10/30/2005,11:45:59,12.911,N,83.48,W
10/30/2005,11:47:59,12.909,N,83.482,W
10/30/2005,11:49:59,12.908,N,83.485,W
10/30/2005,11:51:59,12.906,N,83.488,W
10/30/2005,11:54:00,12.905,N,83.491,W
10/30/2005,11:56:00,12.903,N,83.494,W
10/30/2005,11:58:00,12.902,N,83.497,W
10/30/2005,12:00:00,12.9,N,83.5,W
10/30/2005,12:01:59,12.899,N,83.503,W
10/30/2005,12:03:59,12.897,N,83.506,W
10/30/2005,12:05:59,12.896,N,83.509,W
10/30/2005,12:08:00,12.894,N,83.512,W
10/30/2005,12:10:00,12.893,N,83.515,W
10/30/2005,12:12:00,12.891,N,83.518,W
10/30/2005,12:14:00,12.89,N,83.521,W
10/30/2005,12:15:59,12.888,N,83.524,W
10/30/2005,12:17:59,12.887,N,83.527,W
10/30/2005,12:19:59,12.885,N,83.53,W
10/30/2005,12:21:59,12.884,N,83.533,W
10/30/2005,12:24:00,12.882,N,83.536,W
10/30/2005,12:26:00,12.881,N,83.539,W
10/30/2005,12:28:00,12.88,N,83.542,W
10/30/2005,12:30:00,12.878,N,83.545,W
10/30/2005,12:31:59,12.877,N,83.548,W
10/30/2005,12:33:59,12.875,N,83.551,W
10/30/2005,12:35:59,12.874,N,83.554,W
10/30/2005,12:38:00,12.873,N,83.557,W
10/30/2005,12:40:00,12.871,N,83.56,W
10/30/2005,12:42:00,12.87,N,83.563,W
10/30/2005,12:44:00,12.869,N,83.566,W
10/30/2005,12:45:59,12.867,N,83.569,W
10/30/2005,12:47:59,12.866,N,83.572,W
10/30/2005,12:49:59,12.864,N,83.576,W
10/30/2005,12:51:59,12.863,N,83.579,W
10/30/2005,12:54:00,12.862,N,83.582,W
10/30/2005,12:56:00,12.86,N,83.585,W
10/30/2005,12:58:00,12.859,N,83.588,W
10/30/2005,13:00:00,12.858,N,83.591,W
10/30/2005,13:01:59,12.856,N,83.594,W
10/30/2005,13:03:59,12.855,N,83.597,W
10/30/2005,13:05:59,12.854,N,83.601,W
10/30/2005,13:08:00,12.853,N,83.604,W
10/30/2005,13:10:00,12.851,N,83.607,W
10/30/2005,13:12:00,12.85,N,83.61,W
10/30/2005,13:14:00,12.849,N,83.613,W
10/30/2005,13:15:59,12.847,N,83.616,W
10/30/2005,13:17:59,12.846,N,83.619,W
10/30/2005,13:19:59,12.845,N,83.623,W
10/30/2005,13:21:59,12.844,N,83.626,W
10/30/2005,13:24:00,12.842,N,83.629,W
10/30/2005,13:26:00,12.841,N,83.632,W
10/30/2005,13:28:00,12.84,N,83.635,W
10/30/2005,13:30:00,12.839,N,83.639,W
10/30/2005,13:31:59,12.837,N,83.642,W
10/30/2005,13:33:59,12.836,N,83.645,W
10/30/2005,13:35:59,12.835,N,83.648,W
