Track,for,Chris,2006,,
8/2/2006,18:52:43,19.753,N,63.981,W
8/2/2006,18:54:43,19.756,N,63.983,W
8/2/2006,18:56:43,19.759,N,63.986,W
8/2/2006,18:58:42,19.762,N,63.988,W
8/2/2006,19:00:42,19.765,N,63.99,W
8/2/2006,19:02:42,19.768,N,63.993,W
8/2/2006,19:04:42,19.771,N,63.995,W
8/2/2006,19:06:43,19.774,N,63.998,W
8/2/2006,19:08:43,19.776,N,64,W
8/2/2006,19:10:43,19.779,N,64.003,W
8/2/2006,19:12:43,19.781,N,64.006,W
8/2/2006,19:14:42,19.783,N,64.008,W
8/2/2006,19:16:42,19.786,N,64.011,W
8/2/2006,19:18:42,19.788,N,64.014,W
8/2/2006,19:20:42,19.79,N,64.017,W
8/2/2006,19:22:43,19.792,N,64.02,W
8/2/2006,19:24:43,19.794,N,64.022,W
8/2/2006,19:26:43,19.795,N,64.025,W
8/2/2006,19:28:42,19.797,N,64.028,W
8/2/2006,19:30:42,19.799,N,64.031,W
8/2/2006,19:32:42,19.8,N,64.034,W
8/2/2006,19:34:42,19.802,N,64.037,W
8/2/2006,19:36:43,19.803,N,64.04,W
8/2/2006,19:38:43,19.805,N,64.044,W
8/2/2006,19:40:43,19.806,N,64.047,W
8/2/2006,19:42:43,19.807,N,64.05,W
8/2/2006,19:44:03,19.808,N,64.052,W
8/2/2006,19:46:03,19.81,N,64.055,W
8/2/2006,19:48:03,19.811,N,64.058,W
8/2/2006,19:50:04,19.813,N,64.061,W
8/2/2006,19:52:04,19.814,N,64.064,W
8/2/2006,19:54:04,19.815,N,64.067,W
8/2/2006,19:56:03,19.817,N,64.07,W
8/2/2006,19:58:03,19.818,N,64.074,W
8/2/2006,20:00:03,19.819,N,64.077,W
8/2/2006,20:02:03,19.82,N,64.08,W
8/2/2006,20:04:04,19.82,N,64.083,W
8/2/2006,20:06:04,19.821,N,64.087,W
8/2/2006,20:08:04,19.822,N,64.09,W
8/2/2006,20:10:04,19.822,N,64.094,W
8/2/2006,20:12:03,19.823,N,64.097,W
8/2/2006,20:14:03,19.823,N,64.101,W
8/2/2006,20:16:03,19.824,N,64.104,W
8/2/2006,20:18:03,19.824,N,64.108,W
8/2/2006,20:20:04,19.824,N,64.111,W
8/2/2006,20:22:04,19.824,N,64.115,W
8/2/2006,20:24:04,19.824,N,64.119,W
8/2/2006,20:26:03,19.824,N,64.122,W
8/2/2006,20:28:03,19.824,N,64.126,W
8/2/2006,20:30:03,19.824,N,64.13,W
8/2/2006,20:32:03,19.824,N,64.134,W
8/2/2006,20:34:04,19.823,N,64.137,W
8/2/2006,20:36:04,19.823,N,64.141,W
8/2/2006,20:38:04,19.823,N,64.145,W
8/2/2006,20:40:04,19.822,N,64.149,W
8/2/2006,20:42:03,19.822,N,64.153,W
8/2/2006,20:44:03,19.821,N,64.157,W
8/2/2006,20:46:03,19.82,N,64.161,W
8/2/2006,20:48:03,19.82,N,64.165,W
8/2/2006,20:50:04,19.819,N,64.169,W
8/2/2006,20:52:04,19.818,N,64.173,W
8/2/2006,20:54:04,19.818,N,64.177,W
8/2/2006,20:56:03,19.817,N,64.181,W
8/2/2006,20:58:03,19.816,N,64.185,W
8/2/2006,21:00:03,19.815,N,64.189,W
8/2/2006,21:02:03,19.814,N,64.194,W
8/2/2006,21:04:04,19.813,N,64.198,W
8/2/2006,21:06:04,19.812,N,64.202,W
8/2/2006,21:08:04,19.811,N,64.206,W
8/2/2006,21:10:04,19.81,N,64.21,W
8/2/2006,21:12:03,19.809,N,64.214,W
8/2/2006,21:14:03,19.808,N,64.219,W
8/2/2006,21:16:03,19.807,N,64.223,W
8/2/2006,21:18:03,19.806,N,64.227,W
8/2/2006,21:20:04,19.805,N,64.231,W
8/2/2006,21:22:04,19.804,N,64.236,W
8/2/2006,21:24:04,19.803,N,64.24,W
8/2/2006,21:26:03,19.802,N,64.244,W
8/2/2006,21:28:03,19.801,N,64.248,W
8/2/2006,21:30:03,19.799,N,64.253,W
8/2/2006,21:32:03,19.798,N,64.257,W
8/2/2006,21:34:04,19.797,N,64.261,W
8/2/2006,21:36:04,19.796,N,64.265,W
8/2/2006,21:38:04,19.795,N,64.27,W
8/2/2006,21:40:04,19.794,N,64.274,W
8/2/2006,21:42:03,19.793,N,64.278,W
8/2/2006,21:44:03,19.792,N,64.283,W
8/2/2006,21:46:03,19.791,N,64.287,W
8/2/2006,21:47:34,19.79,N,64.29,W
8/2/2006,21:49:33,19.79,N,64.294,W
8/2/2006,21:51:33,19.789,N,64.298,W
8/2/2006,21:53:33,19.789,N,64.302,W
8/2/2006,21:55:33,19.788,N,64.306,W
8/2/2006,21:57:34,19.788,N,64.31,W
8/2/2006,21:59:34,19.787,N,64.314,W
8/2/2006,22:01:34,19.787,N,64.318,W
8/2/2006,22:03:33,19.786,N,64.322,W
8/2/2006,22:05:33,19.786,N,64.326,W
8/2/2006,22:07:33,19.785,N,64.33,W
8/2/2006,22:09:33,19.784,N,64.334,W
8/2/2006,22:11:34,19.784,N,64.338,W
8/2/2006,22:13:34,19.783,N,64.343,W
8/2/2006,22:15:34,19.783,N,64.347,W
8/2/2006,22:17:34,19.782,N,64.351,W
8/2/2006,22:19:33,19.782,N,64.355,W
8/2/2006,22:21:33,19.781,N,64.359,W
8/2/2006,22:23:33,19.78,N,64.363,W
8/2/2006,22:25:33,19.78,N,64.367,W
8/2/2006,22:27:34,19.779,N,64.371,W
8/2/2006,22:29:34,19.778,N,64.376,W
8/2/2006,22:31:34,19.778,N,64.38,W
8/2/2006,22:33:33,19.777,N,64.384,W
8/2/2006,22:35:33,19.776,N,64.388,W
8/2/2006,22:37:33,19.776,N,64.392,W
8/2/2006,22:39:33,19.775,N,64.396,W
8/2/2006,22:41:34,19.774,N,64.401,W
8/2/2006,22:43:34,19.774,N,64.405,W
8/2/2006,22:45:34,19.773,N,64.409,W
8/2/2006,22:47:34,19.772,N,64.413,W
8/2/2006,22:49:33,19.771,N,64.418,W
8/2/2006,22:51:33,19.77,N,64.422,W
8/2/2006,22:53:33,19.77,N,64.426,W
8/2/2006,22:55:33,19.769,N,64.43,W
8/2/2006,22:57:34,19.768,N,64.435,W
8/2/2006,22:59:34,19.767,N,64.439,W
8/2/2006,23:01:34,19.766,N,64.443,W
8/2/2006,23:03:33,19.766,N,64.448,W
8/2/2006,23:05:33,19.765,N,64.452,W
8/2/2006,23:07:33,19.764,N,64.456,W
8/2/2006,23:09:33,19.763,N,64.461,W
8/2/2006,23:11:34,19.762,N,64.465,W
8/2/2006,23:13:34,19.761,N,64.469,W
8/2/2006,23:15:34,19.76,N,64.474,W
8/2/2006,23:17:34,19.759,N,64.478,W
8/2/2006,23:19:33,19.758,N,64.483,W
8/2/2006,23:21:33,19.757,N,64.487,W
8/2/2006,23:23:33,19.756,N,64.491,W
8/2/2006,23:25:33,19.755,N,64.496,W
8/2/2006,23:27:34,19.754,N,64.5,W
8/2/2006,23:29:34,19.753,N,64.505,W
8/2/2006,23:31:34,19.752,N,64.509,W
8/2/2006,23:33:33,19.751,N,64.514,W
8/2/2006,23:35:33,19.75,N,64.518,W
8/2/2006,23:37:33,19.749,N,64.523,W
8/2/2006,23:39:22,19.748,N,64.527,W
8/2/2006,23:41:23,19.747,N,64.531,W
8/2/2006,23:43:23,19.747,N,64.536,W
8/2/2006,23:45:23,19.746,N,64.54,W
8/2/2006,23:47:23,19.745,N,64.544,W
8/2/2006,23:49:22,19.745,N,64.549,W
8/2/2006,23:51:22,19.744,N,64.553,W
8/2/2006,23:53:22,19.743,N,64.558,W
8/2/2006,23:55:22,19.743,N,64.562,W
8/2/2006,23:57:23,19.742,N,64.566,W
8/2/2006,23:59:23,19.742,N,64.571,W
8/3/2006,0:01:23,19.741,N,64.575,W
8/3/2006,0:03:22,19.74,N,64.58,W
8/3/2006,0:05:22,19.74,N,64.584,W
8/3/2006,0:07:22,19.739,N,64.589,W
8/3/2006,0:09:22,19.739,N,64.593,W
8/3/2006,0:11:23,19.738,N,64.597,W
8/3/2006,0:13:23,19.737,N,64.602,W
8/3/2006,0:15:23,19.737,N,64.606,W
8/3/2006,0:17:23,19.736,N,64.611,W
8/3/2006,0:19:22,19.736,N,64.615,W
8/3/2006,0:21:22,19.735,N,64.62,W
8/3/2006,0:23:22,19.735,N,64.624,W
8/3/2006,0:25:22,19.734,N,64.629,W
8/3/2006,0:27:23,19.734,N,64.633,W
8/3/2006,0:29:23,19.733,N,64.638,W
8/3/2006,0:31:23,19.733,N,64.642,W
8/3/2006,0:33:22,19.732,N,64.647,W
8/3/2006,0:35:22,19.732,N,64.652,W
8/3/2006,0:37:22,19.731,N,64.656,W
8/3/2006,0:39:22,19.731,N,64.661,W
8/3/2006,0:41:23,19.73,N,64.665,W
8/3/2006,0:43:23,19.73,N,64.67,W
8/3/2006,0:45:23,19.729,N,64.674,W
8/3/2006,0:47:23,19.729,N,64.679,W
8/3/2006,0:49:22,19.728,N,64.684,W
8/3/2006,0:51:22,19.728,N,64.688,W
8/3/2006,0:53:22,19.727,N,64.693,W
8/3/2006,0:55:22,19.727,N,64.698,W
8/3/2006,0:57:23,19.726,N,64.702,W
8/3/2006,0:59:23,19.726,N,64.707,W
8/3/2006,1:01:23,19.726,N,64.712,W
8/3/2006,1:03:22,19.725,N,64.716,W
8/3/2006,1:05:22,19.725,N,64.721,W
8/3/2006,1:07:22,19.724,N,64.726,W
8/3/2006,1:09:22,19.724,N,64.73,W
8/3/2006,1:11:23,19.724,N,64.735,W
8/3/2006,1:13:23,19.723,N,64.74,W
8/3/2006,1:15:23,19.723,N,64.745,W
8/3/2006,1:17:23,19.723,N,64.749,W
8/3/2006,1:19:22,19.722,N,64.754,W
8/3/2006,1:21:22,19.722,N,64.759,W
8/3/2006,1:23:22,19.722,N,64.764,W
8/3/2006,1:25:22,19.721,N,64.769,W
8/3/2006,1:27:23,19.721,N,64.773,W
8/3/2006,1:29:23,19.721,N,64.778,W
8/3/2006,1:31:23,19.721,N,64.783,W
8/3/2006,1:33:22,19.72,N,64.788,W
8/3/2006,1:35:22,19.72,N,64.793,W
8/3/2006,1:37:22,19.72,N,64.798,W
8/3/2006,1:39:22,19.72,N,64.802,W
8/3/2006,1:41:23,19.719,N,64.807,W
8/3/2006,1:43:23,19.719,N,64.812,W
8/3/2006,1:45:23,19.719,N,64.817,W
8/3/2006,1:47:23,19.719,N,64.822,W
8/3/2006,1:49:22,19.719,N,64.827,W
8/3/2006,1:51:22,19.718,N,64.832,W
8/3/2006,1:53:22,19.718,N,64.837,W
8/3/2006,1:55:22,19.718,N,64.842,W
8/3/2006,1:57:23,19.718,N,64.847,W
8/3/2006,1:59:23,19.718,N,64.852,W
8/3/2006,2:01:23,19.718,N,64.857,W
8/3/2006,2:03:22,19.717,N,64.862,W
8/3/2006,2:05:22,19.717,N,64.867,W
8/3/2006,2:07:22,19.717,N,64.872,W
8/3/2006,2:09:22,19.717,N,64.877,W
8/3/2006,2:11:23,19.717,N,64.882,W
8/3/2006,2:13:23,19.717,N,64.888,W
8/3/2006,2:15:23,19.717,N,64.893,W
8/3/2006,2:17:23,19.717,N,64.898,W
8/3/2006,2:19:22,19.717,N,64.903,W
8/3/2006,2:21:22,19.717,N,64.908,W
8/3/2006,2:23:22,19.717,N,64.913,W
8/3/2006,2:25:22,19.717,N,64.919,W
8/3/2006,2:27:23,19.717,N,64.924,W
8/3/2006,2:29:23,19.717,N,64.929,W
8/3/2006,2:31:23,19.717,N,64.934,W
8/3/2006,2:33:22,19.717,N,64.94,W
8/3/2006,2:35:22,19.717,N,64.945,W
8/3/2006,2:37:22,19.717,N,64.95,W
8/3/2006,2:39:22,19.717,N,64.955,W
8/3/2006,2:41:23,19.717,N,64.961,W
8/3/2006,2:43:23,19.718,N,64.966,W
8/3/2006,2:45:23,19.718,N,64.971,W
8/3/2006,2:47:23,19.718,N,64.977,W
8/3/2006,2:49:22,19.718,N,64.982,W
8/3/2006,2:51:22,19.718,N,64.988,W
8/3/2006,2:53:22,19.718,N,64.993,W
8/3/2006,2:55:22,19.718,N,64.998,W
8/3/2006,2:57:23,19.719,N,65.004,W
8/3/2006,2:59:23,19.719,N,65.009,W
8/3/2006,3:01:23,19.719,N,65.015,W
8/3/2006,3:03:22,19.719,N,65.02,W
8/3/2006,3:05:22,19.72,N,65.026,W
8/3/2006,3:07:22,19.72,N,65.031,W
8/3/2006,3:09:22,19.72,N,65.037,W
8/3/2006,3:11:23,19.72,N,65.042,W
8/3/2006,3:13:23,19.721,N,65.048,W
8/3/2006,3:15:23,19.721,N,65.054,W
8/3/2006,3:17:23,19.721,N,65.059,W
8/3/2006,3:19:22,19.722,N,65.065,W
8/3/2006,3:21:22,19.722,N,65.071,W
8/3/2006,3:23:22,19.722,N,65.076,W
8/3/2006,3:25:22,19.723,N,65.082,W
8/3/2006,3:27:23,19.723,N,65.088,W
8/3/2006,3:29:23,19.724,N,65.093,W
8/3/2006,3:31:23,19.724,N,65.099,W
8/3/2006,3:33:22,19.725,N,65.105,W
8/3/2006,3:35:22,19.725,N,65.111,W
8/3/2006,3:37:22,19.726,N,65.116,W
8/3/2006,3:39:22,19.726,N,65.122,W
8/3/2006,3:41:23,19.727,N,65.128,W
8/3/2006,3:43:23,19.727,N,65.134,W
8/3/2006,3:45:23,19.728,N,65.14,W
8/3/2006,3:47:23,19.728,N,65.146,W
8/3/2006,3:49:22,19.729,N,65.152,W
8/3/2006,3:51:22,19.729,N,65.158,W
8/3/2006,3:53:22,19.73,N,65.164,W
8/3/2006,3:55:22,19.73,N,65.169,W
8/3/2006,3:57:23,19.731,N,65.175,W
8/3/2006,3:59:23,19.732,N,65.181,W
8/3/2006,4:01:23,19.732,N,65.188,W
8/3/2006,4:03:22,19.733,N,65.194,W
8/3/2006,4:05:22,19.734,N,65.2,W
8/3/2006,4:07:22,19.734,N,65.206,W
8/3/2006,4:09:22,19.735,N,65.212,W
8/3/2006,4:11:23,19.736,N,65.218,W
8/3/2006,4:13:23,19.737,N,65.224,W
8/3/2006,4:15:23,19.737,N,65.23,W
8/3/2006,4:17:23,19.738,N,65.236,W
8/3/2006,4:19:22,19.739,N,65.243,W
8/3/2006,4:21:22,19.74,N,65.249,W
8/3/2006,4:23:22,19.741,N,65.255,W
8/3/2006,4:25:22,19.742,N,65.261,W
8/3/2006,4:27:23,19.742,N,65.268,W
8/3/2006,4:29:23,19.743,N,65.274,W
8/3/2006,4:31:23,19.744,N,65.28,W
8/3/2006,4:33:22,19.745,N,65.287,W
8/3/2006,4:35:22,19.746,N,65.293,W
8/3/2006,4:37:22,19.747,N,65.299,W
8/3/2006,4:39:22,19.748,N,65.306,W
8/3/2006,4:41:23,19.749,N,65.312,W
8/3/2006,4:43:23,19.75,N,65.319,W
8/3/2006,4:45:23,19.751,N,65.325,W
8/3/2006,4:47:23,19.752,N,65.332,W
8/3/2006,4:49:22,19.753,N,65.338,W
8/3/2006,4:51:22,19.754,N,65.345,W
8/3/2006,4:53:22,19.755,N,65.351,W
8/3/2006,4:55:22,19.756,N,65.358,W
8/3/2006,4:57:23,19.757,N,65.365,W
8/3/2006,4:59:23,19.759,N,65.371,W
8/3/2006,5:01:23,19.76,N,65.378,W
8/3/2006,5:03:22,19.761,N,65.385,W
8/3/2006,5:05:22,19.762,N,65.391,W
8/3/2006,5:07:22,19.763,N,65.398,W
8/3/2006,5:09:22,19.765,N,65.405,W
8/3/2006,5:11:23,19.766,N,65.412,W
8/3/2006,5:13:23,19.767,N,65.419,W
8/3/2006,5:15:23,19.768,N,65.425,W
8/3/2006,5:17:23,19.77,N,65.432,W
8/3/2006,5:19:22,19.771,N,65.439,W
8/3/2006,5:21:22,19.772,N,65.446,W
8/3/2006,5:23:22,19.774,N,65.453,W
8/3/2006,5:25:22,19.775,N,65.46,W
8/3/2006,5:27:23,19.776,N,65.467,W
8/3/2006,5:29:23,19.778,N,65.474,W
8/3/2006,5:31:23,19.779,N,65.481,W
8/3/2006,5:33:22,19.781,N,65.488,W
8/3/2006,5:35:22,19.782,N,65.495,W
8/3/2006,5:37:22,19.784,N,65.502,W
8/3/2006,5:39:22,19.785,N,65.509,W
8/3/2006,5:41:23,19.787,N,65.516,W
8/3/2006,5:43:23,19.788,N,65.523,W
8/3/2006,5:45:23,19.79,N,65.53,W
8/3/2006,5:47:23,19.791,N,65.537,W
8/3/2006,5:49:22,19.793,N,65.545,W
8/3/2006,5:51:22,19.795,N,65.552,W
8/3/2006,5:53:22,19.796,N,65.559,W
8/3/2006,5:55:22,19.798,N,65.566,W
8/3/2006,5:57:23,19.799,N,65.574,W
8/3/2006,5:59:23,19.801,N,65.581,W
8/3/2006,6:01:23,19.803,N,65.588,W
8/3/2006,6:03:22,19.804,N,65.595,W
8/3/2006,6:05:22,19.806,N,65.603,W
8/3/2006,6:07:22,19.808,N,65.61,W
8/3/2006,6:09:22,19.81,N,65.617,W
8/3/2006,6:11:23,19.811,N,65.625,W
8/3/2006,6:13:23,19.813,N,65.632,W
8/3/2006,6:15:23,19.815,N,65.639,W
8/3/2006,6:17:23,19.817,N,65.647,W
8/3/2006,6:19:22,19.818,N,65.654,W
8/3/2006,6:21:22,19.82,N,65.662,W
8/3/2006,6:23:22,19.822,N,65.669,W
8/3/2006,6:25:22,19.824,N,65.677,W
8/3/2006,6:27:23,19.826,N,65.684,W
8/3/2006,6:29:23,19.828,N,65.692,W
8/3/2006,6:31:23,19.829,N,65.699,W
8/3/2006,6:33:22,19.831,N,65.707,W
8/3/2006,6:35:22,19.833,N,65.714,W
8/3/2006,6:37:22,19.835,N,65.722,W
8/3/2006,6:39:22,19.837,N,65.729,W
8/3/2006,6:41:23,19.839,N,65.737,W
8/3/2006,6:43:23,19.841,N,65.744,W
8/3/2006,6:45:23,19.843,N,65.752,W
8/3/2006,6:47:23,19.845,N,65.759,W
8/3/2006,6:49:22,19.847,N,65.767,W
8/3/2006,6:51:22,19.849,N,65.775,W
8/3/2006,6:53:22,19.851,N,65.782,W
8/3/2006,6:55:22,19.853,N,65.79,W
8/3/2006,6:57:23,19.855,N,65.798,W
8/3/2006,6:59:23,19.857,N,65.805,W
8/3/2006,7:01:23,19.859,N,65.813,W
8/3/2006,7:03:22,19.861,N,65.821,W
8/3/2006,7:05:22,19.863,N,65.828,W
8/3/2006,7:07:22,19.865,N,65.836,W
8/3/2006,7:09:22,19.868,N,65.844,W
8/3/2006,7:11:23,19.87,N,65.851,W
8/3/2006,7:13:23,19.872,N,65.859,W
8/3/2006,7:15:23,19.874,N,65.867,W
8/3/2006,7:17:23,19.876,N,65.875,W
8/3/2006,7:19:22,19.878,N,65.882,W
8/3/2006,7:21:22,19.88,N,65.89,W
8/3/2006,7:23:22,19.883,N,65.898,W
8/3/2006,7:25:22,19.885,N,65.906,W
8/3/2006,7:27:23,19.887,N,65.913,W
8/3/2006,7:29:23,19.889,N,65.921,W
8/3/2006,7:31:23,19.892,N,65.929,W
8/3/2006,7:33:22,19.894,N,65.937,W
8/3/2006,7:35:22,19.896,N,65.944,W
8/3/2006,7:37:22,19.898,N,65.952,W
8/3/2006,7:39:22,19.901,N,65.96,W
8/3/2006,7:41:23,19.903,N,65.968,W
8/3/2006,7:43:23,19.905,N,65.976,W
8/3/2006,7:45:23,19.907,N,65.983,W
8/3/2006,7:47:23,19.91,N,65.991,W
8/3/2006,7:49:22,19.912,N,65.999,W
8/3/2006,7:51:22,19.914,N,66.007,W
8/3/2006,7:53:22,19.917,N,66.015,W
8/3/2006,7:55:22,19.919,N,66.023,W
8/3/2006,7:57:23,19.921,N,66.03,W
8/3/2006,7:59:23,19.924,N,66.038,W
8/3/2006,8:01:23,19.926,N,66.046,W
8/3/2006,8:03:22,19.928,N,66.054,W
8/3/2006,8:05:22,19.931,N,66.062,W
8/3/2006,8:07:22,19.933,N,66.07,W
8/3/2006,8:09:22,19.936,N,66.077,W
8/3/2006,8:11:23,19.938,N,66.085,W
8/3/2006,8:13:23,19.94,N,66.093,W
8/3/2006,8:15:23,19.943,N,66.101,W
8/3/2006,8:17:23,19.945,N,66.109,W
8/3/2006,8:19:22,19.948,N,66.117,W
8/3/2006,8:21:22,19.95,N,66.125,W
8/3/2006,8:23:22,19.953,N,66.132,W
8/3/2006,8:25:22,19.955,N,66.14,W
8/3/2006,8:27:23,19.957,N,66.148,W
8/3/2006,8:29:23,19.96,N,66.156,W
8/3/2006,8:31:23,19.962,N,66.164,W
8/3/2006,8:33:22,19.965,N,66.172,W
8/3/2006,8:35:22,19.967,N,66.179,W
8/3/2006,8:37:22,19.97,N,66.187,W
8/3/2006,8:39:22,19.972,N,66.195,W
8/3/2006,8:41:23,19.975,N,66.203,W
8/3/2006,8:43:23,19.977,N,66.211,W
8/3/2006,8:45:23,19.98,N,66.219,W
8/3/2006,8:47:23,19.982,N,66.226,W
8/3/2006,8:49:22,19.985,N,66.234,W
8/3/2006,8:51:22,19.987,N,66.242,W
8/3/2006,8:53:22,19.99,N,66.25,W
8/3/2006,8:55:22,19.992,N,66.258,W
8/3/2006,8:57:23,19.995,N,66.265,W
8/3/2006,8:59:23,19.998,N,66.273,W
8/3/2006,9:01:23,20,N,66.281,W
8/3/2006,9:03:22,20.003,N,66.289,W
8/3/2006,9:05:22,20.005,N,66.297,W
8/3/2006,9:07:22,20.008,N,66.304,W
8/3/2006,9:09:22,20.01,N,66.312,W
8/3/2006,9:11:23,20.013,N,66.32,W
8/3/2006,9:13:23,20.016,N,66.328,W
8/3/2006,9:15:23,20.018,N,66.335,W
8/3/2006,9:17:23,20.021,N,66.343,W
8/3/2006,9:19:22,20.023,N,66.351,W
8/3/2006,9:21:22,20.026,N,66.358,W
8/3/2006,9:23:22,20.028,N,66.366,W
8/3/2006,9:25:22,20.031,N,66.374,W
8/3/2006,9:27:23,20.034,N,66.382,W
8/3/2006,9:29:23,20.036,N,66.389,W
8/3/2006,9:31:23,20.039,N,66.397,W
8/3/2006,9:33:22,20.041,N,66.405,W
8/3/2006,9:35:22,20.044,N,66.412,W
8/3/2006,9:37:22,20.047,N,66.42,W
8/3/2006,9:39:22,20.049,N,66.428,W
8/3/2006,9:41:23,20.052,N,66.435,W
8/3/2006,9:43:23,20.055,N,66.443,W
8/3/2006,9:45:23,20.057,N,66.45,W
8/3/2006,9:47:23,20.06,N,66.458,W
8/3/2006,9:49:22,20.062,N,66.466,W
8/3/2006,9:51:22,20.065,N,66.473,W
8/3/2006,9:53:22,20.068,N,66.481,W
8/3/2006,9:55:22,20.07,N,66.488,W
8/3/2006,9:57:23,20.073,N,66.496,W
8/3/2006,9:59:23,20.076,N,66.503,W
8/3/2006,10:01:23,20.078,N,66.511,W
8/3/2006,10:03:22,20.081,N,66.518,W
8/3/2006,10:05:22,20.083,N,66.526,W
8/3/2006,10:07:22,20.086,N,66.533,W
8/3/2006,10:09:22,20.089,N,66.541,W
8/3/2006,10:11:23,20.091,N,66.548,W
8/3/2006,10:13:23,20.094,N,66.556,W
8/3/2006,10:15:23,20.097,N,66.563,W
8/3/2006,10:17:23,20.099,N,66.571,W
8/3/2006,10:19:22,20.102,N,66.578,W
8/3/2006,10:21:22,20.105,N,66.585,W
8/3/2006,10:23:22,20.107,N,66.593,W
8/3/2006,10:25:22,20.11,N,66.6,W
8/3/2006,10:27:23,20.112,N,66.607,W
8/3/2006,10:29:23,20.115,N,66.615,W
8/3/2006,10:31:23,20.118,N,66.622,W
8/3/2006,10:33:22,20.12,N,66.629,W
8/3/2006,10:35:22,20.123,N,66.637,W
8/3/2006,10:37:22,20.126,N,66.644,W
8/3/2006,10:39:22,20.128,N,66.651,W
8/3/2006,10:41:23,20.131,N,66.658,W
8/3/2006,10:43:23,20.134,N,66.666,W
8/3/2006,10:45:23,20.136,N,66.673,W
8/3/2006,10:47:23,20.139,N,66.68,W
8/3/2006,10:49:22,20.141,N,66.687,W
8/3/2006,10:51:22,20.144,N,66.694,W
8/3/2006,10:53:22,20.147,N,66.701,W
8/3/2006,10:55:22,20.149,N,66.708,W
8/3/2006,10:57:23,20.152,N,66.715,W
8/3/2006,10:59:23,20.154,N,66.722,W
8/3/2006,11:01:23,20.157,N,66.729,W
8/3/2006,11:03:22,20.16,N,66.736,W
8/3/2006,11:05:22,20.162,N,66.743,W
8/3/2006,11:07:22,20.165,N,66.75,W
8/3/2006,11:09:22,20.167,N,66.757,W
8/3/2006,11:11:23,20.17,N,66.764,W
8/3/2006,11:13:23,20.173,N,66.771,W
8/3/2006,11:15:23,20.175,N,66.778,W
8/3/2006,11:17:23,20.178,N,66.785,W
8/3/2006,11:19:22,20.18,N,66.792,W
8/3/2006,11:21:22,20.183,N,66.799,W
8/3/2006,11:23:22,20.186,N,66.805,W
8/3/2006,11:25:22,20.188,N,66.812,W
8/3/2006,11:27:23,20.191,N,66.819,W
8/3/2006,11:29:23,20.193,N,66.826,W
8/3/2006,11:31:23,20.196,N,66.832,W
8/3/2006,11:33:22,20.198,N,66.839,W
8/3/2006,11:35:22,20.201,N,66.846,W
8/3/2006,11:37:22,20.203,N,66.852,W
8/3/2006,11:39:22,20.206,N,66.859,W
8/3/2006,11:41:23,20.209,N,66.866,W
8/3/2006,11:43:23,20.211,N,66.872,W
8/3/2006,11:45:23,20.214,N,66.879,W
8/3/2006,11:47:23,20.216,N,66.885,W
8/3/2006,11:49:22,20.219,N,66.892,W
8/3/2006,11:51:22,20.221,N,66.898,W
8/3/2006,11:53:22,20.224,N,66.905,W
8/3/2006,11:55:22,20.226,N,66.911,W
8/3/2006,11:57:23,20.229,N,66.917,W
8/3/2006,11:59:23,20.231,N,66.924,W
8/3/2006,12:01:23,20.234,N,66.93,W
8/3/2006,12:03:22,20.236,N,66.936,W
8/3/2006,12:05:22,20.239,N,66.943,W
8/3/2006,12:07:22,20.241,N,66.949,W
8/3/2006,12:09:22,20.243,N,66.955,W
8/3/2006,12:11:23,20.246,N,66.961,W
8/3/2006,12:13:23,20.248,N,66.967,W
8/3/2006,12:15:23,20.251,N,66.973,W
8/3/2006,12:17:23,20.253,N,66.98,W
8/3/2006,12:19:22,20.256,N,66.986,W
8/3/2006,12:21:22,20.258,N,66.992,W
8/3/2006,12:23:22,20.26,N,66.998,W
8/3/2006,12:25:22,20.263,N,67.004,W
8/3/2006,12:27:23,20.265,N,67.01,W
8/3/2006,12:29:23,20.268,N,67.016,W
8/3/2006,12:31:23,20.27,N,67.021,W
8/3/2006,12:33:22,20.272,N,67.027,W
8/3/2006,12:35:22,20.275,N,67.033,W
8/3/2006,12:37:22,20.277,N,67.039,W
8/3/2006,12:39:22,20.279,N,67.045,W
8/3/2006,12:41:23,20.282,N,67.05,W
8/3/2006,12:43:23,20.284,N,67.056,W
8/3/2006,12:45:23,20.286,N,67.062,W
8/3/2006,12:47:23,20.289,N,67.067,W
8/3/2006,12:49:22,20.291,N,67.073,W
8/3/2006,12:51:22,20.293,N,67.079,W
8/3/2006,12:53:22,20.296,N,67.084,W
8/3/2006,12:55:22,20.298,N,67.09,W
8/3/2006,12:57:23,20.3,N,67.095,W
8/3/2006,12:59:23,20.302,N,67.101,W
8/3/2006,13:01:23,20.305,N,67.106,W
8/3/2006,13:03:22,20.307,N,67.112,W
8/3/2006,13:05:22,20.309,N,67.117,W
8/3/2006,13:07:22,20.312,N,67.122,W
8/3/2006,13:09:22,20.314,N,67.128,W
8/3/2006,13:11:23,20.316,N,67.133,W
8/3/2006,13:13:23,20.318,N,67.138,W
8/3/2006,13:15:23,20.32,N,67.144,W
8/3/2006,13:17:23,20.323,N,67.149,W
8/3/2006,13:19:22,20.325,N,67.154,W
8/3/2006,13:21:22,20.327,N,67.159,W
8/3/2006,13:23:22,20.329,N,67.164,W
8/3/2006,13:25:22,20.331,N,67.17,W
8/3/2006,13:27:23,20.334,N,67.175,W
