Track,for,Paloma,2008,,
11/7/2008,6:55:30,17.55,N,81.705,W
11/7/2008,6:57:30,17.552,N,81.703,W
11/7/2008,6:59:30,17.553,N,81.702,W
11/7/2008,7:01:30,17.555,N,81.7,W
11/7/2008,7:03:31,17.556,N,81.699,W
11/7/2008,7:05:31,17.558,N,81.698,W
11/7/2008,7:07:31,17.559,N,81.696,W
11/7/2008,7:09:31,17.56,N,81.695,W
11/7/2008,7:11:30,17.561,N,81.694,W
11/7/2008,7:13:30,17.563,N,81.693,W
11/7/2008,7:15:30,17.564,N,81.692,W
11/7/2008,7:17:30,17.565,N,81.691,W
11/7/2008,7:19:31,17.567,N,81.69,W
11/7/2008,7:21:31,17.568,N,81.689,W
11/7/2008,7:23:31,17.57,N,81.688,W
11/7/2008,7:25:30,17.571,N,81.687,W
11/7/2008,7:27:30,17.573,N,81.687,W
11/7/2008,7:29:30,17.575,N,81.686,W
11/7/2008,7:31:30,17.577,N,81.686,W
11/7/2008,7:33:31,17.58,N,81.685,W
11/7/2008,7:35:31,17.582,N,81.685,W
11/7/2008,7:37:31,17.585,N,81.685,W
11/7/2008,7:39:31,17.588,N,81.685,W
11/7/2008,7:41:30,17.591,N,81.685,W
11/7/2008,7:42:34,17.593,N,81.685,W
11/7/2008,7:44:35,17.597,N,81.693,W
11/7/2008,7:46:35,17.6,N,81.702,W
11/7/2008,7:48:35,17.604,N,81.71,W
11/7/2008,7:50:35,17.609,N,81.718,W
11/7/2008,7:52:34,17.613,N,81.726,W
11/7/2008,7:54:34,17.617,N,81.733,W
11/7/2008,7:56:34,17.622,N,81.74,W
11/7/2008,7:58:34,17.627,N,81.746,W
11/7/2008,8:00:35,17.631,N,81.751,W
11/7/2008,8:02:35,17.636,N,81.755,W
11/7/2008,8:04:35,17.642,N,81.757,W
11/7/2008,8:06:34,17.647,N,81.759,W
11/7/2008,8:08:34,17.652,N,81.758,W
11/7/2008,8:10:34,17.658,N,81.757,W
11/7/2008,8:12:34,17.663,N,81.755,W
11/7/2008,8:14:35,17.669,N,81.751,W
11/7/2008,8:16:35,17.675,N,81.746,W
11/7/2008,8:18:35,17.681,N,81.741,W
11/7/2008,8:20:35,17.687,N,81.734,W
11/7/2008,8:22:34,17.693,N,81.727,W
11/7/2008,8:24:34,17.699,N,81.719,W
11/7/2008,8:26:34,17.705,N,81.71,W
11/7/2008,8:28:33,17.711,N,81.701,W
11/7/2008,8:30:33,17.717,N,81.691,W
11/7/2008,8:32:32,17.724,N,81.68,W
11/7/2008,8:34:32,17.73,N,81.67,W
11/7/2008,8:36:32,17.736,N,81.66,W
11/7/2008,8:38:33,17.743,N,81.649,W
11/7/2008,8:39:57,17.747,N,81.642,W
11/7/2008,8:41:57,17.753,N,81.632,W
11/7/2008,8:43:57,17.76,N,81.622,W
11/7/2008,8:45:57,17.766,N,81.611,W
11/7/2008,8:47:58,17.772,N,81.601,W
11/7/2008,8:49:58,17.778,N,81.591,W
11/7/2008,8:51:58,17.785,N,81.581,W
11/7/2008,8:53:58,17.791,N,81.571,W
11/7/2008,8:55:57,17.797,N,81.561,W
11/7/2008,8:57:57,17.803,N,81.551,W
11/7/2008,8:59:57,17.809,N,81.542,W
11/7/2008,9:01:57,17.815,N,81.532,W
11/7/2008,9:03:58,17.821,N,81.522,W
11/7/2008,9:05:58,17.827,N,81.513,W
11/7/2008,9:07:58,17.833,N,81.504,W
11/7/2008,9:09:57,17.839,N,81.494,W
11/7/2008,9:11:57,17.845,N,81.485,W
11/7/2008,9:13:57,17.851,N,81.476,W
11/7/2008,9:15:57,17.857,N,81.467,W
11/7/2008,9:17:58,17.862,N,81.458,W
11/7/2008,9:19:58,17.868,N,81.449,W
11/7/2008,9:21:58,17.874,N,81.441,W
11/7/2008,9:23:58,17.879,N,81.432,W
11/7/2008,9:25:57,17.885,N,81.424,W
11/7/2008,9:27:57,17.89,N,81.416,W
11/7/2008,9:29:57,17.896,N,81.408,W
11/7/2008,9:31:57,17.901,N,81.4,W
11/7/2008,9:33:58,17.906,N,81.392,W
11/7/2008,9:35:58,17.912,N,81.385,W
11/7/2008,9:37:58,17.917,N,81.378,W
11/7/2008,9:39:57,17.922,N,81.37,W
11/7/2008,9:41:57,17.927,N,81.363,W
11/7/2008,9:43:57,17.932,N,81.357,W
11/7/2008,9:45:57,17.937,N,81.35,W
11/7/2008,9:47:58,17.942,N,81.344,W
11/7/2008,9:49:58,17.946,N,81.337,W
11/7/2008,9:51:58,17.951,N,81.331,W
11/7/2008,9:53:58,17.956,N,81.326,W
11/7/2008,9:55:57,17.96,N,81.32,W
11/7/2008,9:57:57,17.965,N,81.315,W
11/7/2008,9:59:57,17.969,N,81.31,W
11/7/2008,10:01:57,17.973,N,81.305,W
11/7/2008,10:03:58,17.977,N,81.3,W
11/7/2008,10:05:58,17.981,N,81.296,W
11/7/2008,10:07:58,17.985,N,81.292,W
11/7/2008,10:09:57,17.989,N,81.288,W
11/7/2008,10:11:57,17.993,N,81.284,W
11/7/2008,10:13:57,17.997,N,81.281,W
11/7/2008,10:15:57,18,N,81.278,W
11/7/2008,10:17:58,18.004,N,81.275,W
11/7/2008,10:19:58,18.007,N,81.273,W
11/7/2008,10:21:58,18.01,N,81.27,W
11/7/2008,10:23:58,18.013,N,81.268,W
11/7/2008,10:25:57,18.016,N,81.267,W
11/7/2008,10:27:57,18.019,N,81.265,W
11/7/2008,10:29:57,18.022,N,81.264,W
11/7/2008,10:31:57,18.024,N,81.264,W
11/7/2008,10:33:58,18.027,N,81.263,W
11/7/2008,10:35:58,18.029,N,81.263,W
11/7/2008,10:37:58,18.032,N,81.263,W
11/7/2008,10:39:57,18.034,N,81.264,W
11/7/2008,10:41:57,18.036,N,81.265,W
11/7/2008,10:43:57,18.038,N,81.266,W
11/7/2008,10:45:57,18.039,N,81.268,W
11/7/2008,10:47:58,18.041,N,81.27,W
11/7/2008,10:49:58,18.043,N,81.272,W
11/7/2008,10:51:58,18.044,N,81.275,W
11/7/2008,10:53:58,18.045,N,81.278,W
11/7/2008,10:55:57,18.046,N,81.281,W
11/7/2008,10:57:57,18.047,N,81.285,W
11/7/2008,10:59:57,18.048,N,81.289,W
11/7/2008,11:01:57,18.048,N,81.294,W
11/7/2008,11:03:58,18.049,N,81.299,W
11/7/2008,11:05:58,18.049,N,81.304,W
11/7/2008,11:07:58,18.049,N,81.31,W
11/7/2008,11:09:57,18.049,N,81.316,W
11/7/2008,11:11:57,18.049,N,81.323,W
11/7/2008,11:13:57,18.049,N,81.33,W
11/7/2008,11:15:57,18.048,N,81.337,W
11/7/2008,11:17:58,18.048,N,81.345,W
11/7/2008,11:19:58,18.047,N,81.353,W
11/7/2008,11:21:58,18.046,N,81.362,W
11/7/2008,11:23:58,18.045,N,81.371,W
11/7/2008,11:25:57,18.044,N,81.381,W
11/7/2008,11:27:57,18.042,N,81.391,W
11/7/2008,11:29:57,18.04,N,81.402,W
11/7/2008,11:31:57,18.039,N,81.412,W
11/7/2008,11:33:58,18.037,N,81.424,W
11/7/2008,11:35:58,18.035,N,81.435,W
11/7/2008,11:37:58,18.032,N,81.447,W
11/7/2008,11:39:57,18.03,N,81.46,W
11/7/2008,11:41:57,18.028,N,81.472,W
11/7/2008,11:43:57,18.025,N,81.485,W
11/7/2008,11:45:57,18.022,N,81.499,W
11/7/2008,11:47:58,18.019,N,81.512,W
11/7/2008,11:49:58,18.016,N,81.526,W
11/7/2008,11:51:58,18.013,N,81.54,W
11/7/2008,11:53:58,18.01,N,81.555,W
11/7/2008,11:55:57,18.007,N,81.57,W
11/7/2008,11:57:57,18.004,N,81.585,W
11/7/2008,11:59:57,18,N,81.6,W
11/7/2008,12:00:00,18,N,81.6,W
11/7/2008,12:01:59,18.003,N,81.599,W
11/7/2008,12:03:59,18.005,N,81.598,W
11/7/2008,12:05:59,18.008,N,81.597,W
11/7/2008,12:08:00,18.011,N,81.596,W
11/7/2008,12:10:00,18.013,N,81.595,W
11/7/2008,12:12:00,18.016,N,81.594,W
11/7/2008,12:14:00,18.019,N,81.593,W
11/7/2008,12:15:59,18.021,N,81.591,W
11/7/2008,12:17:59,18.024,N,81.59,W
11/7/2008,12:19:59,18.027,N,81.589,W
11/7/2008,12:21:59,18.029,N,81.588,W
11/7/2008,12:24:00,18.032,N,81.587,W
11/7/2008,12:26:00,18.034,N,81.586,W
11/7/2008,12:28:00,18.037,N,81.584,W
11/7/2008,12:30:00,18.04,N,81.583,W
11/7/2008,12:31:59,18.042,N,81.582,W
11/7/2008,12:33:59,18.045,N,81.581,W
11/7/2008,12:35:59,18.048,N,81.58,W
11/7/2008,12:38:00,18.05,N,81.578,W
11/7/2008,12:40:00,18.053,N,81.577,W
11/7/2008,12:42:00,18.056,N,81.576,W
11/7/2008,12:44:00,18.058,N,81.575,W
11/7/2008,12:45:59,18.061,N,81.573,W
11/7/2008,12:47:59,18.064,N,81.572,W
11/7/2008,12:49:59,18.066,N,81.571,W
11/7/2008,12:51:59,18.069,N,81.57,W
11/7/2008,12:54:00,18.072,N,81.568,W
11/7/2008,12:56:00,18.074,N,81.567,W
11/7/2008,12:58:00,18.077,N,81.566,W
11/7/2008,13:00:00,18.079,N,81.564,W
11/7/2008,13:01:59,18.082,N,81.563,W
11/7/2008,13:03:59,18.085,N,81.562,W
11/7/2008,13:05:59,18.087,N,81.56,W
11/7/2008,13:08:00,18.09,N,81.559,W
11/7/2008,13:10:00,18.093,N,81.558,W
11/7/2008,13:12:00,18.095,N,81.556,W
11/7/2008,13:14:00,18.098,N,81.555,W
11/7/2008,13:15:59,18.1,N,81.554,W
11/7/2008,13:17:59,18.103,N,81.552,W
11/7/2008,13:19:59,18.106,N,81.551,W
11/7/2008,13:21:59,18.108,N,81.549,W
11/7/2008,13:24:00,18.111,N,81.548,W
11/7/2008,13:26:00,18.113,N,81.547,W
11/7/2008,13:28:00,18.116,N,81.545,W
11/7/2008,13:30:00,18.118,N,81.544,W
11/7/2008,13:31:59,18.121,N,81.543,W
11/7/2008,13:33:59,18.123,N,81.541,W
11/7/2008,13:35:59,18.126,N,81.54,W
11/7/2008,13:38:00,18.129,N,81.538,W
11/7/2008,13:40:00,18.131,N,81.537,W
11/7/2008,13:42:00,18.134,N,81.536,W
11/7/2008,13:44:00,18.136,N,81.534,W
11/7/2008,13:45:59,18.139,N,81.533,W
11/7/2008,13:47:59,18.141,N,81.531,W
11/7/2008,13:49:59,18.144,N,81.53,W
11/7/2008,13:51:59,18.146,N,81.529,W
11/7/2008,13:54:00,18.149,N,81.527,W
11/7/2008,13:56:00,18.151,N,81.526,W
11/7/2008,13:58:00,18.153,N,81.524,W
11/7/2008,14:00:00,18.156,N,81.523,W
11/7/2008,14:01:59,18.158,N,81.522,W
11/7/2008,14:03:59,18.161,N,81.52,W
11/7/2008,14:05:59,18.163,N,81.519,W
11/7/2008,14:08:00,18.166,N,81.518,W
11/7/2008,14:10:00,18.168,N,81.516,W
11/7/2008,14:12:00,18.17,N,81.515,W
11/7/2008,14:14:00,18.173,N,81.514,W
11/7/2008,14:15:59,18.175,N,81.512,W
11/7/2008,14:17:59,18.177,N,81.511,W
11/7/2008,14:19:59,18.18,N,81.51,W
11/7/2008,14:21:59,18.182,N,81.508,W
11/7/2008,14:24:00,18.184,N,81.507,W
11/7/2008,14:26:00,18.187,N,81.506,W
11/7/2008,14:28:00,18.189,N,81.504,W
11/7/2008,14:30:00,18.191,N,81.503,W
11/7/2008,14:31:59,18.194,N,81.502,W
11/7/2008,14:33:59,18.196,N,81.5,W
11/7/2008,14:35:59,18.198,N,81.499,W
11/7/2008,14:38:00,18.2,N,81.498,W
11/7/2008,14:40:00,18.203,N,81.496,W
11/7/2008,14:42:00,18.205,N,81.495,W
11/7/2008,14:44:00,18.207,N,81.494,W
11/7/2008,14:45:59,18.209,N,81.493,W
11/7/2008,14:47:59,18.212,N,81.491,W
11/7/2008,14:49:59,18.214,N,81.49,W
11/7/2008,14:51:59,18.216,N,81.489,W
11/7/2008,14:54:00,18.218,N,81.488,W
11/7/2008,14:56:00,18.22,N,81.487,W
11/7/2008,14:58:00,18.222,N,81.485,W
11/7/2008,15:00:00,18.224,N,81.484,W
11/7/2008,15:01:59,18.226,N,81.483,W
11/7/2008,15:03:59,18.229,N,81.482,W
11/7/2008,15:05:59,18.231,N,81.481,W
11/7/2008,15:08:00,18.233,N,81.48,W
11/7/2008,15:10:00,18.235,N,81.478,W
11/7/2008,15:12:00,18.237,N,81.477,W
11/7/2008,15:14:00,18.239,N,81.476,W
11/7/2008,15:15:59,18.241,N,81.475,W
11/7/2008,15:17:59,18.243,N,81.474,W
11/7/2008,15:19:59,18.245,N,81.473,W
11/7/2008,15:21:59,18.247,N,81.472,W
11/7/2008,15:24:00,18.249,N,81.471,W
11/7/2008,15:26:00,18.251,N,81.47,W
11/7/2008,15:28:00,18.253,N,81.469,W
11/7/2008,15:30:00,18.255,N,81.468,W
11/7/2008,15:31:59,18.256,N,81.467,W
11/7/2008,15:33:59,18.258,N,81.465,W
11/7/2008,15:35:59,18.26,N,81.464,W
11/7/2008,15:38:00,18.262,N,81.463,W
11/7/2008,15:40:00,18.264,N,81.462,W
11/7/2008,15:42:00,18.266,N,81.461,W
11/7/2008,15:44:00,18.268,N,81.46,W
11/7/2008,15:45:59,18.27,N,81.459,W
11/7/2008,15:47:59,18.272,N,81.458,W
11/7/2008,15:49:59,18.273,N,81.457,W
11/7/2008,15:51:59,18.275,N,81.456,W
11/7/2008,15:54:00,18.277,N,81.455,W
11/7/2008,15:56:00,18.279,N,81.455,W
11/7/2008,15:58:00,18.281,N,81.454,W
11/7/2008,16:00:00,18.282,N,81.453,W
11/7/2008,16:01:59,18.284,N,81.452,W
11/7/2008,16:03:59,18.286,N,81.451,W
11/7/2008,16:05:59,18.288,N,81.45,W
11/7/2008,16:07:59,18.29,N,81.449,W
11/7/2008,16:09:59,18.291,N,81.448,W
11/7/2008,16:11:59,18.293,N,81.447,W
11/7/2008,16:13:59,18.295,N,81.446,W
11/7/2008,16:16:00,18.296,N,81.445,W
11/7/2008,16:18:00,18.298,N,81.444,W
11/7/2008,16:20:00,18.3,N,81.443,W
11/7/2008,16:22:00,18.302,N,81.443,W
11/7/2008,16:24:00,18.303,N,81.442,W
11/7/2008,16:26:00,18.305,N,81.441,W
11/7/2008,16:28:00,18.307,N,81.44,W
11/7/2008,16:30:00,18.308,N,81.439,W
11/7/2008,16:31:59,18.31,N,81.438,W
11/7/2008,16:33:59,18.312,N,81.437,W
11/7/2008,16:35:59,18.313,N,81.436,W
11/7/2008,16:37:59,18.315,N,81.436,W
11/7/2008,16:39:59,18.317,N,81.435,W
11/7/2008,16:41:59,18.318,N,81.434,W
11/7/2008,16:43:59,18.32,N,81.433,W
11/7/2008,16:46:00,18.322,N,81.432,W
11/7/2008,16:48:00,18.323,N,81.431,W
11/7/2008,16:50:00,18.325,N,81.431,W
11/7/2008,16:52:00,18.327,N,81.43,W
11/7/2008,16:54:00,18.328,N,81.429,W
11/7/2008,16:56:00,18.33,N,81.428,W
11/7/2008,16:58:00,18.331,N,81.427,W
11/7/2008,17:00:00,18.333,N,81.426,W
11/7/2008,17:01:59,18.335,N,81.426,W
11/7/2008,17:03:59,18.336,N,81.425,W
11/7/2008,17:05:59,18.338,N,81.424,W
11/7/2008,17:07:59,18.339,N,81.423,W
11/7/2008,17:08:40,18.34,N,81.423,W
11/7/2008,17:10:40,18.342,N,81.422,W
11/7/2008,17:12:40,18.343,N,81.421,W
11/7/2008,17:14:40,18.345,N,81.421,W
11/7/2008,17:16:40,18.346,N,81.42,W
11/7/2008,17:18:40,18.348,N,81.419,W
11/7/2008,17:20:40,18.349,N,81.418,W
11/7/2008,17:22:40,18.351,N,81.418,W
11/7/2008,17:24:41,18.353,N,81.417,W
11/7/2008,17:26:41,18.354,N,81.416,W
11/7/2008,17:28:41,18.356,N,81.415,W
11/7/2008,17:30:41,18.357,N,81.414,W
11/7/2008,17:32:41,18.359,N,81.414,W
11/7/2008,17:34:41,18.36,N,81.413,W
11/7/2008,17:36:41,18.362,N,81.412,W
11/7/2008,17:38:40,18.364,N,81.411,W
11/7/2008,17:40:40,18.365,N,81.41,W
11/7/2008,17:42:40,18.367,N,81.41,W
11/7/2008,17:44:40,18.368,N,81.409,W
11/7/2008,17:46:40,18.37,N,81.408,W
11/7/2008,17:48:40,18.371,N,81.407,W
11/7/2008,17:50:40,18.373,N,81.407,W
11/7/2008,17:52:40,18.374,N,81.406,W
11/7/2008,17:54:39,18.376,N,81.405,W
11/7/2008,17:56:39,18.375,N,81.407,W
11/7/2008,17:57:21,18.375,N,81.408,W
11/7/2008,17:59:20,18.374,N,81.41,W
11/7/2008,18:01:20,18.374,N,81.412,W
11/7/2008,18:03:20,18.374,N,81.414,W
11/7/2008,18:05:20,18.374,N,81.416,W
11/7/2008,18:07:20,18.375,N,81.417,W
11/7/2008,18:09:20,18.376,N,81.419,W
11/7/2008,18:11:20,18.378,N,81.42,W
11/7/2008,18:13:21,18.381,N,81.42,W
11/7/2008,18:15:21,18.385,N,81.42,W
11/7/2008,18:17:21,18.389,N,81.42,W
11/7/2008,18:19:21,18.395,N,81.419,W
11/7/2008,18:21:21,18.402,N,81.417,W
11/7/2008,18:23:21,18.41,N,81.415,W
11/7/2008,18:25:21,18.419,N,81.412,W
11/7/2008,18:27:21,18.429,N,81.409,W
11/7/2008,18:29:20,18.441,N,81.405,W
11/7/2008,18:31:20,18.453,N,81.4,W
11/7/2008,18:33:20,18.466,N,81.395,W
11/7/2008,18:35:20,18.479,N,81.39,W
11/7/2008,18:37:20,18.493,N,81.385,W
11/7/2008,18:38:24,18.5,N,81.382,W
11/7/2008,18:40:25,18.503,N,81.379,W
11/7/2008,18:42:25,18.505,N,81.376,W
11/7/2008,18:44:25,18.507,N,81.373,W
11/7/2008,18:46:25,18.509,N,81.37,W
11/7/2008,18:48:25,18.51,N,81.367,W
11/7/2008,18:50:25,18.511,N,81.364,W
11/7/2008,18:52:25,18.513,N,81.361,W
11/7/2008,18:54:24,18.514,N,81.359,W
11/7/2008,18:56:24,18.515,N,81.356,W
11/7/2008,18:58:24,18.516,N,81.353,W
11/7/2008,19:00:24,18.517,N,81.351,W
11/7/2008,19:02:24,18.518,N,81.349,W
11/7/2008,19:04:24,18.519,N,81.347,W
11/7/2008,19:06:24,18.52,N,81.345,W
11/7/2008,19:08:24,18.522,N,81.344,W
11/7/2008,19:10:25,18.523,N,81.343,W
11/7/2008,19:12:25,18.525,N,81.343,W
11/7/2008,19:14:25,18.527,N,81.342,W
11/7/2008,19:16:25,18.529,N,81.342,W
11/7/2008,19:18:25,18.531,N,81.342,W
11/7/2008,19:20:25,18.533,N,81.343,W
11/7/2008,19:22:25,18.535,N,81.343,W
11/7/2008,19:23:53,18.537,N,81.344,W
11/7/2008,19:25:53,18.539,N,81.346,W
11/7/2008,19:27:53,18.542,N,81.349,W
11/7/2008,19:29:54,18.545,N,81.351,W
11/7/2008,19:31:54,18.547,N,81.353,W
11/7/2008,19:33:54,18.55,N,81.355,W
11/7/2008,19:35:54,18.553,N,81.357,W
11/7/2008,19:37:54,18.556,N,81.358,W
11/7/2008,19:39:54,18.558,N,81.358,W
11/7/2008,19:41:54,18.561,N,81.358,W
11/7/2008,19:42:59,18.563,N,81.358,W
11/7/2008,19:44:59,18.566,N,81.358,W
11/7/2008,19:46:59,18.569,N,81.358,W
11/7/2008,19:48:59,18.572,N,81.357,W
11/7/2008,19:50:59,18.575,N,81.356,W
11/7/2008,19:52:59,18.578,N,81.354,W
11/7/2008,19:54:59,18.581,N,81.352,W
11/7/2008,19:56:59,18.584,N,81.349,W
11/7/2008,19:58:58,18.587,N,81.346,W
11/7/2008,20:00:58,18.59,N,81.342,W
11/7/2008,20:02:58,18.594,N,81.337,W
11/7/2008,20:04:58,18.597,N,81.332,W
11/7/2008,20:06:58,18.601,N,81.326,W
11/7/2008,20:08:58,18.604,N,81.319,W
11/7/2008,20:10:58,18.608,N,81.311,W
11/7/2008,20:12:59,18.611,N,81.303,W
11/7/2008,20:13:17,18.612,N,81.302,W
11/7/2008,20:15:17,18.615,N,81.298,W
11/7/2008,20:17:17,18.618,N,81.295,W
11/7/2008,20:19:17,18.621,N,81.292,W
11/7/2008,20:21:18,18.624,N,81.288,W
11/7/2008,20:23:18,18.627,N,81.285,W
11/7/2008,20:25:18,18.631,N,81.282,W
11/7/2008,20:27:18,18.634,N,81.278,W
11/7/2008,20:29:18,18.636,N,81.275,W
11/7/2008,20:31:18,18.639,N,81.272,W
11/7/2008,20:33:18,18.642,N,81.269,W
11/7/2008,20:35:17,18.645,N,81.266,W
11/7/2008,20:37:17,18.648,N,81.263,W
11/7/2008,20:39:17,18.651,N,81.26,W
11/7/2008,20:41:17,18.654,N,81.257,W
11/7/2008,20:43:17,18.657,N,81.255,W
11/7/2008,20:45:17,18.659,N,81.252,W
11/7/2008,20:47:17,18.662,N,81.249,W
11/7/2008,20:49:17,18.665,N,81.247,W
11/7/2008,20:51:18,18.667,N,81.244,W
11/7/2008,20:53:18,18.67,N,81.242,W
11/7/2008,20:55:18,18.672,N,81.24,W
11/7/2008,20:57:18,18.675,N,81.238,W
11/7/2008,20:59:18,18.677,N,81.235,W
11/7/2008,21:01:18,18.68,N,81.233,W
11/7/2008,21:03:18,18.682,N,81.231,W
11/7/2008,21:05:17,18.685,N,81.229,W
11/7/2008,21:07:17,18.687,N,81.228,W
11/7/2008,21:09:17,18.689,N,81.226,W
11/7/2008,21:11:17,18.692,N,81.224,W
11/7/2008,21:13:17,18.694,N,81.222,W
11/7/2008,21:15:17,18.696,N,81.221,W
11/7/2008,21:17:17,18.698,N,81.219,W
11/7/2008,21:19:17,18.7,N,81.218,W
11/7/2008,21:21:18,18.702,N,81.216,W
11/7/2008,21:23:18,18.705,N,81.215,W
11/7/2008,21:25:18,18.707,N,81.213,W
11/7/2008,21:25:40,18.707,N,81.213,W
11/7/2008,21:27:40,18.709,N,81.211,W
11/7/2008,21:29:40,18.712,N,81.209,W
11/7/2008,21:31:40,18.714,N,81.207,W
11/7/2008,21:33:40,18.716,N,81.205,W
11/7/2008,21:35:39,18.719,N,81.203,W
11/7/2008,21:37:39,18.721,N,81.201,W
11/7/2008,21:39:39,18.723,N,81.199,W
11/7/2008,21:41:39,18.726,N,81.197,W
11/7/2008,21:43:39,18.728,N,81.195,W
11/7/2008,21:45:39,18.73,N,81.194,W
11/7/2008,21:47:39,18.732,N,81.192,W
11/7/2008,21:49:39,18.734,N,81.19,W
11/7/2008,21:51:40,18.736,N,81.189,W
11/7/2008,21:53:40,18.738,N,81.187,W
11/7/2008,21:55:40,18.74,N,81.185,W
11/7/2008,21:57:40,18.743,N,81.184,W
11/7/2008,21:59:40,18.745,N,81.182,W
11/7/2008,22:01:40,18.747,N,81.181,W
11/7/2008,22:03:40,18.748,N,81.18,W
11/7/2008,22:05:39,18.75,N,81.178,W
11/7/2008,22:07:39,18.752,N,81.177,W
11/7/2008,22:09:39,18.754,N,81.176,W
11/7/2008,22:11:39,18.756,N,81.174,W
11/7/2008,22:13:39,18.758,N,81.173,W
11/7/2008,22:15:39,18.76,N,81.172,W
11/7/2008,22:17:39,18.761,N,81.171,W
11/7/2008,22:19:39,18.763,N,81.17,W
11/7/2008,22:21:40,18.765,N,81.169,W
11/7/2008,22:23:40,18.766,N,81.168,W
11/7/2008,22:25:40,18.768,N,81.167,W
11/7/2008,22:27:40,18.769,N,81.167,W
11/7/2008,22:29:40,18.771,N,81.166,W
11/7/2008,22:31:40,18.772,N,81.165,W
11/7/2008,22:33:40,18.774,N,81.164,W
11/7/2008,22:35:39,18.775,N,81.164,W
11/7/2008,22:37:39,18.777,N,81.163,W
11/7/2008,22:39:39,18.778,N,81.163,W
11/7/2008,22:41:39,18.779,N,81.163,W
11/7/2008,22:43:39,18.781,N,81.162,W
11/7/2008,22:45:39,18.782,N,81.162,W
11/7/2008,22:47:39,18.783,N,81.162,W
11/7/2008,22:49:39,18.784,N,81.162,W
11/7/2008,22:51:40,18.785,N,81.162,W
11/7/2008,22:53:40,18.786,N,81.162,W
11/7/2008,22:55:40,18.787,N,81.162,W
11/7/2008,22:57:40,18.788,N,81.162,W
11/7/2008,22:59:40,18.789,N,81.162,W
11/7/2008,23:01:40,18.79,N,81.162,W
11/7/2008,23:03:40,18.791,N,81.163,W
11/7/2008,23:05:39,18.792,N,81.163,W
11/7/2008,23:05:54,18.792,N,81.163,W
11/7/2008,23:07:54,18.794,N,81.162,W
11/7/2008,23:09:54,18.796,N,81.161,W
11/7/2008,23:11:54,18.798,N,81.159,W
11/7/2008,23:13:54,18.799,N,81.158,W
11/7/2008,23:15:54,18.801,N,81.157,W
11/7/2008,23:17:55,18.803,N,81.155,W
11/7/2008,23:19:55,18.805,N,81.154,W
11/7/2008,23:21:55,18.807,N,81.153,W
11/7/2008,23:23:55,18.809,N,81.151,W
11/7/2008,23:25:55,18.811,N,81.15,W
11/7/2008,23:27:55,18.813,N,81.149,W
11/7/2008,23:29:55,18.815,N,81.147,W
11/7/2008,23:31:54,18.817,N,81.146,W
11/7/2008,23:33:54,18.819,N,81.145,W
11/7/2008,23:35:54,18.821,N,81.143,W
11/7/2008,23:37:54,18.823,N,81.142,W
11/7/2008,23:39:54,18.825,N,81.14,W
11/7/2008,23:41:54,18.827,N,81.139,W
11/7/2008,23:43:54,18.829,N,81.137,W
11/7/2008,23:45:54,18.831,N,81.136,W
11/7/2008,23:47:55,18.833,N,81.134,W
11/7/2008,23:49:55,18.835,N,81.133,W
11/7/2008,23:51:55,18.837,N,81.131,W
11/7/2008,23:53:55,18.839,N,81.129,W
11/7/2008,23:55:55,18.842,N,81.128,W
11/7/2008,23:57:55,18.844,N,81.126,W
11/7/2008,23:59:55,18.846,N,81.125,W
11/8/2008,0:01:54,18.848,N,81.123,W
11/8/2008,0:03:54,18.85,N,81.121,W
11/8/2008,0:05:54,18.852,N,81.119,W
11/8/2008,0:07:54,18.855,N,81.118,W
11/8/2008,0:09:54,18.857,N,81.116,W
11/8/2008,0:11:54,18.859,N,81.114,W
11/8/2008,0:13:54,18.861,N,81.112,W
11/8/2008,0:15:54,18.864,N,81.111,W
11/8/2008,0:17:55,18.866,N,81.109,W
11/8/2008,0:19:55,18.868,N,81.107,W
11/8/2008,0:21:55,18.87,N,81.105,W
11/8/2008,0:23:55,18.873,N,81.103,W
11/8/2008,0:25:55,18.875,N,81.101,W
11/8/2008,0:27:55,18.877,N,81.099,W
11/8/2008,0:29:55,18.88,N,81.097,W
11/8/2008,0:31:54,18.882,N,81.095,W
11/8/2008,0:33:54,18.885,N,81.093,W
11/8/2008,0:35:54,18.887,N,81.091,W
11/8/2008,0:37:54,18.89,N,81.089,W
11/8/2008,0:39:54,18.892,N,81.087,W
11/8/2008,0:41:54,18.895,N,81.085,W
11/8/2008,0:43:54,18.897,N,81.083,W
11/8/2008,0:45:54,18.9,N,81.08,W
11/8/2008,0:47:55,18.902,N,81.078,W
11/8/2008,0:49:55,18.905,N,81.076,W
11/8/2008,0:51:55,18.907,N,81.074,W
11/8/2008,0:53:55,18.91,N,81.072,W
11/8/2008,0:55:55,18.912,N,81.069,W
11/8/2008,0:57:55,18.915,N,81.067,W
11/8/2008,0:59:55,18.918,N,81.064,W
11/8/2008,1:01:54,18.92,N,81.062,W
11/8/2008,1:03:54,18.923,N,81.06,W
11/8/2008,1:05:54,18.926,N,81.057,W
11/8/2008,1:07:54,18.928,N,81.055,W
11/8/2008,1:09:54,18.931,N,81.052,W
11/8/2008,1:11:54,18.934,N,81.05,W
11/8/2008,1:13:54,18.937,N,81.047,W
11/8/2008,1:15:54,18.939,N,81.045,W
11/8/2008,1:17:55,18.942,N,81.042,W
