Track,for,Alex,2004,,
8/1/2004,6:42:19,30.905,N,78.438,W
8/1/2004,6:44:19,30.903,N,78.437,W
8/1/2004,6:46:19,30.901,N,78.436,W
8/1/2004,6:48:20,30.9,N,78.435,W
8/1/2004,6:50:20,30.898,N,78.434,W
8/1/2004,6:52:20,30.896,N,78.433,W
8/1/2004,6:54:20,30.894,N,78.432,W
8/1/2004,6:56:19,30.893,N,78.431,W
8/1/2004,6:58:19,30.891,N,78.43,W
8/1/2004,7:00:19,30.889,N,78.429,W
8/1/2004,7:02:19,30.887,N,78.428,W
8/1/2004,7:04:20,30.885,N,78.427,W
8/1/2004,7:06:20,30.883,N,78.426,W
8/1/2004,7:08:20,30.882,N,78.425,W
8/1/2004,7:10:19,30.88,N,78.424,W
8/1/2004,7:12:19,30.878,N,78.423,W
8/1/2004,7:14:19,30.876,N,78.422,W
8/1/2004,7:16:19,30.874,N,78.421,W
8/1/2004,7:18:20,30.872,N,78.42,W
8/1/2004,7:20:20,30.871,N,78.419,W
8/1/2004,7:22:20,30.869,N,78.418,W
8/1/2004,7:24:20,30.867,N,78.417,W
8/1/2004,7:26:19,30.865,N,78.416,W
8/1/2004,7:28:19,30.863,N,78.415,W
8/1/2004,7:30:19,30.861,N,78.414,W
8/1/2004,7:32:19,30.859,N,78.413,W
8/1/2004,7:34:20,30.858,N,78.412,W
8/1/2004,7:36:20,30.856,N,78.411,W
8/1/2004,7:38:20,30.854,N,78.41,W
8/1/2004,7:40:19,30.852,N,78.409,W
8/1/2004,7:42:19,30.85,N,78.408,W
8/1/2004,7:44:19,30.848,N,78.407,W
8/1/2004,7:46:19,30.846,N,78.406,W
8/1/2004,7:48:20,30.844,N,78.405,W
8/1/2004,7:50:20,30.842,N,78.404,W
8/1/2004,7:52:20,30.84,N,78.404,W
8/1/2004,7:54:20,30.839,N,78.403,W
8/1/2004,7:56:19,30.837,N,78.402,W
8/1/2004,7:58:19,30.835,N,78.401,W
8/1/2004,8:00:19,30.833,N,78.4,W
8/1/2004,8:02:19,30.831,N,78.399,W
8/1/2004,8:04:20,30.829,N,78.398,W
8/1/2004,8:06:20,30.827,N,78.397,W
8/1/2004,8:08:20,30.825,N,78.396,W
8/1/2004,8:10:19,30.823,N,78.395,W
8/1/2004,8:12:19,30.821,N,78.394,W
8/1/2004,8:14:19,30.819,N,78.394,W
8/1/2004,8:16:19,30.818,N,78.393,W
8/1/2004,8:18:20,30.816,N,78.392,W
8/1/2004,8:20:20,30.814,N,78.391,W
8/1/2004,8:22:20,30.812,N,78.39,W
8/1/2004,8:24:20,30.81,N,78.389,W
8/1/2004,8:26:19,30.808,N,78.388,W
8/1/2004,8:28:19,30.806,N,78.387,W
8/1/2004,8:30:19,30.804,N,78.387,W
8/1/2004,8:32:19,30.802,N,78.386,W
8/1/2004,8:34:20,30.8,N,78.385,W
8/1/2004,8:36:20,30.798,N,78.384,W
8/1/2004,8:38:20,30.797,N,78.383,W
8/1/2004,8:40:19,30.795,N,78.382,W
8/1/2004,8:42:19,30.793,N,78.382,W
8/1/2004,8:44:19,30.791,N,78.381,W
8/1/2004,8:46:19,30.789,N,78.38,W
8/1/2004,8:48:20,30.787,N,78.379,W
8/1/2004,8:50:20,30.785,N,78.378,W
8/1/2004,8:52:20,30.783,N,78.378,W
8/1/2004,8:54:20,30.781,N,78.377,W
8/1/2004,8:56:19,30.779,N,78.376,W
8/1/2004,8:58:19,30.778,N,78.375,W
8/1/2004,9:00:19,30.776,N,78.375,W
8/1/2004,9:02:19,30.774,N,78.374,W
8/1/2004,9:04:20,30.772,N,78.373,W
8/1/2004,9:06:20,30.77,N,78.372,W
8/1/2004,9:08:20,30.768,N,78.372,W
8/1/2004,9:10:19,30.766,N,78.371,W
8/1/2004,9:12:19,30.764,N,78.37,W
8/1/2004,9:14:19,30.763,N,78.369,W
8/1/2004,9:16:19,30.761,N,78.369,W
8/1/2004,9:18:20,30.759,N,78.368,W
8/1/2004,9:20:20,30.757,N,78.367,W
8/1/2004,9:22:20,30.755,N,78.367,W
8/1/2004,9:24:20,30.753,N,78.366,W
8/1/2004,9:26:19,30.752,N,78.365,W
8/1/2004,9:28:19,30.75,N,78.365,W
8/1/2004,9:30:19,30.748,N,78.364,W
8/1/2004,9:32:19,30.746,N,78.363,W
8/1/2004,9:34:20,30.744,N,78.363,W
8/1/2004,9:36:20,30.742,N,78.362,W
8/1/2004,9:38:20,30.741,N,78.361,W
8/1/2004,9:40:19,30.739,N,78.361,W
8/1/2004,9:42:19,30.737,N,78.36,W
8/1/2004,9:44:19,30.735,N,78.36,W
8/1/2004,9:46:19,30.734,N,78.359,W
8/1/2004,9:48:20,30.732,N,78.358,W
8/1/2004,9:50:20,30.73,N,78.358,W
8/1/2004,9:52:20,30.728,N,78.357,W
8/1/2004,9:54:20,30.726,N,78.357,W
8/1/2004,9:56:19,30.725,N,78.356,W
8/1/2004,9:58:19,30.723,N,78.356,W
8/1/2004,10:00:19,30.721,N,78.355,W
8/1/2004,10:02:19,30.72,N,78.354,W
8/1/2004,10:04:20,30.718,N,78.354,W
8/1/2004,10:06:20,30.716,N,78.353,W
8/1/2004,10:08:20,30.714,N,78.353,W
8/1/2004,10:10:19,30.713,N,78.352,W
8/1/2004,10:12:19,30.711,N,78.352,W
8/1/2004,10:14:19,30.709,N,78.351,W
8/1/2004,10:16:19,30.708,N,78.351,W
8/1/2004,10:18:20,30.706,N,78.351,W
8/1/2004,10:20:20,30.704,N,78.35,W
8/1/2004,10:22:20,30.703,N,78.35,W
8/1/2004,10:24:20,30.701,N,78.349,W
8/1/2004,10:26:19,30.7,N,78.349,W
8/1/2004,10:28:19,30.698,N,78.348,W
8/1/2004,10:30:19,30.696,N,78.348,W
8/1/2004,10:32:19,30.695,N,78.348,W
8/1/2004,10:34:20,30.693,N,78.347,W
8/1/2004,10:36:20,30.692,N,78.347,W
8/1/2004,10:38:20,30.69,N,78.347,W
8/1/2004,10:40:19,30.689,N,78.346,W
8/1/2004,10:42:19,30.687,N,78.346,W
8/1/2004,10:44:19,30.685,N,78.345,W
8/1/2004,10:46:19,30.684,N,78.345,W
8/1/2004,10:48:20,30.682,N,78.345,W
8/1/2004,10:50:20,30.681,N,78.345,W
8/1/2004,10:52:20,30.679,N,78.344,W
8/1/2004,10:54:20,30.678,N,78.344,W
8/1/2004,10:56:19,30.677,N,78.344,W
8/1/2004,10:58:19,30.675,N,78.343,W
8/1/2004,11:00:19,30.674,N,78.343,W
8/1/2004,11:02:19,30.672,N,78.343,W
8/1/2004,11:04:20,30.671,N,78.343,W
8/1/2004,11:06:20,30.669,N,78.343,W
8/1/2004,11:08:20,30.668,N,78.342,W
8/1/2004,11:10:19,30.667,N,78.342,W
8/1/2004,11:12:19,30.665,N,78.342,W
8/1/2004,11:14:19,30.664,N,78.342,W
8/1/2004,11:16:19,30.663,N,78.342,W
8/1/2004,11:18:20,30.661,N,78.341,W
8/1/2004,11:20:20,30.66,N,78.341,W
8/1/2004,11:22:20,30.659,N,78.341,W
8/1/2004,11:24:20,30.657,N,78.341,W
8/1/2004,11:26:19,30.656,N,78.341,W
8/1/2004,11:28:19,30.655,N,78.341,W
8/1/2004,11:30:19,30.654,N,78.341,W
8/1/2004,11:32:19,30.652,N,78.341,W
8/1/2004,11:34:20,30.651,N,78.341,W
8/1/2004,11:36:20,30.65,N,78.341,W
8/1/2004,11:38:20,30.649,N,78.341,W
8/1/2004,11:40:19,30.648,N,78.341,W
8/1/2004,11:42:19,30.646,N,78.341,W
8/1/2004,11:44:19,30.645,N,78.341,W
8/1/2004,11:46:19,30.644,N,78.341,W
8/1/2004,11:48:20,30.643,N,78.341,W
8/1/2004,11:50:20,30.642,N,78.341,W
8/1/2004,11:52:20,30.641,N,78.341,W
8/1/2004,11:54:20,30.64,N,78.341,W
8/1/2004,11:56:19,30.639,N,78.341,W
8/1/2004,11:58:19,30.638,N,78.341,W
8/1/2004,12:00:19,30.637,N,78.341,W
8/1/2004,12:02:19,30.636,N,78.341,W
8/1/2004,12:04:20,30.635,N,78.341,W
8/1/2004,12:06:20,30.634,N,78.341,W
8/1/2004,12:08:20,30.633,N,78.342,W
8/1/2004,12:10:19,30.632,N,78.342,W
8/1/2004,12:12:19,30.631,N,78.342,W
8/1/2004,12:14:19,30.63,N,78.342,W
8/1/2004,12:16:19,30.629,N,78.342,W
8/1/2004,12:18:20,30.628,N,78.343,W
8/1/2004,12:20:20,30.627,N,78.343,W
8/1/2004,12:22:20,30.626,N,78.343,W
8/1/2004,12:24:20,30.626,N,78.343,W
8/1/2004,12:26:19,30.625,N,78.344,W
8/1/2004,12:28:19,30.624,N,78.344,W
8/1/2004,12:30:19,30.623,N,78.344,W
8/1/2004,12:32:19,30.623,N,78.345,W
8/1/2004,12:34:20,30.622,N,78.345,W
8/1/2004,12:36:20,30.621,N,78.345,W
8/1/2004,12:38:20,30.62,N,78.346,W
8/1/2004,12:40:19,30.62,N,78.346,W
8/1/2004,12:42:19,30.619,N,78.346,W
8/1/2004,12:44:19,30.618,N,78.347,W
8/1/2004,12:46:19,30.618,N,78.347,W
8/1/2004,12:48:20,30.617,N,78.348,W
8/1/2004,12:50:20,30.617,N,78.348,W
8/1/2004,12:52:20,30.616,N,78.349,W
8/1/2004,12:54:20,30.616,N,78.349,W
8/1/2004,12:56:19,30.615,N,78.35,W
8/1/2004,12:58:19,30.615,N,78.35,W
8/1/2004,13:00:19,30.614,N,78.351,W
8/1/2004,13:02:19,30.614,N,78.351,W
8/1/2004,13:04:20,30.613,N,78.352,W
8/1/2004,13:06:20,30.613,N,78.352,W
8/1/2004,13:08:20,30.612,N,78.353,W
8/1/2004,13:10:19,30.612,N,78.353,W
8/1/2004,13:12:19,30.612,N,78.354,W
8/1/2004,13:14:19,30.611,N,78.355,W
8/1/2004,13:16:19,30.611,N,78.355,W
8/1/2004,13:18:20,30.611,N,78.356,W
8/1/2004,13:20:20,30.61,N,78.357,W
8/1/2004,13:22:20,30.61,N,78.357,W
8/1/2004,13:24:20,30.61,N,78.358,W
8/1/2004,13:26:19,30.61,N,78.359,W
8/1/2004,13:28:19,30.61,N,78.359,W
8/1/2004,13:30:19,30.609,N,78.36,W
8/1/2004,13:32:19,30.609,N,78.361,W
8/1/2004,13:34:20,30.609,N,78.362,W
8/1/2004,13:36:20,30.609,N,78.363,W
8/1/2004,13:38:20,30.609,N,78.363,W
8/1/2004,13:40:19,30.609,N,78.364,W
8/1/2004,13:42:19,30.609,N,78.365,W
8/1/2004,13:44:19,30.609,N,78.366,W
8/1/2004,13:46:19,30.609,N,78.367,W
8/1/2004,13:48:20,30.609,N,78.368,W
8/1/2004,13:50:20,30.609,N,78.369,W
8/1/2004,13:52:20,30.609,N,78.37,W
8/1/2004,13:54:20,30.609,N,78.371,W
8/1/2004,13:56:19,30.61,N,78.372,W
8/1/2004,13:58:19,30.61,N,78.373,W
8/1/2004,14:00:19,30.61,N,78.374,W
8/1/2004,14:02:19,30.61,N,78.375,W
8/1/2004,14:04:20,30.61,N,78.376,W
8/1/2004,14:06:20,30.611,N,78.377,W
8/1/2004,14:08:20,30.611,N,78.378,W
8/1/2004,14:10:19,30.611,N,78.379,W
8/1/2004,14:12:19,30.612,N,78.38,W
8/1/2004,14:14:19,30.612,N,78.381,W
8/1/2004,14:16:19,30.612,N,78.382,W
8/1/2004,14:18:20,30.613,N,78.383,W
8/1/2004,14:20:20,30.613,N,78.385,W
8/1/2004,14:22:20,30.614,N,78.386,W
8/1/2004,14:24:20,30.614,N,78.387,W
8/1/2004,14:26:19,30.615,N,78.388,W
8/1/2004,14:28:19,30.615,N,78.389,W
8/1/2004,14:30:19,30.616,N,78.391,W
8/1/2004,14:32:19,30.617,N,78.392,W
8/1/2004,14:34:20,30.617,N,78.393,W
8/1/2004,14:36:20,30.618,N,78.395,W
8/1/2004,14:38:20,30.619,N,78.396,W
8/1/2004,14:40:19,30.619,N,78.397,W
8/1/2004,14:42:19,30.62,N,78.399,W
8/1/2004,14:44:19,30.621,N,78.4,W
8/1/2004,14:46:19,30.622,N,78.401,W
8/1/2004,14:48:20,30.622,N,78.403,W
8/1/2004,14:50:20,30.623,N,78.404,W
8/1/2004,14:52:20,30.624,N,78.406,W
8/1/2004,14:54:20,30.625,N,78.407,W
8/1/2004,14:56:19,30.626,N,78.409,W
8/1/2004,14:58:19,30.627,N,78.41,W
8/1/2004,15:00:19,30.628,N,78.412,W
8/1/2004,15:02:19,30.629,N,78.413,W
8/1/2004,15:04:20,30.63,N,78.415,W
8/1/2004,15:06:20,30.631,N,78.416,W
8/1/2004,15:08:20,30.632,N,78.418,W
8/1/2004,15:10:19,30.633,N,78.42,W
8/1/2004,15:12:19,30.634,N,78.421,W
8/1/2004,15:14:19,30.635,N,78.423,W
8/1/2004,15:16:19,30.636,N,78.425,W
8/1/2004,15:18:20,30.638,N,78.426,W
8/1/2004,15:20:20,30.639,N,78.428,W
8/1/2004,15:22:20,30.64,N,78.43,W
8/1/2004,15:24:20,30.641,N,78.431,W
8/1/2004,15:26:19,30.643,N,78.433,W
8/1/2004,15:28:19,30.644,N,78.435,W
8/1/2004,15:30:19,30.645,N,78.437,W
8/1/2004,15:32:19,30.647,N,78.439,W
8/1/2004,15:34:20,30.648,N,78.44,W
8/1/2004,15:36:20,30.649,N,78.442,W
8/1/2004,15:38:20,30.651,N,78.444,W
8/1/2004,15:40:19,30.652,N,78.446,W
8/1/2004,15:42:19,30.654,N,78.448,W
8/1/2004,15:44:19,30.655,N,78.45,W
8/1/2004,15:46:19,30.657,N,78.451,W
8/1/2004,15:48:20,30.658,N,78.453,W
8/1/2004,15:50:20,30.66,N,78.455,W
8/1/2004,15:52:20,30.661,N,78.457,W
8/1/2004,15:54:20,30.663,N,78.459,W
8/1/2004,15:56:19,30.665,N,78.461,W
8/1/2004,15:58:19,30.666,N,78.463,W
8/1/2004,16:00:19,30.668,N,78.465,W
8/1/2004,16:02:19,30.67,N,78.467,W
8/1/2004,16:04:19,30.671,N,78.469,W
8/1/2004,16:06:19,30.673,N,78.471,W
8/1/2004,16:08:19,30.675,N,78.473,W
8/1/2004,16:10:20,30.677,N,78.475,W
8/1/2004,16:12:20,30.679,N,78.478,W
8/1/2004,16:14:20,30.68,N,78.48,W
8/1/2004,16:16:20,30.682,N,78.482,W
8/1/2004,16:18:20,30.684,N,78.484,W
8/1/2004,16:20:20,30.686,N,78.486,W
8/1/2004,16:22:20,30.688,N,78.488,W
8/1/2004,16:24:20,30.69,N,78.49,W
8/1/2004,16:26:19,30.692,N,78.493,W
8/1/2004,16:28:19,30.694,N,78.495,W
8/1/2004,16:30:19,30.696,N,78.497,W
8/1/2004,16:32:19,30.698,N,78.499,W
8/1/2004,16:34:19,30.7,N,78.502,W
8/1/2004,16:36:19,30.702,N,78.504,W
8/1/2004,16:38:19,30.704,N,78.506,W
8/1/2004,16:40:20,30.706,N,78.508,W
8/1/2004,16:42:20,30.708,N,78.511,W
8/1/2004,16:44:20,30.71,N,78.513,W
8/1/2004,16:46:20,30.712,N,78.515,W
8/1/2004,16:48:20,30.715,N,78.518,W
8/1/2004,16:50:20,30.717,N,78.52,W
8/1/2004,16:52:20,30.719,N,78.523,W
8/1/2004,16:54:20,30.721,N,78.525,W
8/1/2004,16:56:19,30.724,N,78.527,W
8/1/2004,16:58:19,30.726,N,78.53,W
8/1/2004,17:00:19,30.728,N,78.532,W
8/1/2004,17:02:19,30.731,N,78.535,W
8/1/2004,17:04:19,30.733,N,78.537,W
8/1/2004,17:06:19,30.735,N,78.54,W
8/1/2004,17:08:19,30.738,N,78.542,W
8/1/2004,17:10:20,30.74,N,78.545,W
8/1/2004,17:12:20,30.742,N,78.547,W
8/1/2004,17:14:20,30.745,N,78.55,W
8/1/2004,17:16:20,30.747,N,78.552,W
8/1/2004,17:18:20,30.75,N,78.555,W
8/1/2004,17:20:20,30.752,N,78.557,W
8/1/2004,17:22:20,30.755,N,78.56,W
8/1/2004,17:24:20,30.757,N,78.563,W
8/1/2004,17:26:19,30.76,N,78.565,W
8/1/2004,17:28:19,30.763,N,78.568,W
8/1/2004,17:30:19,30.765,N,78.571,W
8/1/2004,17:32:19,30.768,N,78.573,W
8/1/2004,17:34:19,30.77,N,78.576,W
8/1/2004,17:36:19,30.773,N,78.578,W
8/1/2004,17:38:19,30.776,N,78.581,W
8/1/2004,17:40:20,30.778,N,78.584,W
8/1/2004,17:42:20,30.781,N,78.587,W
8/1/2004,17:44:20,30.784,N,78.589,W
8/1/2004,17:46:20,30.787,N,78.592,W
8/1/2004,17:48:20,30.789,N,78.595,W
8/1/2004,17:50:20,30.792,N,78.598,W
8/1/2004,17:52:20,30.795,N,78.6,W
8/1/2004,17:54:20,30.798,N,78.603,W
8/1/2004,17:56:19,30.801,N,78.606,W
8/1/2004,17:58:19,30.803,N,78.609,W
8/1/2004,18:00:19,30.806,N,78.612,W
8/1/2004,18:02:19,30.809,N,78.614,W
8/1/2004,18:04:19,30.812,N,78.617,W
8/1/2004,18:06:19,30.815,N,78.62,W
8/1/2004,18:08:19,30.818,N,78.623,W
8/1/2004,18:10:20,30.821,N,78.626,W
8/1/2004,18:12:20,30.824,N,78.629,W
8/1/2004,18:14:20,30.827,N,78.632,W
8/1/2004,18:16:20,30.83,N,78.635,W
8/1/2004,18:18:20,30.833,N,78.638,W
8/1/2004,18:20:20,30.836,N,78.64,W
8/1/2004,18:22:20,30.839,N,78.643,W
8/1/2004,18:24:20,30.842,N,78.646,W
8/1/2004,18:26:19,30.845,N,78.649,W
8/1/2004,18:28:19,30.848,N,78.652,W
8/1/2004,18:30:19,30.851,N,78.655,W
8/1/2004,18:32:19,30.855,N,78.658,W
8/1/2004,18:34:19,30.858,N,78.661,W
8/1/2004,18:36:19,30.861,N,78.664,W
8/1/2004,18:38:19,30.864,N,78.667,W
8/1/2004,18:40:20,30.867,N,78.67,W
8/1/2004,18:42:20,30.871,N,78.674,W
8/1/2004,18:44:20,30.874,N,78.677,W
8/1/2004,18:46:20,30.877,N,78.68,W
8/1/2004,18:48:20,30.88,N,78.683,W
8/1/2004,18:50:20,30.884,N,78.686,W
8/1/2004,18:52:20,30.887,N,78.689,W
8/1/2004,18:54:20,30.89,N,78.692,W
8/1/2004,18:56:19,30.893,N,78.695,W
8/1/2004,18:58:19,30.897,N,78.698,W
8/1/2004,19:00:19,30.9,N,78.702,W
8/1/2004,19:02:19,30.904,N,78.705,W
8/1/2004,19:04:19,30.907,N,78.708,W
8/1/2004,19:06:19,30.91,N,78.711,W
8/1/2004,19:08:19,30.914,N,78.714,W
8/1/2004,19:10:20,30.917,N,78.718,W
8/1/2004,19:12:20,30.921,N,78.721,W
8/1/2004,19:14:20,30.924,N,78.724,W
8/1/2004,19:16:20,30.928,N,78.727,W
8/1/2004,19:18:20,30.931,N,78.73,W
8/1/2004,19:20:20,30.935,N,78.734,W
8/1/2004,19:22:20,30.938,N,78.737,W
8/1/2004,19:24:20,30.942,N,78.74,W
8/1/2004,19:26:19,30.945,N,78.744,W
8/1/2004,19:28:19,30.949,N,78.747,W
8/1/2004,19:30:19,30.952,N,78.75,W
8/1/2004,19:32:19,30.956,N,78.753,W
8/1/2004,19:34:19,30.96,N,78.757,W
8/1/2004,19:36:19,30.963,N,78.76,W
8/1/2004,19:38:19,30.967,N,78.763,W
8/1/2004,19:40:20,30.97,N,78.767,W
8/1/2004,19:42:20,30.974,N,78.77,W
8/1/2004,19:44:20,30.978,N,78.774,W
8/1/2004,19:46:20,30.981,N,78.777,W
8/1/2004,19:48:20,30.985,N,78.78,W
8/1/2004,19:50:20,30.989,N,78.784,W
8/1/2004,19:52:20,30.993,N,78.787,W
8/1/2004,19:54:20,30.996,N,78.791,W
8/1/2004,19:56:19,31,N,78.794,W
8/1/2004,19:58:19,31.004,N,78.797,W
8/1/2004,20:00:19,31.008,N,78.801,W
8/1/2004,20:02:19,31.011,N,78.804,W
8/1/2004,20:04:19,31.015,N,78.808,W
8/1/2004,20:06:19,31.019,N,78.811,W
8/1/2004,20:08:19,31.023,N,78.815,W
8/1/2004,20:10:20,31.027,N,78.818,W
8/1/2004,20:12:20,31.031,N,78.822,W
8/1/2004,20:14:20,31.034,N,78.825,W
8/1/2004,20:16:20,31.038,N,78.829,W
8/1/2004,20:18:20,31.042,N,78.832,W
8/1/2004,20:20:20,31.046,N,78.836,W
8/1/2004,20:22:20,31.05,N,78.839,W
8/1/2004,20:24:20,31.054,N,78.843,W
8/1/2004,20:26:19,31.058,N,78.846,W
8/1/2004,20:28:19,31.062,N,78.85,W
8/1/2004,20:30:19,31.066,N,78.854,W
8/1/2004,20:32:19,31.07,N,78.857,W
8/1/2004,20:34:19,31.074,N,78.861,W
8/1/2004,20:36:19,31.078,N,78.864,W
8/1/2004,20:38:19,31.082,N,78.868,W
8/1/2004,20:40:20,31.086,N,78.872,W
8/1/2004,20:42:20,31.09,N,78.875,W
8/1/2004,20:44:20,31.094,N,78.879,W
8/1/2004,20:46:20,31.098,N,78.882,W
8/1/2004,20:48:20,31.102,N,78.886,W
8/1/2004,20:50:20,31.106,N,78.89,W
8/1/2004,20:52:20,31.11,N,78.893,W
8/1/2004,20:54:20,31.114,N,78.897,W
8/1/2004,20:56:19,31.118,N,78.901,W
8/1/2004,20:58:19,31.122,N,78.904,W
8/1/2004,21:00:19,31.127,N,78.908,W
8/1/2004,21:02:19,31.131,N,78.912,W
8/1/2004,21:04:19,31.135,N,78.915,W
8/1/2004,21:06:19,31.139,N,78.919,W
8/1/2004,21:08:19,31.143,N,78.923,W
8/1/2004,21:10:20,31.147,N,78.926,W
8/1/2004,21:12:20,31.152,N,78.93,W
8/1/2004,21:14:20,31.156,N,78.934,W
8/1/2004,21:16:20,31.16,N,78.938,W
8/1/2004,21:18:20,31.164,N,78.941,W
8/1/2004,21:20:20,31.168,N,78.945,W
8/1/2004,21:22:20,31.173,N,78.949,W
8/1/2004,21:24:20,31.177,N,78.953,W
8/1/2004,21:26:19,31.181,N,78.956,W
8/1/2004,21:28:19,31.185,N,78.96,W
8/1/2004,21:30:19,31.19,N,78.964,W
8/1/2004,21:32:19,31.194,N,78.968,W
8/1/2004,21:34:19,31.198,N,78.972,W
8/1/2004,21:36:19,31.203,N,78.975,W
8/1/2004,21:38:19,31.207,N,78.979,W
8/1/2004,21:40:20,31.211,N,78.983,W
8/1/2004,21:42:20,31.216,N,78.987,W
8/1/2004,21:44:20,31.22,N,78.991,W
8/1/2004,21:46:20,31.224,N,78.994,W
8/1/2004,21:48:20,31.229,N,78.998,W
8/1/2004,21:50:20,31.233,N,79.002,W
8/1/2004,21:52:20,31.237,N,79.006,W
8/1/2004,21:54:20,31.242,N,79.01,W
8/1/2004,21:56:19,31.246,N,79.014,W
8/1/2004,21:58:19,31.25,N,79.018,W
8/1/2004,22:00:19,31.255,N,79.021,W
8/1/2004,22:02:19,31.259,N,79.025,W
8/1/2004,22:04:19,31.264,N,79.029,W
8/1/2004,22:06:19,31.268,N,79.033,W
8/1/2004,22:08:19,31.273,N,79.037,W
8/1/2004,22:10:20,31.277,N,79.041,W
8/1/2004,22:12:20,31.281,N,79.045,W
8/1/2004,22:14:20,31.286,N,79.049,W
8/1/2004,22:16:20,31.29,N,79.053,W
8/1/2004,22:18:20,31.295,N,79.056,W
8/1/2004,22:20:20,31.299,N,79.06,W
8/1/2004,22:22:20,31.304,N,79.064,W
8/1/2004,22:24:20,31.308,N,79.068,W
8/1/2004,22:26:19,31.313,N,79.072,W
8/1/2004,22:28:19,31.317,N,79.076,W
8/1/2004,22:30:19,31.322,N,79.08,W
8/1/2004,22:32:19,31.326,N,79.084,W
8/1/2004,22:34:19,31.331,N,79.088,W
8/1/2004,22:36:19,31.335,N,79.092,W
8/1/2004,22:38:19,31.34,N,79.096,W
8/1/2004,22:40:20,31.344,N,79.1,W
8/1/2004,22:42:20,31.349,N,79.104,W
8/1/2004,22:44:20,31.354,N,79.108,W
8/1/2004,22:46:20,31.358,N,79.112,W
8/1/2004,22:48:20,31.363,N,79.116,W
8/1/2004,22:50:20,31.367,N,79.12,W
8/1/2004,22:52:20,31.372,N,79.124,W
8/1/2004,22:54:20,31.376,N,79.128,W
8/1/2004,22:56:19,31.381,N,79.132,W
8/1/2004,22:58:19,31.386,N,79.136,W
8/1/2004,23:00:19,31.39,N,79.14,W
8/1/2004,23:02:19,31.395,N,79.144,W
8/1/2004,23:04:19,31.399,N,79.148,W
8/1/2004,23:06:19,31.404,N,79.152,W
8/1/2004,23:08:19,31.409,N,79.156,W
8/1/2004,23:10:20,31.413,N,79.16,W
8/1/2004,23:12:20,31.418,N,79.164,W
8/1/2004,23:14:20,31.423,N,79.168,W
8/1/2004,23:16:20,31.427,N,79.172,W
8/1/2004,23:18:20,31.432,N,79.176,W
8/1/2004,23:20:20,31.437,N,79.18,W
8/1/2004,23:22:20,31.441,N,79.184,W
8/1/2004,23:24:20,31.446,N,79.188,W
8/1/2004,23:26:19,31.451,N,79.192,W
8/1/2004,23:28:19,31.455,N,79.196,W
8/1/2004,23:30:19,31.46,N,79.2,W
8/1/2004,23:31:13,31.462,N,79.202,W
8/1/2004,23:33:13,31.467,N,79.206,W
8/1/2004,23:35:13,31.472,N,79.21,W
8/1/2004,23:37:12,31.476,N,79.214,W
8/1/2004,23:39:12,31.481,N,79.218,W
8/1/2004,23:41:12,31.486,N,79.223,W
8/1/2004,23:43:12,31.491,N,79.227,W
8/1/2004,23:45:12,31.495,N,79.231,W
8/1/2004,23:47:12,31.5,N,79.235,W
8/1/2004,23:49:12,31.505,N,79.239,W
8/1/2004,23:51:13,31.51,N,79.243,W
8/1/2004,23:53:13,31.514,N,79.247,W
8/1/2004,23:55:13,31.519,N,79.251,W
8/1/2004,23:57:13,31.524,N,79.255,W
8/1/2004,23:59:13,31.529,N,79.26,W
8/2/2004,0:01:13,31.533,N,79.264,W
8/2/2004,0:03:13,31.538,N,79.268,W
8/2/2004,0:05:13,31.543,N,79.272,W
8/2/2004,0:07:12,31.548,N,79.276,W
8/2/2004,0:09:12,31.552,N,79.28,W
8/2/2004,0:11:12,31.557,N,79.284,W
8/2/2004,0:13:12,31.562,N,79.288,W
8/2/2004,0:15:12,31.567,N,79.292,W
8/2/2004,0:17:12,31.572,N,79.297,W
8/2/2004,0:19:12,31.576,N,79.301,W
8/2/2004,0:21:13,31.581,N,79.305,W
8/2/2004,0:23:13,31.586,N,79.309,W
8/2/2004,0:25:13,31.591,N,79.313,W
8/2/2004,0:27:13,31.595,N,79.317,W
8/2/2004,0:29:13,31.6,N,79.321,W
8/2/2004,0:31:13,31.605,N,79.325,W
8/2/2004,0:33:13,31.61,N,79.33,W
8/2/2004,0:35:13,31.614,N,79.334,W
8/2/2004,0:37:12,31.619,N,79.338,W
8/2/2004,0:39:12,31.624,N,79.342,W
8/2/2004,0:41:12,31.629,N,79.346,W
8/2/2004,0:43:12,31.633,N,79.35,W
8/2/2004,0:45:12,31.638,N,79.354,W
8/2/2004,0:47:12,31.643,N,79.358,W
8/2/2004,0:49:12,31.648,N,79.362,W
8/2/2004,0:51:13,31.652,N,79.367,W
8/2/2004,0:53:13,31.657,N,79.371,W
8/2/2004,0:55:13,31.662,N,79.375,W
8/2/2004,0:57:13,31.667,N,79.379,W
8/2/2004,0:59:13,31.672,N,79.383,W
8/2/2004,1:01:13,31.676,N,79.387,W
8/2/2004,1:03:13,31.681,N,79.391,W
8/2/2004,1:05:13,31.686,N,79.395,W
8/2/2004,1:07:12,31.691,N,79.399,W
8/2/2004,1:09:12,31.695,N,79.404,W
8/2/2004,1:11:12,31.7,N,79.408,W
8/2/2004,1:13:12,31.705,N,79.412,W
8/2/2004,1:15:12,31.71,N,79.416,W
8/2/2004,1:17:12,31.714,N,79.42,W
