Track,for,Bill,2003,,
6/30/2003,18:58:40,29.177,N,90.915,W
6/30/2003,19:00:40,29.186,N,90.91,W
6/30/2003,19:02:40,29.196,N,90.905,W
6/30/2003,19:04:40,29.206,N,90.9,W
6/30/2003,19:06:39,29.216,N,90.895,W
6/30/2003,19:08:39,29.226,N,90.89,W
6/30/2003,19:10:39,29.236,N,90.885,W
6/30/2003,19:12:40,29.247,N,90.881,W
6/30/2003,19:14:40,29.258,N,90.876,W
6/30/2003,19:16:40,29.269,N,90.871,W
6/30/2003,19:18:40,29.28,N,90.867,W
6/30/2003,19:20:39,29.288,N,90.863,W
6/30/2003,19:22:39,29.297,N,90.86,W
6/30/2003,19:24:39,29.305,N,90.856,W
6/30/2003,19:26:39,29.313,N,90.853,W
6/30/2003,19:28:40,29.322,N,90.849,W
6/30/2003,19:30:40,29.33,N,90.845,W
6/30/2003,19:32:40,29.338,N,90.842,W
6/30/2003,19:34:40,29.347,N,90.838,W
6/30/2003,19:36:39,29.355,N,90.834,W
6/30/2003,19:38:39,29.363,N,90.831,W
6/30/2003,19:40:39,29.371,N,90.827,W
6/30/2003,19:42:40,29.38,N,90.824,W
6/30/2003,19:44:40,29.388,N,90.82,W
6/30/2003,19:46:40,29.396,N,90.816,W
6/30/2003,19:48:40,29.405,N,90.813,W
6/30/2003,19:50:39,29.413,N,90.809,W
6/30/2003,19:52:39,29.421,N,90.805,W
6/30/2003,19:54:39,29.429,N,90.802,W
6/30/2003,19:56:39,29.438,N,90.798,W
6/30/2003,19:58:40,29.446,N,90.794,W
6/30/2003,20:00:40,29.454,N,90.791,W
6/30/2003,20:02:40,29.463,N,90.787,W
6/30/2003,20:04:40,29.471,N,90.783,W
6/30/2003,20:06:39,29.479,N,90.78,W
6/30/2003,20:08:39,29.487,N,90.776,W
6/30/2003,20:10:39,29.496,N,90.772,W
6/30/2003,20:12:40,29.504,N,90.769,W
6/30/2003,20:14:40,29.512,N,90.765,W
6/30/2003,20:16:40,29.52,N,90.761,W
6/30/2003,20:18:40,29.529,N,90.757,W
6/30/2003,20:20:39,29.537,N,90.754,W
6/30/2003,20:22:39,29.545,N,90.75,W
6/30/2003,20:24:39,29.553,N,90.746,W
6/30/2003,20:26:39,29.561,N,90.743,W
6/30/2003,20:28:40,29.57,N,90.739,W
6/30/2003,20:30:40,29.578,N,90.735,W
6/30/2003,20:32:40,29.586,N,90.731,W
6/30/2003,20:34:40,29.594,N,90.728,W
6/30/2003,20:36:39,29.602,N,90.724,W
6/30/2003,20:38:39,29.611,N,90.72,W
6/30/2003,20:40:39,29.619,N,90.716,W
6/30/2003,20:42:40,29.627,N,90.713,W
6/30/2003,20:44:40,29.635,N,90.709,W
6/30/2003,20:46:40,29.643,N,90.705,W
6/30/2003,20:48:40,29.652,N,90.701,W
6/30/2003,20:50:39,29.66,N,90.697,W
6/30/2003,20:52:39,29.668,N,90.694,W
6/30/2003,20:54:39,29.676,N,90.69,W
6/30/2003,20:56:39,29.684,N,90.686,W
6/30/2003,20:58:40,29.692,N,90.682,W
6/30/2003,21:00:40,29.7,N,90.678,W
6/30/2003,21:02:40,29.709,N,90.675,W
6/30/2003,21:04:40,29.717,N,90.671,W
6/30/2003,21:06:39,29.725,N,90.667,W
6/30/2003,21:08:39,29.733,N,90.663,W
6/30/2003,21:10:39,29.741,N,90.659,W
6/30/2003,21:12:40,29.749,N,90.655,W
6/30/2003,21:14:40,29.757,N,90.651,W
6/30/2003,21:16:40,29.765,N,90.647,W
6/30/2003,21:18:40,29.773,N,90.644,W
6/30/2003,21:20:39,29.781,N,90.64,W
6/30/2003,21:22:39,29.79,N,90.636,W
6/30/2003,21:24:39,29.798,N,90.632,W
6/30/2003,21:26:39,29.806,N,90.628,W
6/30/2003,21:28:40,29.814,N,90.624,W
6/30/2003,21:30:40,29.822,N,90.62,W
6/30/2003,21:32:40,29.83,N,90.616,W
6/30/2003,21:34:40,29.838,N,90.612,W
6/30/2003,21:36:39,29.846,N,90.608,W
6/30/2003,21:38:39,29.854,N,90.604,W
6/30/2003,21:40:39,29.862,N,90.6,W
6/30/2003,21:42:40,29.87,N,90.596,W
6/30/2003,21:44:40,29.878,N,90.592,W
6/30/2003,21:46:40,29.886,N,90.588,W
6/30/2003,21:48:40,29.894,N,90.584,W
6/30/2003,21:50:39,29.902,N,90.58,W
6/30/2003,21:52:39,29.91,N,90.576,W
6/30/2003,21:54:39,29.918,N,90.572,W
6/30/2003,21:56:39,29.926,N,90.568,W
6/30/2003,21:58:40,29.934,N,90.564,W
6/30/2003,22:00:40,29.942,N,90.56,W
6/30/2003,22:02:40,29.95,N,90.556,W
6/30/2003,22:04:40,29.958,N,90.552,W
6/30/2003,22:06:39,29.966,N,90.548,W
6/30/2003,22:08:39,29.973,N,90.544,W
6/30/2003,22:10:39,29.981,N,90.54,W
6/30/2003,22:12:40,29.989,N,90.536,W
6/30/2003,22:14:40,29.997,N,90.532,W
6/30/2003,22:16:40,30.005,N,90.528,W
6/30/2003,22:18:40,30.013,N,90.523,W
6/30/2003,22:20:39,30.021,N,90.519,W
6/30/2003,22:22:39,30.029,N,90.515,W
6/30/2003,22:24:39,30.036,N,90.511,W
6/30/2003,22:26:39,30.044,N,90.507,W
6/30/2003,22:28:40,30.052,N,90.503,W
6/30/2003,22:30:40,30.06,N,90.498,W
6/30/2003,22:32:40,30.068,N,90.494,W
6/30/2003,22:34:40,30.076,N,90.49,W
6/30/2003,22:36:39,30.083,N,90.486,W
6/30/2003,22:38:39,30.091,N,90.482,W
6/30/2003,22:40:39,30.099,N,90.477,W
6/30/2003,22:42:40,30.107,N,90.473,W
6/30/2003,22:44:40,30.115,N,90.469,W
6/30/2003,22:46:40,30.122,N,90.465,W
6/30/2003,22:48:40,30.13,N,90.46,W
6/30/2003,22:50:39,30.138,N,90.456,W
6/30/2003,22:52:39,30.145,N,90.452,W
6/30/2003,22:54:39,30.153,N,90.447,W
6/30/2003,22:56:39,30.161,N,90.443,W
6/30/2003,22:58:40,30.169,N,90.439,W
6/30/2003,23:00:40,30.176,N,90.434,W
6/30/2003,23:02:40,30.184,N,90.43,W
6/30/2003,23:04:40,30.192,N,90.426,W
6/30/2003,23:06:39,30.199,N,90.421,W
6/30/2003,23:08:39,30.207,N,90.417,W
6/30/2003,23:10:39,30.215,N,90.412,W
6/30/2003,23:12:40,30.222,N,90.408,W
6/30/2003,23:14:40,30.23,N,90.404,W
6/30/2003,23:16:40,30.238,N,90.399,W
6/30/2003,23:18:40,30.245,N,90.395,W
6/30/2003,23:20:39,30.253,N,90.39,W
6/30/2003,23:22:39,30.26,N,90.386,W
6/30/2003,23:24:39,30.268,N,90.381,W
6/30/2003,23:26:39,30.275,N,90.377,W
6/30/2003,23:28:40,30.283,N,90.372,W
6/30/2003,23:30:40,30.291,N,90.368,W
6/30/2003,23:32:40,30.298,N,90.363,W
6/30/2003,23:34:40,30.306,N,90.359,W
6/30/2003,23:36:39,30.313,N,90.354,W
6/30/2003,23:38:39,30.321,N,90.35,W
6/30/2003,23:40:39,30.328,N,90.345,W
6/30/2003,23:42:40,30.336,N,90.34,W
6/30/2003,23:44:40,30.343,N,90.336,W
6/30/2003,23:46:40,30.351,N,90.331,W
6/30/2003,23:48:40,30.358,N,90.327,W
6/30/2003,23:50:39,30.365,N,90.322,W
6/30/2003,23:52:39,30.373,N,90.317,W
6/30/2003,23:54:39,30.38,N,90.313,W
6/30/2003,23:56:39,30.388,N,90.308,W
6/30/2003,23:58:40,30.395,N,90.303,W
7/1/2003,0:00:40,30.402,N,90.298,W
7/1/2003,0:02:40,30.41,N,90.294,W
7/1/2003,0:04:40,30.417,N,90.289,W
7/1/2003,0:06:39,30.425,N,90.284,W
7/1/2003,0:08:39,30.432,N,90.279,W
7/1/2003,0:10:39,30.439,N,90.275,W
7/1/2003,0:12:40,30.447,N,90.27,W
7/1/2003,0:14:40,30.454,N,90.265,W
7/1/2003,0:16:40,30.461,N,90.26,W
7/1/2003,0:18:40,30.468,N,90.255,W
7/1/2003,0:20:39,30.476,N,90.251,W
7/1/2003,0:22:39,30.483,N,90.246,W
7/1/2003,0:24:39,30.49,N,90.241,W
7/1/2003,0:26:39,30.497,N,90.236,W
7/1/2003,0:28:40,30.505,N,90.231,W
7/1/2003,0:30:40,30.512,N,90.226,W
7/1/2003,0:32:40,30.519,N,90.221,W
7/1/2003,0:34:40,30.526,N,90.216,W
7/1/2003,0:36:39,30.533,N,90.211,W
7/1/2003,0:38:39,30.541,N,90.206,W
7/1/2003,0:40:39,30.548,N,90.201,W
7/1/2003,0:42:40,30.555,N,90.196,W
7/1/2003,0:44:40,30.562,N,90.191,W
7/1/2003,0:46:40,30.569,N,90.186,W
7/1/2003,0:48:40,30.576,N,90.181,W
7/1/2003,0:50:39,30.583,N,90.176,W
7/1/2003,0:52:39,30.59,N,90.171,W
7/1/2003,0:54:39,30.598,N,90.166,W
7/1/2003,0:56:39,30.605,N,90.161,W
7/1/2003,0:58:40,30.612,N,90.156,W
7/1/2003,1:00:40,30.619,N,90.151,W
7/1/2003,1:02:40,30.626,N,90.146,W
7/1/2003,1:04:40,30.633,N,90.141,W
7/1/2003,1:06:39,30.64,N,90.136,W
7/1/2003,1:08:39,30.647,N,90.13,W
7/1/2003,1:10:39,30.654,N,90.125,W
7/1/2003,1:12:40,30.661,N,90.12,W
7/1/2003,1:14:40,30.668,N,90.115,W
7/1/2003,1:16:40,30.675,N,90.11,W
7/1/2003,1:18:40,30.682,N,90.105,W
7/1/2003,1:20:39,30.689,N,90.099,W
7/1/2003,1:22:39,30.696,N,90.094,W
7/1/2003,1:24:39,30.703,N,90.089,W
7/1/2003,1:26:39,30.71,N,90.084,W
7/1/2003,1:28:40,30.717,N,90.078,W
7/1/2003,1:30:40,30.723,N,90.073,W
7/1/2003,1:32:40,30.73,N,90.068,W
7/1/2003,1:34:40,30.737,N,90.063,W
7/1/2003,1:36:39,30.744,N,90.057,W
7/1/2003,1:38:39,30.751,N,90.052,W
7/1/2003,1:40:39,30.758,N,90.047,W
7/1/2003,1:42:40,30.765,N,90.041,W
7/1/2003,1:44:40,30.772,N,90.036,W
7/1/2003,1:46:40,30.778,N,90.031,W
7/1/2003,1:48:40,30.785,N,90.025,W
7/1/2003,1:50:39,30.792,N,90.02,W
7/1/2003,1:52:39,30.799,N,90.015,W
7/1/2003,1:54:39,30.806,N,90.009,W
7/1/2003,1:56:39,30.813,N,90.004,W
7/1/2003,1:58:40,30.819,N,89.998,W
7/1/2003,2:00:40,30.826,N,89.993,W
7/1/2003,2:02:40,30.833,N,89.988,W
7/1/2003,2:04:40,30.84,N,89.982,W
7/1/2003,2:06:39,30.846,N,89.977,W
7/1/2003,2:08:39,30.853,N,89.971,W
7/1/2003,2:10:39,30.86,N,89.966,W
7/1/2003,2:12:40,30.867,N,89.96,W
7/1/2003,2:14:40,30.873,N,89.955,W
7/1/2003,2:16:40,30.88,N,89.949,W
7/1/2003,2:18:40,30.887,N,89.944,W
7/1/2003,2:20:39,30.894,N,89.938,W
7/1/2003,2:22:39,30.9,N,89.933,W
7/1/2003,2:24:39,30.907,N,89.927,W
7/1/2003,2:26:39,30.914,N,89.922,W
7/1/2003,2:28:40,30.92,N,89.916,W
7/1/2003,2:30:40,30.927,N,89.911,W
7/1/2003,2:32:40,30.934,N,89.905,W
7/1/2003,2:34:40,30.94,N,89.9,W
7/1/2003,2:36:39,30.947,N,89.894,W
7/1/2003,2:38:39,30.954,N,89.888,W
7/1/2003,2:40:39,30.96,N,89.883,W
7/1/2003,2:42:40,30.967,N,89.877,W
7/1/2003,2:44:40,30.974,N,89.872,W
7/1/2003,2:46:40,30.98,N,89.866,W
7/1/2003,2:48:40,30.987,N,89.86,W
7/1/2003,2:50:39,30.993,N,89.855,W
7/1/2003,2:52:39,31,N,89.849,W
7/1/2003,2:54:39,31.007,N,89.843,W
7/1/2003,2:56:39,31.013,N,89.838,W
7/1/2003,2:58:40,31.02,N,89.832,W
7/1/2003,3:00:40,31.026,N,89.827,W
7/1/2003,3:02:40,31.033,N,89.821,W
7/1/2003,3:04:40,31.039,N,89.815,W
7/1/2003,3:06:39,31.046,N,89.81,W
7/1/2003,3:08:39,31.053,N,89.804,W
7/1/2003,3:10:39,31.059,N,89.798,W
7/1/2003,3:12:40,31.066,N,89.792,W
7/1/2003,3:14:40,31.072,N,89.787,W
7/1/2003,3:16:40,31.079,N,89.781,W
7/1/2003,3:18:40,31.085,N,89.775,W
7/1/2003,3:20:39,31.092,N,89.77,W
7/1/2003,3:22:39,31.098,N,89.764,W
7/1/2003,3:24:39,31.105,N,89.758,W
7/1/2003,3:26:39,31.111,N,89.752,W
7/1/2003,3:28:40,31.118,N,89.747,W
7/1/2003,3:30:40,31.124,N,89.741,W
7/1/2003,3:32:40,31.131,N,89.735,W
7/1/2003,3:34:40,31.137,N,89.729,W
7/1/2003,3:36:39,31.144,N,89.724,W
7/1/2003,3:38:39,31.15,N,89.718,W
7/1/2003,3:40:39,31.157,N,89.712,W
7/1/2003,3:42:40,31.163,N,89.706,W
7/1/2003,3:44:40,31.17,N,89.7,W
7/1/2003,3:46:40,31.176,N,89.695,W
7/1/2003,3:48:40,31.183,N,89.689,W
7/1/2003,3:50:39,31.189,N,89.683,W
7/1/2003,3:52:39,31.195,N,89.677,W
7/1/2003,3:54:39,31.202,N,89.671,W
7/1/2003,3:56:39,31.208,N,89.666,W
7/1/2003,3:58:40,31.215,N,89.66,W
7/1/2003,4:00:40,31.221,N,89.654,W
7/1/2003,4:02:40,31.228,N,89.648,W
7/1/2003,4:04:40,31.234,N,89.642,W
7/1/2003,4:06:39,31.24,N,89.636,W
7/1/2003,4:08:39,31.247,N,89.63,W
7/1/2003,4:10:39,31.253,N,89.625,W
7/1/2003,4:12:40,31.26,N,89.619,W
7/1/2003,4:14:40,31.266,N,89.613,W
7/1/2003,4:16:40,31.273,N,89.607,W
7/1/2003,4:18:40,31.279,N,89.601,W
7/1/2003,4:20:39,31.285,N,89.595,W
7/1/2003,4:22:39,31.292,N,89.589,W
7/1/2003,4:24:39,31.298,N,89.583,W
7/1/2003,4:26:39,31.304,N,89.578,W
7/1/2003,4:28:40,31.311,N,89.572,W
7/1/2003,4:30:40,31.317,N,89.566,W
7/1/2003,4:32:40,31.324,N,89.56,W
7/1/2003,4:34:40,31.33,N,89.554,W
7/1/2003,4:36:39,31.336,N,89.548,W
7/1/2003,4:38:39,31.343,N,89.542,W
7/1/2003,4:40:39,31.349,N,89.536,W
7/1/2003,4:42:40,31.355,N,89.53,W
7/1/2003,4:44:40,31.362,N,89.524,W
7/1/2003,4:46:40,31.368,N,89.519,W
7/1/2003,4:48:40,31.374,N,89.513,W
7/1/2003,4:50:39,31.381,N,89.507,W
7/1/2003,4:52:39,31.387,N,89.501,W
7/1/2003,4:54:39,31.394,N,89.495,W
7/1/2003,4:56:39,31.4,N,89.489,W
7/1/2003,4:58:40,31.406,N,89.483,W
7/1/2003,5:00:40,31.413,N,89.477,W
7/1/2003,5:02:40,31.419,N,89.471,W
7/1/2003,5:04:40,31.425,N,89.465,W
7/1/2003,5:06:39,31.432,N,89.459,W
7/1/2003,5:08:39,31.438,N,89.453,W
7/1/2003,5:10:39,31.444,N,89.447,W
7/1/2003,5:12:40,31.451,N,89.441,W
7/1/2003,5:14:40,31.457,N,89.435,W
7/1/2003,5:16:40,31.463,N,89.429,W
7/1/2003,5:18:40,31.47,N,89.423,W
7/1/2003,5:20:39,31.476,N,89.417,W
7/1/2003,5:22:39,31.482,N,89.411,W
7/1/2003,5:24:39,31.488,N,89.406,W
7/1/2003,5:26:39,31.495,N,89.4,W
7/1/2003,5:28:40,31.501,N,89.394,W
7/1/2003,5:30:40,31.507,N,89.388,W
7/1/2003,5:32:40,31.514,N,89.382,W
7/1/2003,5:34:40,31.52,N,89.376,W
7/1/2003,5:36:39,31.526,N,89.37,W
7/1/2003,5:38:39,31.533,N,89.364,W
7/1/2003,5:40:39,31.539,N,89.358,W
7/1/2003,5:42:40,31.545,N,89.352,W
7/1/2003,5:44:40,31.552,N,89.346,W
7/1/2003,5:46:40,31.558,N,89.34,W
7/1/2003,5:48:40,31.564,N,89.334,W
7/1/2003,5:50:39,31.571,N,89.328,W
7/1/2003,5:52:39,31.577,N,89.322,W
7/1/2003,5:54:39,31.583,N,89.316,W
7/1/2003,5:56:39,31.589,N,89.31,W
7/1/2003,5:58:40,31.596,N,89.304,W
7/1/2003,5:58:40,31.596,N,89.304,W
