Track,for,Harvey,2005,,,
7/31/2005,7:16:43,21.897,N,70.496,W,0
7/31/2005,7:18:43,21.902,N,70.5,W,0
7/31/2005,7:20:43,21.907,N,70.504,W,0
7/31/2005,7:22:43,21.912,N,70.508,W,0
7/31/2005,7:24:44,21.917,N,70.512,W,0
7/31/2005,7:26:44,21.922,N,70.516,W,0
7/31/2005,7:28:44,21.927,N,70.521,W,0
7/31/2005,7:30:44,21.933,N,70.525,W,0
7/31/2005,7:32:43,21.938,N,70.529,W,0
7/31/2005,7:34:43,21.943,N,70.533,W,0
7/31/2005,7:36:43,21.948,N,70.537,W,0
7/31/2005,7:38:44,21.953,N,70.541,W,0
7/31/2005,7:40:44,21.958,N,70.545,W,0
7/31/2005,7:42:44,21.963,N,70.55,W,0
7/31/2005,7:44:44,21.968,N,70.554,W,0
7/31/2005,7:46:43,21.973,N,70.558,W,0
7/31/2005,7:48:43,21.978,N,70.562,W,0
7/31/2005,7:50:43,21.984,N,70.566,W,0
7/31/2005,7:52:43,21.989,N,70.57,W,0
7/31/2005,7:54:44,21.994,N,70.574,W,0
7/31/2005,7:56:44,21.999,N,70.578,W,0
7/31/2005,7:58:44,22.004,N,70.582,W,0
7/31/2005,8:00:44,22.009,N,70.587,W,0
7/31/2005,8:02:43,22.014,N,70.591,W,0
7/31/2005,8:04:43,22.019,N,70.595,W,0
7/31/2005,8:06:43,22.024,N,70.599,W,0
7/31/2005,8:08:44,22.029,N,70.603,W,0
7/31/2005,8:10:44,22.034,N,70.607,W,0
7/31/2005,8:12:44,22.04,N,70.611,W,0
7/31/2005,8:14:44,22.045,N,70.615,W,0
7/31/2005,8:16:43,22.05,N,70.619,W,0
7/31/2005,8:18:43,22.055,N,70.623,W,0
7/31/2005,8:20:43,22.06,N,70.627,W,0
7/31/2005,8:22:43,22.065,N,70.631,W,0
7/31/2005,8:24:44,22.07,N,70.635,W,0
7/31/2005,8:26:44,22.075,N,70.64,W,0
7/31/2005,8:28:44,22.08,N,70.644,W,0
7/31/2005,8:30:44,22.085,N,70.648,W,0
7/31/2005,8:32:43,22.09,N,70.652,W,0
7/31/2005,8:34:43,22.095,N,70.656,W,0
7/31/2005,8:36:43,22.101,N,70.66,W,0
7/31/2005,8:38:44,22.106,N,70.664,W,0
7/31/2005,8:40:44,22.111,N,70.668,W,0
7/31/2005,8:42:44,22.116,N,70.672,W,0
7/31/2005,8:44:44,22.121,N,70.676,W,0
7/31/2005,8:46:43,22.126,N,70.68,W,0
7/31/2005,8:48:43,22.131,N,70.684,W,0
7/31/2005,8:50:43,22.136,N,70.688,W,0
7/31/2005,8:52:43,22.141,N,70.692,W,0
7/31/2005,8:54:44,22.146,N,70.696,W,0
7/31/2005,8:56:44,22.151,N,70.7,W,0
7/31/2005,8:58:44,22.156,N,70.704,W,0
7/31/2005,9:00:44,22.161,N,70.708,W,0
7/31/2005,9:02:43,22.166,N,70.712,W,0
7/31/2005,9:04:43,22.172,N,70.716,W,0
7/31/2005,9:06:43,22.177,N,70.72,W,0
7/31/2005,9:08:44,22.182,N,70.724,W,0
7/31/2005,9:10:44,22.187,N,70.728,W,0
7/31/2005,9:12:44,22.192,N,70.732,W,0
7/31/2005,9:14:44,22.197,N,70.736,W,0
7/31/2005,9:16:43,22.202,N,70.74,W,0
7/31/2005,9:18:43,22.207,N,70.744,W,0
7/31/2005,9:20:43,22.212,N,70.748,W,0
7/31/2005,9:22:43,22.217,N,70.752,W,0
7/31/2005,9:24:44,22.222,N,70.756,W,0
7/31/2005,9:26:44,22.227,N,70.76,W,0
7/31/2005,9:28:44,22.232,N,70.764,W,0
7/31/2005,9:30:44,22.237,N,70.768,W,0
7/31/2005,9:32:43,22.242,N,70.772,W,0
7/31/2005,9:34:43,22.247,N,70.776,W,0
7/31/2005,9:36:43,22.252,N,70.78,W,0
7/31/2005,9:38:44,22.258,N,70.783,W,0
7/31/2005,9:40:44,22.263,N,70.787,W,0
7/31/2005,9:42:44,22.268,N,70.791,W,0
7/31/2005,9:44:44,22.273,N,70.795,W,0
7/31/2005,9:46:43,22.278,N,70.799,W,0
7/31/2005,9:48:43,22.283,N,70.803,W,0
7/31/2005,9:50:43,22.288,N,70.807,W,0
7/31/2005,9:52:43,22.293,N,70.811,W,0
7/31/2005,9:54:44,22.298,N,70.815,W,0
7/31/2005,9:56:44,22.303,N,70.819,W,0
7/31/2005,9:58:44,22.308,N,70.823,W,0
7/31/2005,10:00:44,22.313,N,70.827,W,0
7/31/2005,10:02:43,22.318,N,70.831,W,0
7/31/2005,10:04:43,22.323,N,70.834,W,0
7/31/2005,10:06:43,22.328,N,70.838,W,0
7/31/2005,10:08:44,22.333,N,70.842,W,0
7/31/2005,10:10:44,22.338,N,70.846,W,0
7/31/2005,10:12:44,22.343,N,70.85,W,0
7/31/2005,10:14:44,22.348,N,70.854,W,0
7/31/2005,10:16:43,22.353,N,70.858,W,0
7/31/2005,10:18:43,22.358,N,70.862,W,0
7/31/2005,10:20:43,22.363,N,70.866,W,0
7/31/2005,10:22:43,22.368,N,70.869,W,0
7/31/2005,10:24:44,22.373,N,70.873,W,0
7/31/2005,10:26:44,22.378,N,70.877,W,0
7/31/2005,10:28:44,22.383,N,70.881,W,0
7/31/2005,10:30:44,22.389,N,70.885,W,0
7/31/2005,10:32:43,22.394,N,70.889,W,0
7/31/2005,10:34:43,22.399,N,70.893,W,0
7/31/2005,10:36:43,22.404,N,70.896,W,0
7/31/2005,10:38:44,22.409,N,70.9,W,0
7/31/2005,10:40:44,22.414,N,70.904,W,0
7/31/2005,10:42:44,22.419,N,70.908,W,0
7/31/2005,10:44:44,22.424,N,70.912,W,0
7/31/2005,10:46:43,22.429,N,70.916,W,0
7/31/2005,10:48:43,22.434,N,70.919,W,0
7/31/2005,10:50:43,22.439,N,70.923,W,0
7/31/2005,10:52:43,22.444,N,70.927,W,0
7/31/2005,10:54:44,22.449,N,70.931,W,0
7/31/2005,10:56:44,22.454,N,70.935,W,0
7/31/2005,10:58:44,22.459,N,70.938,W,0
7/31/2005,11:00:44,22.464,N,70.942,W,0
7/31/2005,11:02:43,22.469,N,70.946,W,0
7/31/2005,11:04:43,22.474,N,70.95,W,0
7/31/2005,11:06:43,22.479,N,70.954,W,0
7/31/2005,11:08:44,22.484,N,70.957,W,0
7/31/2005,11:10:44,22.489,N,70.961,W,0
7/31/2005,11:12:44,22.494,N,70.965,W,0
7/31/2005,11:14:44,22.499,N,70.969,W,0
7/31/2005,11:16:43,22.504,N,70.973,W,0
7/31/2005,11:18:43,22.509,N,70.976,W,0
7/31/2005,11:20:43,22.514,N,70.98,W,0
7/31/2005,11:22:43,22.519,N,70.984,W,0
7/31/2005,11:24:44,22.524,N,70.988,W,0
7/31/2005,11:26:44,22.529,N,70.991,W,0
7/31/2005,11:28:44,22.534,N,70.995,W,0
7/31/2005,11:30:44,22.539,N,70.999,W,0
7/31/2005,11:32:43,22.544,N,71.003,W,0
7/31/2005,11:34:43,22.549,N,71.006,W,0
7/31/2005,11:36:43,22.554,N,71.01,W,0
7/31/2005,11:38:44,22.559,N,71.014,W,0
7/31/2005,11:40:44,22.564,N,71.018,W,0
7/31/2005,11:42:44,22.569,N,71.021,W,0
7/31/2005,11:44:44,22.574,N,71.025,W,0
7/31/2005,11:46:43,22.579,N,71.029,W,0
7/31/2005,11:48:43,22.584,N,71.033,W,0
7/31/2005,11:50:43,22.589,N,71.036,W,0
7/31/2005,11:52:43,22.594,N,71.04,W,0
7/31/2005,11:54:44,22.599,N,71.044,W,0
7/31/2005,11:56:44,22.604,N,71.048,W,0
7/31/2005,11:58:44,22.609,N,71.051,W,0
7/31/2005,12:00:44,22.614,N,71.055,W,0
7/31/2005,12:02:43,22.619,N,71.059,W,0
7/31/2005,12:04:43,22.624,N,71.062,W,0
7/31/2005,12:06:43,22.629,N,71.066,W,0
7/31/2005,12:08:44,22.634,N,71.07,W,0
7/31/2005,12:10:44,22.639,N,71.073,W,0
7/31/2005,12:12:44,22.644,N,71.077,W,0
7/31/2005,12:14:44,22.649,N,71.081,W,0
7/31/2005,12:16:43,22.654,N,71.084,W,0
7/31/2005,12:18:43,22.659,N,71.088,W,0
7/31/2005,12:20:43,22.663,N,71.092,W,0
7/31/2005,12:22:43,22.668,N,71.095,W,0
7/31/2005,12:24:44,22.673,N,71.099,W,0
7/31/2005,12:26:44,22.678,N,71.103,W,0
7/31/2005,12:28:44,22.683,N,71.106,W,0
7/31/2005,12:30:44,22.688,N,71.11,W,0
7/31/2005,12:32:43,22.693,N,71.114,W,0
7/31/2005,12:34:43,22.698,N,71.117,W,0
7/31/2005,12:36:43,22.703,N,71.121,W,0
7/31/2005,12:38:44,22.708,N,71.125,W,0
7/31/2005,12:40:44,22.713,N,71.128,W,0
7/31/2005,12:42:44,22.718,N,71.132,W,0
7/31/2005,12:44:44,22.723,N,71.136,W,0
7/31/2005,12:46:43,22.728,N,71.139,W,0
7/31/2005,12:48:43,22.733,N,71.143,W,0
7/31/2005,12:50:43,22.738,N,71.146,W,0
7/31/2005,12:52:43,22.743,N,71.15,W,0
7/31/2005,12:54:44,22.748,N,71.154,W,0
7/31/2005,12:56:44,22.753,N,71.157,W,0
7/31/2005,12:58:44,22.758,N,71.161,W,0
7/31/2005,13:00:44,22.763,N,71.164,W,0
7/31/2005,13:02:43,22.768,N,71.168,W,0
7/31/2005,13:04:43,22.773,N,71.172,W,0
7/31/2005,13:06:43,22.778,N,71.175,W,0
7/31/2005,13:08:44,22.783,N,71.179,W,0
7/31/2005,13:10:44,22.788,N,71.182,W,0
7/31/2005,13:12:44,22.792,N,71.186,W,0
7/31/2005,13:14:44,22.797,N,71.19,W,0
7/31/2005,13:16:43,22.802,N,71.193,W,0
7/31/2005,13:18:43,22.807,N,71.197,W,0
7/31/2005,13:20:43,22.812,N,71.2,W,0
7/31/2005,13:22:43,22.817,N,71.204,W,0
7/31/2005,13:24:44,22.822,N,71.207,W,0
7/31/2005,13:26:44,22.827,N,71.211,W,0
7/31/2005,13:28:44,22.832,N,71.214,W,0
7/31/2005,13:30:44,22.837,N,71.218,W,0
7/31/2005,13:32:43,22.842,N,71.222,W,0
7/31/2005,13:34:43,22.847,N,71.225,W,0
7/31/2005,13:36:43,22.852,N,71.229,W,0
7/31/2005,13:38:44,22.857,N,71.232,W,0
7/31/2005,13:40:44,22.862,N,71.236,W,0
7/31/2005,13:42:44,22.867,N,71.239,W,0
7/31/2005,13:44:44,22.871,N,71.243,W,0
7/31/2005,13:46:43,22.876,N,71.246,W,0
7/31/2005,13:48:43,22.881,N,71.25,W,0
7/31/2005,13:50:43,22.886,N,71.253,W,0
7/31/2005,13:52:43,22.891,N,71.257,W,0
7/31/2005,13:54:44,22.896,N,71.26,W,0
7/31/2005,13:56:44,22.901,N,71.264,W,0
7/31/2005,13:58:44,22.906,N,71.267,W,0
7/31/2005,14:00:44,22.911,N,71.271,W,0
7/31/2005,14:02:43,22.916,N,71.274,W,0
7/31/2005,14:04:43,22.921,N,71.278,W,0
7/31/2005,14:06:43,22.926,N,71.281,W,0
7/31/2005,14:08:44,22.931,N,71.285,W,0
7/31/2005,14:10:44,22.936,N,71.288,W,0
7/31/2005,14:12:44,22.94,N,71.292,W,0
7/31/2005,14:14:44,22.945,N,71.295,W,0
7/31/2005,14:16:43,22.95,N,71.299,W,0
7/31/2005,14:18:43,22.955,N,71.302,W,0
7/31/2005,14:20:43,22.96,N,71.306,W,0
7/31/2005,14:22:43,22.965,N,71.309,W,0
7/31/2005,14:24:44,22.97,N,71.312,W,0
7/31/2005,14:26:44,22.975,N,71.316,W,0
7/31/2005,14:28:44,22.98,N,71.319,W,0
7/31/2005,14:30:44,22.985,N,71.323,W,0
7/31/2005,14:32:43,22.99,N,71.326,W,0
7/31/2005,14:34:43,22.994,N,71.33,W,0
7/31/2005,14:36:43,22.999,N,71.333,W,0
7/31/2005,14:38:44,23.004,N,71.336,W,0
7/31/2005,14:40:44,23.009,N,71.34,W,0
7/31/2005,14:42:44,23.014,N,71.343,W,0
7/31/2005,14:44:44,23.019,N,71.347,W,0
7/31/2005,14:46:43,23.024,N,71.35,W,0
7/31/2005,14:48:43,23.029,N,71.354,W,0
7/31/2005,14:50:43,23.034,N,71.357,W,0
7/31/2005,14:52:43,23.039,N,71.36,W,0
7/31/2005,14:54:44,23.043,N,71.364,W,0
7/31/2005,14:56:44,23.048,N,71.367,W,0
7/31/2005,14:58:44,23.053,N,71.37,W,0
7/31/2005,15:00:44,23.058,N,71.374,W,0
7/31/2005,15:02:43,23.063,N,71.377,W,0
7/31/2005,15:04:43,23.068,N,71.381,W,0
7/31/2005,15:06:43,23.073,N,71.384,W,0
7/31/2005,15:08:44,23.078,N,71.387,W,0
7/31/2005,15:10:44,23.083,N,71.391,W,0
7/31/2005,15:12:44,23.087,N,71.394,W,0
7/31/2005,15:14:44,23.092,N,71.397,W,0
7/31/2005,15:16:43,23.097,N,71.401,W,0
7/31/2005,15:18:43,23.102,N,71.404,W,0
7/31/2005,15:20:43,23.107,N,71.407,W,0
7/31/2005,15:22:43,23.112,N,71.411,W,0
7/31/2005,15:24:44,23.117,N,71.414,W,0
7/31/2005,15:26:44,23.122,N,71.417,W,0
7/31/2005,15:28:44,23.127,N,71.421,W,0
7/31/2005,15:30:44,23.131,N,71.424,W,0
7/31/2005,15:32:43,23.136,N,71.427,W,0
7/31/2005,15:34:43,23.141,N,71.431,W,0
7/31/2005,15:36:43,23.146,N,71.434,W,0
7/31/2005,15:38:44,23.151,N,71.437,W,0
7/31/2005,15:40:44,23.156,N,71.441,W,0
7/31/2005,15:42:44,23.161,N,71.444,W,0
7/31/2005,15:44:44,23.165,N,71.447,W,0
7/31/2005,15:46:43,23.17,N,71.451,W,0
7/31/2005,15:48:43,23.175,N,71.454,W,0
7/31/2005,15:50:43,23.18,N,71.457,W,0
7/31/2005,15:52:43,23.185,N,71.46,W,0
7/31/2005,15:54:44,23.19,N,71.464,W,0
7/31/2005,15:56:44,23.195,N,71.467,W,0
7/31/2005,15:58:44,23.2,N,71.47,W,0
7/31/2005,16:00:44,23.204,N,71.474,W,0
7/31/2005,16:02:43,23.209,N,71.477,W,0
7/31/2005,16:04:43,23.214,N,71.48,W,0
7/31/2005,16:06:43,23.219,N,71.483,W,0
7/31/2005,16:08:43,23.224,N,71.487,W,0
7/31/2005,16:10:43,23.229,N,71.49,W,0
7/31/2005,16:12:43,23.234,N,71.493,W,0
7/31/2005,16:14:43,23.238,N,71.496,W,0
7/31/2005,16:16:44,23.243,N,71.5,W,0
7/31/2005,16:18:44,23.248,N,71.503,W,0
7/31/2005,16:20:44,23.253,N,71.506,W,0
7/31/2005,16:22:44,23.258,N,71.509,W,0
7/31/2005,16:24:44,23.263,N,71.513,W,0
7/31/2005,16:26:44,23.267,N,71.516,W,0
7/31/2005,16:28:44,23.272,N,71.519,W,0
7/31/2005,16:30:44,23.277,N,71.522,W,0
7/31/2005,16:32:43,23.282,N,71.525,W,0
7/31/2005,16:34:43,23.287,N,71.529,W,0
7/31/2005,16:36:43,23.292,N,71.532,W,0
7/31/2005,16:38:43,23.297,N,71.535,W,0
7/31/2005,16:40:43,23.301,N,71.538,W,0
7/31/2005,16:42:43,23.306,N,71.541,W,0
7/31/2005,16:44:43,23.311,N,71.545,W,0
7/31/2005,16:46:44,23.316,N,71.548,W,0
7/31/2005,16:48:44,23.321,N,71.551,W,0
7/31/2005,16:50:44,23.326,N,71.554,W,0
7/31/2005,16:52:44,23.33,N,71.557,W,0
7/31/2005,16:54:44,23.335,N,71.56,W,0
7/31/2005,16:56:44,23.34,N,71.564,W,0
7/31/2005,16:58:44,23.345,N,71.567,W,0
7/31/2005,17:00:44,23.35,N,71.57,W,0
7/31/2005,17:02:43,23.355,N,71.573,W,0
7/31/2005,17:04:43,23.359,N,71.576,W,0
7/31/2005,17:06:43,23.364,N,71.579,W,0
7/31/2005,17:08:43,23.369,N,71.582,W,0
7/31/2005,17:10:43,23.374,N,71.586,W,0
7/31/2005,17:12:43,23.379,N,71.589,W,0
7/31/2005,17:14:43,23.383,N,71.592,W,0
7/31/2005,17:16:44,23.388,N,71.595,W,0
7/31/2005,17:18:44,23.393,N,71.598,W,0
7/31/2005,17:20:44,23.398,N,71.601,W,0
7/31/2005,17:22:44,23.403,N,71.604,W,0
7/31/2005,17:24:44,23.408,N,71.607,W,0
7/31/2005,17:26:44,23.412,N,71.611,W,0
7/31/2005,17:28:44,23.417,N,71.614,W,0
7/31/2005,17:30:44,23.422,N,71.617,W,0
7/31/2005,17:32:43,23.427,N,71.62,W,0
7/31/2005,17:34:43,23.432,N,71.623,W,0
7/31/2005,17:36:43,23.436,N,71.626,W,0
7/31/2005,17:38:43,23.441,N,71.629,W,0
7/31/2005,17:40:43,23.446,N,71.632,W,0
7/31/2005,17:42:43,23.451,N,71.635,W,0
7/31/2005,17:44:43,23.456,N,71.638,W,0
7/31/2005,17:46:44,23.46,N,71.641,W,0
7/31/2005,17:48:44,23.465,N,71.644,W,0
7/31/2005,17:50:44,23.47,N,71.647,W,0
7/31/2005,17:52:44,23.475,N,71.651,W,0
7/31/2005,17:54:44,23.48,N,71.654,W,0
7/31/2005,17:56:44,23.484,N,71.657,W,0
7/31/2005,17:58:44,23.489,N,71.66,W,0
7/31/2005,18:00:44,23.494,N,71.663,W,0
7/31/2005,18:02:43,23.499,N,71.666,W,0
7/31/2005,18:04:43,23.504,N,71.669,W,0
7/31/2005,18:06:43,23.508,N,71.672,W,0
7/31/2005,18:08:43,23.513,N,71.675,W,0
7/31/2005,18:10:43,23.518,N,71.678,W,0
7/31/2005,18:12:43,23.523,N,71.681,W,0
7/31/2005,18:14:43,23.528,N,71.684,W,0
7/31/2005,18:16:44,23.532,N,71.687,W,0
7/31/2005,18:18:44,23.537,N,71.69,W,0
7/31/2005,18:20:44,23.542,N,71.693,W,0
7/31/2005,18:22:44,23.547,N,71.696,W,0
7/31/2005,18:24:44,23.551,N,71.699,W,0
7/31/2005,18:26:44,23.556,N,71.702,W,0
7/31/2005,18:28:44,23.561,N,71.705,W,0
7/31/2005,18:30:44,23.566,N,71.708,W,0
7/31/2005,18:32:43,23.571,N,71.711,W,0
7/31/2005,18:34:43,23.575,N,71.714,W,0
7/31/2005,18:36:43,23.58,N,71.717,W,0
7/31/2005,18:38:43,23.585,N,71.72,W,0
7/31/2005,18:40:43,23.59,N,71.723,W,0
7/31/2005,18:42:43,23.594,N,71.726,W,0
7/31/2005,18:44:43,23.599,N,71.728,W,0
7/31/2005,18:46:44,23.604,N,71.731,W,0
7/31/2005,18:48:44,23.609,N,71.734,W,0
7/31/2005,18:50:44,23.614,N,71.737,W,0
7/31/2005,18:52:44,23.618,N,71.74,W,0
7/31/2005,18:54:44,23.623,N,71.743,W,0
7/31/2005,18:56:44,23.628,N,71.746,W,0
7/31/2005,18:58:44,23.633,N,71.749,W,0
7/31/2005,19:00:44,23.637,N,71.752,W,0
7/31/2005,19:02:43,23.642,N,71.755,W,0
7/31/2005,19:04:43,23.647,N,71.758,W,0
7/31/2005,19:06:43,23.652,N,71.761,W,0
7/31/2005,19:08:43,23.656,N,71.763,W,0
7/31/2005,19:10:43,23.661,N,71.766,W,0
7/31/2005,19:12:43,23.666,N,71.769,W,0
7/31/2005,19:14:43,23.671,N,71.772,W,0
7/31/2005,19:16:44,23.675,N,71.775,W,0
7/31/2005,19:18:44,23.68,N,71.778,W,0
7/31/2005,19:20:44,23.685,N,71.781,W,0
7/31/2005,19:22:44,23.69,N,71.784,W,0
7/31/2005,19:24:44,23.694,N,71.787,W,0
7/31/2005,19:26:44,23.699,N,71.789,W,0
7/31/2005,19:28:44,23.704,N,71.792,W,0
7/31/2005,19:30:44,23.709,N,71.795,W,0
7/31/2005,19:32:43,23.713,N,71.798,W,0
7/31/2005,19:34:43,23.718,N,71.801,W,0
7/31/2005,19:36:43,23.723,N,71.804,W,0
7/31/2005,19:38:43,23.728,N,71.806,W,0
7/31/2005,19:40:43,23.732,N,71.809,W,0
7/31/2005,19:42:43,23.737,N,71.812,W,0
7/31/2005,19:44:43,23.742,N,71.815,W,0
7/31/2005,19:46:44,23.747,N,71.818,W,0
7/31/2005,19:48:44,23.751,N,71.821,W,0
7/31/2005,19:50:44,23.756,N,71.823,W,0
7/31/2005,19:52:44,23.761,N,71.826,W,0
7/31/2005,19:54:44,23.765,N,71.829,W,0
7/31/2005,19:56:44,23.77,N,71.832,W,0
7/31/2005,19:58:44,23.775,N,71.835,W,0
7/31/2005,20:00:44,23.78,N,71.837,W,0
7/31/2005,20:02:43,23.784,N,71.84,W,0
7/31/2005,20:04:43,23.789,N,71.843,W,0
7/31/2005,20:06:43,23.794,N,71.846,W,0
7/31/2005,20:08:43,23.799,N,71.849,W,0
7/31/2005,20:10:43,23.803,N,71.851,W,0
7/31/2005,20:12:43,23.808,N,71.854,W,0
7/31/2005,20:14:43,23.813,N,71.857,W,0
7/31/2005,20:16:44,23.817,N,71.86,W,0
7/31/2005,20:18:44,23.822,N,71.862,W,0
7/31/2005,20:20:44,23.827,N,71.865,W,0
7/31/2005,20:22:44,23.832,N,71.868,W,0
7/31/2005,20:24:44,23.836,N,71.871,W,0
7/31/2005,20:26:44,23.841,N,71.873,W,0
7/31/2005,20:28:44,23.846,N,71.876,W,0
7/31/2005,20:30:44,23.85,N,71.879,W,0
7/31/2005,20:32:43,23.855,N,71.882,W,0
7/31/2005,20:34:43,23.86,N,71.884,W,0
7/31/2005,20:36:43,23.864,N,71.887,W,0
7/31/2005,20:38:43,23.869,N,71.89,W,0
7/31/2005,20:40:43,23.874,N,71.892,W,0
7/31/2005,20:42:43,23.879,N,71.895,W,0
7/31/2005,20:44:43,23.883,N,71.898,W,0
7/31/2005,20:46:44,23.888,N,71.9,W,0
7/31/2005,20:48:44,23.893,N,71.903,W,0
7/31/2005,20:50:44,23.897,N,71.906,W,0
7/31/2005,20:52:44,23.902,N,71.909,W,0
7/31/2005,20:54:44,23.907,N,71.911,W,0
7/31/2005,20:56:44,23.911,N,71.914,W,0
7/31/2005,20:58:44,23.916,N,71.917,W,0
7/31/2005,21:00:44,23.921,N,71.919,W,0
7/31/2005,21:02:43,23.926,N,71.922,W,0
7/31/2005,21:04:43,23.93,N,71.925,W,0
7/31/2005,21:06:43,23.935,N,71.927,W,0
7/31/2005,21:08:43,23.94,N,71.93,W,0
7/31/2005,21:10:43,23.944,N,71.932,W,0
7/31/2005,21:12:43,23.949,N,71.935,W,0
7/31/2005,21:14:43,23.954,N,71.938,W,0
7/31/2005,21:16:44,23.958,N,71.94,W,0
7/31/2005,21:18:44,23.963,N,71.943,W,0
7/31/2005,21:20:44,23.968,N,71.946,W,0
7/31/2005,21:22:44,23.972,N,71.948,W,0
7/31/2005,21:24:44,23.977,N,71.951,W,0
7/31/2005,21:26:44,23.982,N,71.953,W,0
7/31/2005,21:28:44,23.986,N,71.956,W,0
7/31/2005,21:30:44,23.991,N,71.959,W,0
7/31/2005,21:32:43,23.996,N,71.961,W,0
7/31/2005,21:34:43,24,N,71.964,W,0
7/31/2005,21:36:43,24.005,N,71.966,W,0
7/31/2005,21:38:43,24.01,N,71.969,W,0
7/31/2005,21:40:43,24.014,N,71.972,W,0
7/31/2005,21:42:43,24.019,N,71.974,W,0
7/31/2005,21:44:43,24.024,N,71.977,W,0
7/31/2005,21:46:44,24.028,N,71.979,W,0
7/31/2005,21:48:44,24.033,N,71.982,W,0
7/31/2005,21:50:44,24.038,N,71.984,W,0
7/31/2005,21:52:44,24.042,N,71.987,W,0
7/31/2005,21:54:44,24.047,N,71.99,W,0
7/31/2005,21:56:44,24.052,N,71.992,W,0
7/31/2005,21:58:44,24.056,N,71.995,W,0
7/31/2005,22:00:44,24.061,N,71.997,W,0
7/31/2005,22:02:43,24.066,N,72,W,0
7/31/2005,22:04:43,24.07,N,72.002,W,0
7/31/2005,22:06:43,24.075,N,72.005,W,0
7/31/2005,22:08:43,24.08,N,72.007,W,0
7/31/2005,22:10:43,24.084,N,72.01,W,0
7/31/2005,22:12:43,24.089,N,72.012,W,0
7/31/2005,22:14:43,24.094,N,72.015,W,0
7/31/2005,22:16:44,24.098,N,72.017,W,0
7/31/2005,22:18:44,24.103,N,72.02,W,0
7/31/2005,22:20:44,24.107,N,72.022,W,0
7/31/2005,22:22:44,24.112,N,72.025,W,0
7/31/2005,22:24:44,24.117,N,72.027,W,0
7/31/2005,22:26:44,24.121,N,72.03,W,0
7/31/2005,22:28:44,24.126,N,72.032,W,0
7/31/2005,22:30:44,24.131,N,72.035,W,0
7/31/2005,22:32:43,24.135,N,72.037,W,0
7/31/2005,22:34:43,24.14,N,72.04,W,0
7/31/2005,22:36:43,24.145,N,72.042,W,0
7/31/2005,22:38:43,24.149,N,72.045,W,0
7/31/2005,22:40:43,24.154,N,72.047,W,0
7/31/2005,22:42:43,24.158,N,72.049,W,0
7/31/2005,22:44:43,24.163,N,72.052,W,0
7/31/2005,22:46:44,24.168,N,72.054,W,0
7/31/2005,22:48:44,24.172,N,72.057,W,0
7/31/2005,22:50:44,24.177,N,72.059,W,0
7/31/2005,22:52:44,24.182,N,72.062,W,0
7/31/2005,22:54:44,24.186,N,72.064,W,0
7/31/2005,22:56:44,24.191,N,72.066,W,0
7/31/2005,22:58:44,24.195,N,72.069,W,0
7/31/2005,23:00:44,24.2,N,72.071,W,0
7/31/2005,23:02:43,24.205,N,72.074,W,0
7/31/2005,23:04:43,24.209,N,72.076,W,0
7/31/2005,23:06:43,24.214,N,72.078,W,0
7/31/2005,23:08:43,24.218,N,72.081,W,0
7/31/2005,23:10:43,24.223,N,72.083,W,0
7/31/2005,23:12:43,24.228,N,72.086,W,0
7/31/2005,23:14:43,24.232,N,72.088,W,0
7/31/2005,23:16:44,24.237,N,72.09,W,0
7/31/2005,23:18:44,24.242,N,72.093,W,0
7/31/2005,23:20:44,24.246,N,72.095,W,0
7/31/2005,23:22:44,24.251,N,72.097,W,0
7/31/2005,23:24:44,24.255,N,72.1,W,0
7/31/2005,23:26:44,24.26,N,72.102,W,0
7/31/2005,23:28:44,24.265,N,72.104,W,0
7/31/2005,23:30:44,24.269,N,72.107,W,0
7/31/2005,23:32:43,24.274,N,72.109,W,0
7/31/2005,23:34:43,24.278,N,72.111,W,0
7/31/2005,23:36:43,24.283,N,72.114,W,0
7/31/2005,23:38:43,24.288,N,72.116,W,0
7/31/2005,23:40:43,24.292,N,72.118,W,0
7/31/2005,23:42:43,24.297,N,72.121,W,0
7/31/2005,23:44:43,24.301,N,72.123,W,0
7/31/2005,23:46:44,24.306,N,72.125,W,0
7/31/2005,23:48:44,24.31,N,72.128,W,0
7/31/2005,23:50:44,24.315,N,72.13,W,0
7/31/2005,23:52:44,24.32,N,72.132,W,0
7/31/2005,23:54:44,24.324,N,72.135,W,0
7/31/2005,23:56:44,24.329,N,72.137,W,0
7/31/2005,23:58:44,24.333,N,72.139,W,0
8/1/2005,0:00:44,24.338,N,72.141,W,0
8/1/2005,0:02:43,24.343,N,72.144,W,0
8/1/2005,0:04:43,24.347,N,72.146,W,0
8/1/2005,0:06:43,24.352,N,72.148,W,0
8/1/2005,0:08:43,24.356,N,72.15,W,0
8/1/2005,0:10:43,24.361,N,72.153,W,0
8/1/2005,0:12:43,24.365,N,72.155,W,0
8/1/2005,0:14:43,24.37,N,72.157,W,0
8/1/2005,0:16:44,24.375,N,72.159,W,0
8/1/2005,0:18:44,24.379,N,72.162,W,0
8/1/2005,0:20:44,24.384,N,72.164,W,0
8/1/2005,0:22:44,24.388,N,72.166,W,0
8/1/2005,0:24:44,24.393,N,72.168,W,0
8/1/2005,0:26:44,24.397,N,72.17,W,0
8/1/2005,0:28:44,24.402,N,72.173,W,0
8/1/2005,0:30:44,24.406,N,72.175,W,0
