Track,for,Mindy,2003,,,
10/12/2003,4:06:12,23.833,N,72.222,W,0
10/12/2003,4:08:12,23.834,N,72.224,W,0
10/12/2003,4:10:12,23.836,N,72.227,W,0
10/12/2003,4:12:12,23.837,N,72.23,W,0
10/12/2003,4:14:13,23.838,N,72.233,W,0
10/12/2003,4:16:13,23.84,N,72.236,W,0
10/12/2003,4:18:13,23.841,N,72.239,W,0
10/12/2003,4:20:13,23.843,N,72.242,W,0
10/12/2003,4:22:12,23.844,N,72.245,W,0
10/12/2003,4:24:12,23.845,N,72.248,W,0
10/12/2003,4:26:12,23.847,N,72.251,W,0
10/12/2003,4:28:12,23.848,N,72.253,W,0
10/12/2003,4:30:13,23.85,N,72.256,W,0
10/12/2003,4:32:13,23.851,N,72.259,W,0
10/12/2003,4:34:13,23.852,N,72.262,W,0
10/12/2003,4:36:12,23.854,N,72.265,W,0
10/12/2003,4:38:12,23.855,N,72.268,W,0
10/12/2003,4:40:12,23.856,N,72.271,W,0
10/12/2003,4:42:12,23.858,N,72.274,W,0
10/12/2003,4:44:13,23.859,N,72.277,W,0
10/12/2003,4:46:13,23.861,N,72.28,W,0
10/12/2003,4:48:13,23.862,N,72.282,W,0
10/12/2003,4:50:13,23.863,N,72.285,W,0
10/12/2003,4:52:12,23.865,N,72.288,W,0
10/12/2003,4:54:12,23.866,N,72.291,W,0
10/12/2003,4:56:12,23.867,N,72.294,W,0
10/12/2003,4:58:12,23.869,N,72.297,W,0
10/12/2003,5:00:13,23.87,N,72.3,W,0
10/12/2003,5:02:13,23.872,N,72.303,W,0
10/12/2003,5:04:13,23.873,N,72.306,W,0
10/12/2003,5:06:12,23.874,N,72.309,W,0
10/12/2003,5:08:12,23.876,N,72.311,W,0
10/12/2003,5:10:12,23.877,N,72.314,W,0
10/12/2003,5:12:12,23.879,N,72.317,W,0
10/12/2003,5:14:13,23.88,N,72.32,W,0
10/12/2003,5:16:13,23.881,N,72.323,W,0
10/12/2003,5:18:13,23.883,N,72.326,W,0
10/12/2003,5:20:13,23.884,N,72.329,W,0
10/12/2003,5:22:12,23.885,N,72.332,W,0
10/12/2003,5:24:12,23.887,N,72.335,W,0
10/12/2003,5:26:12,23.888,N,72.338,W,0
10/12/2003,5:28:12,23.89,N,72.341,W,0
10/12/2003,5:30:13,23.891,N,72.343,W,0
10/12/2003,5:32:13,23.892,N,72.346,W,0
10/12/2003,5:34:13,23.894,N,72.349,W,0
10/12/2003,5:36:12,23.895,N,72.352,W,0
10/12/2003,5:38:12,23.897,N,72.355,W,0
10/12/2003,5:40:12,23.898,N,72.358,W,0
10/12/2003,5:42:12,23.899,N,72.361,W,0
10/12/2003,5:44:13,23.901,N,72.364,W,0
10/12/2003,5:46:13,23.902,N,72.367,W,0
10/12/2003,5:48:13,23.903,N,72.37,W,0
10/12/2003,5:50:13,23.905,N,72.372,W,0
10/12/2003,5:52:12,23.906,N,72.375,W,0
10/12/2003,5:53:21,23.907,N,72.377,W,0
10/12/2003,5:55:21,23.909,N,72.379,W,0
10/12/2003,5:57:21,23.91,N,72.382,W,0
10/12/2003,5:59:20,23.912,N,72.384,W,0
10/12/2003,6:01:20,23.914,N,72.387,W,0
10/12/2003,6:03:20,23.915,N,72.389,W,0
10/12/2003,6:05:21,23.917,N,72.391,W,0
10/12/2003,6:07:21,23.919,N,72.394,W,0
10/12/2003,6:09:21,23.921,N,72.396,W,0
10/12/2003,6:11:21,23.923,N,72.398,W,0
10/12/2003,6:13:20,23.924,N,72.4,W,0
10/12/2003,6:15:20,23.926,N,72.402,W,0
10/12/2003,6:17:20,23.928,N,72.405,W,0
10/12/2003,6:19:20,23.93,N,72.407,W,0
10/12/2003,6:21:21,23.932,N,72.409,W,0
10/12/2003,6:23:21,23.934,N,72.411,W,0
10/12/2003,6:25:21,23.935,N,72.413,W,0
10/12/2003,6:27:21,23.937,N,72.415,W,0
10/12/2003,6:29:20,23.939,N,72.417,W,0
10/12/2003,6:31:20,23.941,N,72.419,W,0
10/12/2003,6:33:20,23.943,N,72.421,W,0
10/12/2003,6:35:21,23.945,N,72.423,W,0
10/12/2003,6:37:21,23.947,N,72.424,W,0
10/12/2003,6:39:21,23.949,N,72.426,W,0
10/12/2003,6:41:21,23.951,N,72.428,W,0
10/12/2003,6:43:20,23.953,N,72.43,W,0
10/12/2003,6:45:20,23.956,N,72.431,W,0
10/12/2003,6:47:20,23.958,N,72.433,W,0
10/12/2003,6:49:20,23.96,N,72.435,W,0
10/12/2003,6:51:21,23.962,N,72.436,W,0
10/12/2003,6:53:21,23.964,N,72.438,W,0
10/12/2003,6:55:21,23.966,N,72.44,W,0
10/12/2003,6:57:21,23.969,N,72.441,W,0
10/12/2003,6:59:20,23.971,N,72.442,W,0
10/12/2003,7:01:20,23.973,N,72.444,W,0
10/12/2003,7:03:20,23.975,N,72.445,W,0
10/12/2003,7:05:21,23.978,N,72.447,W,0
10/12/2003,7:07:21,23.98,N,72.448,W,0
10/12/2003,7:09:21,23.982,N,72.449,W,0
10/12/2003,7:11:21,23.985,N,72.451,W,0
10/12/2003,7:13:20,23.987,N,72.452,W,0
10/12/2003,7:15:20,23.989,N,72.453,W,0
10/12/2003,7:17:20,23.992,N,72.454,W,0
10/12/2003,7:19:20,23.994,N,72.455,W,0
10/12/2003,7:21:21,23.997,N,72.456,W,0
10/12/2003,7:23:21,23.999,N,72.457,W,0
10/12/2003,7:25:21,24.002,N,72.458,W,0
10/12/2003,7:27:21,24.005,N,72.459,W,0
10/12/2003,7:29:20,24.007,N,72.46,W,0
10/12/2003,7:31:20,24.01,N,72.461,W,0
10/12/2003,7:33:20,24.012,N,72.462,W,0
10/12/2003,7:35:21,24.015,N,72.462,W,0
10/12/2003,7:37:21,24.018,N,72.463,W,0
10/12/2003,7:39:21,24.02,N,72.464,W,0
10/12/2003,7:41:21,24.023,N,72.464,W,0
10/12/2003,7:43:20,24.026,N,72.465,W,0
10/12/2003,7:45:20,24.029,N,72.465,W,0
10/12/2003,7:47:20,24.032,N,72.466,W,0
10/12/2003,7:49:20,24.034,N,72.466,W,0
10/12/2003,7:51:21,24.037,N,72.467,W,0
10/12/2003,7:53:21,24.04,N,72.467,W,0
10/12/2003,7:55:21,24.043,N,72.467,W,0
10/12/2003,7:57:21,24.046,N,72.468,W,0
10/12/2003,7:59:20,24.049,N,72.468,W,0
10/12/2003,8:01:20,24.052,N,72.468,W,0
10/12/2003,8:03:20,24.055,N,72.468,W,0
10/12/2003,8:05:21,24.058,N,72.468,W,0
10/12/2003,8:07:21,24.062,N,72.468,W,0
10/12/2003,8:09:21,24.065,N,72.468,W,0
10/12/2003,8:11:21,24.068,N,72.468,W,0
10/12/2003,8:13:20,24.071,N,72.468,W,0
10/12/2003,8:15:20,24.074,N,72.467,W,0
10/12/2003,8:17:20,24.078,N,72.467,W,0
10/12/2003,8:19:20,24.081,N,72.467,W,0
10/12/2003,8:21:21,24.084,N,72.467,W,0
10/12/2003,8:23:21,24.088,N,72.466,W,0
10/12/2003,8:25:21,24.091,N,72.466,W,0
10/12/2003,8:27:21,24.094,N,72.465,W,0
10/12/2003,8:29:20,24.098,N,72.465,W,0
10/12/2003,8:31:20,24.101,N,72.464,W,0
10/12/2003,8:33:20,24.105,N,72.463,W,0
10/12/2003,8:35:21,24.108,N,72.462,W,0
10/12/2003,8:37:21,24.112,N,72.462,W,0
10/12/2003,8:39:21,24.116,N,72.461,W,0
10/12/2003,8:41:21,24.119,N,72.46,W,0
10/12/2003,8:43:20,24.123,N,72.459,W,0
10/12/2003,8:45:20,24.127,N,72.458,W,0
10/12/2003,8:47:20,24.131,N,72.457,W,0
10/12/2003,8:49:20,24.134,N,72.456,W,0
10/12/2003,8:51:21,24.138,N,72.454,W,0
10/12/2003,8:53:21,24.142,N,72.453,W,0
10/12/2003,8:55:21,24.146,N,72.452,W,0
10/12/2003,8:57:21,24.15,N,72.451,W,0
10/12/2003,8:59:20,24.154,N,72.449,W,0
10/12/2003,9:01:20,24.158,N,72.448,W,0
10/12/2003,9:03:20,24.162,N,72.446,W,0
10/12/2003,9:05:21,24.166,N,72.444,W,0
10/12/2003,9:07:21,24.17,N,72.443,W,0
10/12/2003,9:09:21,24.174,N,72.441,W,0
10/12/2003,9:11:21,24.178,N,72.439,W,0
10/12/2003,9:13:20,24.183,N,72.438,W,0
10/12/2003,9:15:20,24.187,N,72.436,W,0
10/12/2003,9:17:20,24.191,N,72.434,W,0
10/12/2003,9:19:20,24.195,N,72.432,W,0
10/12/2003,9:21:21,24.2,N,72.43,W,0
10/12/2003,9:23:21,24.204,N,72.428,W,0
10/12/2003,9:25:21,24.208,N,72.426,W,0
10/12/2003,9:27:21,24.213,N,72.424,W,0
10/12/2003,9:29:20,24.217,N,72.421,W,0
10/12/2003,9:31:20,24.222,N,72.419,W,0
10/12/2003,9:33:20,24.226,N,72.417,W,0
10/12/2003,9:35:21,24.231,N,72.414,W,0
10/12/2003,9:37:21,24.235,N,72.412,W,0
10/12/2003,9:39:21,24.24,N,72.41,W,0
10/12/2003,9:41:21,24.245,N,72.407,W,0
10/12/2003,9:43:20,24.249,N,72.405,W,0
10/12/2003,9:45:20,24.254,N,72.402,W,0
10/12/2003,9:47:20,24.259,N,72.4,W,0
10/12/2003,9:49:20,24.263,N,72.397,W,0
10/12/2003,9:51:21,24.268,N,72.394,W,0
10/12/2003,9:53:21,24.273,N,72.392,W,0
10/12/2003,9:55:21,24.277,N,72.389,W,0
10/12/2003,9:57:21,24.282,N,72.386,W,0
10/12/2003,9:59:20,24.287,N,72.383,W,0
10/12/2003,10:01:20,24.292,N,72.381,W,0
10/12/2003,10:03:20,24.297,N,72.378,W,0
10/12/2003,10:05:21,24.302,N,72.375,W,0
10/12/2003,10:07:21,24.307,N,72.372,W,0
10/12/2003,10:09:21,24.312,N,72.369,W,0
10/12/2003,10:11:21,24.317,N,72.366,W,0
10/12/2003,10:13:20,24.322,N,72.363,W,0
10/12/2003,10:15:20,24.327,N,72.36,W,0
10/12/2003,10:17:20,24.332,N,72.357,W,0
10/12/2003,10:19:20,24.337,N,72.354,W,0
10/12/2003,10:21:21,24.342,N,72.351,W,0
10/12/2003,10:23:21,24.347,N,72.348,W,0
10/12/2003,10:25:21,24.352,N,72.344,W,0
10/12/2003,10:27:21,24.357,N,72.341,W,0
10/12/2003,10:29:20,24.362,N,72.338,W,0
10/12/2003,10:31:20,24.367,N,72.335,W,0
10/12/2003,10:33:20,24.372,N,72.331,W,0
10/12/2003,10:35:21,24.378,N,72.328,W,0
10/12/2003,10:37:21,24.383,N,72.325,W,0
10/12/2003,10:39:21,24.388,N,72.322,W,0
10/12/2003,10:41:21,24.393,N,72.318,W,0
10/12/2003,10:43:20,24.399,N,72.315,W,0
10/12/2003,10:45:20,24.404,N,72.311,W,0
10/12/2003,10:47:20,24.409,N,72.308,W,0
10/12/2003,10:49:20,24.414,N,72.305,W,0
10/12/2003,10:51:21,24.42,N,72.301,W,0
10/12/2003,10:53:21,24.425,N,72.298,W,0
10/12/2003,10:55:21,24.43,N,72.294,W,0
10/12/2003,10:57:21,24.436,N,72.291,W,0
10/12/2003,10:59:20,24.441,N,72.287,W,0
10/12/2003,11:01:20,24.446,N,72.284,W,0
10/12/2003,11:03:20,24.452,N,72.28,W,0
10/12/2003,11:05:21,24.457,N,72.277,W,0
10/12/2003,11:07:21,24.463,N,72.273,W,0
10/12/2003,11:09:21,24.468,N,72.27,W,0
10/12/2003,11:11:21,24.473,N,72.266,W,0
10/12/2003,11:13:20,24.479,N,72.263,W,0
10/12/2003,11:15:20,24.484,N,72.259,W,0
10/12/2003,11:17:20,24.49,N,72.255,W,0
10/12/2003,11:19:20,24.495,N,72.252,W,0
10/12/2003,11:21:21,24.501,N,72.248,W,0
10/12/2003,11:23:21,24.506,N,72.245,W,0
10/12/2003,11:25:21,24.512,N,72.241,W,0
10/12/2003,11:27:21,24.517,N,72.237,W,0
10/12/2003,11:29:20,24.523,N,72.234,W,0
10/12/2003,11:31:20,24.528,N,72.23,W,0
10/12/2003,11:33:20,24.534,N,72.227,W,0
10/12/2003,11:35:21,24.539,N,72.223,W,0
10/12/2003,11:37:21,24.545,N,72.219,W,0
10/12/2003,11:39:21,24.55,N,72.216,W,0
10/12/2003,11:41:21,24.556,N,72.212,W,0
10/12/2003,11:43:20,24.561,N,72.209,W,0
10/12/2003,11:45:20,24.567,N,72.205,W,0
10/12/2003,11:47:20,24.573,N,72.201,W,0
10/12/2003,11:49:20,24.578,N,72.198,W,0
10/12/2003,11:51:21,24.584,N,72.194,W,0
10/12/2003,11:53:21,24.589,N,72.191,W,0
10/12/2003,11:55:21,24.595,N,72.187,W,0
10/12/2003,11:57:21,24.6,N,72.183,W,0
10/12/2003,11:59:20,24.606,N,72.18,W,0
10/12/2003,12:01:20,24.612,N,72.176,W,0
10/12/2003,12:03:20,24.617,N,72.173,W,0
10/12/2003,12:05:21,24.623,N,72.169,W,0
10/12/2003,12:07:21,24.628,N,72.166,W,0
10/12/2003,12:09:21,24.634,N,72.162,W,0
10/12/2003,12:11:21,24.639,N,72.159,W,0
10/12/2003,12:13:20,24.645,N,72.155,W,0
10/12/2003,12:15:20,24.651,N,72.152,W,0
10/12/2003,12:17:20,24.656,N,72.148,W,0
10/12/2003,12:19:20,24.662,N,72.145,W,0
10/12/2003,12:21:21,24.667,N,72.142,W,0
10/12/2003,12:23:21,24.673,N,72.138,W,0
10/12/2003,12:25:21,24.678,N,72.135,W,0
10/12/2003,12:27:21,24.684,N,72.131,W,0
10/12/2003,12:29:20,24.69,N,72.128,W,0
10/12/2003,12:31:20,24.695,N,72.125,W,0
10/12/2003,12:33:20,24.701,N,72.122,W,0
10/12/2003,12:35:21,24.706,N,72.118,W,0
10/12/2003,12:37:21,24.712,N,72.115,W,0
10/12/2003,12:39:21,24.717,N,72.112,W,0
10/12/2003,12:41:21,24.723,N,72.109,W,0
10/12/2003,12:43:20,24.728,N,72.105,W,0
10/12/2003,12:45:20,24.734,N,72.102,W,0
10/12/2003,12:47:20,24.739,N,72.099,W,0
10/12/2003,12:49:20,24.745,N,72.096,W,0
10/12/2003,12:51:21,24.75,N,72.093,W,0
10/12/2003,12:53:21,24.756,N,72.09,W,0
10/12/2003,12:55:21,24.761,N,72.087,W,0
10/12/2003,12:57:21,24.767,N,72.084,W,0
10/12/2003,12:59:20,24.772,N,72.081,W,0
10/12/2003,13:01:20,24.778,N,72.078,W,0
10/12/2003,13:03:20,24.783,N,72.075,W,0
10/12/2003,13:05:21,24.789,N,72.072,W,0
10/12/2003,13:07:21,24.794,N,72.069,W,0
10/12/2003,13:09:21,24.8,N,72.067,W,0
10/12/2003,13:11:21,24.805,N,72.064,W,0
10/12/2003,13:13:20,24.81,N,72.061,W,0
10/12/2003,13:15:20,24.816,N,72.058,W,0
10/12/2003,13:17:20,24.821,N,72.056,W,0
10/12/2003,13:19:20,24.827,N,72.053,W,0
10/12/2003,13:21:21,24.832,N,72.05,W,0
10/12/2003,13:23:21,24.837,N,72.048,W,0
10/12/2003,13:25:21,24.843,N,72.045,W,0
10/12/2003,13:27:21,24.848,N,72.043,W,0
10/12/2003,13:29:20,24.853,N,72.041,W,0
10/12/2003,13:31:20,24.858,N,72.038,W,0
10/12/2003,13:33:20,24.864,N,72.036,W,0
10/12/2003,13:35:21,24.869,N,72.034,W,0
10/12/2003,13:37:21,24.874,N,72.031,W,0
10/12/2003,13:39:21,24.879,N,72.029,W,0
10/12/2003,13:41:21,24.885,N,72.027,W,0
10/12/2003,13:43:20,24.89,N,72.025,W,0
10/12/2003,13:45:20,24.895,N,72.023,W,0
10/12/2003,13:47:20,24.9,N,72.021,W,0
10/12/2003,13:49:20,24.905,N,72.019,W,0
10/12/2003,13:51:21,24.91,N,72.017,W,0
10/12/2003,13:53:21,24.915,N,72.015,W,0
10/12/2003,13:55:21,24.921,N,72.013,W,0
10/12/2003,13:57:21,24.926,N,72.011,W,0
10/12/2003,13:59:20,24.931,N,72.009,W,0
10/12/2003,14:01:20,24.936,N,72.008,W,0
10/12/2003,14:03:20,24.941,N,72.006,W,0
10/12/2003,14:05:21,24.946,N,72.005,W,0
10/12/2003,14:07:21,24.951,N,72.003,W,0
10/12/2003,14:09:21,24.956,N,72.001,W,0
10/12/2003,14:11:21,24.961,N,72,W,0
10/12/2003,14:13:20,24.966,N,71.998,W,0
10/12/2003,14:15:20,24.971,N,71.997,W,0
10/12/2003,14:17:20,24.975,N,71.996,W,0
10/12/2003,14:19:20,24.98,N,71.994,W,0
10/12/2003,14:21:21,24.985,N,71.993,W,0
10/12/2003,14:23:21,24.99,N,71.992,W,0
10/12/2003,14:25:21,24.995,N,71.991,W,0
10/12/2003,14:27:21,25,N,71.99,W,0
10/12/2003,14:29:20,25.005,N,71.988,W,0
10/12/2003,14:31:20,25.009,N,71.987,W,0
10/12/2003,14:33:20,25.014,N,71.986,W,0
10/12/2003,14:35:21,25.019,N,71.985,W,0
10/12/2003,14:37:21,25.024,N,71.984,W,0
10/12/2003,14:39:21,25.029,N,71.983,W,0
10/12/2003,14:41:21,25.033,N,71.983,W,0
10/12/2003,14:43:20,25.038,N,71.982,W,0
10/12/2003,14:45:20,25.043,N,71.981,W,0
10/12/2003,14:47:20,25.047,N,71.98,W,0
10/12/2003,14:49:20,25.052,N,71.979,W,0
10/12/2003,14:51:21,25.057,N,71.979,W,0
10/12/2003,14:53:21,25.062,N,71.978,W,0
10/12/2003,14:55:21,25.066,N,71.977,W,0
10/12/2003,14:57:21,25.071,N,71.977,W,0
10/12/2003,14:59:20,25.075,N,71.976,W,0
10/12/2003,15:01:20,25.08,N,71.976,W,0
10/12/2003,15:03:20,25.085,N,71.975,W,0
10/12/2003,15:05:21,25.089,N,71.975,W,0
10/12/2003,15:07:21,25.094,N,71.974,W,0
10/12/2003,15:09:21,25.098,N,71.974,W,0
10/12/2003,15:11:21,25.103,N,71.974,W,0
10/12/2003,15:13:20,25.107,N,71.973,W,0
10/12/2003,15:15:20,25.112,N,71.973,W,0
10/12/2003,15:17:20,25.116,N,71.973,W,0
10/12/2003,15:19:20,25.121,N,71.973,W,0
10/12/2003,15:21:21,25.125,N,71.972,W,0
10/12/2003,15:23:21,25.13,N,71.972,W,0
10/12/2003,15:25:21,25.134,N,71.972,W,0
10/12/2003,15:27:21,25.139,N,71.972,W,0
10/12/2003,15:29:20,25.143,N,71.972,W,0
10/12/2003,15:31:20,25.148,N,71.972,W,0
10/12/2003,15:33:20,25.152,N,71.972,W,0
10/12/2003,15:35:21,25.157,N,71.972,W,0
10/12/2003,15:37:21,25.161,N,71.972,W,0
10/12/2003,15:39:21,25.165,N,71.972,W,0
10/12/2003,15:41:21,25.17,N,71.972,W,0
10/12/2003,15:43:20,25.174,N,71.972,W,0
10/12/2003,15:45:20,25.178,N,71.973,W,0
10/12/2003,15:47:20,25.183,N,71.973,W,0
10/12/2003,15:49:20,25.187,N,71.973,W,0
10/12/2003,15:51:21,25.192,N,71.973,W,0
10/12/2003,15:53:21,25.196,N,71.973,W,0
10/12/2003,15:55:21,25.2,N,71.974,W,0
10/12/2003,15:57:21,25.204,N,71.974,W,0
10/12/2003,15:59:20,25.209,N,71.974,W,0
10/12/2003,16:01:20,25.213,N,71.975,W,0
10/12/2003,16:03:20,25.217,N,71.975,W,0
10/12/2003,16:05:20,25.222,N,71.976,W,0
10/12/2003,16:07:20,25.226,N,71.976,W,0
10/12/2003,16:09:20,25.23,N,71.977,W,0
10/12/2003,16:11:20,25.234,N,71.977,W,0
10/12/2003,16:13:21,25.239,N,71.978,W,0
10/12/2003,16:15:21,25.243,N,71.978,W,0
10/12/2003,16:17:21,25.247,N,71.979,W,0
10/12/2003,16:19:21,25.251,N,71.979,W,0
10/12/2003,16:21:21,25.255,N,71.98,W,0
10/12/2003,16:23:21,25.26,N,71.981,W,0
10/12/2003,16:25:21,25.264,N,71.981,W,0
10/12/2003,16:27:21,25.268,N,71.982,W,0
10/12/2003,16:29:20,25.272,N,71.983,W,0
10/12/2003,16:31:20,25.276,N,71.983,W,0
10/12/2003,16:33:20,25.28,N,71.984,W,0
10/12/2003,16:35:20,25.285,N,71.985,W,0
10/12/2003,16:37:20,25.289,N,71.986,W,0
10/12/2003,16:39:20,25.293,N,71.986,W,0
10/12/2003,16:41:20,25.297,N,71.987,W,0
10/12/2003,16:43:21,25.301,N,71.988,W,0
10/12/2003,16:45:21,25.305,N,71.989,W,0
10/12/2003,16:47:21,25.309,N,71.99,W,0
10/12/2003,16:49:21,25.313,N,71.991,W,0
10/12/2003,16:51:21,25.318,N,71.992,W,0
10/12/2003,16:53:21,25.322,N,71.993,W,0
10/12/2003,16:55:21,25.326,N,71.994,W,0
10/12/2003,16:57:21,25.33,N,71.994,W,0
10/12/2003,16:59:20,25.334,N,71.995,W,0
10/12/2003,17:01:20,25.338,N,71.996,W,0
10/12/2003,17:03:20,25.342,N,71.997,W,0
10/12/2003,17:05:20,25.346,N,71.999,W,0
10/12/2003,17:07:20,25.35,N,72,W,0
10/12/2003,17:09:20,25.354,N,72.001,W,0
10/12/2003,17:11:20,25.358,N,72.002,W,0
10/12/2003,17:13:21,25.362,N,72.003,W,0
10/12/2003,17:15:21,25.366,N,72.004,W,0
10/12/2003,17:17:21,25.37,N,72.005,W,0
10/12/2003,17:19:14,25.374,N,72.006,W,0
10/12/2003,17:21:14,25.378,N,72.007,W,0
10/12/2003,17:23:14,25.382,N,72.008,W,0
10/12/2003,17:25:14,25.386,N,72.009,W,0
10/12/2003,17:27:15,25.39,N,72.01,W,0
10/12/2003,17:29:15,25.394,N,72.011,W,0
10/12/2003,17:31:15,25.398,N,72.012,W,0
10/12/2003,17:33:15,25.402,N,72.013,W,0
10/12/2003,17:35:15,25.406,N,72.014,W,0
10/12/2003,17:37:15,25.41,N,72.015,W,0
10/12/2003,17:39:15,25.414,N,72.017,W,0
10/12/2003,17:41:15,25.418,N,72.018,W,0
10/12/2003,17:43:14,25.422,N,72.019,W,0
10/12/2003,17:45:14,25.426,N,72.02,W,0
10/12/2003,17:47:14,25.43,N,72.021,W,0
10/12/2003,17:49:14,25.434,N,72.022,W,0
10/12/2003,17:51:14,25.438,N,72.024,W,0
10/12/2003,17:53:14,25.442,N,72.025,W,0
10/12/2003,17:55:14,25.446,N,72.026,W,0
10/12/2003,17:57:15,25.45,N,72.027,W,0
10/12/2003,17:59:15,25.454,N,72.029,W,0
10/12/2003,18:01:15,25.458,N,72.03,W,0
10/12/2003,18:03:15,25.462,N,72.031,W,0
10/12/2003,18:05:15,25.466,N,72.033,W,0
10/12/2003,18:07:15,25.469,N,72.034,W,0
10/12/2003,18:09:15,25.473,N,72.036,W,0
10/12/2003,18:11:15,25.477,N,72.037,W,0
10/12/2003,18:13:14,25.481,N,72.038,W,0
10/12/2003,18:15:14,25.485,N,72.04,W,0
10/12/2003,18:17:14,25.489,N,72.041,W,0
10/12/2003,18:19:14,25.493,N,72.043,W,0
10/12/2003,18:21:14,25.497,N,72.044,W,0
10/12/2003,18:23:14,25.501,N,72.046,W,0
10/12/2003,18:25:14,25.505,N,72.047,W,0
10/12/2003,18:27:15,25.509,N,72.049,W,0
10/12/2003,18:29:15,25.513,N,72.05,W,0
10/12/2003,18:31:15,25.517,N,72.052,W,0
10/12/2003,18:33:15,25.52,N,72.053,W,0
10/12/2003,18:35:15,25.524,N,72.055,W,0
10/12/2003,18:37:15,25.528,N,72.056,W,0
10/12/2003,18:38:08,25.53,N,72.057,W,0
10/12/2003,18:40:08,25.534,N,72.058,W,0
10/12/2003,18:42:08,25.538,N,72.059,W,0
10/12/2003,18:44:08,25.542,N,72.06,W,0
10/12/2003,18:46:08,25.546,N,72.062,W,0
10/12/2003,18:48:08,25.55,N,72.063,W,0
10/12/2003,18:50:08,25.554,N,72.064,W,0
10/12/2003,18:52:07,25.557,N,72.065,W,0
10/12/2003,18:54:07,25.561,N,72.066,W,0
10/12/2003,18:56:07,25.565,N,72.067,W,0
10/12/2003,18:58:07,25.569,N,72.068,W,0
10/12/2003,19:00:07,25.573,N,72.069,W,0
10/12/2003,19:02:07,25.577,N,72.07,W,0
10/12/2003,19:04:07,25.581,N,72.071,W,0
10/12/2003,19:06:07,25.585,N,72.073,W,0
10/12/2003,19:08:08,25.589,N,72.074,W,0
10/12/2003,19:10:08,25.593,N,72.075,W,0
10/12/2003,19:12:08,25.596,N,72.076,W,0
10/12/2003,19:14:08,25.6,N,72.077,W,0
10/12/2003,19:16:08,25.604,N,72.077,W,0
10/12/2003,19:18:08,25.608,N,72.078,W,0
10/12/2003,19:20:08,25.612,N,72.079,W,0
10/12/2003,19:22:07,25.616,N,72.08,W,0
10/12/2003,19:24:07,25.62,N,72.081,W,0
10/12/2003,19:26:07,25.624,N,72.082,W,0
10/12/2003,19:28:07,25.627,N,72.083,W,0
10/12/2003,19:30:07,25.631,N,72.084,W,0
10/12/2003,19:32:07,25.635,N,72.085,W,0
10/12/2003,19:34:07,25.639,N,72.086,W,0
10/12/2003,19:36:07,25.643,N,72.086,W,0
10/12/2003,19:38:08,25.647,N,72.087,W,0
10/12/2003,19:40:08,25.65,N,72.088,W,0
10/12/2003,19:42:08,25.654,N,72.089,W,0
10/12/2003,19:44:08,25.658,N,72.09,W,0
10/12/2003,19:46:08,25.662,N,72.09,W,0
10/12/2003,19:48:08,25.666,N,72.091,W,0
10/12/2003,19:50:08,25.67,N,72.092,W,0
10/12/2003,19:52:07,25.673,N,72.093,W,0
10/12/2003,19:54:07,25.677,N,72.093,W,0
10/12/2003,19:56:07,25.681,N,72.094,W,0
10/12/2003,19:58:07,25.685,N,72.095,W,0
10/12/2003,20:00:07,25.689,N,72.095,W,0
10/12/2003,20:02:07,25.692,N,72.096,W,0
10/12/2003,20:04:07,25.696,N,72.096,W,0
10/12/2003,20:06:07,25.7,N,72.097,W,0
10/12/2003,20:08:08,25.704,N,72.098,W,0
10/12/2003,20:10:08,25.708,N,72.098,W,0
10/12/2003,20:12:08,25.711,N,72.099,W,0
10/12/2003,20:14:08,25.715,N,72.099,W,0
10/12/2003,20:16:08,25.719,N,72.1,W,0
10/12/2003,20:18:08,25.723,N,72.1,W,0
10/12/2003,20:20:08,25.726,N,72.101,W,0
10/12/2003,20:22:07,25.73,N,72.101,W,0
10/12/2003,20:24:07,25.734,N,72.101,W,0
10/12/2003,20:26:07,25.738,N,72.102,W,0
10/12/2003,20:28:07,25.741,N,72.102,W,0
10/12/2003,20:30:07,25.745,N,72.102,W,0
10/12/2003,20:32:07,25.749,N,72.103,W,0
10/12/2003,20:34:07,25.753,N,72.103,W,0
10/12/2003,20:36:07,25.756,N,72.103,W,0
10/12/2003,20:38:08,25.76,N,72.104,W,0
10/12/2003,20:40:08,25.764,N,72.104,W,0
10/12/2003,20:42:08,25.767,N,72.104,W,0
10/12/2003,20:44:08,25.771,N,72.104,W,0
10/12/2003,20:46:08,25.775,N,72.104,W,0
10/12/2003,20:48:08,25.778,N,72.105,W,0
10/12/2003,20:50:08,25.782,N,72.105,W,0
10/12/2003,20:52:07,25.786,N,72.105,W,0
10/12/2003,20:54:07,25.79,N,72.105,W,0
10/12/2003,20:56:07,25.793,N,72.105,W,0
10/12/2003,20:58:07,25.797,N,72.105,W,0
10/12/2003,21:00:07,25.8,N,72.105,W,0
10/12/2003,21:02:07,25.804,N,72.105,W,0
10/12/2003,21:04:07,25.808,N,72.105,W,0
10/12/2003,21:06:07,25.811,N,72.105,W,0
10/12/2003,21:08:08,25.815,N,72.105,W,0
10/12/2003,21:10:08,25.819,N,72.105,W,0
10/12/2003,21:12:08,25.822,N,72.104,W,0
10/12/2003,21:14:08,25.826,N,72.104,W,0
10/12/2003,21:16:08,25.829,N,72.104,W,0
10/12/2003,21:18:08,25.833,N,72.104,W,0
