Track,for,Felix,2007,,
9/2/2007,0:53:23,12.523,N,66.289,W
9/2/2007,0:55:23,12.524,N,66.297,W
9/2/2007,0:57:23,12.524,N,66.305,W
9/2/2007,0:59:24,12.525,N,66.313,W
9/2/2007,1:01:24,12.525,N,66.321,W
9/2/2007,1:03:24,12.526,N,66.329,W
9/2/2007,1:05:24,12.526,N,66.337,W
9/2/2007,1:07:23,12.526,N,66.345,W
9/2/2007,1:09:23,12.527,N,66.353,W
9/2/2007,1:11:23,12.527,N,66.361,W
9/2/2007,1:13:23,12.528,N,66.369,W
9/2/2007,1:15:24,12.528,N,66.377,W
9/2/2007,1:17:24,12.529,N,66.385,W
9/2/2007,1:19:24,12.529,N,66.393,W
9/2/2007,1:21:23,12.53,N,66.401,W
9/2/2007,1:23:23,12.53,N,66.41,W
9/2/2007,1:25:23,12.531,N,66.418,W
9/2/2007,1:27:23,12.531,N,66.426,W
9/2/2007,1:29:24,12.532,N,66.434,W
9/2/2007,1:31:24,12.532,N,66.442,W
9/2/2007,1:33:24,12.533,N,66.45,W
9/2/2007,1:35:24,12.533,N,66.458,W
9/2/2007,1:37:23,12.534,N,66.466,W
9/2/2007,1:39:23,12.534,N,66.475,W
9/2/2007,1:41:23,12.535,N,66.483,W
9/2/2007,1:43:23,12.535,N,66.491,W
9/2/2007,1:45:24,12.536,N,66.499,W
9/2/2007,1:47:24,12.536,N,66.507,W
9/2/2007,1:49:24,12.537,N,66.516,W
9/2/2007,1:51:23,12.537,N,66.524,W
9/2/2007,1:53:23,12.538,N,66.532,W
9/2/2007,1:55:23,12.538,N,66.541,W
9/2/2007,1:57:23,12.539,N,66.549,W
9/2/2007,1:59:24,12.539,N,66.557,W
9/2/2007,2:01:24,12.54,N,66.566,W
9/2/2007,2:03:24,12.541,N,66.574,W
9/2/2007,2:05:24,12.541,N,66.583,W
9/2/2007,2:07:23,12.542,N,66.591,W
9/2/2007,2:09:23,12.542,N,66.599,W
9/2/2007,2:11:23,12.543,N,66.608,W
9/2/2007,2:13:23,12.544,N,66.616,W
9/2/2007,2:15:24,12.544,N,66.625,W
9/2/2007,2:17:24,12.545,N,66.634,W
9/2/2007,2:19:24,12.546,N,66.642,W
9/2/2007,2:21:23,12.546,N,66.651,W
9/2/2007,2:23:23,12.547,N,66.66,W
9/2/2007,2:25:23,12.548,N,66.668,W
9/2/2007,2:27:23,12.549,N,66.677,W
9/2/2007,2:29:24,12.549,N,66.686,W
9/2/2007,2:31:24,12.55,N,66.695,W
9/2/2007,2:33:24,12.551,N,66.703,W
9/2/2007,2:35:24,12.552,N,66.712,W
9/2/2007,2:37:23,12.552,N,66.721,W
9/2/2007,2:39:23,12.553,N,66.73,W
9/2/2007,2:41:23,12.554,N,66.739,W
9/2/2007,2:43:23,12.555,N,66.748,W
9/2/2007,2:45:24,12.556,N,66.757,W
9/2/2007,2:47:24,12.557,N,66.766,W
9/2/2007,2:49:24,12.557,N,66.776,W
9/2/2007,2:51:23,12.558,N,66.785,W
9/2/2007,2:53:23,12.559,N,66.794,W
9/2/2007,2:55:23,12.56,N,66.803,W
9/2/2007,2:57:23,12.561,N,66.813,W
9/2/2007,2:59:24,12.562,N,66.822,W
9/2/2007,3:01:24,12.563,N,66.831,W
9/2/2007,3:03:24,12.564,N,66.841,W
9/2/2007,3:05:24,12.565,N,66.85,W
9/2/2007,3:07:23,12.566,N,66.86,W
9/2/2007,3:09:23,12.567,N,66.869,W
9/2/2007,3:11:23,12.568,N,66.879,W
9/2/2007,3:13:23,12.569,N,66.889,W
9/2/2007,3:15:24,12.57,N,66.898,W
9/2/2007,3:17:24,12.571,N,66.908,W
9/2/2007,3:19:24,12.572,N,66.918,W
9/2/2007,3:21:23,12.574,N,66.928,W
9/2/2007,3:23:23,12.575,N,66.937,W
9/2/2007,3:25:23,12.576,N,66.947,W
9/2/2007,3:27:23,12.577,N,66.957,W
9/2/2007,3:29:24,12.578,N,66.967,W
9/2/2007,3:31:24,12.579,N,66.977,W
9/2/2007,3:33:24,12.581,N,66.987,W
9/2/2007,3:35:24,12.582,N,66.997,W
9/2/2007,3:37:23,12.583,N,67.007,W
9/2/2007,3:39:23,12.584,N,67.017,W
9/2/2007,3:41:23,12.585,N,67.028,W
9/2/2007,3:43:23,12.587,N,67.038,W
9/2/2007,3:45:24,12.588,N,67.048,W
9/2/2007,3:47:24,12.589,N,67.058,W
9/2/2007,3:49:24,12.591,N,67.068,W
9/2/2007,3:51:23,12.592,N,67.079,W
9/2/2007,3:53:23,12.593,N,67.089,W
9/2/2007,3:55:23,12.595,N,67.099,W
9/2/2007,3:57:23,12.596,N,67.11,W
9/2/2007,3:59:24,12.597,N,67.12,W
9/2/2007,4:01:24,12.599,N,67.131,W
9/2/2007,4:03:24,12.6,N,67.141,W
9/2/2007,4:05:24,12.601,N,67.152,W
9/2/2007,4:07:23,12.603,N,67.162,W
9/2/2007,4:09:23,12.604,N,67.173,W
9/2/2007,4:11:23,12.605,N,67.183,W
9/2/2007,4:13:23,12.607,N,67.194,W
9/2/2007,4:15:24,12.608,N,67.204,W
9/2/2007,4:17:24,12.61,N,67.215,W
9/2/2007,4:19:24,12.611,N,67.226,W
9/2/2007,4:21:23,12.613,N,67.236,W
9/2/2007,4:23:23,12.614,N,67.247,W
9/2/2007,4:25:23,12.615,N,67.258,W
9/2/2007,4:27:23,12.617,N,67.268,W
9/2/2007,4:29:24,12.618,N,67.279,W
9/2/2007,4:31:24,12.62,N,67.29,W
9/2/2007,4:33:24,12.621,N,67.301,W
9/2/2007,4:35:24,12.623,N,67.312,W
9/2/2007,4:37:23,12.624,N,67.322,W
9/2/2007,4:39:23,12.626,N,67.333,W
9/2/2007,4:41:23,12.627,N,67.344,W
9/2/2007,4:43:23,12.629,N,67.355,W
9/2/2007,4:45:24,12.63,N,67.366,W
9/2/2007,4:47:24,12.632,N,67.377,W
9/2/2007,4:49:24,12.633,N,67.388,W
9/2/2007,4:51:23,12.635,N,67.399,W
9/2/2007,4:53:23,12.637,N,67.41,W
9/2/2007,4:55:23,12.638,N,67.42,W
9/2/2007,4:57:23,12.64,N,67.431,W
9/2/2007,4:59:24,12.641,N,67.442,W
9/2/2007,5:01:24,12.643,N,67.453,W
9/2/2007,5:03:24,12.644,N,67.464,W
9/2/2007,5:05:24,12.646,N,67.475,W
9/2/2007,5:07:23,12.647,N,67.486,W
9/2/2007,5:09:23,12.649,N,67.497,W
9/2/2007,5:11:23,12.651,N,67.509,W
9/2/2007,5:13:07,12.652,N,67.518,W
9/2/2007,5:15:07,12.653,N,67.53,W
9/2/2007,5:17:07,12.655,N,67.542,W
9/2/2007,5:19:07,12.656,N,67.554,W
9/2/2007,5:21:06,12.657,N,67.565,W
9/2/2007,5:23:06,12.659,N,67.577,W
9/2/2007,5:25:06,12.66,N,67.588,W
9/2/2007,5:27:07,12.662,N,67.599,W
9/2/2007,5:29:07,12.664,N,67.61,W
9/2/2007,5:31:07,12.665,N,67.621,W
9/2/2007,5:33:07,12.667,N,67.632,W
9/2/2007,5:35:06,12.669,N,67.642,W
9/2/2007,5:37:06,12.671,N,67.653,W
9/2/2007,5:39:06,12.672,N,67.663,W
9/2/2007,5:40:44,12.674,N,67.671,W
9/2/2007,5:42:44,12.676,N,67.682,W
9/2/2007,5:44:44,12.677,N,67.692,W
9/2/2007,5:46:43,12.679,N,67.703,W
9/2/2007,5:48:43,12.681,N,67.713,W
9/2/2007,5:50:43,12.683,N,67.724,W
9/2/2007,5:52:43,12.685,N,67.734,W
9/2/2007,5:54:44,12.687,N,67.744,W
9/2/2007,5:56:44,12.688,N,67.754,W
9/2/2007,5:58:44,12.69,N,67.764,W
9/2/2007,6:00:44,12.692,N,67.774,W
9/2/2007,6:02:43,12.694,N,67.783,W
9/2/2007,6:04:43,12.696,N,67.793,W
9/2/2007,6:06:43,12.699,N,67.802,W
9/2/2007,6:08:44,12.701,N,67.811,W
9/2/2007,6:10:44,12.703,N,67.82,W
9/2/2007,6:12:44,12.705,N,67.829,W
9/2/2007,6:14:44,12.708,N,67.838,W
9/2/2007,6:16:43,12.71,N,67.847,W
9/2/2007,6:18:43,12.712,N,67.855,W
9/2/2007,6:20:43,12.715,N,67.863,W
9/2/2007,6:22:43,12.717,N,67.871,W
9/2/2007,6:24:44,12.72,N,67.879,W
9/2/2007,6:26:44,12.722,N,67.887,W
9/2/2007,6:28:44,12.725,N,67.894,W
9/2/2007,6:30:44,12.728,N,67.901,W
9/2/2007,6:32:43,12.731,N,67.908,W
9/2/2007,6:34:43,12.734,N,67.915,W
9/2/2007,6:36:43,12.737,N,67.922,W
9/2/2007,6:38:22,12.739,N,67.927,W
9/2/2007,6:40:22,12.741,N,67.936,W
9/2/2007,6:42:22,12.743,N,67.944,W
9/2/2007,6:44:22,12.745,N,67.953,W
9/2/2007,6:46:21,12.747,N,67.962,W
9/2/2007,6:48:21,12.749,N,67.971,W
9/2/2007,6:50:21,12.751,N,67.979,W
9/2/2007,6:52:21,12.753,N,67.988,W
9/2/2007,6:54:22,12.755,N,67.996,W
9/2/2007,6:56:22,12.757,N,68.005,W
9/2/2007,6:58:22,12.759,N,68.014,W
9/2/2007,7:00:22,12.761,N,68.022,W
9/2/2007,7:02:21,12.763,N,68.031,W
9/2/2007,7:04:21,12.765,N,68.039,W
9/2/2007,7:06:21,12.766,N,68.048,W
9/2/2007,7:08:22,12.768,N,68.056,W
9/2/2007,7:10:22,12.77,N,68.065,W
9/2/2007,7:12:22,12.772,N,68.073,W
9/2/2007,7:14:22,12.774,N,68.082,W
9/2/2007,7:16:21,12.775,N,68.09,W
9/2/2007,7:18:21,12.777,N,68.098,W
9/2/2007,7:20:21,12.779,N,68.107,W
9/2/2007,7:22:21,12.78,N,68.115,W
9/2/2007,7:24:22,12.782,N,68.123,W
9/2/2007,7:26:22,12.783,N,68.132,W
9/2/2007,7:28:22,12.785,N,68.14,W
9/2/2007,7:30:22,12.786,N,68.148,W
9/2/2007,7:32:21,12.788,N,68.156,W
9/2/2007,7:34:21,12.789,N,68.164,W
9/2/2007,7:36:21,12.791,N,68.172,W
9/2/2007,7:38:22,12.792,N,68.181,W
9/2/2007,7:40:22,12.793,N,68.189,W
9/2/2007,7:42:22,12.795,N,68.197,W
9/2/2007,7:44:22,12.796,N,68.205,W
9/2/2007,7:46:21,12.797,N,68.213,W
9/2/2007,7:48:21,12.798,N,68.221,W
9/2/2007,7:50:21,12.799,N,68.229,W
9/2/2007,7:52:21,12.801,N,68.237,W
9/2/2007,7:54:22,12.802,N,68.244,W
9/2/2007,7:56:22,12.803,N,68.252,W
9/2/2007,7:58:22,12.804,N,68.26,W
9/2/2007,8:00:22,12.805,N,68.268,W
9/2/2007,8:02:21,12.806,N,68.276,W
9/2/2007,8:04:21,12.807,N,68.284,W
9/2/2007,8:06:21,12.808,N,68.291,W
9/2/2007,8:08:22,12.809,N,68.299,W
9/2/2007,8:10:22,12.81,N,68.307,W
9/2/2007,8:12:22,12.811,N,68.315,W
9/2/2007,8:14:22,12.812,N,68.323,W
9/2/2007,8:16:21,12.813,N,68.33,W
9/2/2007,8:18:21,12.814,N,68.338,W
9/2/2007,8:20:21,12.815,N,68.346,W
9/2/2007,8:22:21,12.816,N,68.354,W
9/2/2007,8:24:22,12.817,N,68.361,W
9/2/2007,8:26:22,12.817,N,68.369,W
9/2/2007,8:28:22,12.818,N,68.377,W
9/2/2007,8:30:22,12.819,N,68.384,W
9/2/2007,8:32:21,12.82,N,68.392,W
9/2/2007,8:34:21,12.821,N,68.4,W
9/2/2007,8:36:21,12.822,N,68.408,W
9/2/2007,8:38:22,12.823,N,68.415,W
9/2/2007,8:40:22,12.824,N,68.423,W
9/2/2007,8:42:22,12.825,N,68.431,W
9/2/2007,8:44:22,12.826,N,68.439,W
9/2/2007,8:46:21,12.827,N,68.446,W
9/2/2007,8:48:21,12.828,N,68.454,W
9/2/2007,8:50:21,12.829,N,68.462,W
9/2/2007,8:52:21,12.83,N,68.47,W
9/2/2007,8:54:22,12.831,N,68.478,W
9/2/2007,8:56:22,12.831,N,68.486,W
9/2/2007,8:58:22,12.833,N,68.493,W
9/2/2007,9:00:22,12.834,N,68.501,W
9/2/2007,9:02:21,12.835,N,68.509,W
9/2/2007,9:04:21,12.836,N,68.517,W
9/2/2007,9:06:21,12.837,N,68.525,W
9/2/2007,9:08:22,12.838,N,68.533,W
9/2/2007,9:10:22,12.839,N,68.541,W
9/2/2007,9:12:22,12.84,N,68.549,W
9/2/2007,9:14:22,12.841,N,68.557,W
9/2/2007,9:16:21,12.843,N,68.565,W
9/2/2007,9:18:21,12.844,N,68.573,W
9/2/2007,9:20:21,12.845,N,68.582,W
9/2/2007,9:22:21,12.846,N,68.59,W
9/2/2007,9:24:22,12.848,N,68.598,W
9/2/2007,9:26:22,12.849,N,68.606,W
9/2/2007,9:28:22,12.85,N,68.614,W
9/2/2007,9:30:22,12.852,N,68.623,W
9/2/2007,9:32:21,12.853,N,68.631,W
9/2/2007,9:34:21,12.855,N,68.64,W
9/2/2007,9:36:21,12.856,N,68.648,W
9/2/2007,9:38:22,12.858,N,68.656,W
9/2/2007,9:40:22,12.86,N,68.665,W
9/2/2007,9:42:22,12.861,N,68.674,W
9/2/2007,9:44:22,12.863,N,68.682,W
9/2/2007,9:46:21,12.865,N,68.691,W
9/2/2007,9:48:21,12.867,N,68.699,W
9/2/2007,9:50:21,12.868,N,68.708,W
9/2/2007,9:52:21,12.87,N,68.717,W
9/2/2007,9:54:12,12.872,N,68.725,W
9/2/2007,9:56:12,12.874,N,68.734,W
9/2/2007,9:58:12,12.876,N,68.743,W
9/2/2007,10:00:13,12.878,N,68.752,W
9/2/2007,10:02:13,12.88,N,68.761,W
9/2/2007,10:04:13,12.882,N,68.769,W
9/2/2007,10:06:12,12.884,N,68.778,W
9/2/2007,10:08:12,12.887,N,68.787,W
9/2/2007,10:10:12,12.889,N,68.796,W
9/2/2007,10:12:12,12.891,N,68.805,W
9/2/2007,10:14:13,12.893,N,68.814,W
9/2/2007,10:16:13,12.895,N,68.824,W
9/2/2007,10:18:13,12.898,N,68.833,W
9/2/2007,10:20:13,12.9,N,68.842,W
9/2/2007,10:22:12,12.902,N,68.851,W
9/2/2007,10:24:12,12.904,N,68.86,W
9/2/2007,10:26:12,12.907,N,68.869,W
9/2/2007,10:28:12,12.909,N,68.878,W
9/2/2007,10:30:13,12.911,N,68.888,W
9/2/2007,10:32:13,12.914,N,68.897,W
9/2/2007,10:34:13,12.916,N,68.906,W
9/2/2007,10:36:12,12.919,N,68.916,W
9/2/2007,10:38:12,12.921,N,68.925,W
9/2/2007,10:40:12,12.923,N,68.934,W
9/2/2007,10:42:12,12.926,N,68.944,W
9/2/2007,10:44:13,12.928,N,68.953,W
9/2/2007,10:46:13,12.931,N,68.962,W
9/2/2007,10:48:13,12.933,N,68.972,W
9/2/2007,10:50:13,12.936,N,68.981,W
9/2/2007,10:52:12,12.939,N,68.991,W
9/2/2007,10:54:12,12.941,N,69,W
9/2/2007,10:56:12,12.944,N,69.01,W
9/2/2007,10:58:12,12.946,N,69.019,W
9/2/2007,11:00:13,12.949,N,69.029,W
9/2/2007,11:02:13,12.951,N,69.038,W
9/2/2007,11:04:13,12.954,N,69.048,W
9/2/2007,11:06:12,12.957,N,69.057,W
9/2/2007,11:08:12,12.959,N,69.067,W
9/2/2007,11:10:12,12.962,N,69.076,W
9/2/2007,11:12:12,12.965,N,69.086,W
9/2/2007,11:14:13,12.967,N,69.096,W
9/2/2007,11:16:13,12.97,N,69.105,W
9/2/2007,11:18:13,12.973,N,69.115,W
9/2/2007,11:20:13,12.976,N,69.125,W
9/2/2007,11:22:12,12.978,N,69.134,W
9/2/2007,11:24:12,12.981,N,69.144,W
9/2/2007,11:26:12,12.984,N,69.154,W
9/2/2007,11:28:12,12.987,N,69.164,W
9/2/2007,11:30:13,12.989,N,69.173,W
9/2/2007,11:32:10,12.992,N,69.183,W
9/2/2007,11:34:10,12.994,N,69.192,W
9/2/2007,11:36:10,12.997,N,69.202,W
9/2/2007,11:38:11,12.999,N,69.211,W
9/2/2007,11:40:11,13.001,N,69.221,W
9/2/2007,11:42:11,13.004,N,69.23,W
9/2/2007,11:44:11,13.006,N,69.24,W
9/2/2007,11:46:10,13.008,N,69.249,W
9/2/2007,11:48:10,13.011,N,69.259,W
9/2/2007,11:50:10,13.013,N,69.268,W
9/2/2007,11:52:10,13.015,N,69.278,W
9/2/2007,11:54:11,13.018,N,69.287,W
9/2/2007,11:56:11,13.02,N,69.297,W
9/2/2007,11:58:11,13.022,N,69.306,W
9/2/2007,12:00:11,13.024,N,69.316,W
9/2/2007,12:02:10,13.027,N,69.325,W
9/2/2007,12:04:10,13.029,N,69.335,W
9/2/2007,12:06:10,13.031,N,69.344,W
9/2/2007,12:08:11,13.033,N,69.354,W
9/2/2007,12:10:11,13.036,N,69.363,W
9/2/2007,12:12:11,13.038,N,69.373,W
9/2/2007,12:14:11,13.04,N,69.382,W
9/2/2007,12:16:10,13.042,N,69.392,W
9/2/2007,12:18:10,13.045,N,69.402,W
9/2/2007,12:20:10,13.047,N,69.411,W
9/2/2007,12:22:10,13.049,N,69.421,W
9/2/2007,12:24:11,13.051,N,69.43,W
9/2/2007,12:26:11,13.053,N,69.44,W
9/2/2007,12:28:11,13.056,N,69.45,W
9/2/2007,12:30:11,13.058,N,69.459,W
9/2/2007,12:32:10,13.06,N,69.469,W
9/2/2007,12:34:10,13.062,N,69.479,W
9/2/2007,12:36:10,13.064,N,69.488,W
9/2/2007,12:38:11,13.066,N,69.498,W
9/2/2007,12:40:11,13.068,N,69.508,W
9/2/2007,12:42:11,13.07,N,69.517,W
9/2/2007,12:44:11,13.073,N,69.527,W
9/2/2007,12:46:10,13.075,N,69.537,W
9/2/2007,12:48:10,13.077,N,69.546,W
9/2/2007,12:50:10,13.079,N,69.556,W
9/2/2007,12:52:10,13.081,N,69.566,W
9/2/2007,12:54:11,13.083,N,69.575,W
9/2/2007,12:56:11,13.085,N,69.585,W
9/2/2007,12:58:11,13.087,N,69.595,W
9/2/2007,13:00:11,13.089,N,69.605,W
9/2/2007,13:02:10,13.091,N,69.614,W
9/2/2007,13:04:10,13.093,N,69.624,W
9/2/2007,13:06:10,13.095,N,69.634,W
9/2/2007,13:08:11,13.097,N,69.644,W
9/2/2007,13:10:11,13.099,N,69.654,W
9/2/2007,13:12:11,13.101,N,69.663,W
9/2/2007,13:14:11,13.103,N,69.673,W
9/2/2007,13:16:10,13.105,N,69.683,W
9/2/2007,13:18:10,13.107,N,69.693,W
9/2/2007,13:20:10,13.109,N,69.703,W
9/2/2007,13:22:10,13.111,N,69.713,W
9/2/2007,13:24:11,13.112,N,69.723,W
9/2/2007,13:26:11,13.114,N,69.732,W
9/2/2007,13:28:11,13.116,N,69.742,W
9/2/2007,13:30:11,13.118,N,69.752,W
9/2/2007,13:32:10,13.12,N,69.762,W
9/2/2007,13:34:10,13.122,N,69.772,W
9/2/2007,13:36:10,13.124,N,69.782,W
9/2/2007,13:38:11,13.126,N,69.792,W
9/2/2007,13:40:11,13.128,N,69.802,W
9/2/2007,13:42:11,13.129,N,69.812,W
9/2/2007,13:44:11,13.131,N,69.822,W
9/2/2007,13:46:10,13.133,N,69.832,W
9/2/2007,13:48:10,13.135,N,69.842,W
9/2/2007,13:50:10,13.137,N,69.852,W
9/2/2007,13:52:10,13.139,N,69.862,W
9/2/2007,13:54:11,13.141,N,69.872,W
9/2/2007,13:56:11,13.142,N,69.882,W
9/2/2007,13:58:11,13.144,N,69.892,W
9/2/2007,14:00:11,13.146,N,69.902,W
9/2/2007,14:02:10,13.148,N,69.912,W
9/2/2007,14:04:10,13.15,N,69.922,W
9/2/2007,14:06:10,13.152,N,69.932,W
9/2/2007,14:08:11,13.154,N,69.942,W
9/2/2007,14:10:11,13.155,N,69.952,W
9/2/2007,14:12:11,13.157,N,69.962,W
9/2/2007,14:14:11,13.159,N,69.972,W
9/2/2007,14:16:10,13.161,N,69.982,W
9/2/2007,14:18:10,13.163,N,69.992,W
9/2/2007,14:20:10,13.165,N,70.002,W
9/2/2007,14:22:10,13.166,N,70.012,W
9/2/2007,14:24:11,13.168,N,70.022,W
9/2/2007,14:26:11,13.17,N,70.032,W
9/2/2007,14:28:11,13.172,N,70.042,W
9/2/2007,14:30:11,13.174,N,70.053,W
9/2/2007,14:32:10,13.176,N,70.063,W
9/2/2007,14:34:10,13.178,N,70.073,W
9/2/2007,14:36:10,13.179,N,70.083,W
9/2/2007,14:38:11,13.181,N,70.093,W
9/2/2007,14:40:11,13.183,N,70.103,W
9/2/2007,14:42:11,13.185,N,70.113,W
9/2/2007,14:44:11,13.187,N,70.124,W
9/2/2007,14:46:10,13.189,N,70.134,W
9/2/2007,14:48:10,13.191,N,70.144,W
9/2/2007,14:50:10,13.192,N,70.154,W
9/2/2007,14:52:10,13.194,N,70.164,W
9/2/2007,14:54:11,13.196,N,70.174,W
9/2/2007,14:56:11,13.198,N,70.185,W
9/2/2007,14:58:11,13.2,N,70.195,W
9/2/2007,15:00:11,13.202,N,70.205,W
9/2/2007,15:02:10,13.204,N,70.215,W
9/2/2007,15:04:10,13.206,N,70.225,W
9/2/2007,15:06:10,13.208,N,70.236,W
9/2/2007,15:08:11,13.21,N,70.246,W
9/2/2007,15:10:11,13.211,N,70.256,W
9/2/2007,15:12:11,13.213,N,70.266,W
9/2/2007,15:14:11,13.215,N,70.276,W
9/2/2007,15:16:10,13.217,N,70.287,W
9/2/2007,15:18:10,13.219,N,70.297,W
9/2/2007,15:20:10,13.221,N,70.307,W
9/2/2007,15:22:10,13.223,N,70.317,W
9/2/2007,15:24:11,13.225,N,70.328,W
9/2/2007,15:26:11,13.227,N,70.338,W
9/2/2007,15:28:11,13.229,N,70.348,W
9/2/2007,15:30:11,13.231,N,70.359,W
9/2/2007,15:32:10,13.233,N,70.369,W
9/2/2007,15:34:10,13.235,N,70.379,W
9/2/2007,15:36:10,13.237,N,70.389,W
9/2/2007,15:38:11,13.239,N,70.4,W
9/2/2007,15:40:11,13.242,N,70.41,W
9/2/2007,15:42:11,13.244,N,70.42,W
9/2/2007,15:44:11,13.246,N,70.43,W
9/2/2007,15:46:10,13.248,N,70.441,W
9/2/2007,15:48:10,13.25,N,70.451,W
9/2/2007,15:50:10,13.252,N,70.461,W
9/2/2007,15:52:10,13.254,N,70.472,W
9/2/2007,15:54:11,13.256,N,70.482,W
9/2/2007,15:56:11,13.259,N,70.492,W
9/2/2007,15:58:11,13.261,N,70.503,W
9/2/2007,16:00:10,13.263,N,70.513,W
9/2/2007,16:02:11,13.265,N,70.523,W
9/2/2007,16:04:11,13.267,N,70.534,W
9/2/2007,16:06:11,13.27,N,70.544,W
9/2/2007,16:08:11,13.272,N,70.554,W
9/2/2007,16:10:11,13.274,N,70.565,W
9/2/2007,16:12:11,13.276,N,70.575,W
9/2/2007,16:14:11,13.279,N,70.585,W
9/2/2007,16:16:10,13.281,N,70.596,W
9/2/2007,16:18:10,13.283,N,70.606,W
9/2/2007,16:20:10,13.285,N,70.616,W
9/2/2007,16:22:10,13.288,N,70.627,W
9/2/2007,16:24:10,13.29,N,70.637,W
9/2/2007,16:26:10,13.292,N,70.647,W
9/2/2007,16:28:10,13.295,N,70.658,W
9/2/2007,16:30:10,13.297,N,70.668,W
9/2/2007,16:32:11,13.299,N,70.678,W
9/2/2007,16:34:11,13.302,N,70.689,W
9/2/2007,16:36:11,13.304,N,70.699,W
9/2/2007,16:38:11,13.307,N,70.71,W
9/2/2007,16:40:11,13.309,N,70.72,W
9/2/2007,16:42:11,13.311,N,70.73,W
9/2/2007,16:44:11,13.314,N,70.741,W
9/2/2007,16:46:10,13.316,N,70.751,W
9/2/2007,16:48:10,13.319,N,70.761,W
9/2/2007,16:50:10,13.321,N,70.772,W
9/2/2007,16:52:10,13.324,N,70.782,W
9/2/2007,16:54:10,13.326,N,70.793,W
9/2/2007,16:56:10,13.329,N,70.803,W
9/2/2007,16:58:10,13.331,N,70.813,W
9/2/2007,17:00:10,13.334,N,70.824,W
9/2/2007,17:02:11,13.336,N,70.834,W
9/2/2007,17:04:11,13.339,N,70.845,W
9/2/2007,17:06:11,13.341,N,70.855,W
9/2/2007,17:08:11,13.344,N,70.865,W
9/2/2007,17:10:11,13.346,N,70.876,W
9/2/2007,17:12:11,13.349,N,70.886,W
9/2/2007,17:14:11,13.351,N,70.897,W
9/2/2007,17:16:10,13.354,N,70.907,W
9/2/2007,17:18:10,13.356,N,70.918,W
9/2/2007,17:20:10,13.359,N,70.928,W
9/2/2007,17:22:10,13.362,N,70.938,W
9/2/2007,17:24:10,13.364,N,70.949,W
9/2/2007,17:24:47,13.365,N,70.952,W
9/2/2007,17:26:47,13.368,N,70.962,W
9/2/2007,17:28:48,13.371,N,70.973,W
9/2/2007,17:30:48,13.374,N,70.983,W
9/2/2007,17:32:48,13.377,N,70.994,W
9/2/2007,17:34:48,13.379,N,71.004,W
9/2/2007,17:36:48,13.382,N,71.015,W
9/2/2007,17:38:48,13.385,N,71.025,W
9/2/2007,17:40:48,13.388,N,71.036,W
9/2/2007,17:42:47,13.391,N,71.046,W
9/2/2007,17:44:47,13.394,N,71.057,W
9/2/2007,17:46:47,13.396,N,71.067,W
9/2/2007,17:48:47,13.399,N,71.078,W
9/2/2007,17:50:47,13.402,N,71.088,W
9/2/2007,17:52:47,13.405,N,71.099,W
9/2/2007,17:54:47,13.408,N,71.109,W
9/2/2007,17:56:47,13.41,N,71.12,W
9/2/2007,17:58:48,13.413,N,71.13,W
9/2/2007,18:00:48,13.416,N,71.141,W
9/2/2007,18:02:48,13.419,N,71.151,W
9/2/2007,18:04:48,13.422,N,71.162,W
9/2/2007,18:06:48,13.424,N,71.172,W
9/2/2007,18:08:48,13.427,N,71.183,W
9/2/2007,18:10:48,13.43,N,71.193,W
9/2/2007,18:12:47,13.432,N,71.203,W
9/2/2007,18:14:47,13.435,N,71.214,W
9/2/2007,18:16:47,13.438,N,71.224,W
9/2/2007,18:18:47,13.44,N,71.235,W
9/2/2007,18:20:47,13.443,N,71.245,W
9/2/2007,18:22:47,13.446,N,71.256,W
9/2/2007,18:24:47,13.448,N,71.266,W
9/2/2007,18:26:47,13.451,N,71.277,W
9/2/2007,18:28:48,13.454,N,71.287,W
9/2/2007,18:30:48,13.456,N,71.297,W
9/2/2007,18:32:48,13.459,N,71.308,W
9/2/2007,18:34:48,13.461,N,71.318,W
9/2/2007,18:36:48,13.464,N,71.329,W
9/2/2007,18:38:48,13.466,N,71.339,W
9/2/2007,18:40:48,13.469,N,71.349,W
9/2/2007,18:42:47,13.471,N,71.36,W
9/2/2007,18:44:47,13.474,N,71.37,W
9/2/2007,18:46:47,13.476,N,71.381,W
9/2/2007,18:48:47,13.479,N,71.391,W
9/2/2007,18:50:47,13.481,N,71.401,W
9/2/2007,18:52:47,13.483,N,71.412,W
9/2/2007,18:54:12,13.485,N,71.419,W
9/2/2007,18:56:12,13.484,N,71.429,W
9/2/2007,18:58:12,13.483,N,71.438,W
9/2/2007,19:00:12,13.482,N,71.448,W
9/2/2007,19:02:12,13.48,N,71.458,W
9/2/2007,19:04:11,13.478,N,71.467,W
9/2/2007,19:06:11,13.476,N,71.477,W
9/2/2007,19:08:11,13.474,N,71.486,W
9/2/2007,19:10:11,13.471,N,71.496,W
9/2/2007,19:12:11,13.469,N,71.505,W
9/2/2007,19:14:11,13.465,N,71.514,W
9/2/2007,19:16:11,13.462,N,71.524,W
9/2/2007,19:18:12,13.458,N,71.533,W
9/2/2007,19:20:12,13.454,N,71.542,W
9/2/2007,19:22:12,13.45,N,71.551,W
9/2/2007,19:24:12,13.446,N,71.56,W
9/2/2007,19:26:12,13.441,N,71.569,W
