Track,for,Fabian,2003,,
9/2/2003,13:03:42,20.007,N,60.266,W
9/2/2003,13:05:42,20.008,N,60.271,W
9/2/2003,13:07:43,20.01,N,60.276,W
9/2/2003,13:09:43,20.012,N,60.281,W
9/2/2003,13:11:43,20.014,N,60.286,W
9/2/2003,13:13:42,20.015,N,60.291,W
9/2/2003,13:15:42,20.017,N,60.296,W
9/2/2003,13:17:42,20.019,N,60.3,W
9/2/2003,13:19:42,20.021,N,60.305,W
9/2/2003,13:21:43,20.023,N,60.31,W
9/2/2003,13:23:43,20.024,N,60.315,W
9/2/2003,13:25:43,20.026,N,60.32,W
9/2/2003,13:27:43,20.028,N,60.324,W
9/2/2003,13:29:42,20.03,N,60.329,W
9/2/2003,13:31:42,20.032,N,60.334,W
9/2/2003,13:33:42,20.034,N,60.338,W
9/2/2003,13:35:42,20.036,N,60.343,W
9/2/2003,13:37:43,20.038,N,60.348,W
9/2/2003,13:39:43,20.04,N,60.352,W
9/2/2003,13:41:43,20.042,N,60.357,W
9/2/2003,13:43:42,20.044,N,60.362,W
9/2/2003,13:45:42,20.046,N,60.366,W
9/2/2003,13:47:42,20.048,N,60.371,W
9/2/2003,13:49:42,20.051,N,60.375,W
9/2/2003,13:51:43,20.053,N,60.38,W
9/2/2003,13:53:43,20.055,N,60.384,W
9/2/2003,13:55:43,20.057,N,60.389,W
9/2/2003,13:57:43,20.06,N,60.393,W
9/2/2003,13:59:42,20.062,N,60.397,W
9/2/2003,14:01:42,20.064,N,60.402,W
9/2/2003,14:03:42,20.067,N,60.406,W
9/2/2003,14:05:42,20.069,N,60.411,W
9/2/2003,14:07:43,20.071,N,60.415,W
9/2/2003,14:09:43,20.074,N,60.419,W
9/2/2003,14:11:43,20.076,N,60.423,W
9/2/2003,14:13:42,20.079,N,60.428,W
9/2/2003,14:15:42,20.081,N,60.432,W
9/2/2003,14:17:42,20.084,N,60.436,W
9/2/2003,14:19:42,20.086,N,60.44,W
9/2/2003,14:21:43,20.089,N,60.445,W
9/2/2003,14:23:43,20.091,N,60.449,W
9/2/2003,14:25:43,20.094,N,60.453,W
9/2/2003,14:27:43,20.097,N,60.457,W
9/2/2003,14:29:42,20.099,N,60.461,W
9/2/2003,14:31:42,20.102,N,60.465,W
9/2/2003,14:33:42,20.105,N,60.469,W
9/2/2003,14:35:42,20.108,N,60.473,W
9/2/2003,14:37:43,20.11,N,60.478,W
9/2/2003,14:39:43,20.113,N,60.482,W
9/2/2003,14:41:43,20.116,N,60.486,W
9/2/2003,14:43:42,20.119,N,60.49,W
9/2/2003,14:45:42,20.121,N,60.494,W
9/2/2003,14:47:42,20.124,N,60.497,W
9/2/2003,14:49:42,20.127,N,60.501,W
9/2/2003,14:51:43,20.13,N,60.505,W
9/2/2003,14:53:43,20.133,N,60.509,W
9/2/2003,14:55:43,20.136,N,60.513,W
9/2/2003,14:57:43,20.139,N,60.517,W
9/2/2003,14:59:42,20.142,N,60.521,W
9/2/2003,15:01:42,20.145,N,60.525,W
9/2/2003,15:03:42,20.148,N,60.529,W
9/2/2003,15:05:42,20.151,N,60.532,W
9/2/2003,15:07:43,20.154,N,60.536,W
9/2/2003,15:09:43,20.157,N,60.54,W
9/2/2003,15:11:43,20.16,N,60.544,W
9/2/2003,15:13:42,20.163,N,60.548,W
9/2/2003,15:15:42,20.166,N,60.551,W
9/2/2003,15:17:42,20.17,N,60.555,W
9/2/2003,15:19:42,20.173,N,60.559,W
9/2/2003,15:21:43,20.176,N,60.562,W
9/2/2003,15:23:43,20.179,N,60.566,W
9/2/2003,15:25:43,20.182,N,60.57,W
9/2/2003,15:27:43,20.186,N,60.573,W
9/2/2003,15:29:42,20.189,N,60.577,W
9/2/2003,15:31:42,20.192,N,60.581,W
9/2/2003,15:33:42,20.195,N,60.584,W
9/2/2003,15:35:42,20.199,N,60.588,W
9/2/2003,15:37:43,20.202,N,60.592,W
9/2/2003,15:39:43,20.205,N,60.595,W
9/2/2003,15:41:43,20.209,N,60.599,W
9/2/2003,15:43:42,20.212,N,60.602,W
9/2/2003,15:45:42,20.215,N,60.606,W
9/2/2003,15:47:42,20.219,N,60.609,W
9/2/2003,15:49:42,20.222,N,60.613,W
9/2/2003,15:51:43,20.226,N,60.616,W
9/2/2003,15:53:43,20.229,N,60.62,W
9/2/2003,15:55:43,20.232,N,60.623,W
9/2/2003,15:57:43,20.236,N,60.627,W
9/2/2003,15:59:42,20.239,N,60.63,W
9/2/2003,16:01:42,20.243,N,60.634,W
9/2/2003,16:03:42,20.246,N,60.637,W
9/2/2003,16:05:42,20.25,N,60.641,W
9/2/2003,16:07:43,20.253,N,60.644,W
9/2/2003,16:09:43,20.257,N,60.648,W
9/2/2003,16:11:43,20.26,N,60.651,W
9/2/2003,16:13:42,20.264,N,60.654,W
9/2/2003,16:15:42,20.268,N,60.658,W
9/2/2003,16:17:42,20.271,N,60.661,W
9/2/2003,16:19:42,20.275,N,60.665,W
9/2/2003,16:21:43,20.278,N,60.668,W
9/2/2003,16:23:43,20.282,N,60.671,W
9/2/2003,16:25:43,20.285,N,60.675,W
9/2/2003,16:27:43,20.289,N,60.678,W
9/2/2003,16:29:42,20.293,N,60.681,W
9/2/2003,16:31:42,20.296,N,60.685,W
9/2/2003,16:33:42,20.3,N,60.688,W
9/2/2003,16:35:42,20.304,N,60.691,W
9/2/2003,16:37:43,20.307,N,60.695,W
9/2/2003,16:39:43,20.311,N,60.698,W
9/2/2003,16:41:43,20.315,N,60.701,W
9/2/2003,16:43:42,20.318,N,60.704,W
9/2/2003,16:45:42,20.322,N,60.708,W
9/2/2003,16:47:42,20.326,N,60.711,W
9/2/2003,16:49:42,20.33,N,60.714,W
9/2/2003,16:51:43,20.333,N,60.718,W
9/2/2003,16:53:43,20.337,N,60.721,W
9/2/2003,16:55:43,20.341,N,60.724,W
9/2/2003,16:57:43,20.345,N,60.727,W
9/2/2003,16:59:42,20.348,N,60.731,W
9/2/2003,17:01:42,20.352,N,60.734,W
9/2/2003,17:03:42,20.356,N,60.737,W
9/2/2003,17:05:42,20.36,N,60.74,W
9/2/2003,17:07:43,20.363,N,60.743,W
9/2/2003,17:09:43,20.367,N,60.747,W
9/2/2003,17:11:43,20.371,N,60.75,W
9/2/2003,17:13:42,20.375,N,60.753,W
9/2/2003,17:15:42,20.379,N,60.756,W
9/2/2003,17:17:42,20.382,N,60.76,W
9/2/2003,17:19:42,20.386,N,60.763,W
9/2/2003,17:21:43,20.39,N,60.766,W
9/2/2003,17:23:43,20.394,N,60.769,W
9/2/2003,17:25:43,20.398,N,60.772,W
9/2/2003,17:27:43,20.401,N,60.775,W
9/2/2003,17:29:42,20.405,N,60.779,W
9/2/2003,17:31:42,20.409,N,60.782,W
9/2/2003,17:33:42,20.413,N,60.785,W
9/2/2003,17:35:42,20.417,N,60.788,W
9/2/2003,17:37:43,20.421,N,60.791,W
9/2/2003,17:39:43,20.424,N,60.795,W
9/2/2003,17:40:01,20.425,N,60.795,W
9/2/2003,17:42:01,20.429,N,60.798,W
9/2/2003,17:44:02,20.433,N,60.801,W
9/2/2003,17:46:02,20.437,N,60.804,W
9/2/2003,17:48:02,20.44,N,60.808,W
9/2/2003,17:50:02,20.444,N,60.811,W
9/2/2003,17:52:01,20.448,N,60.814,W
9/2/2003,17:54:01,20.452,N,60.817,W
9/2/2003,17:56:01,20.456,N,60.82,W
9/2/2003,17:57:43,20.459,N,60.823,W
9/2/2003,17:59:42,20.463,N,60.826,W
9/2/2003,18:01:42,20.468,N,60.828,W
9/2/2003,18:03:42,20.472,N,60.831,W
9/2/2003,18:05:42,20.477,N,60.833,W
9/2/2003,18:07:43,20.482,N,60.836,W
9/2/2003,18:09:43,20.487,N,60.838,W
9/2/2003,18:11:43,20.492,N,60.84,W
9/2/2003,18:13:42,20.497,N,60.841,W
9/2/2003,18:15:42,20.503,N,60.843,W
9/2/2003,18:17:42,20.508,N,60.844,W
9/2/2003,18:19:42,20.514,N,60.846,W
9/2/2003,18:21:43,20.519,N,60.847,W
9/2/2003,18:23:43,20.524,N,60.848,W
9/2/2003,18:25:43,20.53,N,60.849,W
9/2/2003,18:27:06,20.533,N,60.85,W
9/2/2003,18:29:06,20.529,N,60.849,W
9/2/2003,18:31:06,20.525,N,60.847,W
9/2/2003,18:33:05,20.52,N,60.845,W
9/2/2003,18:35:05,20.515,N,60.844,W
9/2/2003,18:37:05,20.51,N,60.842,W
9/2/2003,18:39:06,20.505,N,60.84,W
9/2/2003,18:41:06,20.501,N,60.839,W
9/2/2003,18:43:06,20.497,N,60.838,W
9/2/2003,18:45:06,20.494,N,60.838,W
9/2/2003,18:47:05,20.493,N,60.838,W
9/2/2003,18:49:05,20.493,N,60.84,W
9/2/2003,18:51:05,20.494,N,60.841,W
9/2/2003,18:53:05,20.497,N,60.844,W
9/2/2003,18:55:06,20.501,N,60.847,W
9/2/2003,18:57:06,20.507,N,60.851,W
9/2/2003,18:59:06,20.513,N,60.855,W
9/2/2003,19:01:06,20.52,N,60.86,W
9/2/2003,19:03:05,20.528,N,60.865,W
9/2/2003,19:05:05,20.537,N,60.871,W
9/2/2003,19:07:05,20.546,N,60.877,W
9/2/2003,19:08:14,20.551,N,60.88,W
9/2/2003,19:10:13,20.562,N,60.886,W
9/2/2003,19:12:13,20.571,N,60.892,W
9/2/2003,19:13:08,20.575,N,60.895,W
9/2/2003,19:15:08,20.579,N,60.903,W
9/2/2003,19:17:08,20.584,N,60.91,W
9/2/2003,19:19:09,20.588,N,60.918,W
9/2/2003,19:21:09,20.592,N,60.926,W
9/2/2003,19:23:09,20.596,N,60.933,W
9/2/2003,19:25:08,20.601,N,60.941,W
9/2/2003,19:27:08,20.605,N,60.948,W
9/2/2003,19:29:08,20.609,N,60.956,W
9/2/2003,19:30:57,20.613,N,60.963,W
9/2/2003,19:32:58,20.617,N,60.97,W
9/2/2003,19:34:58,20.621,N,60.977,W
9/2/2003,19:36:58,20.625,N,60.985,W
9/2/2003,19:38:58,20.629,N,60.991,W
9/2/2003,19:40:57,20.634,N,60.998,W
9/2/2003,19:42:57,20.638,N,61.005,W
9/2/2003,19:44:57,20.641,N,61.011,W
9/2/2003,19:46:57,20.645,N,61.018,W
9/2/2003,19:48:58,20.649,N,61.024,W
9/2/2003,19:50:58,20.653,N,61.03,W
9/2/2003,19:52:58,20.657,N,61.036,W
9/2/2003,19:54:57,20.66,N,61.041,W
9/2/2003,19:56:57,20.664,N,61.046,W
9/2/2003,19:58:57,20.668,N,61.051,W
9/2/2003,20:00:57,20.671,N,61.056,W
9/2/2003,20:02:58,20.675,N,61.061,W
9/2/2003,20:04:58,20.678,N,61.065,W
9/2/2003,20:06:58,20.681,N,61.069,W
9/2/2003,20:08:58,20.684,N,61.073,W
9/2/2003,20:10:57,20.687,N,61.076,W
9/2/2003,20:12:57,20.69,N,61.079,W
9/2/2003,20:14:57,20.693,N,61.082,W
9/2/2003,20:16:57,20.696,N,61.084,W
9/2/2003,20:18:58,20.699,N,61.086,W
9/2/2003,20:20:58,20.702,N,61.088,W
9/2/2003,20:22:58,20.704,N,61.09,W
9/2/2003,20:24:57,20.707,N,61.091,W
9/2/2003,20:26:57,20.709,N,61.092,W
9/2/2003,20:28:57,20.711,N,61.093,W
9/2/2003,20:30:57,20.714,N,61.093,W
9/2/2003,20:32:58,20.716,N,61.094,W
9/2/2003,20:34:58,20.718,N,61.094,W
9/2/2003,20:36:58,20.72,N,61.094,W
9/2/2003,20:38:58,20.722,N,61.094,W
9/2/2003,20:40:57,20.724,N,61.094,W
9/2/2003,20:42:57,20.726,N,61.094,W
9/2/2003,20:44:57,20.728,N,61.093,W
9/2/2003,20:46:57,20.73,N,61.093,W
9/2/2003,20:48:58,20.731,N,61.093,W
9/2/2003,20:50:58,20.733,N,61.092,W
9/2/2003,20:52:58,20.735,N,61.092,W
9/2/2003,20:54:57,20.736,N,61.091,W
9/2/2003,20:56:57,20.738,N,61.091,W
9/2/2003,20:58:57,20.74,N,61.091,W
9/2/2003,21:00:57,20.741,N,61.091,W
9/2/2003,21:02:58,20.743,N,61.091,W
9/2/2003,21:04:58,20.744,N,61.091,W
9/2/2003,21:06:58,20.746,N,61.091,W
9/2/2003,21:08:58,20.747,N,61.091,W
9/2/2003,21:10:57,20.749,N,61.092,W
9/2/2003,21:12:57,20.75,N,61.092,W
9/2/2003,21:14:07,20.751,N,61.093,W
9/2/2003,21:16:08,20.753,N,61.096,W
9/2/2003,21:18:08,20.755,N,61.099,W
9/2/2003,21:20:08,20.757,N,61.102,W
9/2/2003,21:22:07,20.759,N,61.106,W
9/2/2003,21:24:07,20.761,N,61.109,W
9/2/2003,21:26:07,20.763,N,61.112,W
9/2/2003,21:28:07,20.765,N,61.116,W
9/2/2003,21:30:08,20.767,N,61.119,W
9/2/2003,21:32:08,20.769,N,61.122,W
9/2/2003,21:34:08,20.77,N,61.126,W
9/2/2003,21:36:08,20.772,N,61.129,W
9/2/2003,21:38:07,20.774,N,61.133,W
9/2/2003,21:40:07,20.775,N,61.136,W
9/2/2003,21:42:07,20.777,N,61.14,W
9/2/2003,21:44:07,20.778,N,61.144,W
9/2/2003,21:46:08,20.78,N,61.147,W
9/2/2003,21:48:08,20.781,N,61.151,W
9/2/2003,21:50:08,20.783,N,61.155,W
9/2/2003,21:52:07,20.784,N,61.159,W
9/2/2003,21:54:07,20.786,N,61.163,W
9/2/2003,21:56:07,20.787,N,61.167,W
9/2/2003,21:58:07,20.788,N,61.171,W
9/2/2003,22:00:08,20.789,N,61.175,W
9/2/2003,22:02:08,20.79,N,61.179,W
9/2/2003,22:04:08,20.792,N,61.183,W
9/2/2003,22:06:08,20.793,N,61.187,W
9/2/2003,22:08:07,20.794,N,61.191,W
9/2/2003,22:10:07,20.795,N,61.195,W
9/2/2003,22:12:07,20.795,N,61.2,W
9/2/2003,22:14:07,20.796,N,61.204,W
9/2/2003,22:16:08,20.797,N,61.209,W
9/2/2003,22:18:08,20.798,N,61.213,W
9/2/2003,22:18:33,20.798,N,61.214,W
9/2/2003,22:20:33,20.799,N,61.218,W
9/2/2003,22:22:33,20.801,N,61.221,W
9/2/2003,22:24:33,20.802,N,61.225,W
9/2/2003,22:26:34,20.804,N,61.229,W
9/2/2003,22:28:34,20.805,N,61.233,W
9/2/2003,22:30:34,20.807,N,61.236,W
9/2/2003,22:32:34,20.808,N,61.24,W
9/2/2003,22:34:33,20.81,N,61.244,W
9/2/2003,22:36:33,20.811,N,61.247,W
9/2/2003,22:38:33,20.813,N,61.251,W
9/2/2003,22:40:33,20.814,N,61.255,W
9/2/2003,22:42:34,20.816,N,61.258,W
9/2/2003,22:44:34,20.817,N,61.262,W
9/2/2003,22:46:34,20.819,N,61.266,W
9/2/2003,22:48:33,20.82,N,61.269,W
9/2/2003,22:50:33,20.822,N,61.273,W
9/2/2003,22:52:33,20.823,N,61.277,W
9/2/2003,22:54:33,20.825,N,61.28,W
9/2/2003,22:56:34,20.826,N,61.284,W
9/2/2003,22:58:34,20.828,N,61.288,W
9/2/2003,23:00:34,20.829,N,61.291,W
9/2/2003,23:02:34,20.831,N,61.295,W
9/2/2003,23:04:33,20.832,N,61.299,W
9/2/2003,23:06:33,20.834,N,61.302,W
9/2/2003,23:08:33,20.835,N,61.306,W
9/2/2003,23:10:33,20.837,N,61.309,W
9/2/2003,23:12:34,20.838,N,61.313,W
9/2/2003,23:14:34,20.84,N,61.317,W
9/2/2003,23:16:34,20.841,N,61.32,W
9/2/2003,23:18:33,20.843,N,61.324,W
9/2/2003,23:20:33,20.845,N,61.327,W
9/2/2003,23:22:33,20.846,N,61.331,W
9/2/2003,23:24:33,20.848,N,61.334,W
9/2/2003,23:26:34,20.849,N,61.338,W
9/2/2003,23:28:34,20.851,N,61.342,W
9/2/2003,23:30:34,20.852,N,61.345,W
9/2/2003,23:32:34,20.854,N,61.349,W
9/2/2003,23:34:33,20.855,N,61.352,W
9/2/2003,23:36:33,20.857,N,61.356,W
9/2/2003,23:38:33,20.859,N,61.359,W
9/2/2003,23:40:33,20.86,N,61.363,W
9/2/2003,23:42:34,20.862,N,61.366,W
9/2/2003,23:44:34,20.863,N,61.37,W
9/2/2003,23:46:34,20.865,N,61.373,W
9/2/2003,23:48:33,20.866,N,61.377,W
9/2/2003,23:50:33,20.868,N,61.38,W
9/2/2003,23:52:33,20.87,N,61.384,W
9/2/2003,23:54:33,20.871,N,61.387,W
9/2/2003,23:56:34,20.873,N,61.391,W
9/2/2003,23:58:34,20.874,N,61.394,W
9/3/2003,0:00:34,20.876,N,61.397,W
9/3/2003,0:02:34,20.877,N,61.401,W
9/3/2003,0:04:33,20.879,N,61.404,W
9/3/2003,0:06:33,20.881,N,61.408,W
9/3/2003,0:08:33,20.882,N,61.411,W
9/3/2003,0:10:33,20.884,N,61.414,W
9/3/2003,0:12:34,20.886,N,61.418,W
9/3/2003,0:14:34,20.887,N,61.421,W
9/3/2003,0:16:34,20.889,N,61.425,W
9/3/2003,0:18:33,20.89,N,61.428,W
9/3/2003,0:20:33,20.892,N,61.431,W
9/3/2003,0:22:33,20.894,N,61.435,W
9/3/2003,0:24:33,20.895,N,61.438,W
9/3/2003,0:26:34,20.897,N,61.441,W
9/3/2003,0:28:34,20.899,N,61.445,W
9/3/2003,0:30:34,20.9,N,61.448,W
9/3/2003,0:32:34,20.902,N,61.451,W
9/3/2003,0:34:33,20.904,N,61.454,W
9/3/2003,0:36:33,20.905,N,61.458,W
9/3/2003,0:38:33,20.907,N,61.461,W
9/3/2003,0:40:33,20.909,N,61.464,W
9/3/2003,0:42:34,20.91,N,61.467,W
9/3/2003,0:44:34,20.912,N,61.471,W
9/3/2003,0:46:34,20.914,N,61.474,W
9/3/2003,0:48:33,20.915,N,61.477,W
9/3/2003,0:50:33,20.917,N,61.48,W
9/3/2003,0:52:33,20.919,N,61.484,W
9/3/2003,0:54:33,20.92,N,61.487,W
9/3/2003,0:56:34,20.922,N,61.49,W
9/3/2003,0:58:34,20.924,N,61.493,W
9/3/2003,1:00:34,20.926,N,61.496,W
9/3/2003,1:02:34,20.927,N,61.499,W
9/3/2003,1:04:33,20.929,N,61.502,W
9/3/2003,1:06:33,20.931,N,61.506,W
9/3/2003,1:08:33,20.933,N,61.509,W
9/3/2003,1:10:33,20.934,N,61.512,W
9/3/2003,1:12:34,20.936,N,61.515,W
9/3/2003,1:14:34,20.938,N,61.518,W
9/3/2003,1:16:34,20.94,N,61.521,W
9/3/2003,1:18:33,20.941,N,61.524,W
9/3/2003,1:20:33,20.943,N,61.527,W
9/3/2003,1:22:33,20.945,N,61.53,W
9/3/2003,1:24:33,20.947,N,61.533,W
9/3/2003,1:26:34,20.949,N,61.536,W
9/3/2003,1:28:34,20.95,N,61.539,W
9/3/2003,1:30:34,20.952,N,61.542,W
9/3/2003,1:32:34,20.954,N,61.545,W
9/3/2003,1:34:33,20.956,N,61.548,W
9/3/2003,1:36:33,20.958,N,61.551,W
9/3/2003,1:38:33,20.959,N,61.554,W
9/3/2003,1:40:33,20.961,N,61.557,W
9/3/2003,1:42:34,20.963,N,61.559,W
9/3/2003,1:44:34,20.965,N,61.562,W
9/3/2003,1:46:34,20.967,N,61.565,W
9/3/2003,1:48:33,20.969,N,61.568,W
9/3/2003,1:50:33,20.971,N,61.571,W
9/3/2003,1:52:33,20.972,N,61.574,W
9/3/2003,1:54:33,20.974,N,61.577,W
9/3/2003,1:56:34,20.976,N,61.579,W
9/3/2003,1:58:34,20.978,N,61.582,W
9/3/2003,2:00:34,20.98,N,61.585,W
9/3/2003,2:02:34,20.982,N,61.588,W
9/3/2003,2:04:33,20.984,N,61.59,W
9/3/2003,2:06:33,20.986,N,61.593,W
9/3/2003,2:08:33,20.988,N,61.596,W
9/3/2003,2:10:33,20.99,N,61.599,W
9/3/2003,2:12:34,20.992,N,61.601,W
9/3/2003,2:14:34,20.994,N,61.604,W
9/3/2003,2:16:34,20.996,N,61.607,W
9/3/2003,2:18:33,20.998,N,61.609,W
9/3/2003,2:20:33,21,N,61.612,W
9/3/2003,2:22:33,21.002,N,61.614,W
9/3/2003,2:24:33,21.004,N,61.617,W
9/3/2003,2:26:34,21.006,N,61.62,W
9/3/2003,2:28:34,21.008,N,61.622,W
9/3/2003,2:30:34,21.01,N,61.625,W
9/3/2003,2:32:34,21.012,N,61.627,W
9/3/2003,2:34:33,21.014,N,61.63,W
9/3/2003,2:36:33,21.016,N,61.632,W
9/3/2003,2:38:33,21.018,N,61.635,W
9/3/2003,2:40:33,21.02,N,61.637,W
9/3/2003,2:42:34,21.022,N,61.64,W
9/3/2003,2:44:34,21.024,N,61.642,W
9/3/2003,2:46:34,21.026,N,61.645,W
9/3/2003,2:48:33,21.028,N,61.647,W
9/3/2003,2:50:33,21.03,N,61.649,W
9/3/2003,2:52:33,21.032,N,61.652,W
9/3/2003,2:54:33,21.035,N,61.654,W
9/3/2003,2:56:34,21.037,N,61.656,W
9/3/2003,2:58:34,21.039,N,61.659,W
9/3/2003,3:00:34,21.041,N,61.661,W
9/3/2003,3:02:34,21.043,N,61.663,W
9/3/2003,3:04:33,21.045,N,61.666,W
9/3/2003,3:06:33,21.047,N,61.668,W
9/3/2003,3:08:33,21.05,N,61.67,W
9/3/2003,3:10:33,21.052,N,61.672,W
9/3/2003,3:12:34,21.054,N,61.675,W
9/3/2003,3:14:34,21.056,N,61.677,W
9/3/2003,3:16:34,21.058,N,61.679,W
9/3/2003,3:18:33,21.061,N,61.681,W
9/3/2003,3:20:33,21.063,N,61.683,W
9/3/2003,3:22:33,21.065,N,61.685,W
9/3/2003,3:24:33,21.067,N,61.688,W
9/3/2003,3:26:34,21.07,N,61.69,W
9/3/2003,3:28:34,21.072,N,61.692,W
9/3/2003,3:30:34,21.074,N,61.694,W
9/3/2003,3:32:34,21.077,N,61.696,W
9/3/2003,3:34:33,21.079,N,61.698,W
9/3/2003,3:36:33,21.081,N,61.7,W
9/3/2003,3:38:33,21.084,N,61.702,W
9/3/2003,3:40:33,21.086,N,61.704,W
9/3/2003,3:42:34,21.088,N,61.706,W
9/3/2003,3:44:34,21.091,N,61.708,W
9/3/2003,3:46:34,21.093,N,61.709,W
9/3/2003,3:48:33,21.095,N,61.711,W
9/3/2003,3:50:33,21.098,N,61.713,W
9/3/2003,3:52:33,21.1,N,61.715,W
9/3/2003,3:54:33,21.103,N,61.717,W
9/3/2003,3:56:34,21.105,N,61.719,W
9/3/2003,3:58:34,21.107,N,61.72,W
9/3/2003,4:00:34,21.11,N,61.722,W
9/3/2003,4:02:34,21.112,N,61.724,W
9/3/2003,4:04:33,21.115,N,61.726,W
9/3/2003,4:06:33,21.117,N,61.727,W
9/3/2003,4:08:33,21.12,N,61.729,W
9/3/2003,4:10:33,21.122,N,61.731,W
9/3/2003,4:12:34,21.125,N,61.733,W
9/3/2003,4:14:34,21.127,N,61.734,W
9/3/2003,4:16:34,21.13,N,61.736,W
9/3/2003,4:18:33,21.132,N,61.738,W
9/3/2003,4:20:33,21.135,N,61.739,W
9/3/2003,4:22:33,21.137,N,61.741,W
9/3/2003,4:24:33,21.14,N,61.742,W
9/3/2003,4:26:34,21.142,N,61.744,W
9/3/2003,4:28:34,21.145,N,61.745,W
9/3/2003,4:30:34,21.148,N,61.747,W
9/3/2003,4:32:34,21.15,N,61.749,W
9/3/2003,4:34:33,21.153,N,61.75,W
9/3/2003,4:36:33,21.155,N,61.752,W
9/3/2003,4:38:33,21.158,N,61.753,W
9/3/2003,4:40:33,21.161,N,61.755,W
9/3/2003,4:42:34,21.163,N,61.756,W
9/3/2003,4:44:34,21.166,N,61.757,W
9/3/2003,4:46:34,21.168,N,61.759,W
9/3/2003,4:48:33,21.171,N,61.76,W
9/3/2003,4:50:33,21.174,N,61.762,W
9/3/2003,4:52:33,21.176,N,61.763,W
9/3/2003,4:54:33,21.179,N,61.764,W
9/3/2003,4:56:34,21.182,N,61.766,W
9/3/2003,4:58:34,21.184,N,61.767,W
9/3/2003,5:00:34,21.187,N,61.769,W
9/3/2003,5:02:34,21.19,N,61.77,W
9/3/2003,5:04:33,21.192,N,61.771,W
9/3/2003,5:05:42,21.194,N,61.772,W
9/3/2003,5:07:43,21.197,N,61.773,W
9/3/2003,5:09:43,21.199,N,61.775,W
9/3/2003,5:11:43,21.202,N,61.776,W
9/3/2003,5:13:42,21.204,N,61.778,W
9/3/2003,5:15:42,21.207,N,61.779,W
9/3/2003,5:17:42,21.21,N,61.78,W
9/3/2003,5:19:42,21.212,N,61.782,W
9/3/2003,5:21:43,21.215,N,61.783,W
9/3/2003,5:23:43,21.218,N,61.784,W
9/3/2003,5:25:43,21.22,N,61.786,W
9/3/2003,5:27:43,21.223,N,61.787,W
9/3/2003,5:29:42,21.226,N,61.788,W
9/3/2003,5:31:42,21.229,N,61.789,W
9/3/2003,5:33:42,21.231,N,61.791,W
9/3/2003,5:35:42,21.234,N,61.792,W
9/3/2003,5:37:43,21.237,N,61.793,W
9/3/2003,5:39:43,21.239,N,61.794,W
9/3/2003,5:41:43,21.242,N,61.796,W
9/3/2003,5:43:42,21.245,N,61.797,W
9/3/2003,5:45:42,21.248,N,61.798,W
9/3/2003,5:47:42,21.25,N,61.799,W
9/3/2003,5:49:42,21.253,N,61.8,W
9/3/2003,5:51:43,21.256,N,61.801,W
9/3/2003,5:53:43,21.259,N,61.802,W
9/3/2003,5:55:43,21.262,N,61.804,W
9/3/2003,5:57:43,21.264,N,61.805,W
9/3/2003,5:59:42,21.267,N,61.806,W
9/3/2003,6:01:42,21.27,N,61.807,W
9/3/2003,6:03:42,21.273,N,61.808,W
9/3/2003,6:05:42,21.276,N,61.809,W
9/3/2003,6:07:43,21.278,N,61.81,W
9/3/2003,6:09:43,21.281,N,61.811,W
9/3/2003,6:11:43,21.284,N,61.812,W
9/3/2003,6:13:42,21.287,N,61.813,W
9/3/2003,6:15:42,21.29,N,61.814,W
9/3/2003,6:17:42,21.293,N,61.815,W
9/3/2003,6:19:42,21.296,N,61.816,W
9/3/2003,6:21:43,21.298,N,61.817,W
9/3/2003,6:23:43,21.301,N,61.818,W
9/3/2003,6:25:43,21.304,N,61.819,W
9/3/2003,6:27:43,21.307,N,61.82,W
9/3/2003,6:29:42,21.31,N,61.821,W
9/3/2003,6:31:42,21.313,N,61.822,W
9/3/2003,6:33:42,21.316,N,61.823,W
9/3/2003,6:35:42,21.319,N,61.824,W
9/3/2003,6:37:43,21.322,N,61.825,W
9/3/2003,6:39:43,21.325,N,61.826,W
9/3/2003,6:41:43,21.328,N,61.827,W
9/3/2003,6:43:42,21.33,N,61.828,W
9/3/2003,6:45:42,21.333,N,61.829,W
9/3/2003,6:47:42,21.336,N,61.83,W
9/3/2003,6:49:42,21.339,N,61.831,W
9/3/2003,6:51:43,21.342,N,61.832,W
9/3/2003,6:53:43,21.345,N,61.833,W
9/3/2003,6:55:43,21.348,N,61.834,W
9/3/2003,6:56:12,21.349,N,61.834,W
9/3/2003,6:58:12,21.351,N,61.834,W
9/3/2003,7:00:12,21.352,N,61.834,W
9/3/2003,7:02:12,21.353,N,61.834,W
9/3/2003,7:04:11,21.355,N,61.835,W
9/3/2003,7:06:11,21.356,N,61.835,W
9/3/2003,7:08:11,21.357,N,61.835,W
9/3/2003,7:10:11,21.358,N,61.834,W
9/3/2003,7:12:12,21.359,N,61.834,W
9/3/2003,7:14:12,21.36,N,61.834,W
9/3/2003,7:16:12,21.361,N,61.834,W
9/3/2003,7:18:11,21.362,N,61.834,W
9/3/2003,7:20:11,21.363,N,61.833,W
9/3/2003,7:22:11,21.363,N,61.833,W
9/3/2003,7:24:11,21.364,N,61.832,W
9/3/2003,7:26:12,21.364,N,61.832,W
9/3/2003,7:28:12,21.365,N,61.831,W
9/3/2003,7:30:12,21.365,N,61.831,W
