Track,for,helene,2006,,,
9/18/2006,16:15:45,23.524,N,50.269,W,3
9/18/2006,16:17:45,23.526,N,50.273,W,3
9/18/2006,16:19:44,23.528,N,50.277,W,3
9/18/2006,16:20:31,23.529,N,50.279,W,3
9/18/2006,16:22:31,23.531,N,50.283,W,3
9/18/2006,16:24:31,23.533,N,50.288,W,3
9/18/2006,16:26:30,23.535,N,50.292,W,3
9/18/2006,16:28:30,23.537,N,50.296,W,3
9/18/2006,16:30:30,23.539,N,50.3,W,3
9/18/2006,16:32:30,23.541,N,50.305,W,3
9/18/2006,16:34:31,23.543,N,50.309,W,3
9/18/2006,16:36:31,23.545,N,50.313,W,3
9/18/2006,16:38:31,23.547,N,50.317,W,3
9/18/2006,16:40:30,23.549,N,50.322,W,3
9/18/2006,16:42:30,23.551,N,50.326,W,3
9/18/2006,16:44:30,23.553,N,50.33,W,3
9/18/2006,16:46:30,23.555,N,50.334,W,3
9/18/2006,16:48:31,23.557,N,50.339,W,3
9/18/2006,16:50:31,23.559,N,50.343,W,3
9/18/2006,16:52:31,23.561,N,50.347,W,3
9/18/2006,16:54:31,23.564,N,50.351,W,3
9/18/2006,16:56:30,23.566,N,50.356,W,3
9/18/2006,16:58:30,23.568,N,50.36,W,3
9/18/2006,17:00:30,23.57,N,50.364,W,3
9/18/2006,17:02:30,23.572,N,50.368,W,3
9/18/2006,17:04:31,23.574,N,50.373,W,3
9/18/2006,17:06:31,23.576,N,50.377,W,3
9/18/2006,17:08:31,23.578,N,50.381,W,3
9/18/2006,17:10:30,23.58,N,50.386,W,3
9/18/2006,17:12:30,23.582,N,50.39,W,3
9/18/2006,17:14:30,23.584,N,50.394,W,3
9/18/2006,17:16:30,23.586,N,50.398,W,3
9/18/2006,17:18:31,23.588,N,50.403,W,3
9/18/2006,17:20:31,23.59,N,50.407,W,3
9/18/2006,17:22:31,23.592,N,50.411,W,3
9/18/2006,17:24:31,23.594,N,50.415,W,3
9/18/2006,17:26:30,23.596,N,50.42,W,3
9/18/2006,17:28:30,23.598,N,50.424,W,3
9/18/2006,17:30:30,23.6,N,50.428,W,3
9/18/2006,17:32:30,23.602,N,50.432,W,3
9/18/2006,17:34:31,23.604,N,50.437,W,3
9/18/2006,17:36:31,23.606,N,50.441,W,3
9/18/2006,17:38:31,23.608,N,50.445,W,3
9/18/2006,17:40:30,23.61,N,50.449,W,3
9/18/2006,17:42:30,23.612,N,50.454,W,3
9/18/2006,17:44:30,23.614,N,50.458,W,3
9/18/2006,17:46:30,23.616,N,50.462,W,3
9/18/2006,17:48:31,23.618,N,50.466,W,3
9/18/2006,17:50:31,23.62,N,50.471,W,3
9/18/2006,17:52:31,23.622,N,50.475,W,3
9/18/2006,17:54:31,23.624,N,50.479,W,3
9/18/2006,17:56:30,23.626,N,50.484,W,3
9/18/2006,17:58:30,23.629,N,50.488,W,3
9/18/2006,18:00:30,23.631,N,50.492,W,3
9/18/2006,18:00:57,23.631,N,50.493,W,3
9/18/2006,18:02:58,23.634,N,50.499,W,3
9/18/2006,18:04:58,23.638,N,50.505,W,3
9/18/2006,18:06:58,23.641,N,50.512,W,3
9/18/2006,18:08:58,23.645,N,50.518,W,3
9/18/2006,18:10:57,23.648,N,50.524,W,3
9/18/2006,18:12:57,23.652,N,50.53,W,3
9/18/2006,18:14:57,23.655,N,50.536,W,3
9/18/2006,18:16:57,23.659,N,50.542,W,3
9/18/2006,18:18:58,23.662,N,50.549,W,3
9/18/2006,18:20:58,23.666,N,50.555,W,3
9/18/2006,18:22:58,23.669,N,50.561,W,3
9/18/2006,18:24:57,23.673,N,50.567,W,3
9/18/2006,18:26:57,23.676,N,50.573,W,3
9/18/2006,18:28:57,23.68,N,50.579,W,3
9/18/2006,18:30:57,23.683,N,50.586,W,3
9/18/2006,18:32:58,23.687,N,50.592,W,3
9/18/2006,18:34:58,23.69,N,50.598,W,3
9/18/2006,18:36:58,23.693,N,50.604,W,3
9/18/2006,18:38:58,23.697,N,50.61,W,3
9/18/2006,18:40:57,23.7,N,50.617,W,3
9/18/2006,18:42:57,23.704,N,50.623,W,3
9/18/2006,18:44:57,23.707,N,50.629,W,3
9/18/2006,18:46:57,23.711,N,50.635,W,3
9/18/2006,18:48:58,23.714,N,50.641,W,3
9/18/2006,18:50:58,23.718,N,50.647,W,3
9/18/2006,18:52:58,23.721,N,50.654,W,3
9/18/2006,18:54:57,23.725,N,50.66,W,3
9/18/2006,18:56:57,23.728,N,50.666,W,3
9/18/2006,18:58:57,23.732,N,50.672,W,3
9/18/2006,19:00:57,23.735,N,50.678,W,3
9/18/2006,19:02:58,23.739,N,50.684,W,3
9/18/2006,19:04:58,23.742,N,50.691,W,3
9/18/2006,19:06:58,23.746,N,50.697,W,3
9/18/2006,19:08:58,23.749,N,50.703,W,3
9/18/2006,19:10:57,23.752,N,50.709,W,3
9/18/2006,19:12:57,23.756,N,50.715,W,3
9/18/2006,19:14:09,23.758,N,50.719,W,3
9/18/2006,19:16:09,23.761,N,50.725,W,3
9/18/2006,19:18:09,23.765,N,50.731,W,3
9/18/2006,19:20:10,23.768,N,50.737,W,3
9/18/2006,19:22:10,23.772,N,50.744,W,3
9/18/2006,19:24:10,23.775,N,50.75,W,3
9/18/2006,19:26:10,23.779,N,50.756,W,3
9/18/2006,19:28:09,23.782,N,50.762,W,3
9/18/2006,19:30:09,23.786,N,50.768,W,3
9/18/2006,19:32:09,23.789,N,50.774,W,3
9/18/2006,19:34:09,23.793,N,50.78,W,3
9/18/2006,19:36:10,23.796,N,50.786,W,3
9/18/2006,19:38:10,23.799,N,50.793,W,3
9/18/2006,19:40:10,23.803,N,50.799,W,3
9/18/2006,19:42:10,23.806,N,50.805,W,3
9/18/2006,19:44:09,23.81,N,50.811,W,3
9/18/2006,19:46:09,23.813,N,50.817,W,3
9/18/2006,19:48:09,23.817,N,50.823,W,3
9/18/2006,19:50:10,23.82,N,50.829,W,3
9/18/2006,19:52:10,23.824,N,50.835,W,3
9/18/2006,19:54:10,23.827,N,50.841,W,3
9/18/2006,19:56:10,23.83,N,50.847,W,3
9/18/2006,19:58:09,23.834,N,50.853,W,3
9/18/2006,20:00:09,23.837,N,50.859,W,3
9/18/2006,20:02:09,23.841,N,50.866,W,3
9/18/2006,20:04:09,23.844,N,50.872,W,3
9/18/2006,20:06:10,23.848,N,50.878,W,3
9/18/2006,20:08:10,23.851,N,50.884,W,3
9/18/2006,20:10:10,23.854,N,50.89,W,3
9/18/2006,20:12:10,23.858,N,50.896,W,3
9/18/2006,20:14:09,23.861,N,50.902,W,3
9/18/2006,20:16:09,23.865,N,50.908,W,3
9/18/2006,20:18:09,23.868,N,50.914,W,3
9/18/2006,20:20:10,23.872,N,50.92,W,3
9/18/2006,20:22:10,23.875,N,50.926,W,3
9/18/2006,20:24:10,23.878,N,50.932,W,3
9/18/2006,20:26:10,23.882,N,50.938,W,3
9/18/2006,20:28:09,23.885,N,50.944,W,3
9/18/2006,20:30:09,23.889,N,50.95,W,3
9/18/2006,20:32:09,23.892,N,50.956,W,3
9/18/2006,20:34:09,23.895,N,50.962,W,3
9/18/2006,20:36:10,23.899,N,50.968,W,3
9/18/2006,20:38:10,23.902,N,50.974,W,3
9/18/2006,20:40:10,23.906,N,50.98,W,3
9/18/2006,20:42:10,23.909,N,50.986,W,3
9/18/2006,20:44:09,23.912,N,50.992,W,3
9/18/2006,20:46:09,23.916,N,50.998,W,3
9/18/2006,20:48:09,23.919,N,51.004,W,3
9/18/2006,20:50:10,23.923,N,51.01,W,3
9/18/2006,20:52:10,23.926,N,51.016,W,3
9/18/2006,20:54:10,23.929,N,51.022,W,3
9/18/2006,20:56:10,23.933,N,51.028,W,3
9/18/2006,20:58:09,23.936,N,51.033,W,3
9/18/2006,21:00:09,23.94,N,51.039,W,3
9/18/2006,21:02:09,23.943,N,51.045,W,3
9/18/2006,21:04:09,23.946,N,51.051,W,3
9/18/2006,21:06:10,23.95,N,51.057,W,3
9/18/2006,21:08:10,23.953,N,51.063,W,3
9/18/2006,21:10:10,23.957,N,51.069,W,3
9/18/2006,21:12:10,23.96,N,51.075,W,3
9/18/2006,21:14:09,23.963,N,51.081,W,3
9/18/2006,21:16:09,23.967,N,51.086,W,3
9/18/2006,21:18:09,23.97,N,51.092,W,3
9/18/2006,21:20:10,23.973,N,51.098,W,3
9/18/2006,21:22:10,23.977,N,51.104,W,3
9/18/2006,21:24:10,23.98,N,51.11,W,3
9/18/2006,21:26:10,23.983,N,51.116,W,3
9/18/2006,21:28:09,23.987,N,51.121,W,3
9/18/2006,21:30:09,23.99,N,51.127,W,3
9/18/2006,21:32:09,23.993,N,51.133,W,3
9/18/2006,21:34:09,23.997,N,51.139,W,3
9/18/2006,21:36:10,24,N,51.145,W,3
9/18/2006,21:38:10,24.004,N,51.151,W,3
9/18/2006,21:40:10,24.007,N,51.156,W,3
9/18/2006,21:42:10,24.01,N,51.162,W,3
9/18/2006,21:44:09,24.014,N,51.168,W,3
9/18/2006,21:46:09,24.017,N,51.174,W,3
9/18/2006,21:48:09,24.02,N,51.179,W,3
9/18/2006,21:50:10,24.024,N,51.185,W,3
9/18/2006,21:52:10,24.027,N,51.191,W,3
9/18/2006,21:54:10,24.03,N,51.197,W,3
9/18/2006,21:56:10,24.033,N,51.202,W,3
9/18/2006,21:58:09,24.037,N,51.208,W,3
9/18/2006,22:00:09,24.04,N,51.214,W,3
9/18/2006,22:02:09,24.043,N,51.219,W,3
9/18/2006,22:04:09,24.047,N,51.225,W,3
9/18/2006,22:06:10,24.05,N,51.231,W,3
9/18/2006,22:08:10,24.053,N,51.236,W,3
9/18/2006,22:10:10,24.057,N,51.242,W,3
9/18/2006,22:12:10,24.06,N,51.248,W,3
9/18/2006,22:14:09,24.063,N,51.253,W,3
9/18/2006,22:16:09,24.067,N,51.259,W,3
9/18/2006,22:18:09,24.07,N,51.265,W,3
9/18/2006,22:20:10,24.073,N,51.27,W,3
9/18/2006,22:22:10,24.076,N,51.276,W,3
9/18/2006,22:24:10,24.08,N,51.281,W,3
9/18/2006,22:26:10,24.083,N,51.287,W,3
9/18/2006,22:28:09,24.086,N,51.293,W,3
9/18/2006,22:30:09,24.089,N,51.298,W,3
9/18/2006,22:32:09,24.093,N,51.304,W,3
9/18/2006,22:34:09,24.096,N,51.309,W,3
9/18/2006,22:36:10,24.099,N,51.315,W,3
9/18/2006,22:38:10,24.103,N,51.32,W,3
9/18/2006,22:40:10,24.106,N,51.326,W,3
9/18/2006,22:42:10,24.109,N,51.331,W,3
9/18/2006,22:44:09,24.112,N,51.337,W,3
9/18/2006,22:46:09,24.116,N,51.342,W,3
9/18/2006,22:48:09,24.119,N,51.348,W,3
9/18/2006,22:50:10,24.122,N,51.353,W,3
9/18/2006,22:52:10,24.125,N,51.359,W,3
9/18/2006,22:54:10,24.128,N,51.364,W,3
9/18/2006,22:56:10,24.132,N,51.37,W,3
9/18/2006,22:58:09,24.135,N,51.375,W,3
9/18/2006,23:00:09,24.138,N,51.381,W,3
9/18/2006,23:02:09,24.141,N,51.386,W,3
9/18/2006,23:04:09,24.145,N,51.391,W,3
9/18/2006,23:06:10,24.148,N,51.397,W,3
9/18/2006,23:08:10,24.151,N,51.402,W,3
9/18/2006,23:10:10,24.154,N,51.408,W,3
9/18/2006,23:12:10,24.157,N,51.413,W,3
9/18/2006,23:14:09,24.161,N,51.418,W,3
9/18/2006,23:16:09,24.164,N,51.424,W,3
9/18/2006,23:18:09,24.167,N,51.429,W,3
9/18/2006,23:20:10,24.17,N,51.434,W,3
9/18/2006,23:22:10,24.173,N,51.439,W,3
9/18/2006,23:24:10,24.177,N,51.445,W,3
9/18/2006,23:26:10,24.18,N,51.45,W,3
9/18/2006,23:28:09,24.183,N,51.455,W,3
9/18/2006,23:30:09,24.186,N,51.461,W,3
9/18/2006,23:32:09,24.189,N,51.466,W,3
9/18/2006,23:34:09,24.192,N,51.471,W,3
9/18/2006,23:36:10,24.196,N,51.476,W,3
9/18/2006,23:38:10,24.199,N,51.482,W,3
9/18/2006,23:40:10,24.202,N,51.487,W,3
9/18/2006,23:42:10,24.205,N,51.492,W,3
9/18/2006,23:44:09,24.208,N,51.497,W,3
9/18/2006,23:46:09,24.211,N,51.502,W,3
9/18/2006,23:48:09,24.214,N,51.507,W,3
9/18/2006,23:50:10,24.218,N,51.513,W,3
9/18/2006,23:52:10,24.221,N,51.518,W,3
9/18/2006,23:54:10,24.224,N,51.523,W,3
9/18/2006,23:56:10,24.227,N,51.528,W,3
9/18/2006,23:58:09,24.23,N,51.533,W,3
9/19/2006,0:00:09,24.233,N,51.538,W,3
9/19/2006,0:02:09,24.236,N,51.543,W,3
9/19/2006,0:04:09,24.239,N,51.548,W,3
9/19/2006,0:06:10,24.242,N,51.553,W,3
9/19/2006,0:08:10,24.245,N,51.558,W,3
9/19/2006,0:10:10,24.249,N,51.563,W,3
9/19/2006,0:12:10,24.252,N,51.568,W,3
9/19/2006,0:14:09,24.255,N,51.573,W,3
9/19/2006,0:16:09,24.258,N,51.578,W,3
9/19/2006,0:18:09,24.261,N,51.583,W,3
9/19/2006,0:20:10,24.264,N,51.588,W,3
9/19/2006,0:22:10,24.267,N,51.593,W,3
9/19/2006,0:24:10,24.27,N,51.598,W,3
9/19/2006,0:26:10,24.273,N,51.603,W,3
9/19/2006,0:28:09,24.276,N,51.608,W,3
9/19/2006,0:30:09,24.279,N,51.613,W,3
9/19/2006,0:32:09,24.282,N,51.618,W,3
9/19/2006,0:34:09,24.285,N,51.623,W,3
9/19/2006,0:36:10,24.288,N,51.627,W,3
9/19/2006,0:38:10,24.291,N,51.632,W,3
9/19/2006,0:40:10,24.294,N,51.637,W,3
9/19/2006,0:42:10,24.297,N,51.642,W,3
9/19/2006,0:44:09,24.3,N,51.647,W,3
9/19/2006,0:46:09,24.303,N,51.651,W,3
9/19/2006,0:48:09,24.306,N,51.656,W,3
9/19/2006,0:50:10,24.309,N,51.661,W,3
9/19/2006,0:52:10,24.312,N,51.666,W,3
9/19/2006,0:54:10,24.315,N,51.67,W,3
9/19/2006,0:56:10,24.318,N,51.675,W,3
9/19/2006,0:58:09,24.321,N,51.68,W,3
9/19/2006,1:00:09,24.324,N,51.685,W,3
9/19/2006,1:02:09,24.327,N,51.689,W,3
9/19/2006,1:04:09,24.33,N,51.694,W,3
9/19/2006,1:06:10,24.333,N,51.699,W,3
9/19/2006,1:08:10,24.336,N,51.703,W,3
9/19/2006,1:10:10,24.339,N,51.708,W,3
9/19/2006,1:12:10,24.342,N,51.712,W,3
9/19/2006,1:14:09,24.345,N,51.717,W,3
9/19/2006,1:16:09,24.348,N,51.722,W,3
9/19/2006,1:18:09,24.351,N,51.726,W,3
9/19/2006,1:20:10,24.354,N,51.731,W,3
9/19/2006,1:22:10,24.357,N,51.735,W,3
9/19/2006,1:24:10,24.36,N,51.74,W,3
9/19/2006,1:26:10,24.363,N,51.744,W,3
9/19/2006,1:28:09,24.366,N,51.749,W,3
9/19/2006,1:30:09,24.368,N,51.753,W,3
9/19/2006,1:32:09,24.371,N,51.757,W,3
9/19/2006,1:34:09,24.374,N,51.762,W,3
9/19/2006,1:36:10,24.377,N,51.766,W,3
9/19/2006,1:38:10,24.38,N,51.771,W,3
9/19/2006,1:40:10,24.383,N,51.775,W,3
9/19/2006,1:42:10,24.386,N,51.779,W,3
9/19/2006,1:44:09,24.389,N,51.784,W,3
9/19/2006,1:46:09,24.392,N,51.788,W,3
9/19/2006,1:48:09,24.394,N,51.792,W,3
9/19/2006,1:50:10,24.397,N,51.797,W,3
9/19/2006,1:52:10,24.4,N,51.801,W,3
9/19/2006,1:54:10,24.403,N,51.805,W,3
9/19/2006,1:56:10,24.406,N,51.81,W,3
9/19/2006,1:58:09,24.409,N,51.814,W,3
9/19/2006,2:00:09,24.411,N,51.818,W,3
9/19/2006,2:02:09,24.414,N,51.822,W,3
9/19/2006,2:04:09,24.417,N,51.826,W,3
9/19/2006,2:06:10,24.42,N,51.831,W,3
9/19/2006,2:08:10,24.423,N,51.835,W,3
9/19/2006,2:10:10,24.425,N,51.839,W,3
9/19/2006,2:12:10,24.428,N,51.843,W,3
9/19/2006,2:14:09,24.431,N,51.847,W,3
9/19/2006,2:16:09,24.434,N,51.851,W,3
9/19/2006,2:18:09,24.437,N,51.855,W,3
9/19/2006,2:20:10,24.439,N,51.859,W,3
9/19/2006,2:22:10,24.442,N,51.864,W,3
9/19/2006,2:24:10,24.445,N,51.868,W,3
9/19/2006,2:26:10,24.448,N,51.872,W,3
9/19/2006,2:28:09,24.45,N,51.876,W,3
9/19/2006,2:30:09,24.453,N,51.88,W,3
9/19/2006,2:32:09,24.456,N,51.884,W,3
9/19/2006,2:34:09,24.458,N,51.888,W,3
9/19/2006,2:36:10,24.461,N,51.892,W,3
9/19/2006,2:38:10,24.464,N,51.896,W,3
9/19/2006,2:40:10,24.466,N,51.9,W,3
9/19/2006,2:42:10,24.469,N,51.904,W,3
9/19/2006,2:44:09,24.472,N,51.907,W,3
9/19/2006,2:46:09,24.475,N,51.911,W,3
9/19/2006,2:48:09,24.477,N,51.915,W,3
9/19/2006,2:50:10,24.48,N,51.919,W,3
9/19/2006,2:52:10,24.482,N,51.923,W,3
9/19/2006,2:54:10,24.485,N,51.927,W,3
9/19/2006,2:56:10,24.488,N,51.931,W,3
9/19/2006,2:58:09,24.49,N,51.935,W,3
9/19/2006,3:00:09,24.493,N,51.938,W,3
9/19/2006,3:02:09,24.496,N,51.942,W,3
9/19/2006,3:04:09,24.498,N,51.946,W,3
9/19/2006,3:06:10,24.501,N,51.95,W,3
9/19/2006,3:08:10,24.503,N,51.954,W,3
9/19/2006,3:10:10,24.506,N,51.957,W,3
9/19/2006,3:12:10,24.508,N,51.961,W,3
9/19/2006,3:14:09,24.511,N,51.965,W,3
9/19/2006,3:16:09,24.514,N,51.969,W,3
9/19/2006,3:18:09,24.516,N,51.972,W,3
9/19/2006,3:20:10,24.519,N,51.976,W,3
9/19/2006,3:22:10,24.521,N,51.98,W,3
9/19/2006,3:24:10,24.524,N,51.984,W,3
9/19/2006,3:26:10,24.526,N,51.987,W,3
9/19/2006,3:28:09,24.529,N,51.991,W,3
9/19/2006,3:30:09,24.531,N,51.995,W,3
9/19/2006,3:32:09,24.534,N,51.998,W,3
9/19/2006,3:34:09,24.536,N,52.002,W,3
9/19/2006,3:36:10,24.539,N,52.005,W,3
9/19/2006,3:38:10,24.541,N,52.009,W,3
9/19/2006,3:40:10,24.543,N,52.013,W,3
9/19/2006,3:42:10,24.546,N,52.016,W,3
9/19/2006,3:44:09,24.548,N,52.02,W,3
9/19/2006,3:46:09,24.551,N,52.024,W,3
9/19/2006,3:48:09,24.553,N,52.027,W,3
9/19/2006,3:50:10,24.556,N,52.031,W,3
9/19/2006,3:52:10,24.558,N,52.034,W,3
9/19/2006,3:54:10,24.56,N,52.038,W,3
9/19/2006,3:56:10,24.563,N,52.041,W,3
9/19/2006,3:58:09,24.565,N,52.045,W,3
9/19/2006,4:00:09,24.567,N,52.048,W,3
9/19/2006,4:02:09,24.57,N,52.052,W,3
9/19/2006,4:04:09,24.572,N,52.055,W,3
9/19/2006,4:06:10,24.574,N,52.059,W,3
9/19/2006,4:08:10,24.577,N,52.063,W,3
9/19/2006,4:10:10,24.579,N,52.066,W,3
9/19/2006,4:12:10,24.581,N,52.069,W,3
9/19/2006,4:14:09,24.583,N,52.073,W,3
9/19/2006,4:16:09,24.586,N,52.076,W,3
9/19/2006,4:18:09,24.588,N,52.08,W,3
9/19/2006,4:20:10,24.59,N,52.083,W,3
9/19/2006,4:22:10,24.592,N,52.087,W,3
9/19/2006,4:24:10,24.595,N,52.09,W,3
9/19/2006,4:26:10,24.597,N,52.094,W,3
9/19/2006,4:28:09,24.599,N,52.097,W,3
9/19/2006,4:30:09,24.601,N,52.1,W,3
9/19/2006,4:32:09,24.603,N,52.104,W,3
9/19/2006,4:34:09,24.606,N,52.107,W,3
9/19/2006,4:36:10,24.608,N,52.111,W,3
9/19/2006,4:38:10,24.61,N,52.114,W,3
9/19/2006,4:40:10,24.612,N,52.117,W,3
9/19/2006,4:42:10,24.614,N,52.121,W,3
9/19/2006,4:44:09,24.616,N,52.124,W,3
9/19/2006,4:46:09,24.618,N,52.128,W,3
9/19/2006,4:48:09,24.62,N,52.131,W,3
9/19/2006,4:50:10,24.622,N,52.134,W,3
9/19/2006,4:52:10,24.625,N,52.138,W,3
9/19/2006,4:54:10,24.627,N,52.141,W,3
9/19/2006,4:56:10,24.629,N,52.144,W,3
9/19/2006,4:58:09,24.631,N,52.148,W,3
9/19/2006,5:00:09,24.633,N,52.151,W,3
9/19/2006,5:02:09,24.635,N,52.154,W,3
9/19/2006,5:04:09,24.637,N,52.158,W,3
9/19/2006,5:06:10,24.639,N,52.161,W,3
9/19/2006,5:08:10,24.641,N,52.164,W,3
9/19/2006,5:10:10,24.642,N,52.168,W,3
9/19/2006,5:12:10,24.644,N,52.171,W,3
9/19/2006,5:14:09,24.646,N,52.174,W,3
9/19/2006,5:16:09,24.648,N,52.178,W,3
9/19/2006,5:18:09,24.65,N,52.181,W,3
9/19/2006,5:20:10,24.652,N,52.184,W,3
9/19/2006,5:22:10,24.654,N,52.187,W,3
9/19/2006,5:24:10,24.656,N,52.191,W,3
9/19/2006,5:26:10,24.658,N,52.194,W,3
9/19/2006,5:28:09,24.659,N,52.197,W,3
9/19/2006,5:30:09,24.661,N,52.2,W,3
9/19/2006,5:32:09,24.663,N,52.204,W,3
9/19/2006,5:34:09,24.665,N,52.207,W,3
9/19/2006,5:36:10,24.667,N,52.21,W,3
9/19/2006,5:38:10,24.668,N,52.213,W,3
9/19/2006,5:40:10,24.67,N,52.217,W,3
9/19/2006,5:42:10,24.672,N,52.22,W,3
9/19/2006,5:44:09,24.674,N,52.223,W,3
9/19/2006,5:46:09,24.675,N,52.226,W,3
9/19/2006,5:48:09,24.677,N,52.23,W,3
9/19/2006,5:50:10,24.679,N,52.233,W,3
9/19/2006,5:52:10,24.68,N,52.236,W,3
9/19/2006,5:54:10,24.682,N,52.239,W,3
9/19/2006,5:56:10,24.684,N,52.243,W,3
9/19/2006,5:58:09,24.685,N,52.246,W,3
9/19/2006,6:00:09,24.687,N,52.249,W,3
9/19/2006,6:02:09,24.688,N,52.252,W,3
9/19/2006,6:04:09,24.69,N,52.256,W,3
9/19/2006,6:06:10,24.692,N,52.259,W,3
9/19/2006,6:08:10,24.693,N,52.262,W,3
9/19/2006,6:10:10,24.695,N,52.265,W,3
9/19/2006,6:12:10,24.696,N,52.268,W,3
9/19/2006,6:14:09,24.698,N,52.272,W,3
9/19/2006,6:16:09,24.699,N,52.275,W,3
9/19/2006,6:18:09,24.701,N,52.278,W,3
9/19/2006,6:20:10,24.702,N,52.281,W,3
9/19/2006,6:22:10,24.704,N,52.285,W,3
9/19/2006,6:24:10,24.705,N,52.288,W,3
9/19/2006,6:26:10,24.706,N,52.291,W,3
9/19/2006,6:28:09,24.708,N,52.294,W,3
9/19/2006,6:30:09,24.709,N,52.297,W,3
9/19/2006,6:32:09,24.711,N,52.301,W,3
9/19/2006,6:34:09,24.712,N,52.304,W,3
9/19/2006,6:36:10,24.713,N,52.307,W,3
9/19/2006,6:38:10,24.715,N,52.31,W,3
9/19/2006,6:40:10,24.716,N,52.313,W,3
9/19/2006,6:42:10,24.717,N,52.317,W,3
9/19/2006,6:44:09,24.719,N,52.32,W,3
9/19/2006,6:46:09,24.72,N,52.323,W,3
9/19/2006,6:48:09,24.721,N,52.326,W,3
9/19/2006,6:50:10,24.722,N,52.33,W,3
9/19/2006,6:52:10,24.723,N,52.333,W,3
9/19/2006,6:54:10,24.725,N,52.336,W,3
9/19/2006,6:56:10,24.726,N,52.339,W,3
9/19/2006,6:58:09,24.727,N,52.342,W,3
9/19/2006,7:00:09,24.728,N,52.346,W,3
9/19/2006,7:02:09,24.729,N,52.349,W,3
9/19/2006,7:04:09,24.73,N,52.352,W,3
9/19/2006,7:06:10,24.732,N,52.355,W,3
9/19/2006,7:08:10,24.733,N,52.359,W,3
9/19/2006,7:10:10,24.734,N,52.362,W,3
9/19/2006,7:12:10,24.735,N,52.365,W,3
9/19/2006,7:14:09,24.736,N,52.368,W,3
9/19/2006,7:16:09,24.737,N,52.372,W,3
9/19/2006,7:18:09,24.738,N,52.375,W,3
9/19/2006,7:20:10,24.739,N,52.378,W,3
9/19/2006,7:22:10,24.74,N,52.381,W,3
9/19/2006,7:24:10,24.741,N,52.384,W,3
9/19/2006,7:26:10,24.742,N,52.388,W,3
9/19/2006,7:28:09,24.742,N,52.391,W,3
9/19/2006,7:30:09,24.743,N,52.394,W,3
9/19/2006,7:32:09,24.744,N,52.398,W,3
9/19/2006,7:34:09,24.745,N,52.401,W,3
9/19/2006,7:36:10,24.746,N,52.404,W,3
9/19/2006,7:38:10,24.747,N,52.407,W,3
9/19/2006,7:40:10,24.748,N,52.411,W,3
9/19/2006,7:42:10,24.748,N,52.414,W,3
9/19/2006,7:44:09,24.749,N,52.417,W,3
9/19/2006,7:46:09,24.75,N,52.42,W,3
9/19/2006,7:48:09,24.751,N,52.424,W,3
9/19/2006,7:50:10,24.751,N,52.427,W,3
9/19/2006,7:52:10,24.752,N,52.43,W,3
9/19/2006,7:54:10,24.753,N,52.434,W,3
9/19/2006,7:56:10,24.753,N,52.437,W,3
9/19/2006,7:58:09,24.754,N,52.44,W,3
9/19/2006,8:00:09,24.755,N,52.444,W,3
9/19/2006,8:02:09,24.755,N,52.447,W,3
9/19/2006,8:04:09,24.756,N,52.45,W,3
9/19/2006,8:06:10,24.756,N,52.454,W,3
9/19/2006,8:08:10,24.757,N,52.457,W,3
9/19/2006,8:10:10,24.757,N,52.46,W,3
9/19/2006,8:12:10,24.758,N,52.464,W,3
9/19/2006,8:14:09,24.758,N,52.467,W,3
9/19/2006,8:16:09,24.759,N,52.47,W,3
9/19/2006,8:18:09,24.759,N,52.474,W,3
9/19/2006,8:20:10,24.76,N,52.477,W,3
9/19/2006,8:22:10,24.76,N,52.48,W,3
9/19/2006,8:24:10,24.761,N,52.484,W,3
9/19/2006,8:26:10,24.761,N,52.487,W,3
9/19/2006,8:28:09,24.761,N,52.491,W,3
9/19/2006,8:30:09,24.762,N,52.494,W,3
9/19/2006,8:32:09,24.762,N,52.497,W,3
9/19/2006,8:34:09,24.762,N,52.501,W,3
9/19/2006,8:36:10,24.763,N,52.504,W,3
9/19/2006,8:38:10,24.763,N,52.508,W,3
9/19/2006,8:40:10,24.763,N,52.511,W,3
9/19/2006,8:42:10,24.763,N,52.514,W,3
9/19/2006,8:44:09,24.764,N,52.518,W,3
9/19/2006,8:46:09,24.764,N,52.521,W,3
9/19/2006,8:48:09,24.764,N,52.525,W,3
9/19/2006,8:50:10,24.764,N,52.528,W,3
9/19/2006,8:52:10,24.764,N,52.532,W,3
9/19/2006,8:54:10,24.764,N,52.535,W,3
9/19/2006,8:56:10,24.764,N,52.539,W,3
9/19/2006,8:58:09,24.764,N,52.542,W,3
9/19/2006,9:00:09,24.764,N,52.546,W,3
9/19/2006,9:02:09,24.764,N,52.549,W,3
9/19/2006,9:04:09,24.764,N,52.553,W,3
9/19/2006,9:06:10,24.764,N,52.556,W,3
9/19/2006,9:08:10,24.764,N,52.56,W,3
9/19/2006,9:10:10,24.764,N,52.563,W,3
9/19/2006,9:12:10,24.764,N,52.567,W,3
9/19/2006,9:14:09,24.764,N,52.571,W,3
9/19/2006,9:16:09,24.764,N,52.574,W,3
9/19/2006,9:18:09,24.764,N,52.578,W,3
9/19/2006,9:20:10,24.764,N,52.581,W,3
9/19/2006,9:22:10,24.763,N,52.585,W,3
9/19/2006,9:24:10,24.763,N,52.589,W,3
9/19/2006,9:26:10,24.763,N,52.592,W,3
