Track,for,Michelle,2001,,,
11/2/2001,8:09:40,17.522,N,83.897,W,
11/2/2001,8:11:40,17.523,N,83.898,W,
11/2/2001,8:13:40,17.524,N,83.899,W,
11/2/2001,8:15:41,17.525,N,83.9,W,
11/2/2001,8:17:41,17.526,N,83.9,W,
11/2/2001,8:19:41,17.527,N,83.901,W,
11/2/2001,8:21:41,17.529,N,83.902,W,
11/2/2001,8:23:40,17.53,N,83.903,W,
11/2/2001,8:25:40,17.531,N,83.904,W,
11/2/2001,8:27:40,17.532,N,83.905,W,
11/2/2001,8:29:40,17.534,N,83.906,W,
11/2/2001,8:31:41,17.535,N,83.907,W,
11/2/2001,8:33:41,17.536,N,83.908,W,
11/2/2001,8:35:41,17.538,N,83.909,W,
11/2/2001,8:37:41,17.539,N,83.91,W,
11/2/2001,8:39:40,17.541,N,83.911,W,
11/2/2001,8:41:40,17.542,N,83.912,W,
11/2/2001,8:43:40,17.543,N,83.912,W,
11/2/2001,8:45:41,17.545,N,83.913,W,
11/2/2001,8:47:41,17.546,N,83.914,W,
11/2/2001,8:49:41,17.548,N,83.915,W,
11/2/2001,8:51:41,17.55,N,83.916,W,
11/2/2001,8:53:40,17.551,N,83.917,W,
11/2/2001,8:55:40,17.553,N,83.918,W,
11/2/2001,8:57:40,17.554,N,83.919,W,
11/2/2001,8:59:40,17.556,N,83.92,W,
11/2/2001,9:01:41,17.558,N,83.921,W,
11/2/2001,9:03:41,17.56,N,83.922,W,
11/2/2001,9:05:41,17.561,N,83.923,W,
11/2/2001,9:07:41,17.563,N,83.923,W,
11/2/2001,9:09:40,17.565,N,83.924,W,
11/2/2001,9:11:40,17.567,N,83.925,W,
11/2/2001,9:13:40,17.569,N,83.926,W,
11/2/2001,9:15:41,17.571,N,83.926,W,
11/2/2001,9:17:41,17.573,N,83.927,W,
11/2/2001,9:19:41,17.575,N,83.928,W,
11/2/2001,9:21:41,17.577,N,83.929,W,
11/2/2001,9:23:40,17.579,N,83.929,W,
11/2/2001,9:25:40,17.581,N,83.93,W,
11/2/2001,9:27:40,17.583,N,83.93,W,
11/2/2001,9:29:40,17.585,N,83.931,W,
11/2/2001,9:30:12,17.586,N,83.931,W,
11/2/2001,9:32:12,17.588,N,83.931,W,
11/2/2001,9:34:11,17.59,N,83.932,W,
11/2/2001,9:36:11,17.592,N,83.932,W,
11/2/2001,9:38:11,17.594,N,83.933,W,
11/2/2001,9:40:11,17.597,N,83.933,W,
11/2/2001,9:42:12,17.599,N,83.933,W,
11/2/2001,9:44:12,17.601,N,83.933,W,
11/2/2001,9:46:12,17.603,N,83.934,W,
11/2/2001,9:48:11,17.606,N,83.934,W,
11/2/2001,9:50:11,17.608,N,83.934,W,
11/2/2001,9:52:11,17.611,N,83.934,W,
11/2/2001,9:54:11,17.613,N,83.935,W,
11/2/2001,9:56:12,17.616,N,83.935,W,
11/2/2001,9:58:12,17.618,N,83.935,W,
11/2/2001,10:00:12,17.621,N,83.935,W,
11/2/2001,10:02:12,17.623,N,83.935,W,
11/2/2001,10:04:11,17.626,N,83.935,W,
11/2/2001,10:06:11,17.629,N,83.935,W,
11/2/2001,10:08:11,17.631,N,83.935,W,
11/2/2001,10:10:11,17.634,N,83.935,W,
11/2/2001,10:12:12,17.637,N,83.935,W,
11/2/2001,10:14:12,17.64,N,83.935,W,
11/2/2001,10:16:12,17.643,N,83.934,W,
11/2/2001,10:18:11,17.646,N,83.934,W,
11/2/2001,10:20:11,17.649,N,83.934,W,
11/2/2001,10:22:11,17.652,N,83.934,W,
11/2/2001,10:24:11,17.655,N,83.934,W,
11/2/2001,10:26:12,17.658,N,83.933,W,
11/2/2001,10:28:12,17.661,N,83.933,W,
11/2/2001,10:30:12,17.665,N,83.933,W,
11/2/2001,10:32:12,17.668,N,83.932,W,
11/2/2001,10:34:11,17.671,N,83.932,W,
11/2/2001,10:36:11,17.674,N,83.932,W,
11/2/2001,10:38:11,17.678,N,83.931,W,
11/2/2001,10:40:11,17.681,N,83.931,W,
11/2/2001,10:42:12,17.685,N,83.93,W,
11/2/2001,10:44:12,17.688,N,83.93,W,
11/2/2001,10:46:12,17.691,N,83.929,W,
11/2/2001,10:48:11,17.695,N,83.929,W,
11/2/2001,10:50:11,17.698,N,83.928,W,
11/2/2001,10:52:11,17.702,N,83.928,W,
11/2/2001,10:54:11,17.705,N,83.927,W,
11/2/2001,10:56:12,17.709,N,83.927,W,
11/2/2001,10:58:12,17.712,N,83.926,W,
11/2/2001,11:00:12,17.716,N,83.926,W,
11/2/2001,11:02:12,17.719,N,83.925,W,
11/2/2001,11:04:11,17.723,N,83.925,W,
11/2/2001,11:06:11,17.726,N,83.924,W,
11/2/2001,11:08:11,17.73,N,83.923,W,
11/2/2001,11:10:11,17.733,N,83.923,W,
11/2/2001,11:12:12,17.737,N,83.922,W,
11/2/2001,11:14:12,17.74,N,83.922,W,
11/2/2001,11:16:12,17.744,N,83.921,W,
11/2/2001,11:16:56,17.745,N,83.921,W,
11/2/2001,11:18:56,17.748,N,83.921,W,
11/2/2001,11:20:55,17.75,N,83.921,W,
11/2/2001,11:22:55,17.753,N,83.921,W,
11/2/2001,11:24:55,17.755,N,83.921,W,
11/2/2001,11:26:56,17.758,N,83.921,W,
11/2/2001,11:28:56,17.76,N,83.921,W,
11/2/2001,11:30:56,17.762,N,83.921,W,
11/2/2001,11:32:56,17.765,N,83.921,W,
11/2/2001,11:34:55,17.767,N,83.921,W,
11/2/2001,11:36:55,17.77,N,83.921,W,
11/2/2001,11:38:55,17.772,N,83.922,W,
11/2/2001,11:40:55,17.774,N,83.922,W,
11/2/2001,11:42:56,17.776,N,83.922,W,
11/2/2001,11:44:56,17.779,N,83.922,W,
11/2/2001,11:46:56,17.781,N,83.922,W,
11/2/2001,11:48:56,17.783,N,83.922,W,
11/2/2001,11:50:55,17.785,N,83.922,W,
11/2/2001,11:52:55,17.787,N,83.923,W,
11/2/2001,11:54:55,17.789,N,83.923,W,
11/2/2001,11:56:56,17.791,N,83.923,W,
11/2/2001,11:58:56,17.794,N,83.923,W,
11/2/2001,12:00:56,17.795,N,83.924,W,
11/2/2001,12:02:56,17.797,N,83.924,W,
11/2/2001,12:04:55,17.799,N,83.924,W,
11/2/2001,12:06:55,17.801,N,83.924,W,
11/2/2001,12:08:55,17.803,N,83.925,W,
11/2/2001,12:10:55,17.805,N,83.925,W,
11/2/2001,12:12:56,17.807,N,83.925,W,
11/2/2001,12:14:56,17.809,N,83.926,W,
11/2/2001,12:16:56,17.81,N,83.926,W,
11/2/2001,12:18:56,17.812,N,83.927,W,
11/2/2001,12:20:55,17.814,N,83.927,W,
11/2/2001,12:22:55,17.815,N,83.927,W,
11/2/2001,12:24:55,17.817,N,83.928,W,
11/2/2001,12:26:56,17.818,N,83.928,W,
11/2/2001,12:28:56,17.82,N,83.929,W,
11/2/2001,12:30:56,17.821,N,83.929,W,
11/2/2001,12:32:56,17.823,N,83.93,W,
11/2/2001,12:34:55,17.824,N,83.93,W,
11/2/2001,12:36:55,17.826,N,83.931,W,
11/2/2001,12:38:55,17.827,N,83.931,W,
11/2/2001,12:40:55,17.828,N,83.932,W,
11/2/2001,12:42:56,17.83,N,83.933,W,
11/2/2001,12:44:56,17.831,N,83.933,W,
11/2/2001,12:46:56,17.832,N,83.934,W,
11/2/2001,12:48:56,17.833,N,83.934,W,
11/2/2001,12:50:55,17.834,N,83.935,W,
11/2/2001,12:52:55,17.835,N,83.936,W,
11/2/2001,12:54:55,17.837,N,83.936,W,
11/2/2001,12:56:56,17.838,N,83.937,W,
11/2/2001,12:58:56,17.839,N,83.938,W,
11/2/2001,13:00:56,17.84,N,83.938,W,
11/2/2001,13:02:56,17.841,N,83.939,W,
11/2/2001,13:04:55,17.842,N,83.94,W,
11/2/2001,13:06:55,17.843,N,83.941,W,
11/2/2001,13:08:55,17.844,N,83.941,W,
11/2/2001,13:10:55,17.845,N,83.942,W,
11/2/2001,13:12:56,17.845,N,83.943,W,
11/2/2001,13:14:56,17.846,N,83.944,W,
11/2/2001,13:16:56,17.847,N,83.944,W,
11/2/2001,13:18:56,17.848,N,83.945,W,
11/2/2001,13:20:55,17.849,N,83.946,W,
11/2/2001,13:22:55,17.85,N,83.947,W,
11/2/2001,13:24:55,17.85,N,83.948,W,
11/2/2001,13:26:56,17.851,N,83.948,W,
11/2/2001,13:28:56,17.852,N,83.949,W,
11/2/2001,13:30:56,17.853,N,83.95,W,
11/2/2001,13:32:56,17.853,N,83.951,W,
11/2/2001,13:34:55,17.854,N,83.952,W,
11/2/2001,13:36:55,17.855,N,83.953,W,
11/2/2001,13:38:55,17.855,N,83.954,W,
11/2/2001,13:40:55,17.856,N,83.954,W,
11/2/2001,13:42:56,17.857,N,83.955,W,
11/2/2001,13:44:56,17.857,N,83.956,W,
11/2/2001,13:46:56,17.858,N,83.957,W,
11/2/2001,13:48:56,17.859,N,83.958,W,
11/2/2001,13:50:55,17.859,N,83.959,W,
11/2/2001,13:52:55,17.86,N,83.96,W,
11/2/2001,13:54:55,17.86,N,83.961,W,
11/2/2001,13:56:56,17.861,N,83.962,W,
11/2/2001,13:58:56,17.862,N,83.963,W,
11/2/2001,14:00:56,17.862,N,83.964,W,
11/2/2001,14:02:56,17.863,N,83.965,W,
11/2/2001,14:04:55,17.863,N,83.965,W,
11/2/2001,14:06:55,17.864,N,83.966,W,
11/2/2001,14:08:55,17.864,N,83.967,W,
11/2/2001,14:10:55,17.865,N,83.968,W,
11/2/2001,14:12:56,17.866,N,83.969,W,
11/2/2001,14:14:56,17.866,N,83.97,W,
11/2/2001,14:16:56,17.867,N,83.971,W,
11/2/2001,14:18:56,17.867,N,83.972,W,
11/2/2001,14:20:55,17.868,N,83.973,W,
11/2/2001,14:22:55,17.868,N,83.974,W,
11/2/2001,14:24:55,17.869,N,83.975,W,
11/2/2001,14:26:56,17.87,N,83.976,W,
11/2/2001,14:28:56,17.87,N,83.977,W,
11/2/2001,14:30:56,17.871,N,83.978,W,
11/2/2001,14:32:56,17.871,N,83.979,W,
11/2/2001,14:34:55,17.872,N,83.98,W,
11/2/2001,14:36:55,17.872,N,83.981,W,
11/2/2001,14:38:55,17.873,N,83.982,W,
11/2/2001,14:40:55,17.874,N,83.983,W,
11/2/2001,14:42:56,17.874,N,83.984,W,
11/2/2001,14:44:56,17.875,N,83.985,W,
11/2/2001,14:46:56,17.876,N,83.986,W,
11/2/2001,14:48:56,17.876,N,83.987,W,
11/2/2001,14:50:55,17.877,N,83.988,W,
11/2/2001,14:52:55,17.878,N,83.989,W,
11/2/2001,14:54:55,17.878,N,83.99,W,
11/2/2001,14:56:56,17.879,N,83.991,W,
11/2/2001,14:58:56,17.88,N,83.992,W,
11/2/2001,15:00:00,17.88,N,83.992,W,
11/2/2001,15:01:59,17.881,N,83.994,W,
11/2/2001,15:03:59,17.882,N,83.996,W,
11/2/2001,15:05:59,17.884,N,83.998,W,
11/2/2001,15:08:00,17.885,N,84,W,
11/2/2001,15:10:00,17.886,N,84.002,W,
11/2/2001,15:12:00,17.887,N,84.004,W,
11/2/2001,15:14:00,17.888,N,84.006,W,
11/2/2001,15:15:59,17.89,N,84.008,W,
11/2/2001,15:17:59,17.891,N,84.01,W,
11/2/2001,15:19:59,17.892,N,84.012,W,
11/2/2001,15:21:59,17.893,N,84.014,W,
11/2/2001,15:24:00,17.894,N,84.016,W,
11/2/2001,15:26:00,17.896,N,84.018,W,
11/2/2001,15:28:00,17.897,N,84.02,W,
11/2/2001,15:30:00,17.898,N,84.022,W,
11/2/2001,15:31:59,17.899,N,84.024,W,
11/2/2001,15:33:59,17.9,N,84.026,W,
11/2/2001,15:35:59,17.902,N,84.028,W,
11/2/2001,15:38:00,17.903,N,84.03,W,
11/2/2001,15:40:00,17.904,N,84.032,W,
11/2/2001,15:42:00,17.905,N,84.034,W,
11/2/2001,15:44:00,17.907,N,84.036,W,
11/2/2001,15:45:59,17.908,N,84.038,W,
11/2/2001,15:47:59,17.909,N,84.04,W,
11/2/2001,15:49:59,17.91,N,84.042,W,
11/2/2001,15:51:59,17.912,N,84.044,W,
11/2/2001,15:54:00,17.913,N,84.046,W,
11/2/2001,15:56:00,17.914,N,84.047,W,
11/2/2001,15:58:00,17.915,N,84.049,W,
11/2/2001,16:00:00,17.917,N,84.051,W,
11/2/2001,16:01:59,17.918,N,84.053,W,
11/2/2001,16:03:59,17.919,N,84.054,W,
11/2/2001,16:05:59,17.921,N,84.056,W,
11/2/2001,16:07:59,17.922,N,84.058,W,
11/2/2001,16:09:59,17.923,N,84.059,W,
11/2/2001,16:11:59,17.924,N,84.061,W,
11/2/2001,16:13:59,17.926,N,84.062,W,
11/2/2001,16:16:00,17.927,N,84.064,W,
11/2/2001,16:18:00,17.928,N,84.065,W,
11/2/2001,16:20:00,17.93,N,84.067,W,
11/2/2001,16:22:00,17.931,N,84.068,W,
11/2/2001,16:24:00,17.932,N,84.069,W,
11/2/2001,16:26:00,17.934,N,84.071,W,
11/2/2001,16:28:00,17.935,N,84.072,W,
11/2/2001,16:30:00,17.937,N,84.073,W,
11/2/2001,16:31:59,17.938,N,84.074,W,
11/2/2001,16:33:59,17.939,N,84.076,W,
11/2/2001,16:35:59,17.941,N,84.077,W,
11/2/2001,16:37:59,17.942,N,84.078,W,
11/2/2001,16:39:59,17.943,N,84.079,W,
11/2/2001,16:41:59,17.945,N,84.08,W,
11/2/2001,16:43:59,17.946,N,84.08,W,
11/2/2001,16:46:00,17.948,N,84.081,W,
11/2/2001,16:48:00,17.949,N,84.082,W,
11/2/2001,16:50:00,17.95,N,84.083,W,
11/2/2001,16:52:00,17.952,N,84.083,W,
11/2/2001,16:54:00,17.953,N,84.084,W,
11/2/2001,16:56:00,17.955,N,84.085,W,
11/2/2001,16:58:00,17.956,N,84.085,W,
11/2/2001,17:00:00,17.958,N,84.086,W,
11/2/2001,17:01:59,17.959,N,84.086,W,
11/2/2001,17:03:59,17.961,N,84.086,W,
11/2/2001,17:05:59,17.962,N,84.087,W,
11/2/2001,17:07:59,17.964,N,84.087,W,
11/2/2001,17:09:59,17.965,N,84.087,W,
11/2/2001,17:11:59,17.967,N,84.087,W,
11/2/2001,17:13:59,17.968,N,84.087,W,
11/2/2001,17:16:00,17.97,N,84.087,W,
11/2/2001,17:18:00,17.971,N,84.087,W,
11/2/2001,17:20:00,17.973,N,84.086,W,
11/2/2001,17:22:00,17.974,N,84.086,W,
11/2/2001,17:24:00,17.976,N,84.086,W,
11/2/2001,17:26:00,17.978,N,84.086,W,
11/2/2001,17:28:00,17.979,N,84.085,W,
11/2/2001,17:30:00,17.981,N,84.085,W,
11/2/2001,17:31:59,17.982,N,84.084,W,
11/2/2001,17:33:59,17.984,N,84.084,W,
11/2/2001,17:35:59,17.986,N,84.083,W,
11/2/2001,17:37:59,17.987,N,84.082,W,
11/2/2001,17:39:59,17.989,N,84.082,W,
11/2/2001,17:41:59,17.99,N,84.081,W,
11/2/2001,17:43:59,17.992,N,84.08,W,
11/2/2001,17:46:00,17.994,N,84.079,W,
11/2/2001,17:48:00,17.995,N,84.078,W,
11/2/2001,17:50:00,17.997,N,84.077,W,
11/2/2001,17:52:00,17.999,N,84.076,W,
11/2/2001,17:54:00,18,N,84.075,W,
11/2/2001,17:56:00,18.002,N,84.074,W,
11/2/2001,17:58:00,18.004,N,84.073,W,
11/2/2001,18:00:00,18.005,N,84.072,W,
11/2/2001,18:01:59,18.007,N,84.07,W,
11/2/2001,18:03:59,18.009,N,84.069,W,
11/2/2001,18:05:59,18.01,N,84.068,W,
11/2/2001,18:07:59,18.012,N,84.066,W,
11/2/2001,18:09:59,18.014,N,84.065,W,
11/2/2001,18:11:24,18.015,N,84.064,W,
11/2/2001,18:13:24,18.015,N,84.06,W,
11/2/2001,18:15:24,18.014,N,84.055,W,
11/2/2001,18:17:24,18.014,N,84.051,W,
11/2/2001,18:19:24,18.014,N,84.047,W,
11/2/2001,18:21:24,18.014,N,84.043,W,
11/2/2001,18:23:24,18.014,N,84.039,W,
11/2/2001,18:25:25,18.014,N,84.035,W,
11/2/2001,18:27:25,18.014,N,84.031,W,
11/2/2001,18:29:25,18.014,N,84.027,W,
11/2/2001,18:31:25,18.014,N,84.023,W,
11/2/2001,18:33:25,18.015,N,84.019,W,
11/2/2001,18:35:25,18.015,N,84.015,W,
11/2/2001,18:37:25,18.016,N,84.012,W,
11/2/2001,18:39:24,18.016,N,84.008,W,
11/2/2001,18:41:24,18.017,N,84.005,W,
11/2/2001,18:43:24,18.018,N,84.001,W,
11/2/2001,18:45:24,18.019,N,83.998,W,
11/2/2001,18:47:24,18.019,N,83.995,W,
11/2/2001,18:49:24,18.021,N,83.992,W,
11/2/2001,18:51:24,18.022,N,83.989,W,
11/2/2001,18:53:24,18.023,N,83.987,W,
11/2/2001,18:55:25,18.025,N,83.984,W,
11/2/2001,18:57:25,18.026,N,83.982,W,
11/2/2001,18:59:25,18.028,N,83.979,W,
11/2/2001,19:01:25,18.029,N,83.977,W,
11/2/2001,19:03:25,18.031,N,83.975,W,
11/2/2001,19:05:25,18.033,N,83.973,W,
11/2/2001,19:07:25,18.035,N,83.971,W,
11/2/2001,19:09:24,18.037,N,83.969,W,
11/2/2001,19:11:24,18.04,N,83.968,W,
11/2/2001,19:13:24,18.042,N,83.966,W,
11/2/2001,19:15:24,18.044,N,83.965,W,
11/2/2001,19:17:24,18.047,N,83.963,W,
11/2/2001,19:19:24,18.049,N,83.962,W,
11/2/2001,19:21:24,18.052,N,83.961,W,
11/2/2001,19:23:24,18.055,N,83.96,W,
11/2/2001,19:25:25,18.058,N,83.959,W,
11/2/2001,19:27:25,18.061,N,83.958,W,
11/2/2001,19:29:25,18.064,N,83.957,W,
11/2/2001,19:31:25,18.067,N,83.956,W,
11/2/2001,19:33:25,18.07,N,83.956,W,
11/2/2001,19:35:25,18.073,N,83.955,W,
11/2/2001,19:37:25,18.076,N,83.954,W,
11/2/2001,19:39:24,18.079,N,83.954,W,
11/2/2001,19:41:24,18.083,N,83.954,W,
11/2/2001,19:43:24,18.086,N,83.953,W,
11/2/2001,19:45:24,18.09,N,83.953,W,
11/2/2001,19:47:24,18.093,N,83.953,W,
11/2/2001,19:49:24,18.097,N,83.953,W,
11/2/2001,19:51:24,18.101,N,83.953,W,
11/2/2001,19:53:24,18.104,N,83.953,W,
11/2/2001,19:55:25,18.108,N,83.953,W,
11/2/2001,19:55:52,18.109,N,83.953,W,
11/2/2001,19:57:52,18.113,N,83.954,W,
11/2/2001,19:59:52,18.117,N,83.954,W,
11/2/2001,20:01:52,18.121,N,83.955,W,
11/2/2001,20:03:52,18.126,N,83.955,W,
11/2/2001,20:05:52,18.13,N,83.956,W,
11/2/2001,20:07:52,18.134,N,83.957,W,
11/2/2001,20:09:51,18.138,N,83.957,W,
11/2/2001,20:11:51,18.143,N,83.958,W,
11/2/2001,20:13:51,18.147,N,83.959,W,
11/2/2001,20:15:51,18.151,N,83.96,W,
11/2/2001,20:17:51,18.155,N,83.96,W,
11/2/2001,20:19:51,18.16,N,83.961,W,
11/2/2001,20:21:51,18.164,N,83.962,W,
11/2/2001,20:23:52,18.168,N,83.962,W,
11/2/2001,20:25:52,18.173,N,83.963,W,
11/2/2001,20:27:52,18.177,N,83.963,W,
11/2/2001,20:29:52,18.181,N,83.964,W,
11/2/2001,20:31:52,18.185,N,83.964,W,
11/2/2001,20:33:52,18.189,N,83.965,W,
11/2/2001,20:35:52,18.193,N,83.965,W,
11/2/2001,20:37:52,18.197,N,83.965,W,
11/2/2001,20:39:51,18.201,N,83.966,W,
11/2/2001,20:41:51,18.205,N,83.966,W,
11/2/2001,20:43:19,18.208,N,83.966,W,
11/2/2001,20:45:19,18.211,N,83.964,W,
11/2/2001,20:47:19,18.213,N,83.963,W,
11/2/2001,20:49:19,18.216,N,83.961,W,
11/2/2001,20:51:19,18.219,N,83.959,W,
11/2/2001,20:53:18,18.221,N,83.957,W,
11/2/2001,20:55:18,18.223,N,83.955,W,
11/2/2001,20:57:18,18.226,N,83.953,W,
11/2/2001,20:59:18,18.228,N,83.951,W,
11/2/2001,21:01:18,18.231,N,83.949,W,
11/2/2001,21:03:18,18.234,N,83.947,W,
11/2/2001,21:05:18,18.236,N,83.946,W,
11/2/2001,21:07:19,18.239,N,83.944,W,
11/2/2001,21:09:19,18.242,N,83.942,W,
11/2/2001,21:11:19,18.245,N,83.941,W,
11/2/2001,21:13:19,18.248,N,83.94,W,
11/2/2001,21:15:19,18.251,N,83.939,W,
11/2/2001,21:17:19,18.254,N,83.939,W,
11/2/2001,21:19:19,18.258,N,83.938,W,
11/2/2001,21:21:19,18.262,N,83.938,W,
11/2/2001,21:23:18,18.266,N,83.939,W,
11/2/2001,21:25:18,18.27,N,83.939,W,
11/2/2001,21:27:18,18.274,N,83.94,W,
11/2/2001,21:29:18,18.279,N,83.941,W,
11/2/2001,21:31:18,18.283,N,83.942,W,
11/2/2001,21:33:18,18.288,N,83.944,W,
11/2/2001,21:35:18,18.293,N,83.946,W,
11/2/2001,21:37:19,18.298,N,83.947,W,
11/2/2001,21:39:19,18.303,N,83.949,W,
11/2/2001,21:41:19,18.309,N,83.952,W,
11/2/2001,21:43:19,18.314,N,83.954,W,
11/2/2001,21:45:19,18.32,N,83.956,W,
11/2/2001,21:47:19,18.326,N,83.959,W,
11/2/2001,21:49:19,18.331,N,83.962,W,
11/2/2001,21:51:19,18.337,N,83.964,W,
11/2/2001,21:53:18,18.343,N,83.967,W,
11/2/2001,21:55:18,18.348,N,83.97,W,
11/2/2001,21:57:18,18.354,N,83.973,W,
11/2/2001,21:59:18,18.359,N,83.976,W,
11/2/2001,22:00:00,18.361,N,83.977,W,
11/2/2001,22:01:59,18.366,N,83.98,W,
11/2/2001,22:03:59,18.37,N,83.982,W,
11/2/2001,22:05:59,18.374,N,83.985,W,
11/2/2001,22:07:59,18.378,N,83.987,W,
11/2/2001,22:09:59,18.381,N,83.99,W,
11/2/2001,22:11:59,18.384,N,83.993,W,
11/2/2001,22:13:59,18.386,N,83.995,W,
11/2/2001,22:16:00,18.388,N,83.997,W,
11/2/2001,22:18:00,18.389,N,84,W,
11/2/2001,22:20:00,18.39,N,84.002,W,
11/2/2001,22:22:00,18.39,N,84.004,W,
11/2/2001,22:24:00,18.39,N,84.007,W,
11/2/2001,22:26:00,18.389,N,84.009,W,
11/2/2001,22:28:00,18.388,N,84.011,W,
11/2/2001,22:30:00,18.387,N,84.013,W,
11/2/2001,22:31:59,18.385,N,84.015,W,
11/2/2001,22:33:59,18.384,N,84.017,W,
11/2/2001,22:35:59,18.382,N,84.018,W,
11/2/2001,22:37:59,18.38,N,84.02,W,
11/2/2001,22:39:59,18.379,N,84.022,W,
11/2/2001,22:41:59,18.377,N,84.023,W,
11/2/2001,22:43:59,18.376,N,84.024,W,
11/2/2001,22:46:00,18.375,N,84.026,W,
11/2/2001,22:48:00,18.374,N,84.027,W,
11/2/2001,22:50:00,18.374,N,84.028,W,
11/2/2001,22:52:00,18.374,N,84.029,W,
11/2/2001,22:54:00,18.375,N,84.029,W,
11/2/2001,22:56:00,18.376,N,84.03,W,
11/2/2001,22:58:00,18.378,N,84.031,W,
11/2/2001,23:00:00,18.38,N,84.031,W,
11/2/2001,23:01:05,18.382,N,84.031,W,
11/2/2001,23:03:05,18.385,N,84.032,W,
11/2/2001,23:05:05,18.389,N,84.032,W,
11/2/2001,23:07:05,18.393,N,84.032,W,
11/2/2001,23:09:05,18.397,N,84.032,W,
11/2/2001,23:11:05,18.402,N,84.032,W,
11/2/2001,23:13:05,18.407,N,84.032,W,
11/2/2001,23:15:04,18.412,N,84.032,W,
11/2/2001,23:17:04,18.417,N,84.032,W,
11/2/2001,23:19:04,18.423,N,84.031,W,
11/2/2001,23:21:04,18.429,N,84.031,W,
11/2/2001,23:23:04,18.436,N,84.03,W,
11/2/2001,23:25:04,18.443,N,84.029,W,
11/2/2001,23:27:04,18.45,N,84.028,W,
11/2/2001,23:29:05,18.457,N,84.026,W,
11/2/2001,23:29:43,18.46,N,84.026,W,
11/2/2001,23:31:44,18.465,N,84.026,W,
11/2/2001,23:33:44,18.471,N,84.025,W,
11/2/2001,23:35:44,18.476,N,84.025,W,
11/2/2001,23:37:44,18.481,N,84.025,W,
11/2/2001,23:39:44,18.486,N,84.024,W,
11/2/2001,23:41:44,18.491,N,84.024,W,
11/2/2001,23:43:44,18.496,N,84.024,W,
11/2/2001,23:45:44,18.501,N,84.023,W,
11/2/2001,23:47:43,18.506,N,84.023,W,
11/2/2001,23:49:43,18.511,N,84.023,W,
11/2/2001,23:51:43,18.516,N,84.022,W,
11/2/2001,23:53:43,18.521,N,84.022,W,
11/2/2001,23:55:43,18.526,N,84.022,W,
11/2/2001,23:57:43,18.531,N,84.021,W,
11/2/2001,23:59:43,18.535,N,84.021,W,
11/3/2001,0:01:44,18.54,N,84.021,W,
11/3/2001,0:03:44,18.544,N,84.02,W,
11/3/2001,0:05:44,18.549,N,84.02,W,
11/3/2001,0:07:44,18.553,N,84.02,W,
11/3/2001,0:09:44,18.558,N,84.02,W,
11/3/2001,0:11:44,18.562,N,84.019,W,
11/3/2001,0:13:44,18.566,N,84.019,W,
11/3/2001,0:15:44,18.57,N,84.019,W,
11/3/2001,0:17:43,18.575,N,84.018,W,
11/3/2001,0:19:43,18.579,N,84.018,W,
11/3/2001,0:21:43,18.582,N,84.018,W,
11/3/2001,0:23:43,18.586,N,84.017,W,
11/3/2001,0:25:43,18.59,N,84.017,W,
11/3/2001,0:27:43,18.594,N,84.017,W,
11/3/2001,0:29:43,18.597,N,84.017,W,
11/3/2001,0:31:44,18.601,N,84.016,W,
11/3/2001,0:33:44,18.604,N,84.016,W,
11/3/2001,0:35:44,18.608,N,84.016,W,
11/3/2001,0:37:44,18.611,N,84.016,W,
11/3/2001,0:39:44,18.614,N,84.015,W,
11/3/2001,0:41:44,18.617,N,84.015,W,
11/3/2001,0:43:44,18.62,N,84.015,W,
11/3/2001,0:45:44,18.623,N,84.015,W,
11/3/2001,0:47:43,18.626,N,84.014,W,
11/3/2001,0:49:43,18.628,N,84.014,W,
11/3/2001,0:51:43,18.631,N,84.014,W,
11/3/2001,0:53:43,18.633,N,84.014,W,
11/3/2001,0:55:43,18.635,N,84.013,W,
11/3/2001,0:57:43,18.638,N,84.013,W,
11/3/2001,0:59:43,18.64,N,84.013,W,
11/3/2001,1:01:44,18.642,N,84.013,W,
11/3/2001,1:03:44,18.643,N,84.013,W,
11/3/2001,1:05:44,18.645,N,84.012,W,
11/3/2001,1:07:44,18.647,N,84.012,W,
11/3/2001,1:09:44,18.648,N,84.012,W,
11/3/2001,1:11:44,18.649,N,84.012,W,
11/3/2001,1:13:44,18.651,N,84.012,W,
11/3/2001,1:15:44,18.652,N,84.012,W,
11/3/2001,1:17:43,18.653,N,84.011,W,
11/3/2001,1:19:43,18.653,N,84.011,W,
11/3/2001,1:21:43,18.654,N,84.011,W,
11/3/2001,1:23:43,18.655,N,84.011,W,
11/3/2001,1:25:43,18.655,N,84.011,W,
11/3/2001,1:27:43,18.655,N,84.011,W,
11/3/2001,1:29:43,18.656,N,84.011,W,
11/3/2001,1:31:44,18.656,N,84.011,W,
11/3/2001,1:33:44,18.656,N,84.01,W,
11/3/2001,1:35:44,18.656,N,84.01,W,
11/3/2001,1:37:44,18.656,N,84.01,W,
11/3/2001,1:39:44,18.655,N,84.01,W,
11/3/2001,1:41:44,18.655,N,84.01,W,
11/3/2001,1:43:44,18.655,N,84.01,W,
11/3/2001,1:45:44,18.654,N,84.01,W,
11/3/2001,1:47:43,18.653,N,84.01,W,
11/3/2001,1:49:43,18.653,N,84.01,W,
11/3/2001,1:51:43,18.652,N,84.011,W,
11/3/2001,1:53:43,18.651,N,84.011,W,
