Track,for,Dennis,2005,,
7/7/2005,0:57:25,16.32,N,73.2,W
7/7/2005,0:59:25,16.32,N,73.205,W
7/7/2005,0:59:29,16.32,N,73.205,W
7/7/2005,1:01:30,16.319,N,73.209,W
7/7/2005,1:03:30,16.318,N,73.212,W
7/7/2005,1:05:30,16.317,N,73.216,W
7/7/2005,1:07:30,16.316,N,73.219,W
7/7/2005,1:09:29,16.316,N,73.223,W
7/7/2005,1:11:29,16.315,N,73.227,W
7/7/2005,1:13:29,16.314,N,73.23,W
7/7/2005,1:15:30,16.313,N,73.234,W
7/7/2005,1:17:30,16.312,N,73.238,W
7/7/2005,1:19:30,16.311,N,73.242,W
7/7/2005,1:21:30,16.31,N,73.246,W
7/7/2005,1:23:29,16.309,N,73.25,W
7/7/2005,1:25:29,16.309,N,73.255,W
7/7/2005,1:27:29,16.308,N,73.259,W
7/7/2005,1:29:29,16.307,N,73.264,W
7/7/2005,1:31:30,16.307,N,73.268,W
7/7/2005,1:33:30,16.306,N,73.273,W
7/7/2005,1:35:30,16.306,N,73.278,W
7/7/2005,1:37:30,16.305,N,73.284,W
7/7/2005,1:38:00,16.305,N,73.285,W
7/7/2005,1:40:00,16.304,N,73.29,W
7/7/2005,1:42:00,16.303,N,73.295,W
7/7/2005,1:44:00,16.303,N,73.301,W
7/7/2005,1:45:59,16.302,N,73.307,W
7/7/2005,1:47:59,16.301,N,73.312,W
7/7/2005,1:49:59,16.3,N,73.318,W
7/7/2005,1:51:59,16.299,N,73.325,W
7/7/2005,1:54:00,16.299,N,73.331,W
7/7/2005,1:56:00,16.298,N,73.337,W
7/7/2005,1:58:00,16.297,N,73.344,W
7/7/2005,2:00:00,16.297,N,73.351,W
7/7/2005,2:01:59,16.296,N,73.358,W
7/7/2005,2:03:59,16.296,N,73.365,W
7/7/2005,2:05:59,16.295,N,73.372,W
7/7/2005,2:08:00,16.295,N,73.379,W
7/7/2005,2:10:00,16.295,N,73.386,W
7/7/2005,2:12:00,16.294,N,73.394,W
7/7/2005,2:14:00,16.294,N,73.401,W
7/7/2005,2:15:59,16.295,N,73.409,W
7/7/2005,2:17:59,16.295,N,73.416,W
7/7/2005,2:19:59,16.295,N,73.424,W
7/7/2005,2:21:59,16.296,N,73.431,W
7/7/2005,2:24:00,16.297,N,73.439,W
7/7/2005,2:26:00,16.297,N,73.446,W
7/7/2005,2:28:00,16.299,N,73.454,W
7/7/2005,2:30:00,16.3,N,73.462,W
7/7/2005,2:31:59,16.301,N,73.469,W
7/7/2005,2:33:59,16.303,N,73.477,W
7/7/2005,2:35:59,16.305,N,73.484,W
7/7/2005,2:38:00,16.307,N,73.492,W
7/7/2005,2:40:00,16.31,N,73.499,W
7/7/2005,2:41:34,16.312,N,73.505,W
7/7/2005,2:43:34,16.314,N,73.512,W
7/7/2005,2:45:35,16.316,N,73.519,W
7/7/2005,2:47:35,16.319,N,73.526,W
7/7/2005,2:49:35,16.322,N,73.533,W
7/7/2005,2:51:34,16.324,N,73.54,W
7/7/2005,2:53:34,16.327,N,73.547,W
7/7/2005,2:55:34,16.331,N,73.554,W
7/7/2005,2:57:34,16.334,N,73.561,W
7/7/2005,2:59:35,16.338,N,73.568,W
7/7/2005,3:01:35,16.342,N,73.575,W
7/7/2005,3:03:35,16.346,N,73.582,W
7/7/2005,3:05:35,16.35,N,73.589,W
7/7/2005,3:07:34,16.355,N,73.596,W
7/7/2005,3:09:34,16.36,N,73.603,W
7/7/2005,3:11:34,16.365,N,73.61,W
7/7/2005,3:13:34,16.37,N,73.617,W
7/7/2005,3:15:35,16.376,N,73.624,W
7/7/2005,3:17:35,16.382,N,73.631,W
7/7/2005,3:19:35,16.388,N,73.638,W
7/7/2005,3:21:34,16.394,N,73.646,W
7/7/2005,3:23:34,16.401,N,73.653,W
7/7/2005,3:24:15,16.403,N,73.655,W
7/7/2005,3:26:15,16.407,N,73.662,W
7/7/2005,3:28:14,16.411,N,73.669,W
7/7/2005,3:30:14,16.415,N,73.676,W
7/7/2005,3:32:14,16.42,N,73.682,W
7/7/2005,3:34:15,16.424,N,73.689,W
7/7/2005,3:36:15,16.428,N,73.696,W
7/7/2005,3:38:15,16.432,N,73.703,W
7/7/2005,3:40:15,16.436,N,73.709,W
7/7/2005,3:42:14,16.44,N,73.716,W
7/7/2005,3:44:14,16.444,N,73.723,W
7/7/2005,3:46:14,16.448,N,73.729,W
7/7/2005,3:48:14,16.452,N,73.736,W
7/7/2005,3:50:15,16.456,N,73.742,W
7/7/2005,3:52:15,16.46,N,73.749,W
7/7/2005,3:54:15,16.464,N,73.755,W
7/7/2005,3:56:15,16.468,N,73.762,W
7/7/2005,3:58:14,16.471,N,73.768,W
7/7/2005,4:00:14,16.475,N,73.774,W
7/7/2005,4:02:14,16.479,N,73.781,W
7/7/2005,4:04:15,16.483,N,73.787,W
7/7/2005,4:06:15,16.487,N,73.793,W
7/7/2005,4:08:15,16.49,N,73.799,W
7/7/2005,4:10:15,16.494,N,73.805,W
7/7/2005,4:12:14,16.498,N,73.812,W
7/7/2005,4:14:14,16.501,N,73.818,W
7/7/2005,4:16:14,16.505,N,73.824,W
7/7/2005,4:18:14,16.509,N,73.83,W
7/7/2005,4:20:15,16.512,N,73.835,W
7/7/2005,4:22:15,16.516,N,73.841,W
7/7/2005,4:24:15,16.519,N,73.847,W
7/7/2005,4:26:15,16.523,N,73.853,W
7/7/2005,4:28:14,16.526,N,73.859,W
7/7/2005,4:30:14,16.529,N,73.864,W
7/7/2005,4:32:14,16.533,N,73.87,W
7/7/2005,4:34:15,16.536,N,73.875,W
7/7/2005,4:36:15,16.539,N,73.881,W
7/7/2005,4:38:15,16.543,N,73.886,W
7/7/2005,4:40:15,16.546,N,73.892,W
7/7/2005,4:42:14,16.549,N,73.897,W
7/7/2005,4:44:14,16.552,N,73.902,W
7/7/2005,4:46:14,16.555,N,73.907,W
7/7/2005,4:48:14,16.558,N,73.912,W
7/7/2005,4:50:15,16.561,N,73.918,W
7/7/2005,4:52:15,16.564,N,73.923,W
7/7/2005,4:54:15,16.567,N,73.927,W
7/7/2005,4:56:15,16.57,N,73.932,W
7/7/2005,4:58:14,16.573,N,73.937,W
7/7/2005,5:00:14,16.576,N,73.942,W
7/7/2005,5:02:14,16.579,N,73.946,W
7/7/2005,5:04:15,16.581,N,73.951,W
7/7/2005,5:06:15,16.584,N,73.956,W
7/7/2005,5:08:15,16.587,N,73.96,W
7/7/2005,5:10:15,16.589,N,73.964,W
7/7/2005,5:12:14,16.592,N,73.969,W
7/7/2005,5:14:14,16.595,N,73.973,W
7/7/2005,5:16:14,16.597,N,73.977,W
7/7/2005,5:18:14,16.6,N,73.981,W
7/7/2005,5:20:15,16.602,N,73.985,W
7/7/2005,5:22:15,16.604,N,73.989,W
7/7/2005,5:24:15,16.607,N,73.993,W
7/7/2005,5:26:15,16.609,N,73.997,W
7/7/2005,5:28:14,16.612,N,74.001,W
7/7/2005,5:30:14,16.614,N,74.005,W
7/7/2005,5:32:14,16.616,N,74.009,W
7/7/2005,5:34:15,16.618,N,74.012,W
7/7/2005,5:36:15,16.621,N,74.016,W
7/7/2005,5:38:15,16.623,N,74.02,W
7/7/2005,5:40:15,16.625,N,74.023,W
7/7/2005,5:42:14,16.628,N,74.027,W
7/7/2005,5:44:14,16.63,N,74.03,W
7/7/2005,5:46:14,16.632,N,74.034,W
7/7/2005,5:48:14,16.634,N,74.037,W
7/7/2005,5:50:15,16.637,N,74.041,W
7/7/2005,5:52:15,16.639,N,74.044,W
7/7/2005,5:54:15,16.641,N,74.047,W
7/7/2005,5:56:15,16.643,N,74.051,W
7/7/2005,5:58:14,16.646,N,74.054,W
7/7/2005,6:00:14,16.648,N,74.057,W
7/7/2005,6:02:14,16.65,N,74.06,W
7/7/2005,6:04:15,16.652,N,74.064,W
7/7/2005,6:06:15,16.655,N,74.067,W
7/7/2005,6:08:15,16.657,N,74.07,W
7/7/2005,6:10:15,16.659,N,74.073,W
7/7/2005,6:12:14,16.662,N,74.076,W
7/7/2005,6:14:14,16.664,N,74.079,W
7/7/2005,6:16:14,16.666,N,74.082,W
7/7/2005,6:18:14,16.669,N,74.085,W
7/7/2005,6:20:15,16.671,N,74.088,W
7/7/2005,6:22:15,16.674,N,74.091,W
7/7/2005,6:24:15,16.676,N,74.094,W
7/7/2005,6:26:15,16.678,N,74.097,W
7/7/2005,6:28:14,16.681,N,74.1,W
7/7/2005,6:30:14,16.684,N,74.103,W
7/7/2005,6:32:14,16.686,N,74.106,W
7/7/2005,6:34:15,16.689,N,74.109,W
7/7/2005,6:36:15,16.692,N,74.112,W
7/7/2005,6:38:15,16.694,N,74.115,W
7/7/2005,6:40:15,16.697,N,74.118,W
7/7/2005,6:42:14,16.7,N,74.121,W
7/7/2005,6:44:14,16.703,N,74.124,W
7/7/2005,6:46:14,16.706,N,74.127,W
7/7/2005,6:48:14,16.708,N,74.13,W
7/7/2005,6:50:15,16.712,N,74.133,W
7/7/2005,6:52:15,16.715,N,74.136,W
7/7/2005,6:54:15,16.718,N,74.14,W
7/7/2005,6:56:15,16.721,N,74.143,W
7/7/2005,6:58:14,16.724,N,74.146,W
7/7/2005,7:00:14,16.727,N,74.149,W
7/7/2005,7:02:14,16.731,N,74.152,W
7/7/2005,7:04:15,16.734,N,74.155,W
7/7/2005,7:06:15,16.738,N,74.158,W
7/7/2005,7:08:15,16.741,N,74.161,W
7/7/2005,7:10:15,16.745,N,74.165,W
7/7/2005,7:12:14,16.748,N,74.168,W
7/7/2005,7:14:14,16.752,N,74.171,W
7/7/2005,7:16:14,16.756,N,74.174,W
7/7/2005,7:18:14,16.76,N,74.178,W
7/7/2005,7:20:15,16.764,N,74.181,W
7/7/2005,7:22:15,16.768,N,74.184,W
7/7/2005,7:24:15,16.772,N,74.188,W
7/7/2005,7:26:15,16.776,N,74.191,W
7/7/2005,7:28:14,16.781,N,74.195,W
7/7/2005,7:30:14,16.785,N,74.198,W
7/7/2005,7:32:14,16.789,N,74.202,W
7/7/2005,7:34:15,16.794,N,74.205,W
7/7/2005,7:36:15,16.798,N,74.209,W
7/7/2005,7:38:15,16.803,N,74.212,W
7/7/2005,7:40:15,16.808,N,74.216,W
7/7/2005,7:42:14,16.813,N,74.22,W
7/7/2005,7:44:14,16.817,N,74.223,W
7/7/2005,7:46:14,16.822,N,74.227,W
7/7/2005,7:48:14,16.827,N,74.231,W
7/7/2005,7:50:15,16.832,N,74.235,W
7/7/2005,7:52:15,16.837,N,74.239,W
7/7/2005,7:54:15,16.843,N,74.242,W
7/7/2005,7:56:15,16.848,N,74.246,W
7/7/2005,7:58:14,16.853,N,74.25,W
7/7/2005,8:00:14,16.858,N,74.254,W
7/7/2005,8:02:14,16.864,N,74.258,W
7/7/2005,8:02:18,16.864,N,74.258,W
7/7/2005,8:04:18,16.87,N,74.261,W
7/7/2005,8:06:17,16.876,N,74.265,W
7/7/2005,8:08:17,16.882,N,74.268,W
7/7/2005,8:10:17,16.888,N,74.271,W
7/7/2005,8:12:18,16.894,N,74.275,W
7/7/2005,8:14:18,16.901,N,74.278,W
7/7/2005,8:16:18,16.907,N,74.282,W
7/7/2005,8:18:18,16.913,N,74.285,W
7/7/2005,8:20:17,16.919,N,74.289,W
7/7/2005,8:22:17,16.925,N,74.292,W
7/7/2005,8:24:17,16.931,N,74.296,W
7/7/2005,8:26:17,16.938,N,74.3,W
7/7/2005,8:28:18,16.944,N,74.303,W
7/7/2005,8:30:18,16.95,N,74.307,W
7/7/2005,8:32:18,16.956,N,74.311,W
7/7/2005,8:34:18,16.963,N,74.315,W
7/7/2005,8:36:17,16.969,N,74.319,W
7/7/2005,8:38:17,16.975,N,74.323,W
7/7/2005,8:40:17,16.982,N,74.327,W
7/7/2005,8:42:18,16.988,N,74.331,W
7/7/2005,8:44:18,16.994,N,74.335,W
7/7/2005,8:46:18,17,N,74.339,W
7/7/2005,8:48:18,17.007,N,74.344,W
7/7/2005,8:50:17,17.013,N,74.348,W
7/7/2005,8:52:17,17.019,N,74.352,W
7/7/2005,8:54:17,17.026,N,74.357,W
7/7/2005,8:56:17,17.032,N,74.361,W
7/7/2005,8:58:18,17.038,N,74.366,W
7/7/2005,9:00:18,17.045,N,74.37,W
7/7/2005,9:02:18,17.051,N,74.375,W
7/7/2005,9:04:18,17.058,N,74.379,W
7/7/2005,9:06:17,17.064,N,74.384,W
7/7/2005,9:08:17,17.07,N,74.389,W
7/7/2005,9:10:17,17.077,N,74.393,W
7/7/2005,9:12:18,17.083,N,74.398,W
7/7/2005,9:14:18,17.09,N,74.403,W
7/7/2005,9:16:18,17.096,N,74.408,W
7/7/2005,9:18:18,17.102,N,74.413,W
7/7/2005,9:20:17,17.109,N,74.418,W
7/7/2005,9:22:17,17.115,N,74.423,W
7/7/2005,9:24:17,17.122,N,74.428,W
7/7/2005,9:26:17,17.128,N,74.433,W
7/7/2005,9:28:18,17.135,N,74.438,W
7/7/2005,9:30:18,17.141,N,74.443,W
7/7/2005,9:32:18,17.147,N,74.448,W
7/7/2005,9:34:18,17.154,N,74.454,W
7/7/2005,9:36:17,17.16,N,74.459,W
7/7/2005,9:38:17,17.167,N,74.464,W
7/7/2005,9:38:58,17.169,N,74.466,W
7/7/2005,9:40:57,17.175,N,74.471,W
7/7/2005,9:42:57,17.182,N,74.476,W
7/7/2005,9:44:57,17.188,N,74.481,W
7/7/2005,9:46:57,17.195,N,74.486,W
7/7/2005,9:48:58,17.201,N,74.491,W
7/7/2005,9:50:58,17.207,N,74.496,W
7/7/2005,9:52:58,17.214,N,74.501,W
7/7/2005,9:54:57,17.22,N,74.506,W
7/7/2005,9:56:57,17.227,N,74.511,W
7/7/2005,9:58:57,17.233,N,74.516,W
7/7/2005,10:00:57,17.24,N,74.521,W
7/7/2005,10:02:58,17.246,N,74.526,W
7/7/2005,10:04:58,17.253,N,74.532,W
7/7/2005,10:06:58,17.259,N,74.537,W
7/7/2005,10:08:58,17.266,N,74.542,W
7/7/2005,10:10:57,17.272,N,74.548,W
7/7/2005,10:12:57,17.278,N,74.553,W
7/7/2005,10:14:57,17.285,N,74.559,W
7/7/2005,10:16:57,17.291,N,74.564,W
7/7/2005,10:18:58,17.298,N,74.57,W
7/7/2005,10:20:58,17.304,N,74.575,W
7/7/2005,10:22:58,17.311,N,74.581,W
7/7/2005,10:24:57,17.318,N,74.587,W
7/7/2005,10:26:57,17.324,N,74.592,W
7/7/2005,10:28:57,17.331,N,74.598,W
7/7/2005,10:30:57,17.337,N,74.604,W
7/7/2005,10:32:58,17.344,N,74.61,W
7/7/2005,10:34:58,17.35,N,74.616,W
7/7/2005,10:36:58,17.357,N,74.622,W
7/7/2005,10:38:58,17.363,N,74.628,W
7/7/2005,10:40:57,17.37,N,74.634,W
7/7/2005,10:42:57,17.377,N,74.64,W
7/7/2005,10:44:57,17.383,N,74.647,W
7/7/2005,10:46:57,17.39,N,74.653,W
7/7/2005,10:48:58,17.397,N,74.659,W
7/7/2005,10:50:58,17.403,N,74.666,W
7/7/2005,10:52:58,17.41,N,74.672,W
7/7/2005,10:54:57,17.416,N,74.678,W
7/7/2005,10:56:57,17.423,N,74.685,W
7/7/2005,10:58:57,17.43,N,74.692,W
7/7/2005,11:00:57,17.437,N,74.698,W
7/7/2005,11:02:58,17.443,N,74.705,W
7/7/2005,11:04:58,17.45,N,74.712,W
7/7/2005,11:06:58,17.457,N,74.719,W
7/7/2005,11:08:58,17.463,N,74.726,W
7/7/2005,11:10:57,17.47,N,74.733,W
7/7/2005,11:12:57,17.477,N,74.74,W
7/7/2005,11:14:13,17.481,N,74.744,W
7/7/2005,11:16:13,17.487,N,74.75,W
7/7/2005,11:18:13,17.494,N,74.756,W
7/7/2005,11:20:13,17.5,N,74.762,W
7/7/2005,11:22:12,17.506,N,74.768,W
7/7/2005,11:24:12,17.513,N,74.774,W
7/7/2005,11:26:12,17.519,N,74.78,W
7/7/2005,11:28:12,17.525,N,74.786,W
7/7/2005,11:30:13,17.532,N,74.792,W
7/7/2005,11:32:13,17.538,N,74.798,W
7/7/2005,11:34:13,17.544,N,74.804,W
7/7/2005,11:36:12,17.55,N,74.81,W
7/7/2005,11:38:12,17.557,N,74.816,W
7/7/2005,11:40:12,17.563,N,74.822,W
7/7/2005,11:42:12,17.569,N,74.829,W
7/7/2005,11:44:13,17.575,N,74.835,W
7/7/2005,11:46:13,17.581,N,74.841,W
7/7/2005,11:48:13,17.588,N,74.847,W
7/7/2005,11:50:13,17.594,N,74.853,W
7/7/2005,11:52:12,17.6,N,74.859,W
7/7/2005,11:54:12,17.606,N,74.865,W
7/7/2005,11:56:12,17.612,N,74.872,W
7/7/2005,11:58:12,17.618,N,74.878,W
7/7/2005,12:00:13,17.624,N,74.884,W
7/7/2005,12:02:13,17.63,N,74.89,W
7/7/2005,12:04:13,17.636,N,74.896,W
7/7/2005,12:06:12,17.642,N,74.903,W
7/7/2005,12:08:12,17.648,N,74.909,W
7/7/2005,12:10:12,17.654,N,74.915,W
7/7/2005,12:12:12,17.66,N,74.921,W
7/7/2005,12:14:13,17.666,N,74.928,W
7/7/2005,12:16:13,17.672,N,74.934,W
7/7/2005,12:18:13,17.678,N,74.94,W
7/7/2005,12:20:13,17.684,N,74.947,W
7/7/2005,12:22:12,17.69,N,74.953,W
7/7/2005,12:24:12,17.696,N,74.959,W
7/7/2005,12:26:12,17.702,N,74.966,W
7/7/2005,12:28:12,17.707,N,74.972,W
7/7/2005,12:30:13,17.713,N,74.979,W
7/7/2005,12:32:13,17.719,N,74.985,W
7/7/2005,12:34:13,17.725,N,74.992,W
7/7/2005,12:36:12,17.731,N,74.998,W
7/7/2005,12:38:12,17.736,N,75.004,W
7/7/2005,12:40:12,17.742,N,75.011,W
7/7/2005,12:42:12,17.748,N,75.017,W
7/7/2005,12:44:13,17.753,N,75.024,W
7/7/2005,12:46:13,17.759,N,75.03,W
7/7/2005,12:48:13,17.765,N,75.037,W
7/7/2005,12:50:13,17.77,N,75.044,W
7/7/2005,12:52:12,17.776,N,75.05,W
7/7/2005,12:54:12,17.781,N,75.057,W
7/7/2005,12:56:12,17.787,N,75.063,W
7/7/2005,12:58:12,17.792,N,75.07,W
7/7/2005,13:00:13,17.798,N,75.077,W
7/7/2005,13:02:13,17.803,N,75.083,W
7/7/2005,13:04:13,17.809,N,75.09,W
7/7/2005,13:06:12,17.814,N,75.097,W
7/7/2005,13:08:12,17.82,N,75.103,W
7/7/2005,13:10:12,17.825,N,75.11,W
7/7/2005,13:12:12,17.831,N,75.117,W
7/7/2005,13:14:13,17.836,N,75.123,W
7/7/2005,13:16:13,17.842,N,75.13,W
7/7/2005,13:18:13,17.847,N,75.137,W
7/7/2005,13:20:13,17.852,N,75.143,W
7/7/2005,13:22:12,17.858,N,75.15,W
7/7/2005,13:24:12,17.863,N,75.157,W
7/7/2005,13:26:12,17.868,N,75.164,W
7/7/2005,13:28:12,17.874,N,75.171,W
7/7/2005,13:30:13,17.879,N,75.177,W
7/7/2005,13:32:13,17.884,N,75.184,W
7/7/2005,13:34:13,17.89,N,75.191,W
7/7/2005,13:36:12,17.895,N,75.198,W
7/7/2005,13:38:12,17.9,N,75.205,W
7/7/2005,13:40:12,17.905,N,75.211,W
7/7/2005,13:42:12,17.91,N,75.218,W
7/7/2005,13:44:13,17.916,N,75.225,W
7/7/2005,13:46:13,17.921,N,75.232,W
7/7/2005,13:48:13,17.926,N,75.239,W
7/7/2005,13:50:13,17.931,N,75.246,W
7/7/2005,13:52:12,17.936,N,75.253,W
7/7/2005,13:54:12,17.942,N,75.259,W
7/7/2005,13:56:12,17.947,N,75.266,W
7/7/2005,13:58:12,17.952,N,75.273,W
7/7/2005,14:00:13,17.957,N,75.28,W
7/7/2005,14:02:13,17.962,N,75.287,W
7/7/2005,14:04:13,17.967,N,75.294,W
7/7/2005,14:06:12,17.972,N,75.301,W
7/7/2005,14:08:12,17.978,N,75.308,W
7/7/2005,14:10:12,17.983,N,75.315,W
7/7/2005,14:12:12,17.988,N,75.322,W
7/7/2005,14:14:13,17.993,N,75.329,W
7/7/2005,14:16:13,17.998,N,75.336,W
7/7/2005,14:18:13,18.003,N,75.343,W
7/7/2005,14:20:13,18.008,N,75.35,W
7/7/2005,14:22:12,18.013,N,75.357,W
7/7/2005,14:24:12,18.018,N,75.364,W
7/7/2005,14:26:12,18.023,N,75.371,W
7/7/2005,14:28:12,18.028,N,75.378,W
7/7/2005,14:30:13,18.033,N,75.385,W
7/7/2005,14:32:13,18.038,N,75.392,W
7/7/2005,14:34:13,18.043,N,75.399,W
7/7/2005,14:36:12,18.048,N,75.406,W
7/7/2005,14:38:12,18.053,N,75.413,W
7/7/2005,14:40:12,18.058,N,75.42,W
7/7/2005,14:42:12,18.063,N,75.427,W
7/7/2005,14:44:13,18.068,N,75.434,W
7/7/2005,14:46:13,18.073,N,75.441,W
7/7/2005,14:48:13,18.078,N,75.448,W
7/7/2005,14:50:13,18.083,N,75.455,W
7/7/2005,14:52:12,18.088,N,75.462,W
7/7/2005,14:54:12,18.093,N,75.469,W
7/7/2005,14:56:12,18.098,N,75.476,W
7/7/2005,14:58:12,18.103,N,75.483,W
7/7/2005,15:00:13,18.108,N,75.49,W
7/7/2005,15:02:13,18.113,N,75.497,W
7/7/2005,15:04:13,18.118,N,75.504,W
7/7/2005,15:06:12,18.123,N,75.511,W
7/7/2005,15:08:12,18.128,N,75.518,W
7/7/2005,15:10:12,18.133,N,75.525,W
7/7/2005,15:12:12,18.138,N,75.532,W
7/7/2005,15:14:13,18.143,N,75.539,W
7/7/2005,15:16:13,18.147,N,75.546,W
7/7/2005,15:18:13,18.152,N,75.553,W
7/7/2005,15:20:13,18.157,N,75.56,W
7/7/2005,15:22:12,18.162,N,75.567,W
7/7/2005,15:24:12,18.167,N,75.574,W
7/7/2005,15:26:12,18.172,N,75.581,W
7/7/2005,15:28:12,18.177,N,75.588,W
7/7/2005,15:30:13,18.182,N,75.595,W
7/7/2005,15:32:13,18.187,N,75.602,W
7/7/2005,15:34:13,18.192,N,75.609,W
7/7/2005,15:36:12,18.197,N,75.616,W
7/7/2005,15:38:12,18.202,N,75.623,W
7/7/2005,15:40:12,18.207,N,75.63,W
7/7/2005,15:42:12,18.212,N,75.637,W
7/7/2005,15:44:13,18.217,N,75.644,W
7/7/2005,15:46:13,18.222,N,75.651,W
7/7/2005,15:48:13,18.227,N,75.658,W
7/7/2005,15:50:13,18.232,N,75.665,W
7/7/2005,15:52:12,18.237,N,75.672,W
7/7/2005,15:54:12,18.242,N,75.679,W
7/7/2005,15:56:12,18.247,N,75.686,W
7/7/2005,15:58:12,18.252,N,75.693,W
7/7/2005,16:00:12,18.257,N,75.7,W
7/7/2005,16:02:12,18.262,N,75.707,W
7/7/2005,16:04:12,18.267,N,75.714,W
7/7/2005,16:06:13,18.272,N,75.721,W
7/7/2005,16:08:13,18.277,N,75.728,W
7/7/2005,16:10:13,18.281,N,75.735,W
7/7/2005,16:12:13,18.286,N,75.742,W
7/7/2005,16:14:13,18.291,N,75.749,W
7/7/2005,16:16:13,18.296,N,75.756,W
7/7/2005,16:18:13,18.301,N,75.763,W
7/7/2005,16:20:13,18.306,N,75.77,W
7/7/2005,16:22:12,18.311,N,75.777,W
7/7/2005,16:24:12,18.316,N,75.784,W
7/7/2005,16:26:12,18.321,N,75.791,W
7/7/2005,16:28:12,18.326,N,75.798,W
7/7/2005,16:30:12,18.331,N,75.805,W
7/7/2005,16:32:12,18.336,N,75.812,W
7/7/2005,16:34:12,18.341,N,75.819,W
7/7/2005,16:36:13,18.346,N,75.826,W
7/7/2005,16:38:13,18.351,N,75.833,W
7/7/2005,16:40:13,18.356,N,75.84,W
7/7/2005,16:42:13,18.361,N,75.847,W
7/7/2005,16:44:13,18.366,N,75.854,W
7/7/2005,16:46:13,18.371,N,75.861,W
7/7/2005,16:48:13,18.376,N,75.868,W
7/7/2005,16:50:13,18.381,N,75.875,W
7/7/2005,16:52:12,18.386,N,75.882,W
7/7/2005,16:54:12,18.391,N,75.889,W
7/7/2005,16:56:12,18.396,N,75.896,W
7/7/2005,16:58:12,18.401,N,75.903,W
7/7/2005,17:00:12,18.406,N,75.91,W
7/7/2005,17:02:12,18.411,N,75.917,W
7/7/2005,17:04:12,18.416,N,75.924,W
7/7/2005,17:06:13,18.421,N,75.931,W
7/7/2005,17:08:13,18.426,N,75.938,W
7/7/2005,17:10:13,18.431,N,75.944,W
7/7/2005,17:10:38,18.432,N,75.946,W
7/7/2005,17:12:38,18.437,N,75.954,W
7/7/2005,17:14:38,18.443,N,75.962,W
7/7/2005,17:16:38,18.448,N,75.97,W
7/7/2005,17:18:39,18.454,N,75.978,W
7/7/2005,17:20:39,18.459,N,75.986,W
7/7/2005,17:22:39,18.464,N,75.994,W
7/7/2005,17:24:39,18.469,N,76.002,W
7/7/2005,17:26:39,18.475,N,76.009,W
7/7/2005,17:28:39,18.48,N,76.017,W
7/7/2005,17:30:39,18.485,N,76.024,W
7/7/2005,17:32:38,18.49,N,76.032,W
7/7/2005,17:34:38,18.495,N,76.039,W
7/7/2005,17:36:38,18.5,N,76.046,W
7/7/2005,17:38:38,18.505,N,76.053,W
7/7/2005,17:40:38,18.51,N,76.06,W
7/7/2005,17:42:38,18.515,N,76.067,W
7/7/2005,17:44:38,18.52,N,76.074,W
7/7/2005,17:46:38,18.525,N,76.081,W
7/7/2005,17:48:39,18.53,N,76.088,W
7/7/2005,17:50:39,18.535,N,76.095,W
7/7/2005,17:52:39,18.54,N,76.101,W
7/7/2005,17:54:39,18.545,N,76.108,W
7/7/2005,17:56:39,18.55,N,76.114,W
7/7/2005,17:58:39,18.554,N,76.121,W
7/7/2005,18:00:39,18.559,N,76.127,W
7/7/2005,18:02:38,18.564,N,76.133,W
7/7/2005,18:04:38,18.569,N,76.14,W
7/7/2005,18:06:38,18.573,N,76.146,W
7/7/2005,18:08:38,18.578,N,76.152,W
7/7/2005,18:10:38,18.583,N,76.158,W
7/7/2005,18:12:38,18.587,N,76.164,W
7/7/2005,18:14:38,18.592,N,76.17,W
7/7/2005,18:16:38,18.597,N,76.176,W
7/7/2005,18:16:45,18.597,N,76.176,W
7/7/2005,18:18:45,18.602,N,76.182,W
7/7/2005,18:20:44,18.606,N,76.188,W
7/7/2005,18:22:44,18.611,N,76.194,W
7/7/2005,18:24:44,18.616,N,76.2,W
7/7/2005,18:26:44,18.62,N,76.206,W
7/7/2005,18:28:44,18.625,N,76.212,W
7/7/2005,18:30:44,18.629,N,76.217,W
7/7/2005,18:32:44,18.634,N,76.223,W
7/7/2005,18:34:45,18.638,N,76.228,W
7/7/2005,18:36:45,18.642,N,76.234,W
7/7/2005,18:38:45,18.647,N,76.239,W
7/7/2005,18:40:45,18.651,N,76.244,W
7/7/2005,18:42:45,18.655,N,76.249,W
7/7/2005,18:44:45,18.66,N,76.254,W
7/7/2005,18:46:45,18.664,N,76.259,W
7/7/2005,18:48:45,18.668,N,76.264,W
7/7/2005,18:50:44,18.672,N,76.269,W
7/7/2005,18:52:44,18.677,N,76.274,W
7/7/2005,18:54:44,18.681,N,76.279,W
7/7/2005,18:56:44,18.685,N,76.284,W
7/7/2005,18:58:44,18.689,N,76.289,W
7/7/2005,19:00:44,18.694,N,76.294,W
7/7/2005,19:02:44,18.698,N,76.298,W
7/7/2005,19:04:45,18.702,N,76.303,W
7/7/2005,19:06:45,18.706,N,76.308,W
7/7/2005,19:08:45,18.71,N,76.313,W
7/7/2005,19:10:45,18.715,N,76.317,W
7/7/2005,19:12:45,18.719,N,76.322,W
7/7/2005,19:14:45,18.723,N,76.327,W
7/7/2005,19:16:45,18.728,N,76.332,W
7/7/2005,19:18:45,18.732,N,76.336,W
7/7/2005,19:20:44,18.736,N,76.341,W
