Track,for,Emily,2005,,,
7/16/2005,21:19:39,16.85,N,78.834,W,5
7/16/2005,21:21:40,16.854,N,78.842,W,5
7/16/2005,21:23:40,16.858,N,78.85,W,5
7/16/2005,21:25:40,16.862,N,78.857,W,5
7/16/2005,21:27:40,16.866,N,78.865,W,5
7/16/2005,21:29:40,16.871,N,78.873,W,5
7/16/2005,21:31:40,16.875,N,78.881,W,5
7/16/2005,21:33:40,16.879,N,78.889,W,5
7/16/2005,21:35:39,16.883,N,78.897,W,5
7/16/2005,21:37:39,16.887,N,78.904,W,5
7/16/2005,21:39:39,16.89,N,78.912,W,5
7/16/2005,21:41:39,16.894,N,78.92,W,5
7/16/2005,21:43:39,16.898,N,78.928,W,5
7/16/2005,21:45:39,16.902,N,78.936,W,5
7/16/2005,21:47:39,16.906,N,78.944,W,5
7/16/2005,21:49:39,16.91,N,78.952,W,5
7/16/2005,21:51:40,16.914,N,78.96,W,5
7/16/2005,21:53:40,16.917,N,78.968,W,5
7/16/2005,21:55:40,16.921,N,78.976,W,5
7/16/2005,21:57:40,16.925,N,78.984,W,5
7/16/2005,21:59:40,16.929,N,78.992,W,5
7/16/2005,22:01:40,16.932,N,79,W,5
7/16/2005,22:03:40,16.936,N,79.008,W,5
7/16/2005,22:05:39,16.94,N,79.016,W,5
7/16/2005,22:07:39,16.943,N,79.024,W,5
7/16/2005,22:09:39,16.947,N,79.032,W,5
7/16/2005,22:11:39,16.95,N,79.04,W,5
7/16/2005,22:13:39,16.954,N,79.048,W,5
7/16/2005,22:15:39,16.958,N,79.056,W,5
7/16/2005,22:17:39,16.961,N,79.064,W,5
7/16/2005,22:19:39,16.964,N,79.072,W,5
7/16/2005,22:21:40,16.968,N,79.08,W,5
7/16/2005,22:23:40,16.971,N,79.088,W,5
7/16/2005,22:25:40,16.975,N,79.096,W,5
7/16/2005,22:27:40,16.978,N,79.105,W,5
7/16/2005,22:29:40,16.982,N,79.113,W,5
7/16/2005,22:31:40,16.985,N,79.121,W,5
7/16/2005,22:33:40,16.988,N,79.129,W,5
7/16/2005,22:35:39,16.992,N,79.137,W,5
7/16/2005,22:37:39,16.995,N,79.146,W,5
7/16/2005,22:39:39,16.998,N,79.154,W,5
7/16/2005,22:41:39,17.001,N,79.162,W,5
7/16/2005,22:43:39,17.005,N,79.17,W,5
7/16/2005,22:45:39,17.008,N,79.178,W,5
7/16/2005,22:47:39,17.011,N,79.187,W,5
7/16/2005,22:49:39,17.014,N,79.195,W,5
7/16/2005,22:51:40,17.017,N,79.203,W,5
7/16/2005,22:53:40,17.02,N,79.212,W,5
7/16/2005,22:55:40,17.023,N,79.22,W,5
7/16/2005,22:57:40,17.027,N,79.228,W,5
7/16/2005,22:59:40,17.03,N,79.236,W,5
7/16/2005,23:01:40,17.033,N,79.245,W,5
7/16/2005,23:03:40,17.036,N,79.253,W,5
7/16/2005,23:05:39,17.039,N,79.261,W,5
7/16/2005,23:07:39,17.042,N,79.27,W,5
7/16/2005,23:09:39,17.045,N,79.278,W,5
7/16/2005,23:11:39,17.048,N,79.286,W,5
7/16/2005,23:13:39,17.051,N,79.295,W,5
7/16/2005,23:15:39,17.054,N,79.303,W,5
7/16/2005,23:17:39,17.057,N,79.312,W,5
7/16/2005,23:19:39,17.059,N,79.32,W,5
7/16/2005,23:21:40,17.062,N,79.328,W,5
7/16/2005,23:23:40,17.065,N,79.337,W,5
7/16/2005,23:25:40,17.068,N,79.345,W,5
7/16/2005,23:27:40,17.071,N,79.354,W,5
7/16/2005,23:29:40,17.074,N,79.362,W,5
7/16/2005,23:31:40,17.077,N,79.371,W,5
7/16/2005,23:33:40,17.079,N,79.379,W,5
7/16/2005,23:35:39,17.082,N,79.387,W,5
7/16/2005,23:37:39,17.085,N,79.396,W,5
7/16/2005,23:39:39,17.088,N,79.404,W,5
7/16/2005,23:40:31,17.089,N,79.408,W,5
7/16/2005,23:42:31,17.091,N,79.416,W,5
7/16/2005,23:44:32,17.093,N,79.424,W,5
7/16/2005,23:46:32,17.096,N,79.432,W,5
7/16/2005,23:48:32,17.098,N,79.44,W,5
7/16/2005,23:50:32,17.1,N,79.447,W,5
7/16/2005,23:52:32,17.102,N,79.455,W,5
7/16/2005,23:54:32,17.104,N,79.463,W,5
7/16/2005,23:56:32,17.107,N,79.472,W,5
7/16/2005,23:58:31,17.109,N,79.48,W,5
7/17/2005,0:00:31,17.111,N,79.488,W,5
7/17/2005,0:02:31,17.114,N,79.496,W,5
7/17/2005,0:04:31,17.116,N,79.504,W,5
7/17/2005,0:06:31,17.118,N,79.512,W,5
7/17/2005,0:08:31,17.121,N,79.521,W,5
7/17/2005,0:10:31,17.123,N,79.529,W,5
7/17/2005,0:12:31,17.126,N,79.537,W,5
7/17/2005,0:14:32,17.128,N,79.546,W,5
7/17/2005,0:16:32,17.131,N,79.554,W,5
7/17/2005,0:18:32,17.133,N,79.562,W,5
7/17/2005,0:20:32,17.136,N,79.571,W,5
7/17/2005,0:22:32,17.138,N,79.579,W,5
7/17/2005,0:24:32,17.141,N,79.588,W,5
7/17/2005,0:26:32,17.143,N,79.596,W,5
7/17/2005,0:28:31,17.146,N,79.605,W,5
7/17/2005,0:30:31,17.148,N,79.614,W,5
7/17/2005,0:32:31,17.151,N,79.622,W,5
7/17/2005,0:34:31,17.154,N,79.631,W,5
7/17/2005,0:36:31,17.156,N,79.64,W,5
7/17/2005,0:38:31,17.159,N,79.648,W,5
7/17/2005,0:40:31,17.161,N,79.657,W,5
7/17/2005,0:42:31,17.164,N,79.666,W,5
7/17/2005,0:44:32,17.167,N,79.675,W,5
7/17/2005,0:46:32,17.17,N,79.683,W,5
7/17/2005,0:48:32,17.172,N,79.692,W,5
7/17/2005,0:50:32,17.175,N,79.701,W,5
7/17/2005,0:52:32,17.178,N,79.71,W,5
7/17/2005,0:54:32,17.181,N,79.719,W,5
7/17/2005,0:56:32,17.183,N,79.728,W,5
7/17/2005,0:58:31,17.186,N,79.737,W,5
7/17/2005,1:00:31,17.189,N,79.746,W,5
7/17/2005,1:02:31,17.192,N,79.755,W,5
7/17/2005,1:04:31,17.195,N,79.764,W,5
7/17/2005,1:06:31,17.197,N,79.773,W,5
7/17/2005,1:08:31,17.2,N,79.782,W,5
7/17/2005,1:10:31,17.203,N,79.791,W,5
7/17/2005,1:12:31,17.206,N,79.801,W,5
7/17/2005,1:14:32,17.209,N,79.81,W,5
7/17/2005,1:16:32,17.212,N,79.819,W,5
7/17/2005,1:18:03,17.214,N,79.826,W,5
7/17/2005,1:20:03,17.217,N,79.835,W,5
7/17/2005,1:22:03,17.22,N,79.844,W,5
7/17/2005,1:24:02,17.222,N,79.853,W,5
7/17/2005,1:26:02,17.225,N,79.862,W,5
7/17/2005,1:28:02,17.228,N,79.871,W,5
7/17/2005,1:30:02,17.231,N,79.881,W,5
7/17/2005,1:32:02,17.234,N,79.89,W,5
7/17/2005,1:34:02,17.237,N,79.899,W,5
7/17/2005,1:36:02,17.24,N,79.908,W,5
7/17/2005,1:38:02,17.243,N,79.918,W,5
7/17/2005,1:40:03,17.246,N,79.927,W,5
7/17/2005,1:42:03,17.249,N,79.936,W,5
7/17/2005,1:44:03,17.252,N,79.946,W,5
7/17/2005,1:46:03,17.255,N,79.955,W,5
7/17/2005,1:48:03,17.258,N,79.965,W,5
7/17/2005,1:50:03,17.261,N,79.974,W,5
7/17/2005,1:52:03,17.264,N,79.984,W,5
7/17/2005,1:54:02,17.267,N,79.993,W,5
7/17/2005,1:56:02,17.27,N,80.003,W,5
7/17/2005,1:58:02,17.273,N,80.012,W,5
7/17/2005,2:00:02,17.276,N,80.022,W,5
7/17/2005,2:02:02,17.279,N,80.032,W,5
7/17/2005,2:04:02,17.282,N,80.041,W,5
7/17/2005,2:06:02,17.286,N,80.051,W,5
7/17/2005,2:08:02,17.289,N,80.061,W,5
7/17/2005,2:10:03,17.292,N,80.07,W,5
7/17/2005,2:12:03,17.295,N,80.08,W,5
7/17/2005,2:14:03,17.298,N,80.09,W,5
7/17/2005,2:16:03,17.301,N,80.099,W,5
7/17/2005,2:18:03,17.305,N,80.109,W,5
7/17/2005,2:20:03,17.308,N,80.119,W,5
7/17/2005,2:22:03,17.311,N,80.129,W,5
7/17/2005,2:24:02,17.314,N,80.139,W,5
7/17/2005,2:26:02,17.318,N,80.149,W,5
7/17/2005,2:28:02,17.321,N,80.158,W,5
7/17/2005,2:30:02,17.324,N,80.168,W,5
7/17/2005,2:32:02,17.327,N,80.178,W,5
7/17/2005,2:34:02,17.331,N,80.188,W,5
7/17/2005,2:36:02,17.334,N,80.198,W,5
7/17/2005,2:38:02,17.337,N,80.208,W,5
7/17/2005,2:40:03,17.34,N,80.218,W,5
7/17/2005,2:42:03,17.344,N,80.228,W,5
7/17/2005,2:44:03,17.347,N,80.237,W,5
7/17/2005,2:46:03,17.35,N,80.247,W,5
7/17/2005,2:48:03,17.354,N,80.257,W,5
7/17/2005,2:50:03,17.357,N,80.267,W,5
7/17/2005,2:52:03,17.36,N,80.277,W,5
7/17/2005,2:54:02,17.364,N,80.287,W,5
7/17/2005,2:56:02,17.367,N,80.297,W,5
7/17/2005,2:58:02,17.37,N,80.307,W,5
7/17/2005,3:00:02,17.374,N,80.317,W,5
7/17/2005,3:02:02,17.377,N,80.327,W,5
7/17/2005,3:04:02,17.38,N,80.336,W,5
7/17/2005,3:06:02,17.384,N,80.346,W,5
7/17/2005,3:08:02,17.387,N,80.356,W,5
7/17/2005,3:10:03,17.39,N,80.366,W,5
7/17/2005,3:12:03,17.393,N,80.376,W,5
7/17/2005,3:14:03,17.397,N,80.386,W,5
7/17/2005,3:16:03,17.4,N,80.396,W,5
7/17/2005,3:18:03,17.403,N,80.405,W,5
7/17/2005,3:20:03,17.407,N,80.415,W,5
7/17/2005,3:20:12,17.407,N,80.416,W,5
7/17/2005,3:22:12,17.41,N,80.426,W,5
7/17/2005,3:24:12,17.413,N,80.435,W,5
7/17/2005,3:26:12,17.416,N,80.445,W,5
7/17/2005,3:28:12,17.42,N,80.454,W,5
7/17/2005,3:30:12,17.423,N,80.464,W,5
7/17/2005,3:32:12,17.426,N,80.473,W,5
7/17/2005,3:34:11,17.429,N,80.483,W,5
7/17/2005,3:36:11,17.432,N,80.492,W,5
7/17/2005,3:38:11,17.435,N,80.502,W,5
7/17/2005,3:40:11,17.439,N,80.511,W,5
7/17/2005,3:42:11,17.442,N,80.521,W,5
7/17/2005,3:44:11,17.445,N,80.53,W,5
7/17/2005,3:46:11,17.448,N,80.54,W,5
7/17/2005,3:48:12,17.451,N,80.549,W,5
7/17/2005,3:50:12,17.454,N,80.559,W,5
7/17/2005,3:52:12,17.458,N,80.568,W,5
7/17/2005,3:54:12,17.461,N,80.578,W,5
7/17/2005,3:56:12,17.464,N,80.587,W,5
7/17/2005,3:58:12,17.467,N,80.596,W,5
7/17/2005,4:00:12,17.47,N,80.606,W,5
7/17/2005,4:02:12,17.473,N,80.615,W,5
7/17/2005,4:04:11,17.477,N,80.625,W,5
7/17/2005,4:06:11,17.48,N,80.634,W,5
7/17/2005,4:08:11,17.483,N,80.643,W,5
7/17/2005,4:10:11,17.486,N,80.653,W,5
7/17/2005,4:12:11,17.489,N,80.662,W,5
7/17/2005,4:14:11,17.493,N,80.672,W,5
7/17/2005,4:16:11,17.496,N,80.681,W,5
7/17/2005,4:18:12,17.499,N,80.69,W,5
7/17/2005,4:20:12,17.502,N,80.7,W,5
7/17/2005,4:22:12,17.505,N,80.709,W,5
7/17/2005,4:24:12,17.508,N,80.718,W,5
7/17/2005,4:26:12,17.512,N,80.728,W,5
7/17/2005,4:28:12,17.515,N,80.737,W,5
7/17/2005,4:30:12,17.518,N,80.746,W,5
7/17/2005,4:32:12,17.521,N,80.756,W,5
7/17/2005,4:34:11,17.524,N,80.765,W,5
7/17/2005,4:36:11,17.527,N,80.774,W,5
7/17/2005,4:38:11,17.531,N,80.783,W,5
7/17/2005,4:40:11,17.534,N,80.793,W,5
7/17/2005,4:42:11,17.537,N,80.802,W,5
7/17/2005,4:44:11,17.54,N,80.811,W,5
7/17/2005,4:46:11,17.543,N,80.821,W,5
7/17/2005,4:48:12,17.546,N,80.83,W,5
7/17/2005,4:50:12,17.55,N,80.839,W,5
7/17/2005,4:52:12,17.553,N,80.848,W,5
7/17/2005,4:54:12,17.556,N,80.857,W,5
7/17/2005,4:56:12,17.559,N,80.867,W,5
7/17/2005,4:58:12,17.562,N,80.876,W,5
7/17/2005,5:00:12,17.565,N,80.885,W,5
7/17/2005,5:02:12,17.569,N,80.894,W,5
7/17/2005,5:04:11,17.572,N,80.903,W,5
7/17/2005,5:06:11,17.575,N,80.912,W,5
7/17/2005,5:08:11,17.578,N,80.922,W,5
7/17/2005,5:10:11,17.581,N,80.931,W,5
7/17/2005,5:12:11,17.585,N,80.94,W,5
7/17/2005,5:14:11,17.588,N,80.949,W,5
7/17/2005,5:16:11,17.591,N,80.958,W,5
7/17/2005,5:18:12,17.594,N,80.967,W,5
7/17/2005,5:20:12,17.597,N,80.976,W,5
7/17/2005,5:22:12,17.6,N,80.985,W,5
7/17/2005,5:24:12,17.604,N,80.994,W,5
7/17/2005,5:26:12,17.607,N,81.003,W,5
7/17/2005,5:28:12,17.61,N,81.013,W,5
7/17/2005,5:30:12,17.613,N,81.022,W,5
7/17/2005,5:32:12,17.616,N,81.031,W,5
7/17/2005,5:33:49,17.619,N,81.038,W,5
7/17/2005,5:35:49,17.622,N,81.047,W,5
7/17/2005,5:37:49,17.626,N,81.057,W,5
7/17/2005,5:39:49,17.629,N,81.066,W,5
7/17/2005,5:41:49,17.632,N,81.075,W,5
7/17/2005,5:43:49,17.635,N,81.085,W,5
7/17/2005,5:45:49,17.639,N,81.094,W,5
7/17/2005,5:47:50,17.642,N,81.103,W,5
7/17/2005,5:49:50,17.645,N,81.112,W,5
7/17/2005,5:51:50,17.649,N,81.122,W,5
7/17/2005,5:53:50,17.652,N,81.131,W,5
7/17/2005,5:55:50,17.655,N,81.14,W,5
7/17/2005,5:57:50,17.659,N,81.15,W,5
7/17/2005,5:59:50,17.662,N,81.159,W,5
7/17/2005,6:01:50,17.665,N,81.168,W,5
7/17/2005,6:03:49,17.669,N,81.178,W,5
7/17/2005,6:05:49,17.672,N,81.187,W,5
7/17/2005,6:07:49,17.675,N,81.196,W,5
7/17/2005,6:09:49,17.679,N,81.205,W,5
7/17/2005,6:11:49,17.682,N,81.215,W,5
7/17/2005,6:13:49,17.685,N,81.224,W,5
7/17/2005,6:15:49,17.689,N,81.233,W,5
7/17/2005,6:17:50,17.692,N,81.243,W,5
7/17/2005,6:19:50,17.696,N,81.252,W,5
7/17/2005,6:21:50,17.699,N,81.261,W,5
7/17/2005,6:23:50,17.702,N,81.271,W,5
7/17/2005,6:25:50,17.706,N,81.28,W,5
7/17/2005,6:27:50,17.709,N,81.289,W,5
7/17/2005,6:29:50,17.713,N,81.298,W,5
7/17/2005,6:31:50,17.716,N,81.308,W,5
7/17/2005,6:33:49,17.719,N,81.317,W,5
7/17/2005,6:35:49,17.723,N,81.326,W,5
7/17/2005,6:37:49,17.726,N,81.336,W,5
7/17/2005,6:39:49,17.73,N,81.345,W,5
7/17/2005,6:41:49,17.733,N,81.354,W,5
7/17/2005,6:43:49,17.737,N,81.364,W,5
7/17/2005,6:45:49,17.74,N,81.373,W,5
7/17/2005,6:47:50,17.744,N,81.382,W,5
7/17/2005,6:49:50,17.747,N,81.391,W,5
7/17/2005,6:51:50,17.751,N,81.401,W,5
7/17/2005,6:53:50,17.754,N,81.41,W,5
7/17/2005,6:55:50,17.758,N,81.419,W,5
7/17/2005,6:57:50,17.761,N,81.429,W,5
7/17/2005,6:59:50,17.765,N,81.438,W,5
7/17/2005,7:01:50,17.768,N,81.447,W,5
7/17/2005,7:03:49,17.772,N,81.457,W,5
7/17/2005,7:05:49,17.775,N,81.466,W,5
7/17/2005,7:07:49,17.779,N,81.475,W,5
7/17/2005,7:09:49,17.782,N,81.484,W,5
7/17/2005,7:11:49,17.786,N,81.494,W,5
7/17/2005,7:13:49,17.789,N,81.503,W,5
7/17/2005,7:15:49,17.793,N,81.512,W,5
7/17/2005,7:17:50,17.796,N,81.522,W,5
7/17/2005,7:19:50,17.8,N,81.531,W,5
7/17/2005,7:21:50,17.804,N,81.54,W,5
7/17/2005,7:23:50,17.807,N,81.549,W,5
7/17/2005,7:25:50,17.811,N,81.559,W,5
7/17/2005,7:27:50,17.814,N,81.568,W,5
7/17/2005,7:29:50,17.818,N,81.577,W,5
7/17/2005,7:31:50,17.821,N,81.587,W,5
7/17/2005,7:33:49,17.825,N,81.596,W,5
7/17/2005,7:35:49,17.829,N,81.605,W,5
7/17/2005,7:37:49,17.832,N,81.614,W,5
7/17/2005,7:39:49,17.836,N,81.624,W,5
7/17/2005,7:41:49,17.839,N,81.633,W,5
7/17/2005,7:43:49,17.843,N,81.642,W,5
7/17/2005,7:45:49,17.847,N,81.652,W,5
7/17/2005,7:47:50,17.85,N,81.661,W,5
7/17/2005,7:49:50,17.854,N,81.67,W,5
7/17/2005,7:51:50,17.858,N,81.679,W,5
7/17/2005,7:53:50,17.861,N,81.689,W,5
7/17/2005,7:55:50,17.865,N,81.698,W,5
7/17/2005,7:57:50,17.868,N,81.707,W,5
7/17/2005,7:59:50,17.872,N,81.716,W,5
7/17/2005,8:01:50,17.876,N,81.726,W,5
7/17/2005,8:03:49,17.879,N,81.735,W,5
7/17/2005,8:05:49,17.883,N,81.744,W,5
7/17/2005,8:07:49,17.887,N,81.753,W,5
7/17/2005,8:09:49,17.89,N,81.763,W,5
7/17/2005,8:11:49,17.894,N,81.772,W,5
7/17/2005,8:13:49,17.897,N,81.781,W,5
7/17/2005,8:15:49,17.901,N,81.79,W,5
7/17/2005,8:17:50,17.905,N,81.8,W,5
7/17/2005,8:19:50,17.908,N,81.809,W,5
7/17/2005,8:21:50,17.912,N,81.818,W,5
7/17/2005,8:23:50,17.916,N,81.827,W,5
7/17/2005,8:25:50,17.919,N,81.837,W,5
7/17/2005,8:27:50,17.923,N,81.846,W,5
7/17/2005,8:29:50,17.926,N,81.855,W,5
7/17/2005,8:31:50,17.93,N,81.864,W,5
7/17/2005,8:33:49,17.934,N,81.874,W,5
7/17/2005,8:35:49,17.937,N,81.883,W,5
7/17/2005,8:37:49,17.941,N,81.892,W,5
7/17/2005,8:39:49,17.945,N,81.901,W,5
7/17/2005,8:41:49,17.948,N,81.911,W,5
7/17/2005,8:43:49,17.952,N,81.92,W,5
7/17/2005,8:45:49,17.955,N,81.929,W,5
7/17/2005,8:47:50,17.959,N,81.938,W,5
7/17/2005,8:49:50,17.963,N,81.948,W,5
7/17/2005,8:51:50,17.966,N,81.957,W,5
7/17/2005,8:53:50,17.97,N,81.966,W,5
7/17/2005,8:55:50,17.974,N,81.975,W,5
7/17/2005,8:57:50,17.977,N,81.984,W,5
7/17/2005,8:59:50,17.981,N,81.994,W,5
7/17/2005,9:01:50,17.984,N,82.003,W,5
7/17/2005,9:03:49,17.988,N,82.012,W,5
7/17/2005,9:05:49,17.992,N,82.021,W,5
7/17/2005,9:07:49,17.995,N,82.03,W,5
7/17/2005,9:09:49,17.999,N,82.04,W,5
7/17/2005,9:11:49,18.002,N,82.049,W,5
7/17/2005,9:13:49,18.006,N,82.058,W,5
7/17/2005,9:15:49,18.01,N,82.067,W,5
7/17/2005,9:17:50,18.013,N,82.076,W,5
7/17/2005,9:19:50,18.017,N,82.086,W,5
7/17/2005,9:21:50,18.02,N,82.095,W,5
7/17/2005,9:23:50,18.024,N,82.104,W,5
7/17/2005,9:25:50,18.027,N,82.113,W,5
7/17/2005,9:27:50,18.031,N,82.122,W,5
7/17/2005,9:29:50,18.034,N,82.131,W,5
7/17/2005,9:31:50,18.038,N,82.141,W,5
7/17/2005,9:33:49,18.042,N,82.15,W,5
7/17/2005,9:35:49,18.045,N,82.159,W,5
7/17/2005,9:37:49,18.049,N,82.168,W,5
7/17/2005,9:39:49,18.052,N,82.177,W,5
7/17/2005,9:41:49,18.056,N,82.186,W,5
7/17/2005,9:43:49,18.059,N,82.196,W,5
7/17/2005,9:45:49,18.063,N,82.205,W,5
7/17/2005,9:47:50,18.066,N,82.214,W,5
7/17/2005,9:49:50,18.07,N,82.223,W,5
7/17/2005,9:51:50,18.073,N,82.232,W,5
7/17/2005,9:53:50,18.077,N,82.241,W,5
7/17/2005,9:55:50,18.08,N,82.25,W,5
7/17/2005,9:57:50,18.083,N,82.26,W,5
7/17/2005,9:59:50,18.087,N,82.269,W,5
7/17/2005,10:01:50,18.09,N,82.278,W,5
7/17/2005,10:03:49,18.094,N,82.287,W,5
7/17/2005,10:05:49,18.097,N,82.296,W,5
7/17/2005,10:07:49,18.101,N,82.305,W,5
7/17/2005,10:09:49,18.104,N,82.314,W,5
7/17/2005,10:11:49,18.108,N,82.323,W,5
7/17/2005,10:13:49,18.111,N,82.332,W,5
7/17/2005,10:15:49,18.114,N,82.342,W,5
7/17/2005,10:17:50,18.118,N,82.351,W,5
7/17/2005,10:19:50,18.121,N,82.36,W,5
7/17/2005,10:21:50,18.124,N,82.369,W,5
7/17/2005,10:23:50,18.128,N,82.378,W,5
7/17/2005,10:25:50,18.131,N,82.387,W,5
7/17/2005,10:27:50,18.134,N,82.396,W,5
7/17/2005,10:29:50,18.138,N,82.405,W,5
7/17/2005,10:31:50,18.141,N,82.414,W,5
7/17/2005,10:33:49,18.144,N,82.423,W,5
7/17/2005,10:35:49,18.148,N,82.432,W,5
7/17/2005,10:37:49,18.151,N,82.441,W,5
7/17/2005,10:39:49,18.154,N,82.451,W,5
7/17/2005,10:41:49,18.158,N,82.46,W,5
7/17/2005,10:43:49,18.161,N,82.469,W,5
7/17/2005,10:45:49,18.164,N,82.478,W,5
7/17/2005,10:47:50,18.168,N,82.487,W,5
7/17/2005,10:49:50,18.171,N,82.496,W,5
7/17/2005,10:51:50,18.174,N,82.505,W,5
7/17/2005,10:53:50,18.177,N,82.514,W,5
7/17/2005,10:55:50,18.181,N,82.523,W,5
7/17/2005,10:57:50,18.184,N,82.532,W,5
7/17/2005,10:59:50,18.187,N,82.541,W,5
7/17/2005,11:01:50,18.19,N,82.55,W,5
7/17/2005,11:03:49,18.193,N,82.559,W,5
7/17/2005,11:05:49,18.197,N,82.568,W,5
7/17/2005,11:07:49,18.2,N,82.577,W,5
7/17/2005,11:09:49,18.203,N,82.586,W,5
7/17/2005,11:11:49,18.206,N,82.595,W,5
7/17/2005,11:13:49,18.209,N,82.604,W,5
7/17/2005,11:15:49,18.213,N,82.613,W,5
7/17/2005,11:17:50,18.216,N,82.622,W,5
7/17/2005,11:19:50,18.219,N,82.631,W,5
7/17/2005,11:21:50,18.222,N,82.64,W,5
7/17/2005,11:23:50,18.225,N,82.649,W,5
7/17/2005,11:25:50,18.228,N,82.658,W,5
7/17/2005,11:27:50,18.232,N,82.667,W,5
7/17/2005,11:29:50,18.235,N,82.676,W,5
7/17/2005,11:31:50,18.238,N,82.685,W,5
7/17/2005,11:33:49,18.241,N,82.694,W,5
7/17/2005,11:35:49,18.244,N,82.703,W,5
7/17/2005,11:37:49,18.247,N,82.712,W,5
7/17/2005,11:39:49,18.25,N,82.721,W,5
7/17/2005,11:41:49,18.253,N,82.73,W,5
7/17/2005,11:43:49,18.257,N,82.739,W,5
7/17/2005,11:45:49,18.26,N,82.748,W,5
7/17/2005,11:47:50,18.263,N,82.757,W,5
7/17/2005,11:49:50,18.266,N,82.766,W,5
7/17/2005,11:51:50,18.269,N,82.775,W,5
7/17/2005,11:53:50,18.272,N,82.784,W,5
7/17/2005,11:55:50,18.275,N,82.793,W,5
7/17/2005,11:57:50,18.278,N,82.802,W,5
7/17/2005,11:59:50,18.281,N,82.811,W,5
7/17/2005,12:00:58,18.283,N,82.816,W,5
7/17/2005,12:02:58,18.286,N,82.826,W,5
7/17/2005,12:04:58,18.289,N,82.835,W,5
7/17/2005,12:06:58,18.292,N,82.845,W,5
7/17/2005,12:08:58,18.295,N,82.854,W,5
7/17/2005,12:10:57,18.298,N,82.864,W,5
7/17/2005,12:12:57,18.301,N,82.873,W,5
7/17/2005,12:14:57,18.304,N,82.882,W,5
7/17/2005,12:16:57,18.307,N,82.892,W,5
7/17/2005,12:18:57,18.31,N,82.901,W,5
7/17/2005,12:20:57,18.313,N,82.91,W,5
7/17/2005,12:22:57,18.316,N,82.92,W,5
7/17/2005,12:24:58,18.319,N,82.929,W,5
7/17/2005,12:26:58,18.322,N,82.938,W,5
7/17/2005,12:28:58,18.325,N,82.947,W,5
7/17/2005,12:30:58,18.328,N,82.956,W,5
7/17/2005,12:32:58,18.331,N,82.966,W,5
7/17/2005,12:34:58,18.334,N,82.975,W,5
7/17/2005,12:36:58,18.337,N,82.984,W,5
7/17/2005,12:38:58,18.34,N,82.993,W,5
7/17/2005,12:40:57,18.343,N,83.002,W,5
7/17/2005,12:42:57,18.346,N,83.011,W,5
7/17/2005,12:44:57,18.349,N,83.02,W,5
7/17/2005,12:46:57,18.352,N,83.029,W,5
7/17/2005,12:48:57,18.355,N,83.038,W,5
7/17/2005,12:50:57,18.358,N,83.047,W,5
7/17/2005,12:52:57,18.361,N,83.056,W,5
7/17/2005,12:54:58,18.364,N,83.065,W,5
7/17/2005,12:56:58,18.367,N,83.073,W,5
7/17/2005,12:58:58,18.37,N,83.082,W,5
7/17/2005,13:00:58,18.373,N,83.091,W,5
7/17/2005,13:02:58,18.376,N,83.1,W,5
7/17/2005,13:04:58,18.379,N,83.109,W,5
7/17/2005,13:06:58,18.382,N,83.117,W,5
7/17/2005,13:08:58,18.385,N,83.126,W,5
7/17/2005,13:10:57,18.388,N,83.135,W,5
7/17/2005,13:12:57,18.391,N,83.143,W,5
7/17/2005,13:14:57,18.394,N,83.152,W,5
7/17/2005,13:16:57,18.397,N,83.161,W,5
7/17/2005,13:18:57,18.4,N,83.169,W,5
7/17/2005,13:20:57,18.403,N,83.178,W,5
7/17/2005,13:22:57,18.406,N,83.187,W,5
7/17/2005,13:24:58,18.409,N,83.195,W,5
7/17/2005,13:26:58,18.412,N,83.204,W,5
7/17/2005,13:28:58,18.415,N,83.212,W,5
7/17/2005,13:30:58,18.418,N,83.221,W,5
7/17/2005,13:32:58,18.421,N,83.229,W,5
7/17/2005,13:34:58,18.424,N,83.238,W,5
7/17/2005,13:36:58,18.427,N,83.246,W,5
7/17/2005,13:38:58,18.43,N,83.255,W,5
7/17/2005,13:40:57,18.433,N,83.263,W,5
7/17/2005,13:42:57,18.436,N,83.271,W,5
7/17/2005,13:44:57,18.439,N,83.28,W,5
7/17/2005,13:46:57,18.442,N,83.288,W,5
7/17/2005,13:48:57,18.444,N,83.296,W,5
7/17/2005,13:50:57,18.447,N,83.304,W,5
7/17/2005,13:52:57,18.45,N,83.313,W,5
7/17/2005,13:54:58,18.453,N,83.321,W,5
7/17/2005,13:56:58,18.456,N,83.329,W,5
7/17/2005,13:58:58,18.458,N,83.337,W,5
7/17/2005,14:00:58,18.461,N,83.345,W,5
7/17/2005,14:02:58,18.464,N,83.353,W,5
7/17/2005,14:04:58,18.467,N,83.361,W,5
7/17/2005,14:06:58,18.47,N,83.369,W,5
7/17/2005,14:08:58,18.472,N,83.377,W,5
7/17/2005,14:10:57,18.475,N,83.385,W,5
7/17/2005,14:12:57,18.478,N,83.393,W,5
7/17/2005,14:14:57,18.481,N,83.401,W,5
7/17/2005,14:16:57,18.484,N,83.409,W,5
7/17/2005,14:18:57,18.486,N,83.417,W,5
7/17/2005,14:20:57,18.489,N,83.425,W,5
7/17/2005,14:22:57,18.492,N,83.433,W,5
7/17/2005,14:24:58,18.495,N,83.441,W,5
7/17/2005,14:26:58,18.498,N,83.449,W,5
7/17/2005,14:28:58,18.501,N,83.457,W,5
