Track,for,Lorenzo,2007,,
9/27/2007,6:59:39,20.842,N,95.013,W
9/27/2007,7:01:39,20.848,N,95.017,W
9/27/2007,7:03:38,20.853,N,95.02,W
9/27/2007,7:05:38,20.858,N,95.024,W
9/27/2007,7:07:38,20.863,N,95.027,W
9/27/2007,7:09:38,20.868,N,95.03,W
9/27/2007,7:11:39,20.873,N,95.033,W
9/27/2007,7:13:39,20.877,N,95.036,W
9/27/2007,7:15:39,20.881,N,95.038,W
9/27/2007,7:17:38,20.885,N,95.04,W
9/27/2007,7:19:38,20.889,N,95.042,W
9/27/2007,7:21:38,20.892,N,95.044,W
9/27/2007,7:23:38,20.895,N,95.045,W
9/27/2007,7:25:39,20.898,N,95.046,W
9/27/2007,7:27:39,20.9,N,95.047,W
9/27/2007,7:29:08,20.902,N,95.047,W
9/27/2007,7:31:08,20.905,N,95.049,W
9/27/2007,7:33:09,20.907,N,95.05,W
9/27/2007,7:35:09,20.91,N,95.051,W
9/27/2007,7:37:09,20.912,N,95.052,W
9/27/2007,7:39:09,20.914,N,95.053,W
9/27/2007,7:41:08,20.915,N,95.054,W
9/27/2007,7:43:08,20.917,N,95.054,W
9/27/2007,7:45:08,20.918,N,95.054,W
9/27/2007,7:47:08,20.919,N,95.054,W
9/27/2007,7:49:09,20.92,N,95.053,W
9/27/2007,7:51:09,20.92,N,95.053,W
9/27/2007,7:53:09,20.921,N,95.052,W
9/27/2007,7:55:08,20.921,N,95.051,W
9/27/2007,7:57:08,20.92,N,95.049,W
9/27/2007,7:59:08,20.92,N,95.047,W
9/27/2007,8:01:08,20.919,N,95.045,W
9/27/2007,8:03:09,20.918,N,95.043,W
9/27/2007,8:05:09,20.917,N,95.04,W
9/27/2007,8:07:09,20.915,N,95.037,W
9/27/2007,8:09:09,20.913,N,95.034,W
9/27/2007,8:11:08,20.911,N,95.03,W
9/27/2007,8:13:08,20.908,N,95.026,W
9/27/2007,8:15:08,20.905,N,95.022,W
9/27/2007,8:17:08,20.902,N,95.017,W
9/27/2007,8:19:09,20.898,N,95.012,W
9/27/2007,8:21:09,20.895,N,95.006,W
9/27/2007,8:23:09,20.89,N,95.001,W
9/27/2007,8:23:20,20.89,N,95,W
9/27/2007,8:25:19,20.889,N,94.998,W
9/27/2007,8:27:19,20.889,N,94.997,W
9/27/2007,8:29:19,20.888,N,94.995,W
9/27/2007,8:31:19,20.887,N,94.994,W
9/27/2007,8:33:20,20.887,N,94.993,W
9/27/2007,8:35:20,20.886,N,94.991,W
9/27/2007,8:37:20,20.885,N,94.99,W
9/27/2007,8:39:20,20.885,N,94.988,W
9/27/2007,8:41:19,20.884,N,94.987,W
9/27/2007,8:43:19,20.883,N,94.986,W
9/27/2007,8:45:19,20.882,N,94.984,W
9/27/2007,8:47:19,20.881,N,94.983,W
9/27/2007,8:49:20,20.88,N,94.982,W
9/27/2007,8:51:20,20.88,N,94.981,W
9/27/2007,8:53:20,20.879,N,94.98,W
9/27/2007,8:55:19,20.878,N,94.978,W
9/27/2007,8:57:19,20.877,N,94.977,W
9/27/2007,8:59:19,20.876,N,94.976,W
9/27/2007,9:01:19,20.875,N,94.975,W
9/27/2007,9:03:20,20.874,N,94.974,W
9/27/2007,9:05:20,20.872,N,94.973,W
9/27/2007,9:07:20,20.871,N,94.972,W
9/27/2007,9:09:20,20.87,N,94.971,W
9/27/2007,9:11:19,20.869,N,94.971,W
9/27/2007,9:13:19,20.868,N,94.97,W
9/27/2007,9:15:19,20.866,N,94.969,W
9/27/2007,9:17:19,20.865,N,94.968,W
9/27/2007,9:19:20,20.864,N,94.968,W
9/27/2007,9:21:20,20.862,N,94.967,W
9/27/2007,9:23:20,20.861,N,94.966,W
9/27/2007,9:25:19,20.86,N,94.966,W
9/27/2007,9:27:19,20.858,N,94.965,W
9/27/2007,9:29:19,20.857,N,94.965,W
9/27/2007,9:31:19,20.855,N,94.964,W
9/27/2007,9:33:20,20.853,N,94.964,W
9/27/2007,9:35:20,20.852,N,94.964,W
9/27/2007,9:37:20,20.85,N,94.963,W
9/27/2007,9:39:20,20.848,N,94.963,W
9/27/2007,9:41:19,20.847,N,94.963,W
9/27/2007,9:43:19,20.845,N,94.963,W
9/27/2007,9:45:19,20.843,N,94.963,W
9/27/2007,9:47:19,20.841,N,94.963,W
9/27/2007,9:49:20,20.839,N,94.963,W
9/27/2007,9:51:20,20.837,N,94.963,W
9/27/2007,9:53:20,20.835,N,94.963,W
9/27/2007,9:55:19,20.833,N,94.963,W
9/27/2007,9:57:19,20.831,N,94.963,W
9/27/2007,9:59:19,20.829,N,94.964,W
9/27/2007,10:01:19,20.826,N,94.964,W
9/27/2007,10:03:20,20.824,N,94.964,W
9/27/2007,10:05:20,20.822,N,94.965,W
9/27/2007,10:07:20,20.819,N,94.965,W
9/27/2007,10:09:20,20.817,N,94.966,W
9/27/2007,10:11:19,20.814,N,94.967,W
9/27/2007,10:13:19,20.812,N,94.967,W
9/27/2007,10:15:19,20.809,N,94.968,W
9/27/2007,10:17:19,20.807,N,94.969,W
9/27/2007,10:19:20,20.804,N,94.97,W
9/27/2007,10:21:20,20.801,N,94.971,W
9/27/2007,10:23:20,20.798,N,94.972,W
9/27/2007,10:25:19,20.795,N,94.973,W
9/27/2007,10:27:19,20.793,N,94.974,W
9/27/2007,10:29:19,20.79,N,94.975,W
9/27/2007,10:31:19,20.786,N,94.977,W
9/27/2007,10:33:20,20.783,N,94.978,W
9/27/2007,10:35:20,20.78,N,94.979,W
9/27/2007,10:37:20,20.777,N,94.981,W
9/27/2007,10:39:20,20.774,N,94.982,W
9/27/2007,10:41:19,20.77,N,94.984,W
9/27/2007,10:43:19,20.767,N,94.986,W
9/27/2007,10:45:19,20.763,N,94.988,W
9/27/2007,10:47:19,20.76,N,94.99,W
9/27/2007,10:49:20,20.756,N,94.992,W
9/27/2007,10:51:20,20.753,N,94.994,W
9/27/2007,10:53:20,20.749,N,94.996,W
9/27/2007,10:55:19,20.745,N,94.998,W
9/27/2007,10:57:19,20.741,N,95,W
9/27/2007,10:59:19,20.737,N,95.002,W
9/27/2007,11:01:19,20.733,N,95.005,W
9/27/2007,11:03:20,20.729,N,95.007,W
9/27/2007,11:05:20,20.725,N,95.01,W
9/27/2007,11:07:20,20.721,N,95.012,W
9/27/2007,11:09:20,20.717,N,95.015,W
9/27/2007,11:11:19,20.713,N,95.018,W
9/27/2007,11:13:19,20.709,N,95.02,W
9/27/2007,11:15:19,20.704,N,95.023,W
9/27/2007,11:17:19,20.7,N,95.026,W
9/27/2007,11:19:20,20.696,N,95.029,W
9/27/2007,11:21:20,20.691,N,95.032,W
9/27/2007,11:23:20,20.687,N,95.035,W
9/27/2007,11:25:19,20.682,N,95.038,W
9/27/2007,11:27:19,20.678,N,95.041,W
9/27/2007,11:29:19,20.673,N,95.045,W
9/27/2007,11:31:19,20.668,N,95.048,W
9/27/2007,11:33:20,20.664,N,95.051,W
9/27/2007,11:35:20,20.659,N,95.055,W
9/27/2007,11:37:20,20.654,N,95.058,W
9/27/2007,11:39:20,20.65,N,95.062,W
9/27/2007,11:41:19,20.645,N,95.065,W
9/27/2007,11:43:19,20.64,N,95.069,W
9/27/2007,11:45:19,20.635,N,95.072,W
9/27/2007,11:47:19,20.631,N,95.076,W
9/27/2007,11:49:20,20.626,N,95.08,W
9/27/2007,11:51:20,20.621,N,95.083,W
9/27/2007,11:53:20,20.616,N,95.087,W
9/27/2007,11:55:19,20.611,N,95.091,W
9/27/2007,11:57:19,20.606,N,95.095,W
9/27/2007,11:59:19,20.602,N,95.099,W
9/27/2007,12:00:00,20.6,N,95.1,W
9/27/2007,12:01:59,20.599,N,95.103,W
9/27/2007,12:03:59,20.598,N,95.106,W
9/27/2007,12:05:59,20.597,N,95.109,W
9/27/2007,12:08:00,20.596,N,95.112,W
9/27/2007,12:10:00,20.595,N,95.115,W
9/27/2007,12:12:00,20.594,N,95.118,W
9/27/2007,12:14:00,20.593,N,95.121,W
9/27/2007,12:15:59,20.592,N,95.125,W
9/27/2007,12:17:59,20.592,N,95.128,W
9/27/2007,12:19:59,20.591,N,95.131,W
9/27/2007,12:21:59,20.59,N,95.134,W
9/27/2007,12:24:00,20.589,N,95.138,W
9/27/2007,12:26:00,20.589,N,95.141,W
9/27/2007,12:28:00,20.588,N,95.145,W
9/27/2007,12:30:00,20.587,N,95.148,W
9/27/2007,12:31:59,20.587,N,95.152,W
9/27/2007,12:33:59,20.586,N,95.155,W
9/27/2007,12:35:59,20.586,N,95.159,W
9/27/2007,12:38:00,20.585,N,95.162,W
9/27/2007,12:40:00,20.584,N,95.166,W
9/27/2007,12:42:00,20.584,N,95.169,W
9/27/2007,12:44:00,20.583,N,95.173,W
9/27/2007,12:45:59,20.583,N,95.177,W
9/27/2007,12:47:59,20.583,N,95.181,W
9/27/2007,12:49:59,20.582,N,95.184,W
9/27/2007,12:51:59,20.582,N,95.188,W
9/27/2007,12:54:00,20.581,N,95.192,W
9/27/2007,12:56:00,20.581,N,95.196,W
9/27/2007,12:58:00,20.58,N,95.199,W
9/27/2007,13:00:00,20.58,N,95.203,W
9/27/2007,13:01:59,20.58,N,95.207,W
9/27/2007,13:03:59,20.579,N,95.211,W
9/27/2007,13:05:59,20.579,N,95.215,W
9/27/2007,13:08:00,20.579,N,95.219,W
9/27/2007,13:10:00,20.578,N,95.223,W
9/27/2007,13:12:00,20.578,N,95.227,W
9/27/2007,13:14:00,20.578,N,95.231,W
9/27/2007,13:15:59,20.577,N,95.235,W
9/27/2007,13:17:59,20.577,N,95.239,W
9/27/2007,13:19:59,20.577,N,95.243,W
9/27/2007,13:21:59,20.577,N,95.247,W
9/27/2007,13:24:00,20.576,N,95.251,W
9/27/2007,13:26:00,20.576,N,95.255,W
9/27/2007,13:28:00,20.576,N,95.259,W
9/27/2007,13:30:00,20.575,N,95.263,W
9/27/2007,13:31:59,20.575,N,95.267,W
9/27/2007,13:33:59,20.575,N,95.271,W
9/27/2007,13:35:59,20.575,N,95.275,W
9/27/2007,13:38:00,20.574,N,95.279,W
9/27/2007,13:40:00,20.574,N,95.283,W
9/27/2007,13:42:00,20.574,N,95.287,W
9/27/2007,13:44:00,20.574,N,95.291,W
9/27/2007,13:45:59,20.573,N,95.295,W
9/27/2007,13:47:59,20.573,N,95.299,W
9/27/2007,13:49:59,20.573,N,95.303,W
9/27/2007,13:51:59,20.572,N,95.308,W
9/27/2007,13:54:00,20.572,N,95.312,W
9/27/2007,13:56:00,20.572,N,95.316,W
9/27/2007,13:58:00,20.571,N,95.32,W
9/27/2007,14:00:00,20.571,N,95.324,W
9/27/2007,14:01:59,20.571,N,95.328,W
9/27/2007,14:03:59,20.57,N,95.332,W
9/27/2007,14:05:59,20.57,N,95.336,W
9/27/2007,14:08:00,20.57,N,95.34,W
9/27/2007,14:10:00,20.569,N,95.344,W
9/27/2007,14:12:00,20.569,N,95.348,W
9/27/2007,14:14:00,20.568,N,95.352,W
9/27/2007,14:15:59,20.568,N,95.356,W
9/27/2007,14:17:59,20.568,N,95.36,W
9/27/2007,14:19:59,20.567,N,95.364,W
9/27/2007,14:21:59,20.567,N,95.368,W
9/27/2007,14:24:00,20.566,N,95.372,W
9/27/2007,14:26:00,20.566,N,95.376,W
9/27/2007,14:28:00,20.565,N,95.38,W
9/27/2007,14:30:00,20.564,N,95.384,W
9/27/2007,14:31:59,20.564,N,95.388,W
9/27/2007,14:33:59,20.563,N,95.392,W
9/27/2007,14:35:59,20.563,N,95.395,W
9/27/2007,14:38:00,20.562,N,95.399,W
9/27/2007,14:40:00,20.561,N,95.403,W
9/27/2007,14:42:00,20.561,N,95.407,W
9/27/2007,14:44:00,20.56,N,95.411,W
9/27/2007,14:45:59,20.559,N,95.414,W
9/27/2007,14:47:59,20.558,N,95.418,W
9/27/2007,14:49:59,20.558,N,95.422,W
9/27/2007,14:51:59,20.557,N,95.425,W
9/27/2007,14:54:00,20.556,N,95.429,W
9/27/2007,14:56:00,20.555,N,95.433,W
9/27/2007,14:58:00,20.554,N,95.436,W
9/27/2007,15:00:00,20.553,N,95.44,W
9/27/2007,15:01:59,20.552,N,95.443,W
9/27/2007,15:03:59,20.551,N,95.447,W
9/27/2007,15:05:59,20.55,N,95.45,W
9/27/2007,15:08:00,20.549,N,95.454,W
9/27/2007,15:10:00,20.548,N,95.457,W
9/27/2007,15:12:00,20.547,N,95.461,W
9/27/2007,15:14:00,20.546,N,95.464,W
9/27/2007,15:15:59,20.544,N,95.467,W
9/27/2007,15:17:59,20.543,N,95.471,W
9/27/2007,15:19:59,20.542,N,95.474,W
9/27/2007,15:21:59,20.541,N,95.477,W
9/27/2007,15:24:00,20.539,N,95.481,W
9/27/2007,15:26:00,20.538,N,95.484,W
9/27/2007,15:28:00,20.537,N,95.487,W
9/27/2007,15:30:00,20.535,N,95.49,W
9/27/2007,15:31:59,20.534,N,95.493,W
9/27/2007,15:33:59,20.533,N,95.497,W
9/27/2007,15:35:59,20.531,N,95.5,W
9/27/2007,15:38:00,20.53,N,95.503,W
9/27/2007,15:40:00,20.528,N,95.506,W
9/27/2007,15:42:00,20.527,N,95.509,W
9/27/2007,15:44:00,20.525,N,95.512,W
9/27/2007,15:45:59,20.523,N,95.515,W
9/27/2007,15:47:59,20.522,N,95.518,W
9/27/2007,15:49:59,20.52,N,95.521,W
9/27/2007,15:51:59,20.519,N,95.524,W
9/27/2007,15:54:00,20.517,N,95.527,W
9/27/2007,15:56:00,20.515,N,95.53,W
9/27/2007,15:58:00,20.514,N,95.532,W
9/27/2007,16:00:00,20.512,N,95.535,W
9/27/2007,16:01:59,20.51,N,95.538,W
9/27/2007,16:03:59,20.508,N,95.541,W
9/27/2007,16:05:59,20.506,N,95.544,W
9/27/2007,16:07:59,20.505,N,95.547,W
9/27/2007,16:09:59,20.503,N,95.549,W
9/27/2007,16:11:59,20.501,N,95.552,W
9/27/2007,16:13:59,20.499,N,95.555,W
9/27/2007,16:16:00,20.497,N,95.558,W
9/27/2007,16:18:00,20.495,N,95.56,W
9/27/2007,16:20:00,20.493,N,95.563,W
9/27/2007,16:22:00,20.491,N,95.566,W
9/27/2007,16:24:00,20.489,N,95.568,W
9/27/2007,16:26:00,20.487,N,95.571,W
9/27/2007,16:28:00,20.485,N,95.574,W
9/27/2007,16:30:00,20.483,N,95.576,W
9/27/2007,16:31:59,20.481,N,95.579,W
9/27/2007,16:33:59,20.479,N,95.581,W
9/27/2007,16:35:59,20.477,N,95.584,W
9/27/2007,16:37:59,20.475,N,95.587,W
9/27/2007,16:39:59,20.473,N,95.589,W
9/27/2007,16:41:59,20.471,N,95.592,W
9/27/2007,16:43:59,20.469,N,95.594,W
9/27/2007,16:46:00,20.467,N,95.597,W
9/27/2007,16:48:00,20.465,N,95.599,W
9/27/2007,16:50:00,20.462,N,95.602,W
9/27/2007,16:52:00,20.46,N,95.604,W
9/27/2007,16:54:00,20.458,N,95.606,W
9/27/2007,16:56:00,20.456,N,95.609,W
9/27/2007,16:58:00,20.454,N,95.611,W
9/27/2007,17:00:00,20.451,N,95.614,W
9/27/2007,17:01:59,20.449,N,95.616,W
9/27/2007,17:03:59,20.447,N,95.619,W
9/27/2007,17:05:59,20.445,N,95.621,W
9/27/2007,17:07:59,20.442,N,95.623,W
9/27/2007,17:09:59,20.44,N,95.626,W
9/27/2007,17:11:59,20.438,N,95.628,W
9/27/2007,17:13:59,20.436,N,95.63,W
9/27/2007,17:16:00,20.433,N,95.633,W
9/27/2007,17:18:00,20.431,N,95.635,W
9/27/2007,17:20:00,20.429,N,95.637,W
9/27/2007,17:22:00,20.426,N,95.64,W
9/27/2007,17:23:04,20.425,N,95.641,W
9/27/2007,17:25:04,20.423,N,95.643,W
9/27/2007,17:27:04,20.42,N,95.645,W
9/27/2007,17:29:05,20.418,N,95.648,W
9/27/2007,17:31:05,20.415,N,95.65,W
9/27/2007,17:33:05,20.413,N,95.652,W
9/27/2007,17:35:05,20.411,N,95.655,W
9/27/2007,17:37:05,20.408,N,95.657,W
9/27/2007,17:39:05,20.406,N,95.659,W
9/27/2007,17:41:05,20.403,N,95.661,W
9/27/2007,17:43:05,20.401,N,95.664,W
9/27/2007,17:45:04,20.398,N,95.666,W
9/27/2007,17:47:04,20.396,N,95.668,W
9/27/2007,17:49:04,20.394,N,95.67,W
9/27/2007,17:51:04,20.391,N,95.673,W
9/27/2007,17:53:04,20.389,N,95.675,W
9/27/2007,17:55:04,20.386,N,95.677,W
9/27/2007,17:57:04,20.384,N,95.679,W
9/27/2007,17:59:05,20.382,N,95.682,W
9/27/2007,18:01:05,20.379,N,95.684,W
9/27/2007,18:03:05,20.377,N,95.686,W
9/27/2007,18:05:05,20.374,N,95.688,W
9/27/2007,18:07:05,20.372,N,95.691,W
9/27/2007,18:09:05,20.37,N,95.693,W
9/27/2007,18:11:05,20.367,N,95.695,W
9/27/2007,18:13:05,20.365,N,95.697,W
9/27/2007,18:13:39,20.364,N,95.698,W
9/27/2007,18:15:39,20.364,N,95.704,W
9/27/2007,18:17:39,20.363,N,95.71,W
9/27/2007,18:19:39,20.363,N,95.716,W
9/27/2007,18:21:40,20.362,N,95.723,W
9/27/2007,18:23:40,20.362,N,95.729,W
9/27/2007,18:25:40,20.361,N,95.735,W
9/27/2007,18:27:40,20.361,N,95.741,W
9/27/2007,18:29:40,20.36,N,95.747,W
9/27/2007,18:31:40,20.36,N,95.753,W
9/27/2007,18:33:40,20.359,N,95.76,W
9/27/2007,18:35:39,20.359,N,95.766,W
9/27/2007,18:37:39,20.358,N,95.772,W
9/27/2007,18:39:39,20.358,N,95.778,W
9/27/2007,18:41:39,20.357,N,95.784,W
9/27/2007,18:43:39,20.357,N,95.791,W
9/27/2007,18:45:39,20.356,N,95.797,W
9/27/2007,18:47:39,20.356,N,95.803,W
9/27/2007,18:49:39,20.355,N,95.809,W
9/27/2007,18:51:40,20.355,N,95.815,W
9/27/2007,18:53:40,20.354,N,95.821,W
9/27/2007,18:55:40,20.354,N,95.828,W
9/27/2007,18:57:40,20.353,N,95.834,W
9/27/2007,18:59:40,20.353,N,95.84,W
9/27/2007,19:01:40,20.353,N,95.846,W
9/27/2007,19:03:40,20.352,N,95.852,W
9/27/2007,19:03:54,20.352,N,95.853,W
9/27/2007,19:05:54,20.352,N,95.859,W
9/27/2007,19:07:54,20.351,N,95.865,W
9/27/2007,19:09:54,20.351,N,95.871,W
9/27/2007,19:11:54,20.35,N,95.878,W
9/27/2007,19:13:54,20.349,N,95.884,W
9/27/2007,19:15:54,20.349,N,95.89,W
9/27/2007,19:17:55,20.348,N,95.896,W
9/27/2007,19:19:55,20.348,N,95.902,W
9/27/2007,19:21:55,20.347,N,95.908,W
9/27/2007,19:23:55,20.347,N,95.915,W
9/27/2007,19:25:55,20.346,N,95.921,W
9/27/2007,19:27:55,20.346,N,95.927,W
9/27/2007,19:29:55,20.345,N,95.933,W
9/27/2007,19:31:54,20.345,N,95.939,W
9/27/2007,19:33:54,20.344,N,95.945,W
9/27/2007,19:35:54,20.344,N,95.951,W
9/27/2007,19:37:54,20.343,N,95.958,W
9/27/2007,19:39:54,20.343,N,95.964,W
9/27/2007,19:41:54,20.342,N,95.97,W
9/27/2007,19:43:54,20.341,N,95.976,W
9/27/2007,19:45:54,20.341,N,95.982,W
9/27/2007,19:47:55,20.34,N,95.988,W
9/27/2007,19:49:55,20.34,N,95.994,W
9/27/2007,19:51:55,20.339,N,96,W
9/27/2007,19:53:55,20.339,N,96.007,W
9/27/2007,19:55:55,20.338,N,96.013,W
9/27/2007,19:57:55,20.337,N,96.019,W
9/27/2007,19:59:55,20.337,N,96.025,W
9/27/2007,20:01:54,20.336,N,96.031,W
9/27/2007,20:03:54,20.336,N,96.037,W
9/27/2007,20:05:54,20.335,N,96.043,W
9/27/2007,20:07:54,20.334,N,96.049,W
9/27/2007,20:09:54,20.334,N,96.055,W
9/27/2007,20:11:54,20.333,N,96.061,W
9/27/2007,20:13:54,20.333,N,96.068,W
9/27/2007,20:15:54,20.332,N,96.074,W
9/27/2007,20:17:55,20.331,N,96.08,W
9/27/2007,20:19:55,20.331,N,96.086,W
9/27/2007,20:21:55,20.33,N,96.092,W
9/27/2007,20:23:55,20.329,N,96.098,W
9/27/2007,20:25:55,20.329,N,96.104,W
9/27/2007,20:27:55,20.328,N,96.11,W
9/27/2007,20:29:55,20.327,N,96.116,W
9/27/2007,20:31:54,20.327,N,96.122,W
9/27/2007,20:33:54,20.326,N,96.128,W
9/27/2007,20:35:54,20.325,N,96.134,W
9/27/2007,20:37:54,20.325,N,96.14,W
9/27/2007,20:39:54,20.324,N,96.146,W
9/27/2007,20:41:54,20.323,N,96.153,W
9/27/2007,20:43:54,20.322,N,96.159,W
9/27/2007,20:45:54,20.322,N,96.165,W
9/27/2007,20:47:55,20.321,N,96.171,W
9/27/2007,20:49:55,20.32,N,96.177,W
9/27/2007,20:51:55,20.319,N,96.183,W
9/27/2007,20:53:55,20.319,N,96.189,W
9/27/2007,20:55:55,20.318,N,96.195,W
9/27/2007,20:57:55,20.317,N,96.201,W
9/27/2007,20:59:55,20.316,N,96.207,W
9/27/2007,21:01:54,20.316,N,96.213,W
9/27/2007,21:03:54,20.315,N,96.219,W
9/27/2007,21:05:54,20.314,N,96.225,W
9/27/2007,21:07:54,20.313,N,96.231,W
9/27/2007,21:09:54,20.312,N,96.237,W
9/27/2007,21:11:54,20.311,N,96.243,W
9/27/2007,21:13:54,20.311,N,96.249,W
9/27/2007,21:15:54,20.31,N,96.255,W
9/27/2007,21:17:55,20.309,N,96.261,W
9/27/2007,21:19:55,20.308,N,96.267,W
9/27/2007,21:21:55,20.307,N,96.273,W
9/27/2007,21:23:55,20.306,N,96.279,W
9/27/2007,21:25:55,20.305,N,96.285,W
9/27/2007,21:27:55,20.305,N,96.291,W
9/27/2007,21:29:55,20.304,N,96.296,W
9/27/2007,21:31:54,20.303,N,96.302,W
9/27/2007,21:33:54,20.302,N,96.308,W
9/27/2007,21:35:54,20.301,N,96.314,W
9/27/2007,21:37:54,20.3,N,96.32,W
9/27/2007,21:39:54,20.299,N,96.326,W
9/27/2007,21:41:54,20.298,N,96.332,W
9/27/2007,21:43:54,20.297,N,96.338,W
9/27/2007,21:45:54,20.296,N,96.344,W
9/27/2007,21:47:55,20.295,N,96.35,W
9/27/2007,21:49:55,20.294,N,96.356,W
9/27/2007,21:51:55,20.293,N,96.362,W
9/27/2007,21:53:55,20.292,N,96.367,W
9/27/2007,21:55:55,20.291,N,96.373,W
9/27/2007,21:57:55,20.29,N,96.379,W
9/27/2007,21:59:55,20.289,N,96.385,W
9/27/2007,22:01:54,20.288,N,96.391,W
9/27/2007,22:03:54,20.287,N,96.397,W
9/27/2007,22:05:54,20.286,N,96.403,W
9/27/2007,22:07:54,20.285,N,96.409,W
9/27/2007,22:09:54,20.284,N,96.414,W
9/27/2007,22:11:54,20.282,N,96.42,W
9/27/2007,22:13:54,20.281,N,96.426,W
9/27/2007,22:15:54,20.28,N,96.432,W
9/27/2007,22:17:55,20.279,N,96.438,W
9/27/2007,22:19:55,20.278,N,96.444,W
9/27/2007,22:21:55,20.277,N,96.449,W
9/27/2007,22:23:55,20.276,N,96.455,W
9/27/2007,22:25:55,20.274,N,96.461,W
9/27/2007,22:27:55,20.273,N,96.467,W
9/27/2007,22:29:55,20.272,N,96.473,W
9/27/2007,22:31:54,20.271,N,96.478,W
9/27/2007,22:33:54,20.269,N,96.484,W
9/27/2007,22:35:54,20.268,N,96.49,W
9/27/2007,22:37:54,20.267,N,96.496,W
9/27/2007,22:39:54,20.266,N,96.501,W
9/27/2007,22:41:54,20.264,N,96.507,W
9/27/2007,22:43:54,20.263,N,96.513,W
9/27/2007,22:45:54,20.262,N,96.519,W
9/27/2007,22:47:55,20.26,N,96.524,W
9/27/2007,22:49:55,20.259,N,96.53,W
9/27/2007,22:51:55,20.258,N,96.536,W
9/27/2007,22:53:55,20.256,N,96.542,W
9/27/2007,22:55:55,20.255,N,96.547,W
9/27/2007,22:57:55,20.254,N,96.553,W
9/27/2007,22:59:55,20.252,N,96.559,W
9/27/2007,23:01:54,20.251,N,96.564,W
9/27/2007,23:03:54,20.249,N,96.57,W
9/27/2007,23:05:54,20.248,N,96.576,W
9/27/2007,23:07:54,20.247,N,96.581,W
9/27/2007,23:09:54,20.245,N,96.587,W
9/27/2007,23:11:54,20.244,N,96.593,W
9/27/2007,23:13:54,20.242,N,96.598,W
9/27/2007,23:15:54,20.241,N,96.604,W
9/27/2007,23:17:55,20.239,N,96.61,W
9/27/2007,23:19:55,20.237,N,96.615,W
9/27/2007,23:21:55,20.236,N,96.621,W
9/27/2007,23:23:55,20.234,N,96.626,W
9/27/2007,23:25:55,20.233,N,96.632,W
9/27/2007,23:27:55,20.231,N,96.638,W
9/27/2007,23:29:55,20.23,N,96.643,W
9/27/2007,23:31:54,20.228,N,96.649,W
9/27/2007,23:33:54,20.226,N,96.654,W
9/27/2007,23:35:54,20.225,N,96.66,W
9/27/2007,23:37:54,20.223,N,96.666,W
9/27/2007,23:39:54,20.221,N,96.671,W
9/27/2007,23:41:54,20.22,N,96.677,W
9/27/2007,23:43:54,20.218,N,96.682,W
9/27/2007,23:45:54,20.216,N,96.688,W
9/27/2007,23:47:55,20.214,N,96.693,W
9/27/2007,23:49:55,20.213,N,96.699,W
9/27/2007,23:51:55,20.211,N,96.704,W
9/27/2007,23:53:55,20.209,N,96.71,W
9/27/2007,23:55:55,20.207,N,96.715,W
9/27/2007,23:57:55,20.206,N,96.721,W
9/27/2007,23:59:55,20.204,N,96.726,W
9/28/2007,0:01:54,20.202,N,96.732,W
9/28/2007,0:03:54,20.2,N,96.737,W
9/28/2007,0:05:54,20.198,N,96.742,W
9/28/2007,0:07:54,20.196,N,96.748,W
9/28/2007,0:09:54,20.194,N,96.753,W
9/28/2007,0:11:54,20.192,N,96.759,W
9/28/2007,0:13:54,20.19,N,96.764,W
9/28/2007,0:15:54,20.188,N,96.77,W
9/28/2007,0:17:55,20.186,N,96.775,W
9/28/2007,0:19:55,20.184,N,96.78,W
9/28/2007,0:21:55,20.182,N,96.786,W
9/28/2007,0:23:55,20.18,N,96.791,W
9/28/2007,0:25:55,20.178,N,96.796,W
9/28/2007,0:27:55,20.176,N,96.802,W
9/28/2007,0:29:55,20.174,N,96.807,W
9/28/2007,0:31:54,20.172,N,96.812,W
9/28/2007,0:33:54,20.17,N,96.818,W
9/28/2007,0:35:54,20.168,N,96.823,W
9/28/2007,0:37:54,20.166,N,96.828,W
9/28/2007,0:39:54,20.164,N,96.834,W
9/28/2007,0:41:54,20.162,N,96.839,W
9/28/2007,0:43:54,20.16,N,96.844,W
9/28/2007,0:45:54,20.157,N,96.85,W
9/28/2007,0:47:55,20.155,N,96.855,W
9/28/2007,0:49:55,20.153,N,96.86,W
9/28/2007,0:51:55,20.151,N,96.865,W
9/28/2007,0:53:55,20.149,N,96.871,W
9/28/2007,0:55:55,20.146,N,96.876,W
9/28/2007,0:57:55,20.144,N,96.881,W
9/28/2007,0:59:55,20.142,N,96.886,W
9/28/2007,1:01:54,20.14,N,96.891,W
9/28/2007,1:03:54,20.138,N,96.897,W
9/28/2007,1:05:54,20.135,N,96.902,W
9/28/2007,1:07:54,20.133,N,96.907,W
9/28/2007,1:09:54,20.131,N,96.912,W
9/28/2007,1:11:54,20.129,N,96.917,W
9/28/2007,1:13:54,20.126,N,96.922,W
9/28/2007,1:15:54,20.124,N,96.928,W
9/28/2007,1:17:55,20.122,N,96.933,W
9/28/2007,1:19:55,20.12,N,96.938,W
9/28/2007,1:21:55,20.117,N,96.943,W
9/28/2007,1:23:55,20.115,N,96.948,W
9/28/2007,1:25:55,20.113,N,96.953,W
9/28/2007,1:27:55,20.11,N,96.958,W
