Track,for,Alberto,2018,,,,
5/26/2018,23:41:06,23.173,N,84.779,W,5.1,8.84
5/26/2018,23:43:07,23.183,N,84.773,W,5.14,8.85
5/26/2018,23:45:07,23.193,N,84.767,W,5.18,8.86
5/26/2018,23:47:07,23.202,N,84.761,W,5.22,8.87
5/26/2018,23:49:07,23.212,N,84.755,W,5.26,8.88
5/26/2018,23:50:38,23.219,N,84.75,W,5.8,8.82
5/26/2018,23:52:38,23.229,N,84.743,W,5.82,8.84
5/26/2018,23:54:38,23.238,N,84.736,W,5.83,8.85
5/26/2018,23:56:39,23.248,N,84.729,W,5.84,8.86
5/26/2018,23:58:39,23.257,N,84.723,W,5.85,8.87
5/27/2018,0:00:39,23.267,N,84.716,W,5.87,8.88
5/27/2018,0:02:38,23.276,N,84.709,W,5.88,8.89
5/27/2018,0:04:38,23.286,N,84.702,W,5.89,8.9
5/27/2018,0:06:38,23.296,N,84.695,W,5.9,8.9
5/27/2018,0:08:38,23.305,N,84.688,W,5.9,8.91
5/27/2018,0:10:39,23.315,N,84.681,W,5.91,8.92
5/27/2018,0:12:39,23.324,N,84.674,W,5.92,8.93
5/27/2018,0:14:39,23.334,N,84.667,W,5.93,8.94
5/27/2018,0:16:39,23.344,N,84.66,W,5.93,8.95
5/27/2018,0:18:38,23.353,N,84.653,W,5.94,8.96
5/27/2018,0:20:38,23.363,N,84.646,W,5.95,8.97
5/27/2018,0:22:38,23.373,N,84.639,W,5.95,8.98
5/27/2018,0:24:38,23.382,N,84.632,W,5.95,8.99
5/27/2018,0:26:39,23.392,N,84.625,W,5.96,8.99
5/27/2018,0:28:39,23.402,N,84.618,W,5.96,9
5/27/2018,0:30:39,23.412,N,84.611,W,5.96,9.01
5/27/2018,0:32:38,23.421,N,84.604,W,5.97,9.02
5/27/2018,0:34:38,23.431,N,84.597,W,5.97,9.03
5/27/2018,0:36:38,23.441,N,84.59,W,5.97,9.03
5/27/2018,0:38:38,23.451,N,84.583,W,5.97,9.04
5/27/2018,0:40:39,23.46,N,84.576,W,5.97,9.05
5/27/2018,0:42:39,23.47,N,84.569,W,5.97,9.06
5/27/2018,0:44:39,23.48,N,84.562,W,5.97,9.06
5/27/2018,0:46:39,23.49,N,84.555,W,5.97,9.07
5/27/2018,0:48:38,23.499,N,84.548,W,5.96,9.08
5/27/2018,0:50:38,23.509,N,84.541,W,5.96,9.08
5/27/2018,0:52:38,23.519,N,84.534,W,5.96,9.09
5/27/2018,0:54:38,23.529,N,84.527,W,5.95,9.1
5/27/2018,0:56:39,23.539,N,84.52,W,5.95,9.1
5/27/2018,0:58:39,23.548,N,84.513,W,5.94,9.11
5/27/2018,1:00:39,23.558,N,84.506,W,5.94,9.12
5/27/2018,1:02:38,23.568,N,84.499,W,5.93,9.12
5/27/2018,1:04:38,23.578,N,84.492,W,5.92,9.13
5/27/2018,1:06:38,23.588,N,84.485,W,5.92,9.13
5/27/2018,1:08:38,23.598,N,84.478,W,5.91,9.14
5/27/2018,1:10:39,23.608,N,84.471,W,5.9,9.14
5/27/2018,1:12:39,23.617,N,84.464,W,5.89,9.15
5/27/2018,1:14:39,23.627,N,84.457,W,5.88,9.16
5/27/2018,1:16:39,23.637,N,84.45,W,5.87,9.16
5/27/2018,1:18:38,23.647,N,84.444,W,5.86,9.17
5/27/2018,1:20:38,23.657,N,84.437,W,5.85,9.17
5/27/2018,1:22:38,23.667,N,84.43,W,5.84,9.18
5/27/2018,1:24:38,23.677,N,84.423,W,5.83,9.18
5/27/2018,1:26:39,23.687,N,84.416,W,5.81,9.18
5/27/2018,1:28:39,23.697,N,84.409,W,5.8,9.19
5/27/2018,1:30:39,23.707,N,84.402,W,5.79,9.19
5/27/2018,1:30:45,23.707,N,84.402,W,5.55,9.16
5/27/2018,1:32:45,23.717,N,84.395,W,5.53,9.17
5/27/2018,1:34:44,23.727,N,84.389,W,5.51,9.17
5/27/2018,1:36:44,23.737,N,84.382,W,5.49,9.18
5/27/2018,1:38:44,23.747,N,84.376,W,5.47,9.19
5/27/2018,1:40:44,23.757,N,84.37,W,5.44,9.2
5/27/2018,1:42:45,23.766,N,84.363,W,5.42,9.21
5/27/2018,1:44:45,23.776,N,84.357,W,5.4,9.22
5/27/2018,1:46:45,23.786,N,84.35,W,5.37,9.22
5/27/2018,1:48:45,23.796,N,84.344,W,5.35,9.23
5/27/2018,1:50:44,23.806,N,84.338,W,5.32,9.24
5/27/2018,1:52:44,23.816,N,84.332,W,5.3,9.25
5/27/2018,1:54:44,23.826,N,84.325,W,5.27,9.26
5/27/2018,1:56:45,23.836,N,84.319,W,5.24,9.27
5/27/2018,1:58:45,23.846,N,84.313,W,5.22,9.28
5/27/2018,2:00:45,23.856,N,84.307,W,5.19,9.29
5/27/2018,2:02:45,23.866,N,84.301,W,5.16,9.3
5/27/2018,2:04:44,23.876,N,84.295,W,5.13,9.31
5/27/2018,2:06:44,23.886,N,84.289,W,5.11,9.32
5/27/2018,2:08:44,23.896,N,84.283,W,5.08,9.33
5/27/2018,2:10:44,23.907,N,84.277,W,5.05,9.34
5/27/2018,2:12:45,23.917,N,84.271,W,5.02,9.35
5/27/2018,2:14:45,23.927,N,84.265,W,4.99,9.36
5/27/2018,2:16:45,23.937,N,84.259,W,4.96,9.37
5/27/2018,2:18:45,23.947,N,84.253,W,4.93,9.38
5/27/2018,2:20:44,23.957,N,84.247,W,4.9,9.39
5/27/2018,2:22:44,23.967,N,84.241,W,4.87,9.4
5/27/2018,2:24:44,23.977,N,84.236,W,4.83,9.42
5/27/2018,2:26:45,23.988,N,84.23,W,4.8,9.43
5/27/2018,2:28:45,23.998,N,84.224,W,4.77,9.44
5/27/2018,2:30:45,24.008,N,84.219,W,4.73,9.45
5/27/2018,2:32:45,24.018,N,84.213,W,4.7,9.46
5/27/2018,2:34:44,24.028,N,84.208,W,4.67,9.47
5/27/2018,2:36:44,24.039,N,84.202,W,4.63,9.49
5/27/2018,2:38:44,24.049,N,84.197,W,4.6,9.5
5/27/2018,2:40:44,24.059,N,84.191,W,4.56,9.51
5/27/2018,2:42:45,24.069,N,84.186,W,4.53,9.52
5/27/2018,2:44:45,24.08,N,84.181,W,4.49,9.54
5/27/2018,2:46:45,24.09,N,84.175,W,4.45,9.55
5/27/2018,2:48:45,24.1,N,84.17,W,4.42,9.56
5/27/2018,2:50:44,24.111,N,84.165,W,4.38,9.58
5/27/2018,2:52:44,24.121,N,84.16,W,4.34,9.59
5/27/2018,2:54:44,24.131,N,84.155,W,4.3,9.6
5/27/2018,2:56:45,24.142,N,84.15,W,4.27,9.62
5/27/2018,2:58:45,24.152,N,84.145,W,4.23,9.63
5/27/2018,3:00:45,24.162,N,84.14,W,4.19,9.65
5/27/2018,3:02:45,24.173,N,84.135,W,4.15,9.66
5/27/2018,3:04:44,24.183,N,84.13,W,4.11,9.67
5/27/2018,3:06:44,24.194,N,84.125,W,4.07,9.69
5/27/2018,3:08:44,24.204,N,84.12,W,4.03,9.7
5/27/2018,3:10:44,24.215,N,84.115,W,3.98,9.72
5/27/2018,3:12:45,24.225,N,84.111,W,3.94,9.73
5/27/2018,3:14:45,24.236,N,84.106,W,3.9,9.75
5/27/2018,3:16:45,24.246,N,84.102,W,3.86,9.76
5/27/2018,3:18:45,24.257,N,84.097,W,3.81,9.78
5/27/2018,3:20:44,24.267,N,84.092,W,3.77,9.79
5/27/2018,3:22:44,24.278,N,84.088,W,3.73,9.81
5/27/2018,3:24:44,24.288,N,84.084,W,3.68,9.83
5/27/2018,3:26:45,24.299,N,84.079,W,3.64,9.84
5/27/2018,3:28:45,24.31,N,84.075,W,3.59,9.86
5/27/2018,3:30:45,24.32,N,84.071,W,3.55,9.87
5/27/2018,3:32:45,24.331,N,84.067,W,3.5,9.89
5/27/2018,3:34:44,24.342,N,84.063,W,3.46,9.91
5/27/2018,3:36:44,24.352,N,84.058,W,3.41,9.92
5/27/2018,3:38:44,24.363,N,84.054,W,3.36,9.94
5/27/2018,3:40:44,24.374,N,84.05,W,3.31,9.96
5/27/2018,3:42:45,24.385,N,84.047,W,3.27,9.98
5/27/2018,3:44:45,24.395,N,84.043,W,3.22,9.99
5/27/2018,3:46:45,24.406,N,84.039,W,3.17,10.01
5/27/2018,3:48:45,24.417,N,84.035,W,3.12,10.03
5/27/2018,3:50:44,24.428,N,84.032,W,3.07,10.05
5/27/2018,3:52:44,24.439,N,84.028,W,3.02,10.06
5/27/2018,3:54:44,24.45,N,84.024,W,2.97,10.08
5/27/2018,3:56:45,24.46,N,84.021,W,2.92,10.1
5/27/2018,3:58:45,24.471,N,84.017,W,2.87,10.12
5/27/2018,4:00:45,24.482,N,84.014,W,2.82,10.14
5/27/2018,4:02:45,24.493,N,84.011,W,2.77,10.16
5/27/2018,4:04:44,24.504,N,84.008,W,2.71,10.17
5/27/2018,4:06:44,24.515,N,84.004,W,2.66,10.19
5/27/2018,4:08:44,24.526,N,84.001,W,2.61,10.21
5/27/2018,4:10:44,24.537,N,83.998,W,2.55,10.23
5/27/2018,4:12:45,24.548,N,83.995,W,2.5,10.25
5/27/2018,4:14:45,24.559,N,83.992,W,2.45,10.27
5/27/2018,4:16:45,24.57,N,83.989,W,2.39,10.29
5/27/2018,4:18:45,24.582,N,83.987,W,2.33,10.31
5/27/2018,4:20:44,24.593,N,83.984,W,2.28,10.33
5/27/2018,4:22:44,24.604,N,83.981,W,2.22,10.35
5/27/2018,4:24:44,24.615,N,83.979,W,2.17,10.37
5/27/2018,4:26:45,24.626,N,83.976,W,2.12,10.39
5/27/2018,4:28:45,24.637,N,83.974,W,2.06,10.4
5/27/2018,4:30:45,24.649,N,83.971,W,2.01,10.42
5/27/2018,4:32:45,24.66,N,83.969,W,1.96,10.44
5/27/2018,4:34:44,24.671,N,83.966,W,1.9,10.45
5/27/2018,4:36:44,24.682,N,83.964,W,1.85,10.47
5/27/2018,4:38:44,24.694,N,83.962,W,1.8,10.48
5/27/2018,4:40:44,24.705,N,83.96,W,1.75,10.5
5/27/2018,4:42:45,24.716,N,83.958,W,1.69,10.51
5/27/2018,4:44:45,24.728,N,83.956,W,1.64,10.52
5/27/2018,4:46:45,24.739,N,83.954,W,1.59,10.54
5/27/2018,4:48:45,24.751,N,83.952,W,1.54,10.55
5/27/2018,4:50:44,24.762,N,83.95,W,1.49,10.56
5/27/2018,4:52:44,24.773,N,83.949,W,1.44,10.57
5/27/2018,4:54:44,24.785,N,83.947,W,1.39,10.58
5/27/2018,4:56:45,24.796,N,83.945,W,1.34,10.59
5/27/2018,4:58:45,24.808,N,83.944,W,1.29,10.6
5/27/2018,5:00:45,24.819,N,83.942,W,1.25,10.61
5/27/2018,5:02:45,24.83,N,83.941,W,1.2,10.61
5/27/2018,5:04:44,24.842,N,83.939,W,1.15,10.62
5/27/2018,5:06:44,24.853,N,83.938,W,1.1,10.63
5/27/2018,5:08:44,24.865,N,83.937,W,1.06,10.63
5/27/2018,5:10:44,24.876,N,83.936,W,1.01,10.64
5/27/2018,5:12:45,24.888,N,83.934,W,0.96,10.64
5/27/2018,5:14:45,24.899,N,83.933,W,0.92,10.65
5/27/2018,5:16:45,24.911,N,83.932,W,0.87,10.65
5/27/2018,5:18:45,24.922,N,83.931,W,0.82,10.66
5/27/2018,5:20:44,24.934,N,83.93,W,0.78,10.66
5/27/2018,5:22:44,24.945,N,83.929,W,0.74,10.66
5/27/2018,5:24:44,24.957,N,83.928,W,0.69,10.66
5/27/2018,5:26:45,24.968,N,83.928,W,0.65,10.66
5/27/2018,5:28:45,24.98,N,83.927,W,0.6,10.66
5/27/2018,5:30:45,24.991,N,83.926,W,0.56,10.66
5/27/2018,5:32:45,25.003,N,83.926,W,0.52,10.66
5/27/2018,5:34:44,25.014,N,83.925,W,0.47,10.66
5/27/2018,5:36:44,25.026,N,83.924,W,0.43,10.66
5/27/2018,5:38:44,25.037,N,83.924,W,0.39,10.66
5/27/2018,5:40:44,25.049,N,83.924,W,0.35,10.65
5/27/2018,5:42:45,25.06,N,83.923,W,0.31,10.65
5/27/2018,5:44:45,25.072,N,83.923,W,0.27,10.65
5/27/2018,5:46:45,25.083,N,83.923,W,0.22,10.64
5/27/2018,5:48:45,25.095,N,83.922,W,0.18,10.64
5/27/2018,5:50:44,25.106,N,83.922,W,0.14,10.63
5/27/2018,5:52:44,25.118,N,83.922,W,0.1,10.62
5/27/2018,5:54:44,25.129,N,83.922,W,0.07,10.62
5/27/2018,5:56:45,25.141,N,83.922,W,0.03,10.61
5/27/2018,5:58:45,25.152,N,83.922,W,-0.01,10.6
5/27/2018,6:00:45,25.164,N,83.922,W,-0.05,10.59
5/27/2018,6:02:45,25.175,N,83.922,W,-0.09,10.58
5/27/2018,6:04:44,25.186,N,83.922,W,-0.13,10.57
5/27/2018,6:06:44,25.198,N,83.922,W,-0.16,10.56
5/27/2018,6:08:44,25.209,N,83.922,W,-0.2,10.55
5/27/2018,6:10:44,25.221,N,83.923,W,-0.24,10.54
5/27/2018,6:12:45,25.232,N,83.923,W,-0.27,10.53
5/27/2018,6:14:45,25.243,N,83.923,W,-0.31,10.52
5/27/2018,6:16:45,25.255,N,83.924,W,-0.35,10.5
5/27/2018,6:18:45,25.266,N,83.924,W,-0.38,10.49
5/27/2018,6:20:44,25.277,N,83.925,W,-0.42,10.48
5/27/2018,6:22:44,25.289,N,83.925,W,-0.45,10.46
5/27/2018,6:24:44,25.3,N,83.926,W,-0.48,10.44
5/27/2018,6:26:45,25.311,N,83.926,W,-0.52,10.43
5/27/2018,6:28:45,25.322,N,83.927,W,-0.55,10.41
5/27/2018,6:30:45,25.334,N,83.928,W,-0.59,10.39
5/27/2018,6:32:45,25.345,N,83.928,W,-0.62,10.38
5/27/2018,6:34:44,25.356,N,83.929,W,-0.65,10.36
5/27/2018,6:36:44,25.367,N,83.93,W,-0.68,10.34
5/27/2018,6:38:44,25.378,N,83.931,W,-0.71,10.32
5/27/2018,6:40:44,25.389,N,83.932,W,-0.75,10.3
5/27/2018,6:42:45,25.401,N,83.932,W,-0.78,10.28
5/27/2018,6:44:45,25.412,N,83.933,W,-0.81,10.26
5/27/2018,6:46:45,25.423,N,83.934,W,-0.84,10.24
5/27/2018,6:48:45,25.434,N,83.935,W,-0.87,10.21
5/27/2018,6:50:44,25.445,N,83.937,W,-0.9,10.19
5/27/2018,6:52:44,25.456,N,83.938,W,-0.93,10.17
5/27/2018,6:54:44,25.467,N,83.939,W,-0.96,10.14
5/27/2018,6:56:45,25.478,N,83.94,W,-0.99,10.12
5/27/2018,6:58:45,25.489,N,83.941,W,-1.02,10.09
5/27/2018,7:00:45,25.499,N,83.942,W,-1.04,10.07
5/27/2018,7:02:45,25.51,N,83.944,W,-1.07,10.04
5/27/2018,7:04:44,25.521,N,83.945,W,-1.1,10.01
5/27/2018,7:06:44,25.532,N,83.946,W,-1.13,9.99
5/27/2018,7:08:44,25.543,N,83.948,W,-1.15,9.96
5/27/2018,7:10:44,25.553,N,83.949,W,-1.18,9.93
5/27/2018,7:12:45,25.564,N,83.95,W,-1.21,9.9
5/27/2018,7:14:45,25.575,N,83.952,W,-1.23,9.87
5/27/2018,7:16:45,25.585,N,83.953,W,-1.26,9.84
5/27/2018,7:18:45,25.596,N,83.955,W,-1.28,9.81
5/27/2018,7:20:44,25.607,N,83.956,W,-1.31,9.78
5/27/2018,7:22:44,25.617,N,83.958,W,-1.33,9.75
5/27/2018,7:24:44,25.628,N,83.96,W,-1.36,9.71
5/27/2018,7:26:45,25.638,N,83.961,W,-1.38,9.68
5/27/2018,7:28:45,25.648,N,83.963,W,-1.41,9.65
5/27/2018,7:30:45,25.659,N,83.965,W,-1.43,9.61
5/27/2018,7:32:45,25.669,N,83.966,W,-1.45,9.58
5/27/2018,7:34:44,25.68,N,83.968,W,-1.47,9.54
5/27/2018,7:36:44,25.69,N,83.97,W,-1.5,9.51
5/27/2018,7:38:44,25.7,N,83.972,W,-1.52,9.47
5/27/2018,7:40:44,25.71,N,83.974,W,-1.54,9.43
5/27/2018,7:42:45,25.72,N,83.975,W,-1.56,9.4
5/27/2018,7:44:45,25.731,N,83.977,W,-1.58,9.36
5/27/2018,7:46:45,25.741,N,83.979,W,-1.6,9.32
5/27/2018,7:48:45,25.751,N,83.981,W,-1.62,9.28
5/27/2018,7:50:44,25.761,N,83.983,W,-1.64,9.24
5/27/2018,7:52:44,25.771,N,83.985,W,-1.66,9.2
5/27/2018,7:54:44,25.78,N,83.987,W,-1.68,9.16
5/27/2018,7:56:45,25.79,N,83.989,W,-1.7,9.12
5/27/2018,7:58:45,25.8,N,83.991,W,-1.72,9.07
5/27/2018,8:00:45,25.81,N,83.993,W,-1.74,9.03
5/27/2018,8:02:45,25.82,N,83.995,W,-1.76,8.99
5/27/2018,8:04:44,25.829,N,83.997,W,-1.77,8.94
5/27/2018,8:06:44,25.839,N,84,W,-1.79,8.9
5/27/2018,8:08:44,25.849,N,84.002,W,-1.81,8.85
5/27/2018,8:10:44,25.858,N,84.004,W,-1.82,8.81
5/27/2018,8:12:45,25.868,N,84.006,W,-1.84,8.76
5/27/2018,8:14:45,25.877,N,84.008,W,-1.86,8.72
5/27/2018,8:16:45,25.886,N,84.01,W,-1.87,8.67
5/27/2018,8:18:45,25.896,N,84.013,W,-1.89,8.62
5/27/2018,8:20:44,25.905,N,84.015,W,-1.9,8.57
5/27/2018,8:22:44,25.914,N,84.017,W,-1.92,8.52
5/27/2018,8:24:44,25.923,N,84.02,W,-1.93,8.47
5/27/2018,8:26:45,25.932,N,84.022,W,-1.95,8.42
5/27/2018,8:28:45,25.942,N,84.024,W,-1.96,8.37
5/27/2018,8:30:45,25.951,N,84.027,W,-1.97,8.32
5/27/2018,8:32:45,25.959,N,84.029,W,-1.99,8.27
5/27/2018,8:34:44,25.968,N,84.031,W,-2,8.22
5/27/2018,8:36:44,25.977,N,84.034,W,-2.01,8.16
5/27/2018,8:38:44,25.986,N,84.036,W,-2.02,8.11
5/27/2018,8:40:44,25.995,N,84.039,W,-2.03,8.06
5/27/2018,8:42:45,26.003,N,84.041,W,-2.05,8
5/27/2018,8:44:45,26.012,N,84.044,W,-2.06,7.95
5/27/2018,8:46:45,26.021,N,84.046,W,-2.07,7.89
5/27/2018,8:48:45,26.029,N,84.049,W,-2.08,7.83
5/27/2018,8:50:44,26.037,N,84.051,W,-2.09,7.78
5/27/2018,8:52:44,26.046,N,84.054,W,-2.1,7.72
5/27/2018,8:54:44,26.054,N,84.056,W,-2.11,7.67
5/27/2018,8:56:45,26.062,N,84.059,W,-2.12,7.61
5/27/2018,8:58:45,26.071,N,84.061,W,-2.13,7.56
5/27/2018,9:00:45,26.079,N,84.064,W,-2.14,7.5
5/27/2018,9:02:45,26.087,N,84.066,W,-2.15,7.45
5/27/2018,9:04:44,26.095,N,84.069,W,-2.16,7.4
5/27/2018,9:06:44,26.103,N,84.072,W,-2.17,7.35
5/27/2018,9:08:44,26.111,N,84.074,W,-2.18,7.29
5/27/2018,9:10:44,26.118,N,84.077,W,-2.19,7.24
5/27/2018,9:12:45,26.126,N,84.079,W,-2.2,7.19
5/27/2018,9:14:45,26.134,N,84.082,W,-2.21,7.14
5/27/2018,9:16:45,26.142,N,84.085,W,-2.22,7.09
5/27/2018,9:18:45,26.149,N,84.087,W,-2.23,7.04
5/27/2018,9:20:44,26.157,N,84.09,W,-2.23,6.99
5/27/2018,9:22:44,26.164,N,84.093,W,-2.24,6.94
5/27/2018,9:24:44,26.172,N,84.095,W,-2.25,6.89
5/27/2018,9:26:45,26.179,N,84.098,W,-2.26,6.84
5/27/2018,9:28:45,26.187,N,84.101,W,-2.27,6.8
5/27/2018,9:30:45,26.194,N,84.104,W,-2.28,6.75
5/27/2018,9:32:45,26.201,N,84.106,W,-2.29,6.7
5/27/2018,9:34:44,26.208,N,84.109,W,-2.3,6.65
5/27/2018,9:36:44,26.216,N,84.112,W,-2.31,6.61
5/27/2018,9:38:44,26.223,N,84.115,W,-2.31,6.56
5/27/2018,9:40:44,26.23,N,84.117,W,-2.32,6.52
5/27/2018,9:42:45,26.237,N,84.12,W,-2.33,6.47
5/27/2018,9:44:45,26.244,N,84.123,W,-2.34,6.43
5/27/2018,9:46:45,26.251,N,84.126,W,-2.35,6.38
5/27/2018,9:48:45,26.257,N,84.129,W,-2.36,6.34
5/27/2018,9:50:44,26.264,N,84.132,W,-2.36,6.3
5/27/2018,9:52:44,26.271,N,84.134,W,-2.37,6.25
5/27/2018,9:54:44,26.278,N,84.137,W,-2.38,6.21
5/27/2018,9:56:45,26.284,N,84.14,W,-2.39,6.17
5/27/2018,9:58:45,26.291,N,84.143,W,-2.39,6.13
5/27/2018,10:00:45,26.298,N,84.146,W,-2.4,6.09
5/27/2018,10:02:45,26.304,N,84.149,W,-2.41,6.05
5/27/2018,10:04:44,26.311,N,84.152,W,-2.42,6.01
5/27/2018,10:06:44,26.317,N,84.155,W,-2.42,5.97
5/27/2018,10:08:44,26.324,N,84.158,W,-2.43,5.93
5/27/2018,10:10:44,26.33,N,84.16,W,-2.44,5.89
5/27/2018,10:12:45,26.336,N,84.163,W,-2.45,5.85
5/27/2018,10:14:45,26.343,N,84.166,W,-2.45,5.81
5/27/2018,10:16:45,26.349,N,84.169,W,-2.46,5.77
5/27/2018,10:18:45,26.355,N,84.172,W,-2.47,5.74
5/27/2018,10:20:44,26.361,N,84.175,W,-2.47,5.7
5/27/2018,10:22:44,26.367,N,84.178,W,-2.48,5.66
5/27/2018,10:24:44,26.373,N,84.181,W,-2.49,5.63
5/27/2018,10:26:45,26.379,N,84.184,W,-2.49,5.59
5/27/2018,10:28:45,26.385,N,84.187,W,-2.5,5.56
5/27/2018,10:30:45,26.391,N,84.19,W,-2.51,5.52
5/27/2018,10:32:45,26.397,N,84.193,W,-2.51,5.49
5/27/2018,10:34:44,26.403,N,84.196,W,-2.52,5.45
5/27/2018,10:36:44,26.409,N,84.199,W,-2.53,5.42
5/27/2018,10:38:44,26.415,N,84.202,W,-2.53,5.39
5/27/2018,10:40:44,26.421,N,84.205,W,-2.54,5.35
5/27/2018,10:42:45,26.427,N,84.209,W,-2.54,5.32
5/27/2018,10:44:45,26.432,N,84.212,W,-2.55,5.29
5/27/2018,10:46:45,26.438,N,84.215,W,-2.56,5.26
5/27/2018,10:48:45,26.444,N,84.218,W,-2.56,5.23
5/27/2018,10:50:44,26.449,N,84.221,W,-2.57,5.2
5/27/2018,10:52:44,26.455,N,84.224,W,-2.57,5.17
5/27/2018,10:54:44,26.46,N,84.227,W,-2.58,5.14
5/27/2018,10:56:45,26.466,N,84.23,W,-2.58,5.11
5/27/2018,10:58:45,26.471,N,84.233,W,-2.59,5.08
5/27/2018,11:00:45,26.477,N,84.236,W,-2.59,5.05
5/27/2018,11:02:45,26.482,N,84.24,W,-2.6,5.02
5/27/2018,11:04:44,26.488,N,84.243,W,-2.6,4.99
5/27/2018,11:06:44,26.493,N,84.246,W,-2.61,4.97
5/27/2018,11:08:44,26.498,N,84.249,W,-2.61,4.94
5/27/2018,11:10:44,26.504,N,84.252,W,-2.62,4.91
5/27/2018,11:12:45,26.509,N,84.255,W,-2.62,4.89
5/27/2018,11:14:45,26.514,N,84.258,W,-2.63,4.86
5/27/2018,11:16:45,26.52,N,84.262,W,-2.63,4.84
5/27/2018,11:18:45,26.525,N,84.265,W,-2.64,4.81
5/27/2018,11:20:44,26.53,N,84.268,W,-2.64,4.79
5/27/2018,11:20:47,26.53,N,84.268,W,-3.05,3.58
5/27/2018,11:22:47,26.534,N,84.272,W,-3.03,3.61
5/27/2018,11:24:46,26.538,N,84.275,W,-3.02,3.64
5/27/2018,11:26:46,26.542,N,84.279,W,-3.01,3.67
5/27/2018,11:28:46,26.546,N,84.283,W,-2.99,3.71
5/27/2018,11:30:46,26.55,N,84.286,W,-2.98,3.74
5/27/2018,11:32:47,26.554,N,84.29,W,-2.97,3.77
5/27/2018,11:34:47,26.558,N,84.293,W,-2.95,3.79
5/27/2018,11:36:47,26.562,N,84.297,W,-2.94,3.82
5/27/2018,11:38:47,26.566,N,84.3,W,-2.93,3.85
5/27/2018,11:40:46,26.57,N,84.304,W,-2.92,3.88
5/27/2018,11:42:46,26.575,N,84.307,W,-2.9,3.91
5/27/2018,11:44:46,26.579,N,84.311,W,-2.89,3.94
5/27/2018,11:46:47,26.583,N,84.314,W,-2.88,3.97
5/27/2018,11:48:47,26.587,N,84.318,W,-2.87,3.99
5/27/2018,11:50:47,26.592,N,84.321,W,-2.86,4.02
5/27/2018,11:52:47,26.596,N,84.325,W,-2.85,4.05
5/27/2018,11:54:46,26.6,N,84.328,W,-2.83,4.07
5/27/2018,11:56:46,26.605,N,84.332,W,-2.82,4.1
5/27/2018,11:58:46,26.609,N,84.335,W,-2.81,4.13
5/27/2018,12:00:46,26.614,N,84.338,W,-2.8,4.15
5/27/2018,12:02:47,26.618,N,84.342,W,-2.79,4.18
5/27/2018,12:04:47,26.623,N,84.345,W,-2.78,4.2
5/27/2018,12:06:47,26.627,N,84.349,W,-2.77,4.23
5/27/2018,12:08:47,26.632,N,84.352,W,-2.76,4.25
5/27/2018,12:10:46,26.636,N,84.355,W,-2.75,4.28
5/27/2018,12:12:46,26.641,N,84.358,W,-2.74,4.3
5/27/2018,12:14:46,26.646,N,84.362,W,-2.73,4.32
5/27/2018,12:16:47,26.65,N,84.365,W,-2.72,4.35
5/27/2018,12:18:47,26.655,N,84.368,W,-2.71,4.37
5/27/2018,12:20:47,26.66,N,84.372,W,-2.7,4.39
5/27/2018,12:22:47,26.665,N,84.375,W,-2.69,4.42
5/27/2018,12:24:46,26.669,N,84.378,W,-2.68,4.44
5/27/2018,12:26:46,26.674,N,84.381,W,-2.67,4.46
5/27/2018,12:28:46,26.679,N,84.385,W,-2.66,4.48
5/27/2018,12:30:46,26.684,N,84.388,W,-2.65,4.5
5/27/2018,12:32:47,26.689,N,84.391,W,-2.64,4.52
5/27/2018,12:34:47,26.694,N,84.394,W,-2.63,4.55
5/27/2018,12:36:47,26.699,N,84.397,W,-2.62,4.57
5/27/2018,12:38:47,26.703,N,84.4,W,-2.61,4.59
5/27/2018,12:40:46,26.708,N,84.404,W,-2.6,4.61
5/27/2018,12:42:46,26.713,N,84.407,W,-2.6,4.63
5/27/2018,12:44:46,26.718,N,84.41,W,-2.59,4.64
5/27/2018,12:46:47,26.723,N,84.413,W,-2.58,4.66
5/27/2018,12:48:47,26.728,N,84.416,W,-2.57,4.68
5/27/2018,12:50:47,26.734,N,84.419,W,-2.56,4.7
5/27/2018,12:52:47,26.739,N,84.422,W,-2.55,4.72
5/27/2018,12:54:46,26.744,N,84.425,W,-2.55,4.74
5/27/2018,12:56:46,26.749,N,84.428,W,-2.54,4.75
5/27/2018,12:58:46,26.754,N,84.432,W,-2.53,4.77
5/27/2018,13:00:46,26.759,N,84.435,W,-2.52,4.79
5/27/2018,13:02:47,26.764,N,84.438,W,-2.52,4.8
5/27/2018,13:04:47,26.769,N,84.441,W,-2.51,4.82
5/27/2018,13:06:47,26.775,N,84.444,W,-2.5,4.84
5/27/2018,13:08:47,26.78,N,84.447,W,-2.5,4.85
5/27/2018,13:10:46,26.785,N,84.45,W,-2.49,4.87
5/27/2018,13:12:46,26.79,N,84.453,W,-2.48,4.88
5/27/2018,13:14:46,26.796,N,84.456,W,-2.48,4.9
5/27/2018,13:15:39,26.798,N,84.457,W,-2.27,4.66
5/27/2018,13:17:38,26.803,N,84.46,W,-2.25,4.67
5/27/2018,13:19:38,26.808,N,84.462,W,-2.23,4.69
5/27/2018,13:21:38,26.813,N,84.465,W,-2.22,4.71
5/27/2018,13:23:38,26.818,N,84.468,W,-2.21,4.72
5/27/2018,13:25:39,26.823,N,84.47,W,-2.2,4.74
5/27/2018,13:27:39,26.828,N,84.473,W,-2.19,4.76
